Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ramulina spp.,Praebulimina spp.,Praebulimina sp. 3,Praebulimina sp. 2,Praebulimina sp. 1,Laevidentalina spp. ,Gavelinella spp.,Gavelinella sp. 1,Conorotalites sp.,Citharinella sp.,Bolivina spp.,Bolivina anambra,Neoflabellina sp.,Lenticulina rotulata,Lenticulina spp.,Rhabdammina spp.,Recurvoides sp.,Dorothia filiformis,?Silicosigmoilina sp. ,Reophax sp.,Nothia sp. ex gr. excelsa,Bulbobaculites sp.,Gyroidinoides sp. ex gr. nitidus,Praebulimina robusta,Praebulimina prolixa longa,Planularia complanata,Gyroidinoides spp.,Praebulimina fang,Conorotalites michelinianus,Cibicidoides dayi,Stilostomella spp.,Stilostomella alexanderi,Siphogenerinoides pygmaea,Saracenaria triangularis,Ramulina globotubulosa,Ramulina aculeata,Pyrulina cylindroides,Pyramidulina sp.,Psilocitharella recta,Pleurostomella spp.,Nodosaria aspera,Neobulimina subregularis,Lingulina taylorana,Lenticulina muensteri,Laevidentalina soluta,Hemirobulina bullata,Gyroidinoides subangulatus,Buliminella sp. cf. gabonica altispira,Bandyella greatvalleyensis,Astacolus spp.,Pyramidulina tetragona,Oolina spp.,Laevidentalina catenula,Ellipsoidella  sp.,Astacolus parallelus,Rhizammina spp.,Nodosarella sp.,Marginulinopsis sp. ,Marginulinopsis lituola,Lituotuba sp.,Lenticulina macrodisca,Ellipsoidina abbreviata,Citharina sp.,Vaginulinopsis sp.,Gaudryina pyramidata,?Ammosphaeroidina sp.,Tristix sp.,Bathysiphon sp. ,Verneuilinoides sp.,Rzehakina ex gr. epigona,Reophax spp.,Pseudobolivina spp.,Haplophragmoides  ex gr. excavatus,Bulbobaculites ex gr. problematicus,Ammobaculites sp.,Rhizammina (large),Lituotuba lituiformis,Evolutinella (?) sp.,Dorothia ex gr. filiformis,Budashevaella multicamerata,Trochammina spp.,Rzehakina inclusa,Karreriella conversa,Hyperammina sp. (incl. fragments),Silicosigmoilina cf. californica,Saccammina grzybowskii,Haplophragmoides sp.,Ammodiscus peruvianus,Ammodiscus ex gr. pennyi,Psammosphaera fusca,Glomospira irregularis,Lagenammina sp.,Haplophragmoides cf. walteri,Dorothia sp.,Recurvoides deflexiformis,Subreophax splendidus,Glomospira charoides,Ammosphaeroidina sp.,Karreriella spp.,Uvigerinammina jankoi,Trochamminoides spp.,Subreophax scalaris,Subreophax cf. guttifer,Rhabdammina sp.,Haplophragmoides sp. (?kirki),Rzehakina epigona lata,Rzehakina epigona,Saccammina placenta,Reophax duplex,Aschemocella spp. (incl. fragments),Hormosina velascoensis,Gaudryina sp.,Ammodiscus tenuissima,Paratrochamminoides olszewskii,Spiroplectammina sp.,Kalamopsis grzybowskii,Ammodiscus cretaceus,Spiroplectammina navarroana,Glomospira serpens,Subreophax sp.,Clavulinoides sp.,Bathysiphon spp.,Thurammina papillata,Spiroplectammina sp. (elongate),Glomospira gordialis,Saccorhiza ramosa,Reophax pilulifer,Ammoscalaria sp.,Hyperammina dilatata,Spiroplectammina spectabilis,Saccammina sphaerica,Hippocrepina sp.,Dorothia bulletta,Caudammina ovuloides,Haplophragmoides suborbicularis,Paratrochamminoides spp.,Pseudobolivina lagenaria,Trochamminoides grzybowskii,Rzehakina minima,Caudammina ovula,Silicosigmoilina sp.,Reticulophragmium spp.,Trochammina gyroidinaeformis,Tolypammina sp.,Spiroplectammina dentata,Remesella varians,Hormosina sp.,Cribrostomoides sp.,Conotrochammina whangai,Caudammina gigantea,Rzehakina fissistomata,Glomospirella  grzybowskii,Subreophax pseudoscalaris,Trochamminoides proteus,Hormosina excelsa,Tritaxia sp.,Ammolagena clavata,Reophax sp. 2,Recurvoidella lamella,Paratrochamminoides irregularis,Hormosina trinitatensis,Haplophragmoides porrectus,Haplophragmoides horridus,Ammodiscus glabratus,Sphaerammina gerochi,Reophax subfusiformis,Trochamminoides subcoronatus,Haplophragmoides  stomatus,Buzasina sp.,Sculptobaculites barri,Rzehakina sp. (narrow),Paratrochamminoides mitratus,Popovia beckmanni,Haplophragmoides walteri,Glomospira glomerata,Reophax nodulosa,Reticulophragmoides jarvisi,Glomospira diffundens,Insculptarenula sp.,Trochammina ruthvenmurrayi,Spiroplectammina excolata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 65,R, 6,  28.00,   1031.8800,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,8                ,                  ,                  ,                  ,                    ,31              ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,1                 ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,1                  ,                ,18                      ,                   ,                     ,                     ,                    ,2                         ,6                                     ,                          ,              ,                      ,           ,                       ,                  ,                    ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 67; Shannon-Weaver Index = 1.4; TOC = 11.2; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 65,R, 7,  31.00,   1033.4100,Holbourn ,Benthic Foraminifers                         ,               ,                  ,1            ,                 ,                  ,                  ,                  ,1                   ,11              ,                 ,                 ,                ,             ,                ,                 ,                    ,3               ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,5                   ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,1                        ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,24                      ,                   ,                     ,                     ,                    ,4                         ,6                                     ,                          ,              ,                      ,           ,                       ,                  ,                    ,3              ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 59; Shannon-Weaver Index = 1.8; TOC = 14.1; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 1,  21.00,   1033.9100,Holbourn ,Benthic Foraminifers                         ,               ,                  ,6            ,                 ,                  ,                  ,                  ,52                  ,2               ,                 ,                 ,                ,             ,                ,                 ,2                   ,3               ,                ,5              ,8                  ,                      ,           ,                         ,4                 ,8                               ,59                  ,3                         ,12                   ,                  ,9                ,70                         ,                 ,15                ,3                       ,                         ,                        ,                      ,25               ,7                    ,2               ,                     ,10                 ,                ,                        ,                   ,1                    ,                     ,                    ,18                        ,10                                    ,1                         ,1             ,1                     ,           ,1                      ,1                 ,3                   ,16             ,17             ,                    ,1                      ,             ,                      ,11                     ,             ,                  ,                    ,4                    ,1          ,6               ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 398; Shannon-Weaver Index = 29; TOC = 4.0; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 1,  68.00,   1034.3800,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,4                   ,3               ,                 ,                 ,                ,1            ,                ,                 ,1                   ,1               ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,22                  ,                          ,6                    ,                  ,10               ,8                          ,                 ,6                 ,4                       ,5                        ,1                       ,1                     ,5                ,4                    ,                ,                     ,8                  ,1               ,36                      ,                   ,5                    ,                     ,                    ,10                        ,17                                    ,3                         ,              ,                      ,1          ,1                      ,                  ,                    ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,3                    ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 167; Shannon-Weaver Index = 2.7; TOC = 4.0; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 1, 110.00,   1034.8000,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,6                ,                  ,                  ,                  ,                    ,24              ,                 ,                 ,                ,             ,                ,                 ,                    ,1               ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,1                 ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,71                      ,                   ,                     ,                     ,                    ,1                         ,8                                     ,                          ,              ,                      ,           ,                       ,                  ,                    ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 112; Shannon-Weaver Index = 1.1; TOC = 10.8; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 2,  19.00,   1035.3900,Holbourn ,Benthic Foraminifers                         ,               ,                  ,4            ,                 ,                  ,                  ,                  ,22                  ,3               ,                 ,                 ,                ,2            ,                ,                 ,                    ,2               ,                ,               ,                   ,                      ,2          ,                         ,3                 ,                                ,26                  ,3                         ,10                   ,                  ,17               ,34                         ,16               ,3                 ,                        ,                         ,3                       ,                      ,4                ,2                    ,                ,1                    ,1                  ,2               ,63                      ,1                  ,4                    ,                     ,                    ,21                        ,36                                    ,3                         ,1             ,                      ,           ,                       ,1                 ,1                   ,10             ,               ,2                   ,1                      ,             ,2                     ,9                      ,             ,1                 ,1                   ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 317; Shannon-Weaver Index = 2.8; TOC = 2.3; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 3,  20.00,   1036.9000,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,1                ,                  ,                  ,                  ,                    ,3               ,                 ,                 ,                ,             ,                ,                 ,                    ,1               ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,6                   ,1                         ,                     ,1                 ,14               ,10                         ,                 ,                  ,4                       ,1                        ,1                       ,                      ,                 ,                     ,1               ,                     ,8                  ,                ,9                       ,                   ,8                    ,                     ,1                   ,2                         ,                                      ,1                         ,              ,                      ,1          ,1                      ,2                 ,1                   ,               ,1              ,                    ,1                      ,             ,1                     ,5                      ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 86; Shannon-Weaver Index = 2.8; TOC = 3.2; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 4,  21.00,   1038.4100,Holbourn ,Benthic Foraminifers                         ,               ,                  ,2            ,3                ,                  ,                  ,                  ,21                  ,                ,                 ,                 ,                ,             ,                ,                 ,1                   ,8               ,                ,               ,3                  ,                      ,           ,                         ,2                 ,                                ,                    ,                          ,5                    ,                  ,7                ,7                          ,                 ,18                ,                        ,                         ,1                       ,                      ,                 ,4                    ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,42                        ,4                                     ,9                         ,6             ,                      ,1          ,2                      ,6                 ,1                   ,4              ,3              ,1                   ,3                      ,1            ,11                    ,7                      ,2            ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 185; Shannon-Weaver Index = 2.8; TOC = 3.9; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 4,  68.00,   1038.8800,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,30                  ,3               ,                 ,                 ,                ,3            ,                ,                 ,1                   ,                ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,34                  ,2                         ,18                   ,4                 ,42               ,55                         ,                 ,12                ,14                      ,                         ,                        ,                      ,7                ,1                    ,                ,                     ,20                 ,                ,9                       ,                   ,5                    ,                     ,                    ,22                        ,12                                    ,                          ,2             ,1                     ,1          ,1                      ,3                 ,2                   ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 304; Shannon-Weaver Index = 2.6; TOC = 4.1; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 5,  18.00,   1039.8800,Holbourn ,Benthic Foraminifers                         ,               ,                  ,3            ,5                ,                  ,                  ,                  ,74                  ,62              ,13               ,                 ,                ,7            ,                ,                 ,                    ,2               ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,183                 ,13                        ,11                   ,27                ,131              ,30                         ,                 ,12                ,2                       ,1                        ,2                       ,3                     ,27               ,3                    ,3               ,1                    ,27                 ,1               ,247                     ,1                  ,1                    ,2                    ,2                   ,43                        ,97                                    ,2                         ,2             ,                      ,           ,                       ,                  ,                    ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 1040; Shannon-Weaver Index = 2.5; TOC = 3.1; from Leg 159 Ch 30 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,159, 959,D, 66,R, 6,  15.00,   1041.3500,Holbourn ,Benthic Foraminifers                         ,               ,                  ,             ,3                ,                  ,                  ,                  ,                    ,1               ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,               ,                   ,                      ,           ,                         ,                  ,                                ,2                   ,1                         ,                     ,                  ,2                ,1                          ,1                ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,               ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,Total specimen count = 11; Shannon-Weaver Index = 1.9; TOC = 16.6; from Leg 159 Ch 30 Table 1
