Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Paragloborotalia mayeri	Neogloboquadrina continuosa	Globoquadrina venezuelana	Globoquadrina baroemoenensis	Globigerinoides subquadratus	Globigerinoides sacculifer (without sack)	Globigerinoides obliquus	Globigerinoides altiapertura	Globigerinita glutinata	Globigerinatella insueta	Fohsella peripheroronda	Dentoglobigerina altispira	Catapsydrax dissimilis	Globoquadrina dehiscens	Globigerinella aequilateralis	Cassigerinella chipolensis	Sphaeroidinellopsis disjuncta	Globigerinoides sacculifer	Fohsella birnageae	Praeorbulina sicana	Paragloborotalia semivera	Globoconella praescitula	Globorotaloides hexagonus	Globoconella zealandica	Hirsutella scitula	Menardella archeomenardii	Globoconella miozea	Sphaeroidinellopsis seminulina	Fohsella peripheroacuta	Sphaeroidinellopsis kochi	Orbulina universa	Menardella praemenardii	Fohsella praefohsi	Globorotalia lenguaensis	Fohsella fohsi fohsi	Globoturborotalita woodi	Globigerina bulloides	Globoconella panda	Menardella menardii (sinistral)	Globoturborotalita nepenthes	Globoturborotalita druryi	Menardella menardii (dextral)	Menardella limbata (sinistral)	Globigerina falconensis	Neogloboquadrina acostaensis	Hirsutella cibaoensis	Globorotalia paralenguaensis	Globorotalia merotumida	Neogloboquadrina pachyderma (sinistral)	Globigerinoides ruber	Neogloboquadrina pachyderma (dextral)	Globoturborotalita decoraperta	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Hirsutella challengeri	Globoturborotalita apertura	Candeina nitida	Neogloboquadrina dutertrei	Globigerinoides seigliei	Hirsutella juanai	Globorotalia plesiotumida	Menardella limbata (dextral)	Neogloboquadrina humerosa	Globigerinoides conglobatus	Pulleniatina primalis (sin.)	Globorotalia tumida	Sphaeroidinella dehiscens	Menardella multicamerata	Hirsutella margaritae	Truncorotalia crassaformis	Menardella exilis	Hirsutella hirsuta	Pulleniatina primalis (dex.)	Menardella pertenuis	Menardella miocenica	Globoturborotalita rubescens	Globigerinoides fistulosus	Globorotalia ungulata	Pulleniatina obliquiloculata	Truncorotalia truncatulinoides (dex.)	Truncorotalia truncatulinoides (sin.)	Globoconella inflata	Beella praedigitata	Beella digitata	Globoturborotalita tenella	Berggrenia riedeli	Comment

  SR	Middle Miocene   	                 	N10               	              	165	 999	A	 37	X	 2	  60.00	    337.3000	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	S                          	F                        	R                           	R                           	F                                        	F                       	                            	R                      	                        	R                      	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	S                        	                       	R                 	                         	R                  	R                             	R                      	R                        	R                	R                      	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N10               	              	165	 999	A	 37	X	 5	  40.00	    341.6000	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	R                          	R                        	                            	R                           	                                         	F                       	                            	                       	                        	R                      	C                         	                      	                       	                             	                          	                             	                          	                  	                   	                         	S                       	R                        	                       	R                 	                         	                   	F                             	R                      	R                        	R                	R                      	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N10               	              	165	 999	A	 37	X	CC	  25.00	    344.4300	Chaisson 	Planktonic Foraminifers                      	               	P                 	C                      	R                          	F                        	                            	R                           	F                                        	R                       	                            	                       	                        	R                      	F                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	                              	R                      	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 38	X	 2	  42.00	    346.7200	Chaisson 	Planktonic Foraminifers                      	               	P                 	C                      	S                          	F                        	                            	R                           	F                                        	R                       	                            	R                      	                        	R                      	F                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	S                        	                       	                  	R                        	                   	R                             	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 38	X	 5	  42.00	    351.2200	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	R                          	F                        	R                           	R                           	F                                        	F                       	                            	R                      	                        	R                      	F                         	                      	                       	R                            	                          	                             	                          	                  	                   	                         	                        	                         	                       	S                 	R                        	R                  	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 38	X	CC	  35.00	    354.4500	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	R                          	F                        	R                           	F                           	F                                        	R                       	                            	                       	                        	R                      	F                         	                      	R                      	                             	                          	                             	                          	                  	                   	                         	                        	                         	                       	                  	R                        	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 39	X	 2	  41.00	    356.3100	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	R                          	F                        	R                           	F                           	R                                        	R                       	                            	R                      	R                       	F                      	F                         	                      	R                      	                             	                          	                             	R                         	                  	R                  	                         	R                       	                         	                       	                  	R                        	R                  	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 39	X	 5	  41.00	    360.8100	Chaisson 	Planktonic Foraminifers                      	               	G                 	C                      	                           	F                        	R                           	F                           	F                                        	S                       	                            	R                      	R                       	F                      	R                         	                      	R                      	                             	                          	                             	R                         	                  	R                  	                         	                        	                         	                       	                  	R                        	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 39	X	CC	  40.00	    364.2100	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	                           	F                        	R                           	F                           	F                                        	R                       	                            	                       	R                       	F                      	R                         	                      	R                      	                             	                          	                             	R                         	                  	R                  	                         	                        	                         	                       	S                 	R                        	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 40	X	 2	  41.00	    365.9100	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	R                          	F                        	R                           	F                           	F                                        	R                       	                            	R                      	R                       	F                      	R                         	                      	R                      	S                            	                          	                             	R                         	                  	                   	                         	                        	S                        	S                      	S                 	R                        	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 40	X	 5	  42.00	    370.4200	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	R                          	F                        	R                           	F                           	F                                        	R                       	                            	R                      	                        	F                      	F                         	                      	                       	                             	                          	                             	R                         	                  	R                  	                         	                        	R                        	                       	                  	R                        	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 40	X	CC	  35.00	    373.3500	Chaisson 	Planktonic Foraminifers                      	               	P                 	F                      	R                          	F                        	                            	F                           	F                                        	                        	                            	                       	R                       	R                      	F                         	                      	                       	                             	                          	                             	                          	                  	                   	                         	                        	R                        	                       	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 41	X	 2	  42.00	    375.6200	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	                           	F                        	R                           	F                           	C                                        	R                       	                            	R                      	S                       	R                      	F                         	                      	R                      	                             	                          	                             	R                         	                  	R                  	                         	                        	S                        	                       	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 41	X	 5	  40.00	    380.1000	Chaisson 	Planktonic Foraminifers                      	               	G                 	F                      	R                          	R                        	                            	F                           	C                                        	F                       	                            	                       	                        	R                      	C                         	                      	R                      	                             	                          	                             	R                         	                  	R                  	                         	                        	S                        	                       	R                 	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 41	X	CC	  32.00	    383.4500	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	R                          	R                        	                            	F                           	F                                        	R                       	                            	                       	R                       	R                      	F                         	                      	F                      	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N8                	N9            	165	 999	A	 42	X	 2	  42.00	    385.3200	Chaisson 	Planktonic Foraminifers                      	               	M                 	F                      	                           	R                        	R                           	C                           	F                                        	R                       	                            	                       	S                       	R                      	C                         	                      	R                      	                             	                          	                             	                          	                  	R                  	R                        	                        	                         	S                      	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N7                	              	165	 999	A	 42	X	 5	  42.00	    389.8200	Chaisson 	Planktonic Foraminifers                      	               	M                 	C                      	R                          	F                        	                            	C                           	C                                        	R                       	                            	                       	                        	R                      	F                         	                      	R                      	                             	                          	R                            	R                         	                  	R                  	                         	                        	R                        	                       	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N7                	              	165	 999	A	 42	X	CC	  30.00	    391.1100	Chaisson 	Planktonic Foraminifers                      	               	P                 	C                      	R                          	F                        	                            	F                           	C                                        	R                       	                            	R                      	S                       	R                      	R                         	                      	R                      	                             	                          	                             	                          	                  	                   	                         	                        	                         	S                      	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Middle Miocene   	                 	N7                	              	165	 999	A	 43	X	 2	  42.00	    394.9200	Chaisson 	Planktonic Foraminifers                      	               	G                 	C                      	                           	F                        	R                           	F                           	C                                        	R                       	                            	R                      	R                       	R                      	F                         	                      	F                      	                             	                          	R                            	R                         	                  	R                  	R                        	                        	S                        	                       	                  	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	                        	                     	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	                     	                                     	                              	                        	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A
