Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valensiella griphus,Taleisphaera hydra,Spiniferites spp.,Pervosphaeridium pseudhystrichodinium,Palaeohystrichophora infusoriodes,Oligosphaeridium spp.,Odontochitina spp.,Microdinium ornatum,Maghrebinia sp.,Litosphaeridium siphoniphorum,Kallosphaeridium granulatum,Florentinia spp.,Eyrea nebulosa,Exochosphaeridium sp.,Diconodinium multispinum,Cyclonephelium hughesii,Cribroperidinium edwardsii,Cribroperidinium cooksoniae,Craspedodinium sp.,Cleistosphaeridium ancoriferum,Ascodinium acrophorum,Achomosphaera triangulata,Heterosphaeridium sp.,Cribroperidinium muderongense,Kiokansium polypes,Hystrichodinium pulchrum,Chlamydophorella nyei,Cassiculosphaeridia reticulata,Chatangiella sp.,Prolixosphaeridium sp.,Tanyosphaeridium salpinx,Xenascus cf. ceratioides,Isabelidinium spp.,Kleithriasphaeridium tubulosum,?Maduradinium sp.,Conosphaeridium striatoconus,Trithyodinium sp.,Tehamadinium sp.,Xenascus ceratioides,Trithyrodinium suspectum,Spiniferites sp.,Oligosphaeridium pulcherrimum,Kallosphaeridium? helbyi,Isabelidinium sp. ,Hystrichosphaeridium tubiferum,Cyclonephelium crassimarginatum,Circulodinium distinctum longispinatum,Chlamydophorella discreta,Canningia reticulata,Callaoisphaeridium asymmetricum,Spiniferites ramosus,Odontochitina sp.,Odontochitina operculata,Nelsoniella aceras,Kiokansium sp. cf. K. polypes,Isabelidinium korojonense,Isabelidinium cooksoniae,Isabelidinium belfastense,Heterosphaeridium heteracanthum,Fromea sp.,Cyclonephelium compactum,Cyclonephelium brevispinatum,Cleistosphaeridium sp.,Circulodinium distinctum,Chatangiella victoriensis,Chatangiella tripartita,Canninginopsis colliveri,Bulbodinium seitzii,Trichodinium castanea,Spinidinium? clavus,Spinidinium sp.,Odontochitina cribropoda,Laciniadinium firmum,Canningia sp.,Areoligera sp. cf. A. senonensis,Trithyrodinium fragile,Tanyosphaeridium variecalamus,Spinidinium lanterna,Pierceites schizocystis,Odontochitina porifera,Laciniadinium williamsii,Isabelidinium microarmum,Isabelidinium acuminatum,Hystrichokolpoma sp. ,Florentinia sp. cf. F. mantellii,Eurydinium eyrense,Eschariasphaeridia sp.,Dinogymnium westralium,Chatangiella verrucosa,Chatangiella spectabilis,Chatangiella biapertura,Areoligera sp.,Areoligera senonensis,Alterbidinium minus,Achomosphaera sp.,Heterosphaeridium conjunctum,Eurydinium tempestivum,Eucladinium spinosissimum,Dinogymnium sp.,Diconodinium sp.,Diconodinium arcticum,Deflandrea sp.,Oligosphaeridium sp.,Nelsoniella sp. ,Chatangiella granulifera,Chatangiella ditissima,Amphidiadema denticulata,Cleistosphaeridium multifurcatum,Areoligera coronata,Apteodinium maculatum,Chatangiella serratula,Canningia senonica,Alterbidinium sp.,Achomosphaera ramulifera,Talimudinium scissurum,Spinidinium uncinatum,Palaeoperidinium parvum,Gillinia hymenophora,Eucladinium madurense,Diconodinium sp. cf. D. arcticum,Oligosphaeridium complex,Cyclonephelium paucimarginatum,Canningia kukebaiensis,Leptodinium sp. ,Kallosphaeridium? ringnesiorum,Eurydinium ingramii,Dinogymnium curvatum,Dinogymnium albertii,Pterodinium cingulatum,Isabelidinium magnum,Isabelidinium cretaceum oviforme,Exochosphaeridium phragmites,Trithyrodinium sp.,Nelsoniella tuberculata,Isabelidinium cretaceum cretaceum,Dinogymnium digitus,Cleistosphaeridium flexuosum,Batiacasphaera sp.,Amphidiadema sp.,Tanyosphaeridium xanthiopyxides,Nelsoniella semireticulata,Abratopdinium kerguelense,Kallosphaeridium sp.,Gonyaulacysta sp. ,Palaeohystrichophora sp.,Microdinium sp. ,Maduradinium pentagonum,Impagidinium cristatum,Platycystidia diptera,Dinogymnium undolosum,Leberidocysta chlamydata,Eucladinium gambangense,Xenikoon australis,Hystrichodinium sp. ,Canningia sp. cf. C. scabrosa,Lanternosphaeridium sp. ,Heterosphaeridium cordiforme,Cleistosphaeridium huguoniotii,Abratopdinium cardioforme,Xenikoon sp.,Trichodinium sp.,Subtilisphaera piraensis,Senegalinium sp. cf. S. ?microgranulatum,Manumiella sp.,Isabelidinium thomasii,Lejeunecysta sp. ,Elytrocysta druggii,Coronifera sp. cf. C. striolata,Amphorasphaeridium sp.,Satyrodinium haumuriense,Satyrodinium bengalense,Fromea chytra ,Cannosphaeropsis utinensis,Nematosphaeropsis sp. ,Cleistosphaeridium armatum,Isabelidinium sp. A,Endoceratium sp.,Diconodinium rhombiforme,Diconodinium psilatum,Manumiella sp. cf. M. sp. 2,Isabelidinium bakeri,Amphorosphaeridium fenestratum,Xenascus sp.,Exochosphaeridium arnace,Cordosphaeridium sp.,Subtilisphaera sp.,Impagidinium sp.,Eurydinium ellipticum,Cerodinium diebelii,Palaeocystodinium sp.,Isabelidinium pellucidum,Isabelidinium cretaceum gravidusum,Cyclopsiella sp.,Paralecaniella sp.,Alterbidinium acutulum,Palaeocystodinium sp. cf. P. scabrata,Odontochitina spinosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Zone A            ,              ,120, 748,C, 55,R, 1, 125.00,    674.2500,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,C                    ,                             ,                  ,                        ,+                    ,                              ,A               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,F                   ,F                       ,                ,F                            ,R                       ,C                 ,F                             ,A                              ,F                                     ,                         ,+                   ,                               ,F                   ,                 ,+                       ,                  ,                             ,                         ,                        ,+                        ,                               ,          ,                        ,                            ,                      ,F                       ,                         ,C                      ,                        ,+                  ,                     ,C                  ,F              ,                        ,                    ,             ,+                               ,+                     ,+                            ,F                   ,+                      ,+                     ,+                       ,+                       ,R                       ,+                    ,+                               ,+                 ,R                     ,+                     ,+                     ,+                       ,+                      ,R             ,+                    ,+                  ,R                ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Zone A            ,              ,120, 748,C, 56,R, 1,  77.00,    683.2700,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,A                    ,                             ,                  ,F                       ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,R                       ,+               ,                             ,                        ,                  ,                              ,C                              ,                                      ,+                        ,                    ,                               ,+                   ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,F                              ,          ,F                       ,C                           ,                      ,A                       ,                         ,                       ,                        ,                   ,+                    ,F                  ,F              ,F                       ,+                   ,+            ,+                               ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,                  ,              ,120, 748,C, 62,R, 1,  52.00,    733.0200,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,+                    ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,+                    ,                             ,                  ,                        ,                     ,                              ,R               ,                      ,                        ,+                       ,+                 ,                              ,                 ,                            ,+                ,                ,+                   ,+                       ,                ,V                            ,+                       ,F                 ,R                             ,                               ,                                      ,R                        ,F                   ,                               ,+                   ,R                ,R                       ,+                 ,R                            ,+                        ,+                       ,F                        ,C                              ,+         ,+                       ,+                           ,F                     ,+                       ,+                        ,+                      ,+                       ,R                  ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,Campanian        ,Zone A            ,              ,120, 748,C, 62,R, 4,  98.00,    737.9800,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,+                                ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,R                    ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,+                   ,F                       ,+               ,R                            ,+                       ,+                 ,+                             ,+                              ,C                                     ,A                        ,+                   ,R                              ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,                  ,              ,120, 748,C, 62,R, 4, 115.00,    738.1500,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,+                                    ,+                                ,+                    ,                  ,                   ,               ,                             ,                           ,+               ,              ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,+               ,                      ,                        ,                        ,+                 ,+                             ,                 ,+                           ,+                ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,                  ,              ,120, 748,C, 62,R, 6,  52.00,    740.5200,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,+                    ,                  ,                   ,               ,                             ,                           ,                ,+             ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,+                 ,                              ,                 ,                            ,+                ,+               ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,                  ,              ,120, 748,C, 62,R,CC,   0.00,    741.8500,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,                 ,                                     ,                                 ,+                    ,                  ,                   ,               ,                             ,                           ,                ,+             ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,+                             ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,                  ,              ,120, 748,C, 63,R, 1,  82.00,    742.8200,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,                 ,                                     ,                                 ,+                    ,                  ,                   ,+              ,                             ,                           ,                ,              ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,+                       ,+                    ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,                  ,              ,120, 748,C, 63,R,CC,  13.00,    743.3800,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,                                     ,                                 ,+                    ,+                 ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
