Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus rugosus/rioensis,Sphenolithus spp.,Reticulofenestrid taxa,Reticulofenestra pseudoumbilicus,Discoaster in class,Discoaster brouweri,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster variabilis,Discoaster exilis,Discoaster calcaris,Discoaster moorei,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Discoaster hamatus/bellus,Discoaster neohamatus,Minylitha convallis,Discoaster triradiatus,Discoaster loeblichii,Discoaster adamanteus,Discoaster intercalaris,Helicosphaera carteri,Discoaster surculus,Discoaster quinqueramus,Amaurolithus primus,Discoaster asymmetricus,Amaurolithus delicatus,Discoaster pentaradiatus,Amaurolithus tricorniculatus,Triquetrorhabdulus extensus,Discoaster prepentaradiatus,Amaurolithus amplificus,Rhabdosphaera spp.,Reticulofenestra spp.,Ceratolithus acutus,Geminilithella rotula,Ceratolithus rugosus,Coccolithus radiatus,Discoaster tristellifer,Ceratolithus cristatus/telesmus,Syracosphaera spp.,Discoaster pansus,Pontosphaera sp.,Helicosphaera sellii,Discoaster tamalis,Pseudoemiliania lacunosa,Discoaster decorus,Gephyrocapsa spp. small (<4 microns),Umbilicosphaera spp.,Thoracosphaera spp.,Gephyrocapsa oceanica,Helicosphaera wallichii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 2,  50.00,     55.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,F                                  ,A                ,A                     ,R                               ,                   ,C                  ,                     ,                        ,                      ,                      ,                     ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,C                    ,R                  ,R                      ,R                  ,                       ,F                     ,                        ,                            ,                           ,                           ,R                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 3,  50.00,     56.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,R                               ,C                  ,C                  ,C                    ,                        ,R                     ,C                     ,F                    ,                 ,                   ,T                ,                 ,                  ,                   ,                         ,                     ,                   ,T                     ,                     ,                     ,R                      ,F                    ,R                  ,R                      ,F                  ,                       ,C                     ,                        ,T                           ,                           ,                           ,T                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 3, 100.00,     57.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,F                                  ,A                ,A                     ,R                               ,C                  ,C                  ,C                    ,                        ,T                     ,C                     ,C                    ,                 ,                   ,                 ,T                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,C                    ,R                  ,                       ,C                  ,T                      ,C                     ,                        ,                            ,                           ,                           ,F                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 4,  25.00,     57.7500,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,A                ,A                     ,T                               ,C                  ,A                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,F                    ,R                  ,R                      ,F                  ,                       ,C                     ,                        ,T                           ,                           ,                           ,C                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 4, 100.00,     58.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,A                ,A                     ,R                               ,T                  ,D                  ,C                    ,                        ,F                     ,C                     ,R                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,                       ,F                    ,R                  ,R                      ,C                  ,F                      ,C                     ,                        ,R                           ,                           ,                           ,T                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 5,  25.00,     59.2500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,A                ,A                     ,R                               ,F                  ,D                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,T                     ,                     ,T                    ,                       ,R                    ,                   ,R                      ,C                  ,R                      ,C                     ,                        ,T                           ,                           ,                           ,T                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 5, 100.00,     60.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,C                ,A                     ,                                ,R                  ,A                  ,C                    ,                        ,F                     ,C                     ,F                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,R                    ,                   ,R                      ,F                  ,T                      ,F                     ,                        ,                            ,                           ,                           ,F                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 6,  25.00,     60.7500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,C                                  ,C                ,A                     ,                                ,                   ,D                  ,C                    ,                        ,F                     ,C                     ,R                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,F                      ,F                    ,T                  ,R                      ,C                  ,R                      ,C                     ,                        ,                            ,                           ,                           ,R                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 6, 100.00,     61.5000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,C                ,A                     ,                                ,                   ,F                  ,C                    ,                        ,R                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,T                      ,F                    ,R                  ,A                      ,F                  ,                       ,F                     ,                        ,                            ,                           ,                           ,R                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 6, 125.00,     61.7500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,C                ,A                     ,                                ,                   ,F                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,T                      ,F                    ,T                  ,A                      ,F                  ,                       ,R                     ,                        ,                            ,                           ,                           ,F                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 6, 145.00,     61.9500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,R                                  ,C                ,A                     ,                                ,                   ,C                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,T                ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,R                      ,F                    ,R                  ,A                      ,C                  ,T                      ,R                     ,                        ,                            ,R                          ,T                          ,R                      ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 7,  20.00,     62.2000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,F                                  ,C                ,A                     ,                                ,R                  ,C                  ,C                    ,                        ,F                     ,C                     ,A                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,F                    ,R                  ,A                      ,C                  ,                       ,F                     ,                        ,                            ,R                          ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  7,H, 7,  50.00,     62.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,                                ,F                  ,C                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,C                    ,R                  ,A                      ,R                  ,                       ,R                     ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 1,  80.00,     63.3000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,F                ,A                     ,T                               ,A                  ,A                  ,C                    ,                        ,F                     ,F                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,R                    ,R                      ,                     ,F                  ,T                      ,                   ,T                      ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 1, 140.00,     63.9000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,F                ,A                     ,T                               ,C                  ,A                  ,C                    ,                        ,F                     ,F                     ,A                    ,                 ,                   ,T                ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,F                    ,F                      ,F                    ,F                  ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 2,  80.00,     64.8000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,F                ,A                     ,T                               ,C                  ,A                  ,C                    ,                        ,F                     ,C                     ,A                    ,                 ,                   ,                 ,T                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,R                      ,F                    ,F                  ,R                      ,C                  ,F                      ,F                     ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 2, 140.00,     65.4000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,A                ,A                     ,T                               ,C                  ,C                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,T                ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,T                      ,F                    ,R                  ,                       ,A                  ,T                      ,C                     ,                        ,T                           ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 3,  40.00,     65.9000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,C                ,A                     ,                                ,C                  ,C                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,R                      ,F                    ,                   ,                       ,A                  ,T                      ,C                     ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 3, 100.00,     66.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,                                ,C                  ,C                  ,C                    ,                        ,C                     ,C                     ,F                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,T                      ,C                    ,F                  ,T                      ,R                  ,T                      ,F                     ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 4,  20.00,     67.2000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,                                ,A                  ,C                  ,A                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,                 ,T                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,R                      ,C                    ,R                  ,R                      ,T                  ,F                      ,R                     ,T                       ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 4, 100.00,     68.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,                                ,C                  ,C                  ,F                    ,                        ,C                     ,C                     ,C                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,F                    ,C                  ,                       ,R                  ,F                      ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 5,  20.00,     68.7000,Raffi    ,Nannofossils                                 ,A              ,M                 ,F                                  ,A                ,A                     ,                                ,C                  ,A                  ,C                    ,                        ,R                     ,C                     ,T                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,T                     ,                     ,T                    ,                       ,F                    ,T                  ,R                      ,R                  ,F                      ,T                     ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 5, 140.00,     69.9000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,A                ,A                     ,                                ,C                  ,C                  ,C                    ,                        ,F                     ,C                     ,F                    ,                 ,                   ,R                ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,T                      ,F                    ,F                  ,                       ,R                  ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9bA             ,              ,138, 848,C,  8,H, 6,  80.00,     70.8000,Raffi    ,Nannofossils                                 ,A              ,M                 ,F                                  ,C                ,A                     ,                                ,A                  ,A                  ,C                    ,                        ,R                     ,C                     ,C                    ,                 ,                   ,T                ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,R                    ,F                  ,T                      ,A                  ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  8,H, 6, 140.00,     71.4000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                                  ,C                ,A                     ,                                ,C                  ,C                  ,C                    ,                        ,R                     ,C                     ,R                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,T                      ,F                    ,T                  ,F                      ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  8,H, 7,  40.00,     71.9000,Raffi    ,Nannofossils                                 ,A              ,M                 ,A                                  ,C                ,A                     ,                                ,A                  ,C                  ,C                    ,                        ,F                     ,C                     ,C                    ,                 ,                   ,T                ,R                ,                  ,                   ,                         ,cf                   ,                   ,                      ,                     ,T                    ,T                      ,F                    ,R                  ,R                      ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 2, 119.00,     74.6900,Raffi    ,Nannofossils                                 ,A              ,M                 ,A                                  ,C                ,A                     ,                                ,C                  ,C                  ,C                    ,                        ,F                     ,C                     ,F                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,cf                   ,                   ,                      ,                     ,R                    ,F                      ,                     ,R                  ,R                      ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 3,  50.00,     75.5000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                                  ,A                ,A                     ,                                ,A                  ,C                  ,C                    ,                        ,C                     ,C                     ,F                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,T                    ,                   ,                      ,                     ,R                    ,T                      ,F                    ,T                  ,F                      ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 3, 100.00,     76.0000,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                                  ,A                ,A                     ,                                ,A                  ,C                  ,C                    ,                        ,C                     ,C                     ,F                    ,                 ,                   ,                 ,R                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,T                    ,R                      ,F                    ,                   ,C                      ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
