Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia praescitula,Globoquadrina venezuelana,Catapsydrax parvulus,Globoquadrina cf. G. venezuelana,Globigerina spp.,Globigerina bulloides,Globigerina woodi,Neogloboquadrina spp.,Neogloboquadrina pachyderma (dextral),Neogloboquadrina humerosa,Globigerinella obesa,Globigerina cf. G. bulloides,Globigerina falconensis,Globigerinita uvula,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina himiensis,Neogloboquadrina asanoi,Turborotalita humilis,Tenuitella parkerae,Neogloboquadrina pachyderma (sin.),Neogloboquadrina pachyderma (dex.),Globigerinita minuta,Globigerinita glutinata,Globigerina umbilicata,Globigerina quinqueloba,Globigerina clarkei,Comment
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 1,  78.00,     82.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 2,  78.00,     84.1800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,27                   ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,4                  ,                                       ,                          ,                       ,0                    ,7                  ,23                                ,13                                ,1                   ,0                      ,0                     ,24                     ,                   ,Indeterminate tests = 1; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 3,  78.00,     85.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 4,  78.00,     87.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 5,  78.00,     88.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H, 6,  78.00,     90.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 10,H,CC,  31.00,     91.6900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,16                   ,                 ,                     ,                                     ,                         ,                    ,                            ,1                      ,                   ,3                                      ,                          ,13                     ,                     ,                   ,                                  ,                                  ,                    ,                       ,1                     ,5                      ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 1,  78.00,     92.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 2,  78.00,     93.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 3,  78.00,     95.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 4,  78.00,     96.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 5,  78.00,     98.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H, 6,  78.00,     99.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 11,H,CC,  25.00,    101.4000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,6                    ,                 ,                     ,7                                    ,                         ,                    ,                            ,                       ,                   ,2                                      ,                          ,8                      ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 1,  78.00,    101.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 2,  78.00,    103.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 3,  78.00,    104.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 4,  78.00,    106.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 5,  78.00,    107.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 12,H, 6,  78.00,    109.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 1,  78.00,    111.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 2,  78.00,    112.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 3,  78.00,    114.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 4,  78.00,    115.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 5,  78.00,    117.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 13,H, 6,  78.00,    118.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 14,H, 1,  78.00,    120.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 14,H, 2,  78.00,    122.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 14,H, 3,  78.00,    123.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 14,H, 4,  78.00,    125.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 14,H, 5,  78.00,    126.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 1,  79.00,    130.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 2,  79.00,    131.6900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 3,  79.00,    133.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 4,  80.00,    134.7000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 5,  79.00,    136.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H, 6,  79.00,    137.6900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 15,H,CC,  23.00,    139.3100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,2                    ,                 ,                     ,1                                    ,                         ,                    ,                            ,                       ,                   ,                                       ,1                         ,2                      ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 1,  80.00,    139.7000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 2,  80.00,    141.2000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 3,  80.00,    142.7000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 4,  80.00,    144.2000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 5,  77.00,    145.6700,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 16,H, 6,  79.00,    147.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 1,  79.00,    149.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 3,  40.00,    150.6000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 4,  79.00,    151.5600,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 5,  79.00,    153.0600,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 6,  79.00,    154.5600,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 7,  79.00,    156.0600,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
