Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Laeviheterohelix turgida,Whiteinellid taxa,Rotalipora sp.,Praeglobotruncana stephani,Marginotruncanid taxa,Hedbergella planispira,Dicarinellid taxa,Globigerinelloides ultramicrus,Globigerinelloides bentonensis,Favusella washitensis,Whiteinella paradubia,Whiteinella baltica,Whiteinella archaeocretacea,Whiteinella aprica,Heterohelix reussi,Heterohelix moremani,Helvetoglobotruncana helvetica,Globigerinelloides bollii,Marginotruncana sigali,Marginotruncana schneegansi,Marginotruncana renzi,Hedbergella flandrini,Dicarinella primitiva,Dicarinella imbricata,Dicarinella hagni,Dicarinella concavata,Whiteinella sp.,Whiteinella praehelvetica,Marginotruncana sp.,Marginotruncana pseudolinneiana,Heterohelix sp.,Heterohelix globulosa,Hedbergella delrioensis,Guembelitria cretacea,Falsotruncana maslakovae,Dicarinella sp.,Dicarinella canaliculata,Praeglobotruncana gibba,Marginotruncana marginata,Hedbergella sp.,Pseudoguembelina costellifera,Laeviheterohelix pulchra,Contusotruncana fornicata,Clavihedbergella simplex,Marginotruncana sinuosa,Heterohelix carinata,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Heterohelix striata,Hedbergella holmdelensis,Marginotruncana coronata,Globigerinelloides caseyi,Sigalia decoratissima carpatica,Globigerinoides asper,Dicarinella asymetrica,Ventilabrella eggeri,Heterohelix sphenoides,Globigerinelloides subcarinatus,Hedbergella monmouthensis,Globotruncana lapparenti,Sigalia deflaensis rugocostata,Globotruncana sp.,Globotruncanita stuartiformis,Globotruncana orientalis,Globotruncana mariei,Globotruncana linneiana,Globotruncana arca,Globotruncana bulloides,Globotruncana rosetta,Pseudotextularia elegans,Globigerinelloides alvarezi,Archaeoglobigerina blowi,Contusotruncana plummerae,Contusotruncana patelliformis,Archaeoglobigerina sp.,Globotruncanella minuta,Globotruncana rugosa,Biglobigerinella multispina,Archaeoglobigerina cretacea,Radotruncana calcarata,Heterohelix navarroensis,Pseudoguembelina costulata,Globotruncana ventricosa,Rugoglobigerina sp.,Globotruncanita stuarti,Globotruncana falsostuarti,Ventilabrella multicamerata,Heterohelix punctulata,Rugoglobigerina rugosa,Globotruncanita sp.,Globotruncana aegyptiaca,Rugoglobigerina macrocephala,Pseudoguembelina palpebra,Planoglobulina riograndensis,Heterohelix planata,Rugoglobigerina rugosa/hexacamerata,Rugoglobigerina reicheli,Rugoglobigerina pennyi,Rugoglobigerina hexacamerata,Planoglobulina carseyae,Gansserina gansseri,Abathomphalus intermedius,Globotruncanita pettersi,Pseudoguembelina excolata,Kuglerina rotundata,Gansserina wiedenmayeri,Globotruncana esnehensis,Pseudotextularia nuttalli,Gublerina acuta,Globotruncanita conica,Globotruncana insignis,Pseudoguembelina hariaensis,Kefiana sp.,Gublerina cuvillieri,Globotruncanita angulata,Rugoglobigerina milamensis,Globotruncanella petaloidea,Contusotruncana plicata,Globotruncana dupeublei,Pseudotextularia intermedia,Pseudoguembelina kempensis,Plummerita hantkeninoides,Planoglobulina acervulinoides,Planoglobulina sp.,Contusotruncana contusa,Racemiguembelina fructicosa,Abathomphalus mayaroensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,KS23              ,              ,160, 967,E, 29,R, 1, 100.00,    379.8000,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,C                     ,                 ,C                             ,                              ,                     ,                     ,                   ,C                          ,                  ,R                 ,                    ,                              ,R                        ,                      ,                           ,cf/R                 ,VR                   ,                     ,cf/VR                ,                 ,C                    ,               ,                         ,C                  ,                               ,C              ,C                    ,                       ,                     ,                        ,               ,cf/VR                   ,                       ,                         ,C              ,                             ,cf/R                    ,cf/R                     ,VR                      ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS23              ,              ,160, 967,E, 29,R, 1, 109.00,    379.8900,Premoli Silva,Planktonic Foraminifers                      ,AA             ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,                              ,                              ,                     ,R                    ,C                  ,VR                         ,R                 ,C                 ,C                   ,F                             ,                         ,VR                    ,?                          ,?                    ,                     ,                     ,                     ,                 ,                     ,               ,F                        ,                   ,?                              ,               ,                     ,                       ,                     ,                        ,               ,                        ,VR                     ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,planktonics deformed and fragmented. from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS23              ,              ,160, 967,E, 29,R, 2,   4.00,    380.3400,Premoli Silva,Planktonic Foraminifers                      ,AA             ,                  ,                        ,A                ,              ,                          ,R                    ,R                     ,                 ,                              ,                              ,                     ,                     ,C                  ,R                          ,C                 ,F                 ,F                   ,R                             ,                         ,F                     ,VR                         ,VR                   ,R                    ,                     ,                     ,                 ,VR                   ,               ,                         ,                   ,VR                             ,               ,                     ,                       ,                     ,                        ,               ,VR                      ,R                      ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,KS23              ,              ,160, 967,E, 29,R, 2,  10.00,    380.4000,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,R                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,cf/VR                ,R              ,                         ,C                  ,                               ,               ,C                    ,VR                     ,                     ,                        ,A              ,                        ,                       ,                         ,C              ,cf/VR                        ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,KS23              ,              ,160, 967,E, 29,R, 2,  65.00,    380.9500,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,                              ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,VR                       ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,C              ,                         ,                   ,                               ,C              ,cf/VR                ,cf/VR                  ,                     ,                        ,C              ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,                 ,KS23              ,              ,160, 967,E, 29,R, 2,  87.00,    381.1700,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,VR                 ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,cf/R                 ,cf/C                 ,                 ,A                    ,               ,                         ,C                  ,                               ,C              ,C                    ,                       ,R                    ,                        ,A              ,VR                      ,                       ,C                        ,R              ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS23              ,              ,160, 967,E, 30,R, 1,  15.00,    388.5500,Premoli Silva,Planktonic Foraminifers                      ,D              ,                  ,                        ,C                ,              ,R                         ,C                    ,F                     ,                 ,                              ,                              ,                     ,                     ,C                  ,                           ,C                 ,C                 ,C                   ,R                             ,                         ,F                     ,F                          ,F                    ,R                    ,R                    ,F                    ,R/F              ,                     ,               ,R                        ,                   ,F                              ,               ,                     ,                       ,                     ,VR                      ,               ,                        ,R                      ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS23              ,              ,160, 967,E, 30,R, 1,  30.00,    388.7000,Premoli Silva,Planktonic Foraminifers                      ,A              ,                  ,                        ,A                ,              ,R                         ,F/C                  ,                      ,                 ,                              ,                              ,                     ,                     ,C                  ,                           ,C                 ,R                 ,R                   ,                              ,                         ,F                     ,R                          ,R                    ,R                    ,VR                   ,R                    ,VR               ,VR                   ,R              ,VR                       ,VR                 ,?                              ,C              ,C                    ,cf/R                   ,VR                   ,?                       ,C              ,cf/C                    ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Tables 2 and 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS23              ,              ,160, 967,E, 30,R, 1,  55.00,    388.9500,Premoli Silva,Planktonic Foraminifers                      ,D              ,                  ,                        ,C                ,              ,                          ,C                    ,                      ,                 ,F                             ,                              ,                     ,cf                   ,C                  ,R                          ,C                 ,F                 ,F                   ,                              ,R                        ,F                     ,R                          ,R                    ,R                    ,VR                   ,R                    ,R                ,VR                   ,               ,                         ,                   ,                               ,               ,                     ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,KS21              ,              ,160, 967,E, 31,R, 1,   5.00,    398.4500,Premoli Silva,Planktonic Foraminifers                      ,C/A            ,                  ,                        ,AA               ,              ,                          ,C/A                  ,                      ,                 ,R                             ,                              ,                     ,?                    ,F                  ,?                          ,F                 ,C                 ,C                   ,VR                            ,VR                       ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,                     ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,Calcispheres & pithonellids=AA. planktonics of normal size. from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Cenomanian       ,                 ,                  ,              ,160, 967,E, 32,R, 1,  12.00,    407.8200,Premoli Silva,Planktonic Foraminifers                      ,F              ,                  ,                        ,C                ,              ,VR                        ,?                    ,R                     ,?                ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,                     ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,Calcispheres & pithonellids=D. Zonal assignment uncertain. small-sized planktonics and fragmented. from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Cenomanian       ,                 ,                  ,              ,160, 967,E, 32,R, 1,  56.00,    408.2600,Premoli Silva,Planktonic Foraminifers                      ,F/C            ,                  ,                        ,?                ,              ,                          ,                     ,VR                    ,                 ,                              ,?                             ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,                     ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,Calcispheres & pithonellids=D. Zonal assignment uncertain. from Leg 160SR Ch 30 Table 2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Cenomanian       ,                 ,                  ,              ,160, 967,E, 33,R, 1,   7.00,    417.4700,Premoli Silva,Planktonic Foraminifers                      ,F/C            ,                  ,                        ,?                ,?             ,                          ,                     ,VR                    ,                 ,R                             ,?                             ,R/F                  ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,                     ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,                        ,                         ,                        ,                       ,                    ,                                   ,                           ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,Calcispheres & pithonellids=D. Zonal assignment uncertain. from Leg 160SR Ch 30 Table 2
