Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Coccolithus pelagicus,Chiasmolithus solitus,Tribrachiatus orthostylus,Transversopontis pulcher,Toweius callosus,Imperiaster obscurus,Discoaster kuepperi,Chiasmolithus eograndis,Neococcolithes dubius,Discoaster lodoensis,Chiasmolithus expansus,Reticulofenestra samodurovii,Reticulofenestra daviesii,Markalius inversus,Discoaster spp.,Discoaster distinctus,Zygrhablithus bijugatus,Markalius apertus,Nannotetrina cristata,Coccolithus formosus,Discoaster barbadiensis,Reticulofenestra umbilica,Reticulofenestra reticulata,Reticulofenestra hillae,Reticulofenestra bisecta,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Discoaster deflandrei,Chiasmolithus altus,Sphenolithus moriformis,Pontosphaera multipora,Helicosphaera carteri,Sphenolithus conicus,Discoaster variabilis,Sphenolithus heteromorphus,Calcidiscus premacintyrei,Coccolithus miopelagicus,Discoaster intercalaris,Calcidiscus macintyrei,Lithostromation perdurum,Calcidiscus leptoporus,Reticulofenestra gelida,Reticulofenestra pseudoumbilicus,Reticulofenestra producta,Reticulofenestra perplexa,Amaurolithus delicatus,Discoaster surculus,Discoaster quinqueramus,Discoaster druggii,Discoaster brouweri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 41,R, 5,  70.00,    673.9000,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,R                     ,R                    ,                    ,                     ,                          ,                         ,C                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 41,R,CC,  32.00,    675.9200,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,R                     ,R                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,R                     ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 1,  71.00,    677.5100,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,F                      ,                      ,F                    ,                    ,                     ,                          ,                         ,F                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 2,  65.00,    678.9500,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,R                     ,F                    ,                    ,R                    ,                          ,                         ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 3,  54.00,    680.3400,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,R                     ,F                    ,                    ,R                    ,                          ,                         ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 4,  63.00,    681.9300,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,R                     ,R                    ,                    ,                     ,                          ,R                        ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 5,  96.00,    683.7600,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,R                     ,F                    ,                    ,                     ,                          ,                         ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 42,R, 6,  68.00,    684.9800,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,R                         ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 42,R,CC,   5.00,    685.8200,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,R                         ,                     ,                   ,                       ,                      ,R                    ,                    ,R                    ,R                         ,                         ,R                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 43,R, 1,  72.00,    687.1200,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,R                     ,F                    ,                    ,                     ,R                         ,R                        ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 43,R, 2,  52.00,    688.4200,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,R                         ,                         ,R                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 43,R,CC,   0.00,    689.4000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,R                         ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 44,R, 1,  61.00,    696.7100,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,R                         ,                         ,F                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 44,R, 2,  67.00,    698.2700,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,R                         ,R                        ,F                       ,                       ,                      ,R                       ,R                     ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 44,R, 3,  64.00,    699.7400,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,R                         ,                         ,R                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN3               ,CN4           ,152, 918,D, 44,R, 4,  66.00,    701.2600,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,                         ,R                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 44,R, 5,  65.00,    702.7500,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,                          ,R                        ,F                       ,                       ,                      ,R                       ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 44,R,CC,  18.00,    703.5900,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,R                         ,R                        ,R                       ,R                      ,R                     ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 47,R, 1,  49.00,    725.0900,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,R                    ,                          ,                         ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 47,R, 2,  66.00,    725.8600,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,R                    ,R                         ,                         ,R                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 51,R, 1,  69.00,    763.8900,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,R                         ,                         ,                        ,                       ,                      ,R                       ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 51,R, 2,  51.00,    765.2100,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,R                    ,F                         ,R                        ,                        ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 51,R, 3,  75.00,    766.9500,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,F                    ,                    ,                     ,R                         ,                         ,R                       ,R                      ,R                     ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 51,R, 4,  28.00,    767.9800,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,R                    ,F                         ,R                        ,R                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 52,R, 5,  79.00,    779.6900,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,R                     ,F                    ,                    ,R                    ,F                         ,R                        ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 53,R, 1,  57.00,    783.0700,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,                       ,                      ,F                    ,                    ,                     ,R                         ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 53,R, 2,  62.00,    784.6200,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,R                         ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,152, 918,D, 53,R, 3,  77.00,    786.2700,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,F                    ,                    ,                     ,R                         ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN1               ,CN2           ,152, 918,D, 53,R, 4,  77.00,    787.7700,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,A                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Early Miocene    ,CN1               ,CN2           ,152, 918,D, 53,R, 5,  62.00,    789.1200,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,F                    ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Oligocene   ,CN1               ,CN2           ,152, 918,D, 53,R, 6,  91.00,    790.9100,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,R                    ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
