Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thoracosphaera (unspecified taxon or taxa)	Sphenolithus pseudoradians	Sphenolithus predistentus	Sphenolithus moriformis	Reticulofenestra umbilica	Reticulofenestra (unspecified taxon or taxa)	Pontosphaera (unspecified taxon or taxa)	Helicosphaera recta	Helicosphaera compacta	Discoaster tanii	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus (unspecified taxon or taxa)	Coronocyclus (unspecified taxon or taxa)	Coccolithus pelagicus	Coccolithus formosus	Coccolithus (unspecified taxon or taxa)	Clausicoccus (unspecified taxon or taxa)	Zeugrhabdotus (unspecified taxon or taxa)	Reticulofenestra hillae	Discoaster barbadiensis	Braarudosphaera spp.	Sphenolithus distentus	Micrantholithus (unspecified taxon or taxa)	Triquetrorhabdulus carinatus	Sphenolithus ciperoensis	Sphenolithus (unspecified taxon or taxa)	Reticulofenestra pseudoumbilica	Discoaster variabilis	Discoaster pentaradiatus	Discoaster neohamatus	Discoaster brouweri	Discoaster bollii	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Discoaster triradiatus	Discoaster hamatus	Calcidiscus (unspecified taxon or taxa)	Discoaster quinqueramus	Discoaster berggrenii	Discoaster surculus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus sp. c	Rhabdosphaera (unspecified taxon or taxa)	Discoaster asymmetricus	Ceratolithus (unspecified taxon or taxa)	Helicosphaera (unspecified taxon or taxa)	Amaurolithus tricorniculatus	Crenalithus (unspecified taxon or taxa)	Ceratolithus cristatus	Umbilicosphaera (unspecified taxon or taxa)	Scyphosphaera (unspecified taxon or taxa)	Pseudoemiliania (unspecified taxon or taxa)	Ceratolithus rugosus	Pontosphaera japonica	Discoaster tamalis	Hayaster perplexus	Scapholithus (unspecified taxon or taxa)	Helicosphaera sellii	Gephyrocapsids (small)	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Ceratolithus armatus	Comment

  SR	Late Oligocene   	                 	CP19b             	              	110	 671	B	 59	X	 6	  80.00	    547.5000	Clark    	Nannofossils                                 	C              	G                 	C                                         	                          	                         	F                      	                         	R                                           	F                                       	F                  	                      	                	C                    	A                          	F                                           	                                        	C                    	rF                  	F                                      	C                                       	                                         	                       	                       	                    	                      	                                           	R                           	                        	F                                       	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Oligocene   	                 	CP19b             	              	110	 671	B	 60	X	CC	  28.00	    551.5800	Clark    	Nannofossils                                 	A              	G                 	F                                         	                          	                         	C                      	                         	R                                           	F                                       	F                  	                      	                	C                    	V                          	C                                           	F                                       	A                    	                    	C                                      	F                                       	                                         	                       	                       	                    	                      	                                           	F                           	C                       	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 61	X	 4	  80.00	    563.5000	Clark    	Nannofossils                                 	C              	G                 	C                                         	R                         	C                        	C                      	                         	R                                           	F                                       	F                  	                      	R               	C                    	A                          	C                                           	F                                       	A                    	                    	F                                      	C                                       	                                         	                       	                       	                    	F                     	R                                          	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 61	X	 5	  80.00	    565.0000	Clark    	Nannofossils                                 	C              	M                 	C                                         	                          	C                        	C                      	                         	R                                           	C                                       	F                  	                      	                	C                    	A                          	C                                           	                                        	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	F                     	R                                          	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 61	X	 7	  10.00	    567.3000	Clark    	Nannofossils                                 	C              	M                 	C                                         	                          	F                        	C                      	rR                       	R                                           	F                                       	F                  	                      	                	C                    	A                          	F                                           	                                        	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 62	X	 1	  80.00	    568.5000	Clark    	Nannofossils                                 	C              	G                 	C                                         	                          	C                        	C                      	                         	R                                           	C                                       	F                  	                      	R               	C                    	A                          	C                                           	F                                       	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 62	X	 7	  40.00	    577.1000	Clark    	Nannofossils                                 	C              	G                 	F                                         	                          	C                        	C                      	                         	                                            	F                                       	F                  	                      	R               	C                    	A                          	C                                           	F                                       	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	F                     	R                                          	R                           	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 63	X	 7	  52.00	    586.2200	Clark    	Nannofossils                                 	A              	G                 	F                                         	R                         	C                        	C                      	                         	                                            	F                                       	C                  	                      	F               	C                    	V                          	C                                           	F                                       	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 64	X	 5	  80.00	    593.5000	Clark    	Nannofossils                                 	F              	P                 	                                          	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	F                          	                                            	                                        	                     	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 64	X	 6	  92.00	    595.1200	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	C                        	C                      	                         	F                                           	F                                       	F                  	                      	F               	F                    	A                          	C                                           	F                                       	F                    	                    	F                                      	F                                       	                                         	                       	                       	R                   	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 65	X	 1	  78.00	    596.9800	Clark    	Nannofossils                                 	C              	G                 	F                                         	                          	C                        	C                      	                         	                                            	C                                       	F                  	                      	F               	F                    	V                          	F                                           	R                                       	C                    	                    	F                                      	A                                       	R                                        	                       	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 65	X	 4	  78.00	    601.4800	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	C                        	C                      	                         	F                                           	C                                       	F                  	                      	R               	R                    	A                          	R                                           	F                                       	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 65	X	 6	  78.00	    604.4800	Clark    	Nannofossils                                 	F              	P                 	                                          	                          	                         	                       	                         	                                            	                                        	                   	                      	                	R                    	F                          	                                            	                                        	F                    	                    	                                       	R                                       	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 65	X	CC	  31.00	    605.9000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	C                        	C                      	                         	F                                           	F                                       	F                  	R                     	R               	F                    	A                          	R                                           	R                                       	C                    	                    	F                                      	F                                       	                                         	rR                     	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 66	X	 3	  70.00	    609.4000	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	C                        	C                      	                         	F                                           	C                                       	F                  	                      	R               	F                    	V                          	F                                           	                                        	C                    	                    	F                                      	F                                       	R                                        	                       	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 66	X	 4	 111.00	    611.3100	Clark    	Nannofossils                                 	C              	M                 	F                                         	R                         	C                        	F                      	                         	                                            	C                                       	F                  	                      	R               	F                    	A                          	F                                           	                                        	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	F                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 66	X	 5	  27.00	    611.9700	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	C                        	C                      	                         	                                            	F                                       	F                  	F                     	R               	C                    	A                          	F                                           	                                        	C                    	                    	F                                      	R                                       	                                         	                       	                       	R                   	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 66	X	 6	  76.00	    613.9600	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	C                        	F                      	                         	F                                           	F                                       	R                  	R                     	                	F                    	A                          	F                                           	                                        	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 66	X	CC	  20.00	    615.3100	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	C                        	C                      	rR                       	F                                           	C                                       	F                  	F                     	R               	F                    	A                          	F                                           	                                        	A                    	                    	F                                      	C                                       	R                                        	rR                     	                       	                    	R                     	R                                          	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 67	X	 2	  21.00	    616.9100	Clark    	Nannofossils                                 	C              	M                 	F                                         	R                         	C                        	C                      	                         	F                                           	F                                       	F                  	F                     	                	F                    	A                          	C                                           	                                        	C                    	                    	F                                      	F                                       	                                         	                       	                       	                    	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 69	X	 3	  84.00	    638.0400	Clark    	Nannofossils                                 	A              	G                 	F                                         	                          	A                        	C                      	                         	F                                           	C                                       	F                  	R                     	R               	C                    	V                          	C                                           	R                                       	C                    	                    	C                                      	C                                       	                                         	                       	                       	R                   	R                     	R                                          	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Early Oligocene  	                 	CP18              	              	110	 671	B	 69	X	CC	  55.00	    638.8000	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	C                        	A                      	                         	F                                           	C                                       	F                  	F                     	F               	C                    	A                          	C                                           	R                                       	A                    	                    	C                                      	F                                       	F                                        	                       	                       	R                   	R                     	                                           	                            	                        	                                        	                               	                     	                        	                     	                   	                 	                      	                          	                      	                  	                                       	                       	                     	                   	                   	                      	                  	                                         	                       	                                        	                                         	                            	                                       	                      	                                           	                                         	                                           	                    	                     	                  	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.
