Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina peregrina,Stilostomella cf. consobrina,Oridorsalis umbonatus,Nodogenerina adolphina,Melonis barleeanus,Gyroidina neosoldanii,Frondicularia sp.,Dentalina sp.,Cibicides corpulentus,Bulimina striata mexicana,Trifarina angulosa,Globocassidulina subglobosa,Fissurina sp.,Cibicidoides mckannai,Globobulimina affinis,Cibicidoides wuellerstorfi,Bulimina striata striata,Uvigerina auberiana,Pullenia bulloides,Pleurostomella alternans,Nonionella auris,Cibicidoides hitchcockae,Hoeglundina elegans,Melonis pompilioides,Gyroidina orbicularis,Chilostomella ovoidea,Pyrgo murrhina,Uvigerina hollicki,Uvigerina bifurcata,Globobulimina turgida,Mucronina sp.,Gyroidina zelandica,Bulimina denudata,Bucella peruviana,Quinqueloculina seminulum,Miliolinella subrotundata,Cassidulina laevigata,Cassidulina crassa,Glandulina laevigata,Lagena sp.,Cibicidoides bradyi,Nonion sp.,Lagena gracillima,Cibicides lobatulus,Dentalina filiformis,"Clavulina sp. ""A""",Globobulimina spinifera,Uvigerina senticosa,Lagena striata,Epistominella pacifica,Dentalina communis,Bulimina alazanensis,Buliminella tenuata,Ehrenbergina glabra,Pullenia quinqueloba,Triloculina tricarinata,Cassidulinoides parkerae,Bolivina spissa,Astrononion sp.,Parafissurina ovata,Stainforthia complanata,Valvulineria laevigata,Cassidulinoides tenuis,Bolivina sp.,Pyrgo serrata,Martinottiella communis,Karreriella bradyi,Hormosina globulifera,Pyrgo oblonga,Miliolinella oblonga,Lenticulina sp.,Discanomalina coronata,Nonionella sp.,Hanzawaia sp.,Saccammina sphaerica,Anomalina globulosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 15,X, 3, 123.00,    123.2300,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 15,X, 4,  51.00,    124.0100,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,R                    ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,                   ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,R                      ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 15,X,CC,  17.00,    126.7800,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,R                 ,                           ,R            ,R                    ,                     ,R                         ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,R                   ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,R                  ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,R                  ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 16,X, 2,  49.00,    130.8900,Spiegler ,Benthic Foraminifers                         ,A              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,R            ,                     ,R                        ,R                 ,R                          ,             ,R                    ,                     ,R                         ,                        ,R                  ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,C                  ,                     ,             ,                   ,                 ,                 ,                         ,R                        ,                     ,R                 ,R                   ,R         ,                   ,R         ,                 ,                   ,                    ,                 ,R                      ,F                  ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,F              ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 16,X, 3,  84.00,    132.7400,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,R                    ,                      ,                  ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,R                    ,R                    ,R                         ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,R             ,                  ,F                  ,R                    ,             ,R                  ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,R                  ,                   ,R                   ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 16,X, 4,  30.00,    133.7000,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,R                 ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,R                 ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,R         ,R                  ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 16,X, 4,  89.00,    134.2900,Spiegler ,Benthic Foraminifers                         ,A              ,M                 ,                   ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,R            ,R                    ,R                    ,R                         ,                        ,                   ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,                 ,R                ,                         ,                         ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,R                  ,                    ,                 ,                       ,R                  ,R             ,R                     ,                  ,R                   ,R                  ,R                  ,                    ,                       ,R                       ,C              ,R              ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 17,X, 1,  60.00,    139.3000,Spiegler ,Benthic Foraminifers                         ,A              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,R                    ,                     ,R                         ,                        ,                   ,R                 ,                        ,R               ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,                     ,             ,                   ,                 ,R                ,                         ,                         ,                     ,R                 ,R                   ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,R                 ,                    ,                   ,R                  ,                    ,R                      ,R                       ,R              ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 17,X, 2,  29.00,    140.4900,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,R                 ,R                          ,             ,                     ,                     ,R                         ,                        ,                   ,R                 ,                        ,R               ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,R         ,                 ,                   ,                    ,                 ,R                      ,R                  ,              ,                      ,                  ,R                   ,R                  ,                   ,R                   ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 17,X,CC,  21.00,    141.3400,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,F                        ,                  ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,R                 ,F                  ,                     ,             ,                   ,                 ,                 ,                         ,R                        ,                     ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,R                  ,              ,                      ,                  ,                    ,                   ,R                  ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 18,X, 2,  60.00,    150.6000,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,R                 ,R                          ,             ,R                    ,                     ,R                         ,                        ,                   ,                  ,                        ,R               ,                        ,F                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,R                ,                         ,                         ,R                    ,R                 ,R                   ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,R             ,                      ,                  ,                    ,R                  ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 18,X, 3, 127.00,    152.7700,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,R                          ,R            ,                     ,                     ,                          ,                        ,R                  ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,R                    ,             ,R                  ,                 ,R                ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,R                     ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 18,X, 4,  59.00,    153.5900,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,R                  ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 18,X,CC,  15.00,    154.1800,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,                     ,                      ,                  ,R                    ,                 ,             ,                     ,                         ,                  ,                           ,             ,R                    ,                     ,R                         ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,R                  ,                 ,R                ,R                        ,                         ,                     ,R                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 19,X, 1,  59.00,    158.8900,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,R                           ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,R            ,R                    ,                     ,                          ,                        ,                   ,R                 ,                        ,                ,R                       ,                   ,R                   ,R                    ,                     ,R             ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,          ,R                ,                   ,                    ,                 ,                       ,R                  ,R             ,R                     ,R                 ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 19,X,CC,  17.00,    159.1800,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,R                    ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,R                       ,F                  ,R                   ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,          ,R                ,R                  ,                    ,                 ,R                      ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 21,X, 2,  20.00,    171.9000,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,R                 ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 22,X, 2,  89.00,    182.2900,Spiegler ,Benthic Foraminifers                         ,C              ,P                 ,R                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,F                    ,                     ,R                         ,                        ,                   ,                  ,                        ,                ,                        ,F                  ,R                   ,                     ,                     ,              ,                  ,                   ,                     ,             ,R                  ,                 ,                 ,                         ,R                        ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 22,X, 5,  68.00,    186.5800,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,R                    ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,R                ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 24,X,CC,  27.00,    199.4700,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,                            ,R                    ,                      ,F                 ,                     ,R                ,             ,                     ,R                        ,                  ,                           ,             ,C                    ,                     ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,                   ,                    ,R                    ,                     ,              ,R                 ,R                  ,                     ,R            ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,F                   ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 25,X,CC,  34.00,    217.5400,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 27,X, 5,  64.00,    225.6500,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,R                     ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 27,X,CC,  17.00,    226.4500,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,R                    ,R                     ,R                 ,                     ,                 ,R            ,                     ,R                        ,R                 ,                           ,             ,R                    ,R                    ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,                   ,                    ,                     ,R                    ,              ,                  ,                   ,                     ,R            ,R                  ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,R                ,R                  ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 28,X, 4,  52.00,    233.1200,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,F                           ,                     ,R                     ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,F            ,                   ,R                ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
