Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia kugleri,Globorotalia cerroazulensis pomeroli,Globigerinoides primordius,Neogloboquadrina continuosa,Globorotalia mayeri,Globorotalia fohsi peripheroronda,Globoquadrina venezuelana,Globoquadrina praedehiscens,Globoquadrina dehiscens,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides quadrilobatus,Globigerinoides cf. altiapertura,Globigerinita glutinata,Globigerina angustiumbilicata,Catapsydrax dissimilis,Praeorbulina sicanus,Globigerinoides subquadratus,Globigerinoides immaturus,Catapsydrax unicavus,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Globigerina praebulloides,Globigerina decoraperta,Sphaeroidinellopsis disjuncta,Praeorbulina cf. sicanus,Globorotalia praescitula,Globorotalia bella,Globorotalia acrostoma,Globoquadrina tripartita,Globigerinoides obliquus,Globigerinella obesa,Praeorbulina transitoria,Praeorbulina glomerosa,Globorotalia archeomenardii,Orbulina suturalis,Globorotalia fohsi peripheroacuta,Globigerina druryi,Orbulina universa,Globigerina bulloides,Globorotalia praemenardii,Orbulina bilobata,Globorotalia fohsi fohsi,Globorotalia fohsi cf. lobata,Sphaeroidinellopsis subdehiscens,Globorotalia cf. scitula,Globigerinoides cf. mitra,Clavatorella bermudezi,Globorotalia fohsi lobata,Globorotalia scitula,Sphaeroidinellopsis seminulina,Globorotalia fohsi robusta,Globorotalia margaritae evoluta,Globorotalia inflata,Globorotalia exilis,Globoquadrina altispira globosa,Globigerina falconensis,Globorotalia aff. conoidea,Neogloboquadrina acostaensis,Globorotalia truncatulinoides,Globorotalia plesiotumida,Globorotalia limbata,Globorotalia cf. Gr. plesiotumida,Globigerinoides extremus,Globigerinoides conglobatus,Globigerinella aequilateralis,Globigerina nepenthes,Globorotalia menardii,Globigerinoides ruber,Globigerina woodi,Globorotalia merotumida,Globorotalia cf. paralenguaensis,Globigerinoides cf. conglobatus,Neogloboquadrina humerosa,Globorotalia paralenguaensis,Globorotalia juanai,Globorotalia cibaoensis,Globigerinoides cf. bollii,Globorotalia cf. Gr. multicamerata,Neogloboquadrina pseudopachyderma,Globigerinoides siegliei,Neogloboquadrina blowi,Hastigerina pelagica,Candeina nitida,Globigerinoides bulloideus,Sphaeroidinellopsis paenedehiscens,Globorotalia miocenica,Globorotalia margaritae margaritae,Globorotalia cf. Gr. juanai,Globoquadrina cf. baroemoenensis,Sphaeroidinella dehiscens,Pulleniatina obliquiloculata,Neogloboquadrina dutertrei,Globorotalia multicamerata,Globorotalia flexuosa,Globorotalia cf. Gr. miocenica,Neogloboquadrina pseudopima,Globorotalia crassaformis oceanica,Globorotalia crassaformis crassaformis,Globorotalia aff. bermudezi,Globigerina rubescens,Globigerinoides trilobus fistulosus,Globigerinoides trilobus cf. fistulosus,Globorotalia pertenuis,Globorotalia crassaformis ronda,Globigerina incisa,Globorotalia crassaformis viola,Neogloboquadrina cf. acostaensis,Globorotalia planispira,Globorotalia tosaensis,Globorotalia crassaformis cf. hessi,Globorotalia ungulata,Globorotalia tumida,Globigerina calida calida,Globorotalia crassaformis hessi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,P. mayeri         ,              ,101, 627,B, 10,H,CC,  15.00,     92.5000,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                                    ,                          ,R                          ,                   ,                                 ,R                        ,                           ,F                      ,                                 ,                        ,C                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,R                         ,                         ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,F                       ,R                   ,                        ,                      ,                           ,                  ,                                 ,                  ,C                ,                     ,                         ,R                ,                        ,                             ,R                               ,                        ,                         ,                      ,                         ,                    ,R                             ,                          ,                               ,                    ,                   ,R                              ,                       ,                          ,R                           ,D                            ,R                        ,R                   ,R                                ,R                       ,D                          ,R                            ,R                    ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 1,  25.00,     92.2500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,                           ,R                  ,                                 ,R                        ,                           ,F                      ,                                 ,                        ,R                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,R                         ,                         ,F                      ,                             ,                        ,                        ,                  ,                      ,                        ,F                       ,R                   ,                        ,                      ,                           ,                  ,                                 ,                  ,C                ,                     ,R                        ,F                ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,R                             ,                          ,                               ,                    ,                   ,F                              ,                       ,                          ,                            ,                             ,                         ,R                   ,                                 ,                        ,                           ,R                            ,T                    ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 2,  25.00,     93.7500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,R                          ,C                  ,                                 ,F                        ,                           ,R                      ,F                                ,F                       ,R                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,                          ,                         ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,R                       ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,C                ,                     ,R                        ,R                ,F                       ,                             ,R                               ,                        ,                         ,                      ,F                        ,R                   ,R                             ,R                         ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 3,  25.00,     95.2500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,F                        ,                           ,F                      ,R                                ,F                       ,                             ,                                ,F                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,R                         ,T                        ,F                      ,                             ,                        ,                        ,                  ,                      ,                        ,R                       ,R                   ,                        ,                      ,                           ,F                 ,                                 ,                  ,A                ,                     ,R                        ,R                ,F                       ,                             ,F                               ,                        ,                         ,                      ,F                        ,                    ,R                             ,R                         ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 4,  25.00,     96.7500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                                    ,                          ,R                          ,F                  ,R                                ,F                        ,                           ,F                      ,R                                ,F                       ,                             ,                                ,F                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,R                         ,T                        ,F                      ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,R                   ,                        ,                      ,                           ,F                 ,                                 ,                  ,A                ,                     ,F                        ,R                ,R                       ,R                            ,F                               ,                        ,                         ,                      ,R                        ,                    ,R                             ,R                         ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 5,  25.00,     98.2500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                                    ,                          ,                           ,P                  ,                                 ,P                        ,                           ,                       ,                                 ,                        ,                             ,                                ,                       ,                             ,                      ,                    ,                            ,                         ,                    ,                            ,                          ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,P                       ,P                   ,                        ,                      ,                           ,P                 ,                                 ,                  ,P                ,                     ,P                        ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,P                         ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H, 6,  25.00,     99.7500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                                    ,                          ,                           ,P                  ,                                 ,P                        ,                           ,                       ,                                 ,                        ,                             ,                                ,                       ,                             ,                      ,                    ,                            ,                         ,                    ,                            ,                          ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,P                 ,P                                ,                  ,P                ,                     ,P                        ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,P                        ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 11,H,CC,  31.00,    101.9100,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,R                        ,                           ,F                      ,F                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,R                           ,F                        ,                    ,R                           ,                          ,R                        ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,F                ,                     ,F                        ,R                ,R                       ,                             ,                                ,                        ,R                        ,                      ,R                        ,                    ,                              ,                          ,                               ,                    ,                   ,R                              ,                       ,R                         ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,M9b           ,101, 627,B, 12,H, 5,  25.00,    107.7500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,R                        ,                           ,F                      ,F                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,                          ,R                        ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,F                       ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,F                ,                     ,R                        ,R                ,F                       ,                             ,                                ,                        ,                         ,                      ,F                        ,                    ,R                             ,                          ,                               ,                    ,                   ,R                              ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,Slump deposit; from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. ruber          ,              ,101, 627,B, 12,H, 6,  25.00,    109.2500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,                           ,C                  ,                                 ,R                        ,                           ,F                      ,F                                ,                        ,C                            ,                                ,R                      ,                             ,                      ,                    ,R                           ,F                        ,                    ,T                           ,                          ,                         ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,R                       ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,F                ,                     ,R                        ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. ruber          ,              ,101, 627,B, 12,H, 7,  25.00,    110.7500,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,R                        ,                           ,F                      ,F                                ,F                       ,C                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,F                         ,R                        ,F                      ,                             ,                        ,                        ,                  ,                      ,                        ,R                       ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,R                ,F                    ,F                        ,R                ,                        ,                             ,R                               ,                        ,                         ,                      ,                         ,                    ,R                             ,                          ,                               ,                    ,                   ,R                              ,R                      ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. ruber          ,              ,101, 627,B, 12,H,CC,  25.00,    111.2300,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,R                        ,                           ,F                      ,F                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,F                           ,F                        ,                    ,                            ,                          ,                         ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,R                       ,R                   ,                        ,                      ,                           ,R                 ,                                 ,                  ,F                ,F                    ,F                        ,R                ,                        ,                             ,R                               ,                        ,                         ,                      ,                         ,                    ,R                             ,                          ,                               ,                    ,                   ,R                              ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,M9b               ,              ,101, 627,B, 13,H, 1,  25.00,    111.5500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,                           ,F                  ,                                 ,R                        ,                           ,F                      ,F                                ,F                       ,F                            ,                                ,F                      ,R                            ,                      ,                    ,R                           ,C                        ,                    ,R                           ,R                         ,R                        ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,F                 ,                                 ,R                 ,F                ,                     ,R                        ,                 ,                        ,                             ,R                               ,                        ,                         ,                      ,                         ,                    ,F                             ,F                         ,D                              ,D                   ,D                  ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
