Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Cyclammina spp.,Unidentified benthic forams,Cribrostomoides spp.,Saccorhiza spp.,Discammina spp.,Globocassidulina subglobosa,Bathysiphon spp.,Cibicidoides spp.,Uvigerina hispida,Ostracoda spp.,Hoeglundina elegans,Globobulimina spp.,Unilocular species,Trifarina angulosa,Lenticulina spp.,Dentalina spp.,Bulimina marginata,Pullenia spp.,Vulvulina spp.,Plectofrondicularia spp.,Quinqueloculina spp.,Gyroidinoides spp.,Triloculina spp.,Reophax spp.,Pyrgo spp.,Pullenia bulloides,Pleurostomella spp.,Osangularia culter,Oridorsalis umbonatus,Nummoloculina spp.,Miliolinella subrotundata,Uvigerina peregrina,Textularia spp.,Stilostomella spp.,Spirillina spp.,Sphaeroidina bulloides,Saracenaria spp.,Nonion spp.,Hanzawaia mantaensis,Dorothia spp.,Buliminella spp.,Bolivina spp.,Spiroloculina spp.,Karreriella bradyi,Eggerella bradyi,Nuttallides umbonifera,Nonionella spp.,Bulimina alazanensis,Laticarinina pauperata,Astacolus spp.,Sigmoilina tenuis,Notorotalia zelandica,Nodosaria spp.,Fontbotia wuellerstorfi,Cibicides lobatulus,Ceratobulimina spp.,Orthomorphina spp.,Nonionellina spp.,Parrelloides bradyi,Chilostomella oolina,Anomalinoides globulosus,Cassidulina spp.,Astrononion spp.,Globobulimina ovata,Epistominella exigua,Siphonina australis,Robertinoides spp.,Cassidulinoides spp.,Siphotextularia catenata,Melonis barleeanus,Marginulinopsis spp.,Bulimina aculeata,Pyrulina spp.,Polymorphina spp.,Cibicidoides mundulus,Gyroidina zealandica,Gyroidina orbicularis,Uvigerina hispidocostata,Rectuvigerina spp.,Inaequalina spp.,Hopkinsina mioindex,Anomalinoides spissiformis,Ehrenbergina spp.,Martinottiella communis,Rectuvigerina siphogenerinoides,Bolboforma capsula,Melonis pompilioides,Sigmoilopsis schlumbergeri,Bolivina huneri,Pseudoclavulina spp.,Bulimina mexicana,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 51,X,CC,  35.00,    483.1600,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,T                          ,                    ,T              ,               ,R                          ,                ,R                ,R                ,              ,                   ,                  ,R                 ,                  ,                ,R             ,F                 ,             ,              ,                        ,                    ,R                 ,                ,F           ,          ,                  ,                   ,                  ,T                    ,                  ,                         ,                   ,               ,R                 ,               ,                      ,T               ,           ,                    ,             ,                ,             ,                  ,T                 ,R               ,R                     ,               ,                    ,R                     ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,T                  ,                    ,                        ,R               ,                ,                   ,                    ,                   ,                  ,                    ,                        ,T                 ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, coarse aggl."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 52,X,CC,  33.00,    492.0600,benthics ,Benthic Foraminifers                         ,F              ,M                 ,                     ,               ,R                          ,                    ,               ,               ,T                          ,                ,T                ,                 ,              ,                   ,                  ,                  ,                  ,                ,R             ,R                 ,             ,              ,                        ,                    ,T                 ,                ,T           ,          ,T                 ,R                  ,                  ,R                    ,                  ,                         ,                   ,T              ,T                 ,               ,                      ,                ,T          ,                    ,             ,T               ,T            ,                  ,T                 ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,T               ,                ,                   ,F                   ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"small sample, small spec., art. ostr., compaction"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 53,X,CC,  34.00,    501.4600,benthics ,Benthic Foraminifers                         ,F              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,R               ,R                ,                 ,              ,                   ,T                 ,T                 ,                  ,                ,R             ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,T                  ,                  ,                     ,                  ,T                        ,                   ,               ,                  ,               ,T                     ,                ,           ,                    ,             ,T               ,             ,                  ,                  ,T               ,T                     ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,T               ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"small sample, infilling, art. ostr., biv. + gastr. shells"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 54,X,CC,  30.00,    511.7400,benthics ,Benthic Foraminifers                         ,F              ,M                 ,                     ,               ,T                          ,                    ,               ,               ,R                          ,T               ,R                ,                 ,              ,                   ,                  ,                  ,R                 ,                ,T             ,T                 ,R            ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,T                    ,                  ,                         ,R                  ,T              ,                  ,               ,R                     ,                ,           ,                    ,             ,T               ,F            ,                  ,T                 ,T               ,                      ,               ,                    ,T                     ,              ,T                ,                     ,              ,                       ,                   ,                   ,T                 ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,T                       ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/80, small sample, small spec."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 55,X,CC,  31.00,    521.1500,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,T                          ,                    ,T              ,               ,                           ,                ,R                ,                 ,T             ,R                  ,T                 ,F                 ,T                 ,T               ,T             ,R                 ,             ,F             ,T                       ,                    ,T                 ,                ,            ,R         ,R                 ,                   ,                  ,T                    ,                  ,T                        ,T                  ,T              ,R                 ,               ,R                     ,T               ,           ,                    ,             ,                ,             ,                  ,                  ,T               ,R                     ,               ,                    ,                      ,              ,                 ,rT                   ,              ,T                      ,rT                 ,R                  ,                  ,                 ,                   ,                    ,                        ,T               ,T               ,                   ,                    ,R                  ,                  ,C                   ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, infilling, compaction, pyrite, gastr. shells, low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 56,X,CC,  31.00,    529.5500,benthics ,Benthic Foraminifers                         ,A              ,G                 ,                     ,               ,T                          ,                    ,               ,               ,R                          ,T               ,R                ,                 ,F             ,R                  ,R                 ,R                 ,R                 ,T               ,T             ,R                 ,             ,R             ,T                       ,                    ,T                 ,R               ,            ,T         ,R                 ,                   ,R                 ,                     ,                  ,                         ,                   ,               ,R                 ,T              ,                      ,                ,           ,                    ,             ,                ,             ,                  ,T                 ,                ,                      ,               ,                    ,T                     ,              ,T                ,                     ,              ,                       ,rT                 ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,F                  ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/60, bryoz., biv. + gastr. shells, low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 57,X,CC,  28.00,    540.5100,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,R                          ,                    ,               ,               ,R                          ,                ,                 ,T                ,R             ,R                  ,R                 ,R                 ,T                 ,R               ,T             ,R                 ,             ,              ,R                       ,R                   ,                  ,                ,            ,T         ,                  ,                   ,F                 ,                     ,                  ,                         ,                   ,               ,                  ,               ,F                     ,                ,           ,                    ,             ,                ,             ,R                 ,T                 ,T               ,R                     ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,F                ,                   ,                    ,T                       ,R               ,T               ,                   ,                    ,                   ,                  ,T                   ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, pyrite, art. ostr., gastr., compaction, low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 58,X,CC,  45.00,    550.5900,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,R                          ,T               ,T                ,                 ,F             ,R                  ,                  ,R                 ,                  ,                ,T             ,                  ,             ,R             ,                        ,T                   ,                  ,                ,            ,R         ,                  ,                   ,R                 ,                     ,T                 ,                         ,                   ,T              ,T                 ,               ,T                     ,                ,T          ,                    ,             ,                ,             ,T                 ,R                 ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/80, art. ostr., biv. + gastr. shells, low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 59,X,CC,  39.00,    560.3200,benthics ,Benthic Foraminifers                         ,F              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,T                          ,                ,R                ,                 ,C             ,R                  ,                  ,F                 ,T                 ,T               ,              ,                  ,             ,T             ,                        ,                    ,T                 ,R               ,            ,          ,T                 ,                   ,                  ,T                    ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,T          ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,R              ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,R                 ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, pyrite, gastr. shells, low oxyg., low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 60,X,CC,  41.00,    569.1400,benthics ,Benthic Foraminifers                         ,F              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,                ,T                ,                 ,R             ,F                  ,                  ,R                 ,                  ,T               ,              ,                  ,             ,T             ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,T                     ,T               ,           ,                    ,             ,                ,T            ,                  ,                  ,                ,                      ,               ,                    ,                      ,T             ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,R                  ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"art. ostr., sample not well broken up"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 61,X,CC,  33.00,    578.3100,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,T              ,R                          ,T                   ,               ,T              ,R                          ,                ,                 ,                 ,R             ,R                  ,                  ,T                 ,                  ,                ,              ,R                 ,             ,T             ,                        ,                    ,                  ,                ,            ,          ,R                 ,                   ,T                 ,                     ,                  ,                         ,R                  ,               ,T                 ,R              ,R                     ,                ,T          ,                    ,             ,                ,             ,R                 ,T                 ,T               ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,R                ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/80, art. ostr., low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 62,X,CC,  32.00,    587.2200,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,T                          ,                    ,               ,               ,T                          ,                ,T                ,                 ,T             ,T                  ,                  ,T                 ,                  ,                ,              ,                  ,T            ,T             ,                        ,T                   ,                  ,                ,            ,T         ,R                 ,T                  ,                  ,T                    ,                  ,                         ,T                  ,               ,                  ,               ,R                     ,                ,           ,                    ,             ,                ,R            ,R                 ,                  ,T               ,                      ,               ,T                   ,                      ,              ,T                ,                     ,              ,                       ,                   ,                   ,T                 ,T                ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, art. ostr., compaction"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 63,X,CC,  30.00,    597.3000,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,T              ,F                          ,                ,T                ,                 ,R             ,F                  ,R                 ,R                 ,                  ,                ,              ,R                 ,             ,              ,                        ,                    ,                  ,                ,T           ,T         ,T                 ,                   ,T                 ,                     ,                  ,                         ,R                  ,               ,T                 ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,T                 ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,T                  ,T                   ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, pyrite, compaction"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 64,X,CC,  45.00,    608.3700,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,R                          ,T                   ,               ,               ,R                          ,                ,R                ,T                ,R             ,T                  ,                  ,R                 ,T                 ,T               ,T             ,R                 ,R            ,              ,                        ,T                   ,T                 ,                ,            ,T         ,T                 ,T                  ,R                 ,R                    ,                  ,                         ,R                  ,               ,                  ,T              ,                      ,                ,T          ,                    ,T            ,                ,T            ,R                 ,T                 ,T               ,R                     ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,T                ,                   ,                    ,T                       ,T               ,T               ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/80, art. ostr., compaction, gastr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 65,X,CC,  27.00,    616.5300,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,T                          ,T                   ,               ,               ,R                          ,                ,T                ,                 ,R             ,R                  ,T                 ,R                 ,T                 ,T               ,              ,R                 ,T            ,R             ,                        ,T                   ,T                 ,                ,            ,T         ,T                 ,T                  ,R                 ,T                    ,                  ,                         ,R                  ,               ,                  ,               ,R                     ,                ,           ,                    ,             ,                ,             ,F                 ,                  ,                ,T                     ,               ,                    ,                      ,              ,T                ,                     ,              ,T                      ,                   ,                   ,                  ,R                ,                   ,                    ,T                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/80, art. ostr., pyrite, compaction, gastr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 66,X,CC,  34.00,    625.4900,benthics ,Benthic Foraminifers                         ,C              ,M                 ,T                    ,R              ,T                          ,                    ,               ,R              ,F                          ,                ,R                ,                 ,T             ,                   ,                  ,                  ,T                 ,T               ,              ,                  ,             ,              ,                        ,T                   ,                  ,                ,            ,          ,                  ,                   ,T                 ,                     ,                  ,                         ,T                  ,               ,                  ,R              ,                      ,                ,           ,                    ,             ,                ,             ,R                 ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,T                 ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, art. ostr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 67,X,CC,  25.00,    634.1100,benthics ,Benthic Foraminifers                         ,C              ,P                 ,T                    ,               ,T                          ,                    ,T              ,R              ,F                          ,                ,R                ,                 ,R             ,                   ,                  ,R                 ,T                 ,                ,T             ,R                 ,             ,              ,                        ,T                   ,T                 ,                ,T           ,          ,                  ,T                  ,                  ,R                    ,                  ,T                        ,R                  ,               ,                  ,R              ,R                     ,                ,           ,                    ,             ,                ,T            ,F                 ,                  ,                ,                      ,               ,                    ,                      ,              ,R                ,                     ,              ,R                      ,                   ,                   ,                  ,                 ,R                  ,T                   ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 68,X,CC,  40.00,    645.9400,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,                           ,                    ,T              ,               ,F                          ,T               ,R                ,                 ,R             ,R                  ,T                 ,T                 ,                  ,                ,T             ,R                 ,T            ,              ,                        ,                    ,                  ,                ,            ,          ,T                 ,T                  ,                  ,                     ,                  ,                         ,R                  ,               ,T                 ,               ,R                     ,                ,           ,                    ,             ,                ,R            ,                  ,T                 ,T               ,T                     ,               ,                    ,                      ,              ,                 ,rR                   ,              ,                       ,R                  ,                   ,R                 ,T                ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, art. ostr., compaction, pyrite, reworking?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 69,X,CC,  32.00,    654.9400,benthics ,Benthic Foraminifers                         ,A              ,P                 ,                     ,               ,R                          ,                    ,               ,               ,R                          ,                ,T                ,                 ,F             ,                   ,T                 ,R                 ,                  ,R               ,T             ,                  ,F            ,T             ,                        ,                    ,                  ,                ,            ,          ,R                 ,R                  ,                  ,R                    ,                  ,T                        ,                   ,T              ,                  ,               ,F                     ,                ,R          ,                    ,             ,                ,T            ,                  ,                  ,T               ,                      ,               ,                    ,                      ,              ,R                ,T                    ,T             ,T                      ,F                  ,T                  ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/70, art. ostr., compaction, gastr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 70,X,CC,  36.00,    661.5000,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,T              ,T                          ,                    ,R              ,R              ,R                          ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,T             ,T                 ,             ,              ,                        ,                    ,                  ,                ,            ,          ,T                 ,                   ,                  ,T                    ,                  ,                         ,                   ,               ,                  ,F              ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,T                     ,T             ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 71,X,CC,  36.00,    673.9300,benthics ,Benthic Foraminifers                         ,A              ,P                 ,R                    ,T              ,R                          ,                    ,T              ,R              ,R                          ,                ,                 ,                 ,R             ,                   ,F                 ,T                 ,                  ,T               ,T             ,                  ,R            ,T             ,                        ,                    ,                  ,                ,T           ,          ,                  ,T                  ,F                 ,T                    ,                  ,                         ,                   ,               ,T                 ,               ,                      ,                ,R          ,                    ,             ,                ,             ,                  ,                  ,                ,R                     ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/40, art. ostr., compaction, biv. + gastr. shells, pyrite infilling, low oxyg."
