Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Subbotina angiporoides,Paragloborotalia nana,Globorotaloides suteri,Globigerinatheka index,Globigerina officinalis,Tenuitellinata insolita,Subbotina brevis,Catapsydrax dissimilis,Tenuitella gemma,Dentoglobigerina globularis,Chiloguembelina cubensis,Catapsydrax unicavus,Turborotalia euapertura,Paragloborotalia semivera,Paragloborotalia continuosa,Globoturborotalita woodi,Globoquadrina dehiscens,Globigerina praebulloides,Globigerina bulloides,Dentoglobigerina baroemoenensis,Globoturborotalita connecta,Globoturborotalita brazieri,Globigerinoides immaturus,Globigerinita glutinata,Globigerina ciperoensis,Globorotalia praescitula,Globorotalia incognita,Globorotalia zealandica,Globorotalia miozea,Globorotalia conoidea,Globigerinoides trilobus,Globigerinella obesa,Sphaeroidinellopsis paenedehiscens,Praeorbulina sicana,Globigerinita uvula,Praeorbulina curva,Orbulina suturalis,Praeorbulina transitoria,Globorotalia peripheroronda,Globorotalia miotumida,Globorotalia panda,Globigerinoides diminutus,Paragloborotalia mayeri,Globorotalia scitula,Globigerinella pseudobesa,Paragloborotalia nympha,Globoturborotalita druryi,Globigerinoides obliquus,Orbulina universa,Globoturborotalita nepenthes,Globoturborotalita decoraperta,Globigerina quinqueloba,Globoturborotalita apertura,Globorotalia pliozea,Globigerina falconensis,Neogloboquadrina pachyderma (sinistral),Globorotalia inflata,Globorotalia explicationis,Globorotalia conomiozea,Globigerinella aequilateralis,Tenuitellinata angustiumbilicata,Globorotalia sphericomiozea,Globorotalia crassula,Globigerinoides kennetti,Globorotalia crassaformis,Globorotalia crassaconica,Globorotalia puncticulata,Globorotalia hirsuta,Globigerinoides elongatus,Globorotalia margaritae,Globorotalia ungulata,Comment
  IR,                 ,                 ,                  ,SP14b         ,189,1168,A, 58,X,CC,  45.00,    550.5900,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14b         ,189,1168,A, 59,X,CC,  39.00,    560.3200,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 60,X,CC,  41.00,    569.1400,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 61,X,CC,  33.00,    578.3100,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 62,X,CC,  32.00,    587.2200,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 63,X,CC,  30.00,    597.3000,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 64,X,CC,  45.00,    608.3700,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 65,X,CC,  27.00,    616.5300,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 66,X,CC,  34.00,    625.4900,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 67,X,CC,  25.00,    634.1100,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 68,X,CC,  40.00,    645.9400,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 69,X,CC,  32.00,    654.9400,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 70,X,CC,  36.00,    661.5000,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 71,X,CC,  36.00,    673.9300,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 72,X,CC,  35.00,    681.9600,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14a         ,189,1168,A, 73,X,CC,  34.00,    691.6200,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,+                       ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP13          ,189,1168,A, 74,X,CC,  32.00,    702.3400,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP13          ,189,1168,A, 75,X,CC,  27.00,    713.9900,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP13          ,189,1168,A, 76,X,CC,  48.00,    722.8400,forams   ,Planktonic Foraminifers                      ,               ,                  ,                   ,                      ,                     ,                      ,                      ,                       ,                       ,                ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP13          ,189,1168,A, 77,X,CC,  34.00,    733.4100,forams   ,Planktonic Foraminifers                      ,               ,                  ,+                  ,+                     ,                     ,+                     ,                      ,+                      ,                       ,                ,+                     ,+               ,+                          ,+                       ,+                   ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP12          ,189,1168,A, 78,X,CC,  43.00,    743.1800,forams   ,Planktonic Foraminifers                      ,               ,                  ,+                  ,+                     ,                     ,+                     ,                      ,                       ,+                      ,+               ,+                     ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP12          ,189,1168,A, 79,X,CC,  34.00,    752.5300,forams   ,Planktonic Foraminifers                      ,R              ,                  ,+                  ,+                     ,                     ,+                     ,+                     ,                       ,                       ,+               ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP12          ,189,1168,A, 80,X,CC,  34.00,    761.9900,forams   ,Planktonic Foraminifers                      ,R              ,                  ,+                  ,+                     ,                     ,                      ,+                     ,                       ,                       ,+               ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP11          ,189,1168,A, 82,X,CC,  33.00,    781.0000,forams   ,Planktonic Foraminifers                      ,T              ,                  ,                   ,+                     ,                     ,                      ,+                     ,                       ,                       ,                ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP11          ,189,1168,A, 83,X,CC,  35.00,    790.8700,forams   ,Planktonic Foraminifers                      ,T              ,                  ,                   ,+                     ,                     ,                      ,+                     ,                       ,                       ,                ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP11          ,189,1168,A, 84,X,CC,  31.00,    799.5200,forams   ,Planktonic Foraminifers                      ,R              ,                  ,+                  ,+                     ,                     ,                      ,+                     ,                       ,                       ,                ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP11          ,189,1168,A, 85,X,CC,  25.00,    808.9700,forams   ,Planktonic Foraminifers                      ,F              ,                  ,+                  ,+                     ,                     ,+                     ,+                     ,                       ,                       ,                ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP11          ,189,1168,A, 86,X,CC,  37.00,    818.3300,forams   ,Planktonic Foraminifers                      ,R              ,                  ,+                  ,+                     ,                     ,+                     ,+                     ,                       ,+                      ,                ,                      ,                ,                           ,                        ,                    ,                       ,                         ,                           ,                        ,                       ,                         ,                     ,                               ,                           ,                           ,                         ,                       ,                       ,                        ,                      ,                       ,                   ,                     ,                        ,                    ,                                  ,                   ,                   ,                  ,                  ,                        ,                           ,                      ,                  ,                         ,                       ,                    ,                         ,                       ,                         ,                        ,                 ,                            ,                              ,                       ,                           ,                    ,                       ,                                       ,                    ,                          ,                       ,                             ,                                ,                           ,                     ,                        ,                         ,                         ,                         ,                    ,                         ,                       ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
