Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. (big opening)	Umbilicosphaera sibogae	Umbilicosphaera dilatata	Thorosphaera flabellata	Sphenolithus moriformis	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Reticulofenestra minutula	Reticulofenestra minuta	Pemma sp.	Helicosphaera carteri	Discoaster spp. (6 rays)	Dictyococcites productus	Coccolithus pelagicus	Calcidiscus premacintyrei	Calcidiscus pataecus	Calcidiscus leptoporus	Braarudosphaera bigelowii	Oolithotus antillarum	Hayaster perplexus	Calcidiscus tropicus	Cyclicargolithus floridanus	Coccolithus miopelagicus	Thoracosphaera heimii	Helicosphaera euphratis	Discolithina sp.	Discoaster variabilis	Discoaster brouweri	Coronocyclus nitescens	Helicosphaera aff. obliqua	Discoaster formosus	Dictyococcites antarcticus	Rhabdosphaera procera	Gephyrocapsa spp. (small)	Cryptococcolithus takayamae	Oolithotus fragilis	Helicosphaera orientalis	Scapholithus fossilis	Discoaster deflandrei	Thoracosphaera fossata	Syracosphaera histrica	Cricosphaera quadrilaminata	Umbilicosphaera spp.	Thoracosphaera saxea	Discoaster surculus	Florisphaera profunda	Rhabdosphaera clavigera	Discoaster spp. (5 rays)	Umbilicosphaera lexus	Syracosphaera pulchra	Syracosphaera binodata	Scyphosphaera pulcherrima	Scyphosphaera apsteinii	Rhabdosphaera longistylis	Helicosphaera wallichii	Helicosphaera aff. inversa	Gephyrocapsa muellerae	Gephyrocapsa margerelii	Discosphaera tubifera	Discolithina japonica	Discolithina indooceanica	Discolithina discopora	Discoaster pentaradiatus	Discoaster adamanteus	Ceratolithus cristatus	Ceratolithus acutus	Discoaster blackstockae	Umbilicosphaera sp. aff. U. sibogae	Discoaster bergenii	Discoaster quinqueramus	Cyclococcolithus cricotus	Amaurolithus primus	Discoaster neorectus	Amaurolithus delicatus	Helicosphaera sellii	Discoaster challengeri	Discoaster triradiatus	Discoaster intercalaris	Discoaster asymmetricus	Amaurolithus amplificus	Discoaster prepentaradiatus	Cyclolithella annula	Triquetrorhabdulus rugosus	Discoaster neohamatus	Discoaster pansus	Ceratolithus rugosus	Amaurolithus tricorniculatus	Sphenolithus sp.	Discolithina multipora	Amaurolithus bizarrus	Discoaster loeblichii	Oolithotus sp.	Discoaster sp. cf. D. surculus	Discoaster tamalis	Pseudoemiliania lacunosa	Coccolithus minimus	Cyclolithella sp.	Discolithina rimosa	Discoaster quadramus	Syracosphaera nodosa	Gephyrocapsa oceanica s.l.	Discolithina scutellum	Umbellosphaera irregularis	Rhabdosphaera stylifera	Holodiscolithus macroporus	Helicosphaera hyalina	Gephyrocapsa caribbeanica	Emiliania huxleyi	Umbilicosphaera hulburtiana	Syracosphaera lamina	Thoracosphaera sp.	Umbellosphaera tenuis	Ceratolithus telesmus	Comment

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 18	H	 7	  35.00	    167.0500	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	A                        	AA                     	         	F                    	                        	C                       	                     	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	R                    	                       	F               	VR                   	F                  	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	VR                  	F                  	VR                   	VR                     	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	VR                    	                       	VR                     	                       	                           	                    	                          	                     	                 	VR                  	VR                          	                	                      	                     	                     	              	                              	VR                	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 18	H	CC	  15.00	    167.4700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	A                        	A                      	         	F                    	                        	A                       	R                    	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	R                    	                       	R               	R                    	R                  	                      	                          	                   	                          	                     	VR                       	                           	                   	                        	                     	                     	                      	                      	                           	R                   	                    	F                  	R                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	C                        	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	R                   	R                           	                	                      	VR                   	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 1	  36.00	    167.5600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	C                        	A                      	         	F                    	                        	A                       	                     	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	VR                   	                       	                	                     	R                  	                      	                          	                   	                          	                     	                         	                           	                   	                        	R                    	                     	                      	                      	                           	R                   	                    	F                  	R                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	R                   	                          	                     	                 	VR                  	R                           	                	                      	                     	                     	VR            	VR                            	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 2	  36.00	    169.0600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	C                        	A                      	         	F                    	                        	C                       	                     	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	VR                   	                       	R               	                     	F                  	                      	                          	                   	                          	                     	R                        	                           	                   	                        	R                    	                     	                      	                      	                           	R                   	VR                  	F                  	F                    	                       	                        	                     	VR                   	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	R                     	                       	R                      	                       	                           	                    	                          	                     	                 	                    	R                           	                	                      	                     	R                    	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 3	  36.00	    170.5600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	R                      	                       	C                 	A                               	A                        	A                      	         	F                    	                        	A                       	VR                   	                         	                    	C                     	                         	VR                   	R                 	R                   	                           	                        	                     	                       	R               	R                    	F                  	                      	                          	                   	                          	                     	                         	                           	F                  	                        	VR                   	                     	                      	                      	VR                         	F                   	R                   	F                  	F                    	VR                     	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	VR                     	                     	                     	                         	                      	R                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	VR                    	                    	                      	VR                    	                       	                       	                       	                           	VR                  	                          	                     	                 	R                   	R                           	R               	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 4	  36.00	    172.0600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	R                      	                       	A                 	A                               	A                        	AA                     	         	C                    	                        	C                       	                     	                         	                    	F                     	                         	R                    	R                 	R                   	                           	                        	VR                   	                       	                	R                    	C                  	                      	                          	                   	                          	                     	                         	                           	R                  	                        	                     	                     	                      	                      	                           	F                   	R                   	F                  	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	                      	                       	R                      	                       	                           	                    	                          	                     	                 	R                   	R                           	R               	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 5	  36.00	    173.5600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	F                      	                       	C                 	C                               	A                        	A                      	         	F                    	                        	A                       	                     	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	VR                   	                       	F               	                     	F                  	                      	                          	                   	                          	                     	R                        	                           	R                  	                        	                     	                     	                      	                      	                           	R                   	R                   	F                  	C                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	VR                    	                       	R                      	                       	                           	                    	                          	                     	                 	                    	R                           	                	                      	VR                   	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 6	  37.00	    175.0700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	VR                     	                       	C                 	C                               	C                        	A                      	         	F                    	                        	A                       	VR                   	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	                     	                       	R               	VR                   	F                  	                      	                          	                   	                          	                     	                         	                           	F                  	                        	R                    	                     	                      	VR                    	                           	F                   	R                   	F                  	F                    	R                      	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	F                       	                     	                      	                   	                       	                                   	                   	                       	F                        	                   	                    	VR                    	                    	                      	VR                    	                       	                       	                       	                           	VR                  	                          	                     	                 	R                   	R                           	C               	VR                    	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	 7	  35.00	    176.5500	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	R                      	                       	C                 	C                               	C                        	A                      	         	F                    	                        	A                       	R                    	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	VR                   	                       	                	R                    	F                  	                      	                          	                   	                          	                     	                         	                           	F                  	                        	                     	                     	                      	                      	                           	R                   	VR                  	F                  	F                    	                       	                        	                     	                     	                      	R                        	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	R                    	                      	                   	                       	                                   	                   	                       	                         	                   	                    	VR                    	                    	VR                    	                      	R                      	R                      	                       	                           	F                   	                          	                     	                 	VR                  	R                           	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10c             	              	133	 817	A	 19	H	CC	  27.00	    177.2000	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	C                        	A                      	         	F                    	                        	C                       	                     	                         	                    	F                     	                         	                     	R                 	F                   	                           	                        	                     	                       	                	                     	F                  	                      	                          	                   	                          	                     	                         	                           	R                  	                        	                     	                     	                      	                      	R                          	F                   	R                   	F                  	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	VR                     	                                   	                   	                       	F                        	                   	                    	VR                    	                    	                      	                      	R                      	VR                     	VR                     	                           	                    	                          	                     	                 	R                   	R                           	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10a             	CN10b         	133	 817	A	 20	H	 1	  37.00	    177.0700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	A                 	F                               	A                        	C                      	         	C                    	                        	C                       	F                    	                         	                    	F                     	                         	                     	R                 	                    	                           	                        	VR                   	                       	R               	F                    	R                  	                      	                          	                   	                          	                     	                         	                           	R                  	                        	                     	                     	                      	                      	                           	R                   	VR                  	F                  	C                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	VR                     	                                   	                   	                       	F                        	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	VR                  	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Early Pliocene   	                 	CN10a             	CN10b         	133	 817	A	 20	H	 2	  37.00	    178.5700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	A                 	C                               	A                        	C                      	         	F                    	                        	A                       	F                    	                         	                    	C                     	                         	                     	R                 	                    	                           	                        	R                    	                       	                	F                    	F                  	                      	                          	                   	                          	                     	                         	                           	R                  	                        	                     	                     	                      	                      	                           	R                   	                    	F                  	C                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	VR                   	                      	                   	                       	                                   	                   	                       	C                        	                   	                    	                      	                    	R                     	                      	                       	                       	                       	                           	VR                  	                          	                     	VR               	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN9b              	              	133	 817	A	 20	H	 3	  37.00	    180.0700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	F                      	                       	A                 	F                               	A                        	A                      	         	F                    	                        	A                       	R                    	                         	                    	F                     	                         	                     	R                 	                    	                           	                        	                     	                       	R               	R                    	F                  	                      	                          	                   	                          	                     	                         	                           	                   	                        	R                    	                     	                      	                      	                           	R                   	                    	F                  	C                    	R                      	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	                       	                                   	                   	R                      	C                        	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN9b              	              	133	 817	A	 20	H	 4	  37.00	    181.5700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	F                      	                       	A                 	F                               	A                        	C                      	         	F                    	                        	A                       	F                    	                         	                    	F                     	                         	                     	R                 	                    	                           	                        	                     	                       	R               	R                    	R                  	                      	                          	                   	                          	                     	                         	                           	VR                 	                        	VR                   	                     	                      	                      	                           	                    	                    	F                  	C                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	                       	                                   	                   	C                      	C                        	                   	                    	VR                    	                    	VR                    	                      	                       	R                      	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN9b              	              	133	 817	A	 20	H	 5	  37.00	    183.0700	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	C                 	C                               	A                        	A                      	         	F                    	                        	A                       	F                    	                         	                    	C                     	                         	                     	R                 	                    	                           	                        	VR                   	                       	F               	F                    	R                  	                      	                          	                   	                          	                     	                         	                           	F                  	                        	                     	                     	                      	VR                    	                           	                    	                    	                   	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	                       	                                   	                   	C                      	C                        	                   	                    	R                     	                    	                      	                      	                       	VR                     	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN9b              	              	133	 817	A	 20	H	 6	  37.00	    184.5700	Gartner  	Nannofossils                                 	               	                  	                                 	R                      	                        	                       	                       	C                 	F                               	A                        	A                      	         	F                    	                        	A                       	F                    	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	                     	VR                     	                	F                    	R                  	                      	                          	                   	                          	                     	                         	                           	R                  	                        	VR                   	                     	                      	                      	                           	                    	                    	F                  	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	R                       	                     	                      	                   	                       	                                   	                   	F                      	F                        	                   	                    	R                     	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket
