Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Velicucullus altus	Tripilidium clavipes	Stylatractus santaeannae	Stylatractus neptunus	Stylacontarium bispiculum	Siphocampe arachnea	Prunopyle sp. D	Prunopyle sp. A	Prunopyle hayesi	Peripyramis circumtexta	Lithomelissa cf. ehrenbergi	Lampromitra coronata	Hexacontium cf. enthacanthum	Gondwanaria japonica	Eucyrtidium cienkowskii	Druppatractus hastatus	Dendrospyris stabilis	Cyrtocapsella tetrapera	Cyrtocapsella longithorax	Cycladophora golli	Cycladophora conica	Cycladophora antiqua	Corythospyris fiscella	Circodiscus ellipticus	Ceratocyrtis mashae	Amphistylus angelinus	Actinomma magnifenestra	Acrosphaera spp.	Antarctissa robusta	Spongotrochus glacialis	Spongodiscus craticulatus	Prunopyle sp. B	Cycladophora sp.	Ceratocyrtis stigi	Cenosphaera sp. A	Carpocanarium papillosum	Calocyclas cf. semipolita	Velicucullus cf. oddgurneri	Stauroxiphos communis	Gondwanaria sp. A	Dictyophimus gracilipes	Cycladophora golli regipileus	Cycladophora golli golli	Actinomma sp. B	Gondwanaria deflandrei	Dendrospyris rhodospyroides	Cyrtocapsella japonica	Velicucullus sp.	Hexalonche philosophica?	Dictyophimus crisiae	Desmospyris rhodospyroides	Ceratocyrtis sp.	Saccospyris antarctica	Prunopyle tetrapila	Heliodiscus sp. A	Actinomma sp. A	Disolenia spp.	Corythomelissa horrida	Stichophormis sp.	Saturnalis circularis	Lithartractus timmsi?	Eucyrtidium punctatum	Eucyrtidium calvertense	Dendrospyris megalocephalis	Stichopilium bicorne?	Trissocyclid sp. A	Hexacontium spp.	Prunopyle titan	Thyrsocyrtis clausa	Pterocanium sp.	Lamprocyrtis (?) cf. hannai	Anthocyrtidium sp.	Eucyrtidium sp. A	Triceraspyris coronata	Lychnocanoma conica	Lithomelissa stigi	Calocyclas humerus	Lychnocanoma sp. B	Stylosphaera sp. A	Spongomelissa dilli	Pterocanium charybdeum trilobum	Antarctissa deflandrei	Actinomma golownini	Spongoplegma sp.	Siphonosphaera magnisphaera	Lithocarpium polyacantha	Didymocyrtis/Diartus spp.	Pterocanium korotnevi	Didymocyrtis sp.	Cornutella clathrata	Stylatractus universus	Acrosphaera murrayana	Cycladophora spongothorax	Lychnocanium grande	Collosphaerid sp. B	Eucyrtidium pseudoinflatum	Acrosphaera mercurius	Rhopalastrum spp.	Cycladophora bicornis	Acrosphaera australis	Siphonosphaera vesuvius	Stylatractus universus var. transparum	Cycladophora pliocenica	Antarctissa strelkovi	Stichocorys peregrina	Antarctissa denticulata	Antarctissa cylindrica	Acrosphaera labrata	Amphymenium challengerae	Helotholus vema	Desmospyris spongiosa	Triceraspyris antarctica	Cycladophora davisiana	Comment

  SR	                 	                 	E. punctatum      	              	120	 751	A	 14	H	CC	  19.00	    128.8400	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	                  	                    	+                       	R                    	                         	                   	R              	F              	F               	R                      	R                          	                    	R                           	                    	R                      	                      	                     	F                      	C                        	C                 	R                  	                    	                      	R                     	T                  	C                    	                       	R               	                   	R                      	                         	R              	                	R                 	                 	R                       	                         	T                          	T                    	R                	                       	R                            	                        	               	                      	R                          	                      	F               	                        	+                   	                          	                	                      	R                  	R                	               	              	                      	R                	                     	C                    	F                    	R                      	R                          	                     	                  	                	               	R                  	R              	R                          	R                 	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 1	  98.00	    129.1800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	R                    	                         	R                  	T              	R              	R               	T                      	T                          	                    	                            	                    	R                      	T                     	T                    	T                      	R                        	                  	R                  	                    	                      	R                     	T                  	T                    	                       	                	F                  	                       	                         	R              	                	R                 	                 	R                       	                         	                           	                     	T                	                       	R                            	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	                       	                           	                     	T                 	R               	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 2	  98.00	    130.6800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	R                    	                         	R                  	R              	R              	R               	T                      	R                          	                    	T                           	                    	R                      	                      	R                    	                       	R                        	                  	R                  	                    	                      	R                     	                   	                     	                       	                	R                  	                       	                         	R              	                	R                 	                 	R                       	T                        	                           	T                    	                 	                       	R                            	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	T                    	                       	                           	                     	T                 	R               	T              	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 3	  98.00	    132.1800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	T                    	                         	R                  	               	R              	R               	T                      	R                          	                    	R                           	T                   	R                      	                      	T                    	R                      	R                        	                  	R                  	                    	                      	R                     	T                  	R                    	                       	                	R                  	                       	                         	R              	                	R                 	                 	R                       	T                        	                           	R                    	T                	                       	R                            	T                       	               	                      	R                          	R                     	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	R                    	                       	                           	                     	T                 	R               	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 4	  98.00	    133.6800	Abelmann-Gersonde	Radiolarians                                 	F              	MG                	                  	                    	                        	                     	                         	R                  	R              	R              	R               	T                      	R                          	                    	R                           	                    	R                      	T                     	T                    	R                      	T                        	                  	R                  	                    	                      	R                     	                   	T                    	                       	R               	R                  	                       	                         	R              	                	R                 	                 	R                       	                         	T                          	T                    	T                	                       	R                            	R                       	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	T                    	                       	                           	                     	                  	R               	R              	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 5	  98.00	    135.1800	Abelmann-Gersonde	Radiolarians                                 	F              	MG                	                  	                    	                        	                     	                         	R                  	R              	R              	R               	                       	R                          	                    	R                           	                    	R                      	T                     	                     	R                      	R                        	                  	R                  	                    	                      	R                     	T                  	R                    	                       	R               	R                  	                       	                         	R              	                	R                 	                 	R                       	                         	T                          	                     	                 	                       	R                            	T                       	               	                      	                           	T                     	                	                        	                    	                          	                	T                     	                   	T                	               	T             	                      	                 	                     	                     	T                    	                       	                           	                     	                  	R               	R              	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	 6	  98.00	    136.6800	Abelmann-Gersonde	Radiolarians                                 	F              	G                 	                  	                    	                        	                     	                         	R                  	R              	R              	R               	                       	R                          	                    	                            	                    	F                      	                      	R                    	F                      	R                        	                  	T                  	                    	T                     	R                     	                   	R                    	                       	R               	                   	                       	                         	R              	                	                  	                 	R                       	                         	                           	                     	T                	                       	R                            	R                       	               	                      	                           	R                     	                	                        	                    	                          	                	                      	                   	                 	               	              	T                     	                 	                     	                     	R                    	                       	                           	                     	T                 	F               	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 15	H	CC	  13.00	    137.8100	Abelmann-Gersonde	Radiolarians                                 	A              	G                 	                  	                    	R                       	R                    	R                        	                   	R              	F              	R               	R                      	R                          	                    	R                           	                    	F                      	                      	                     	F                      	R                        	A                 	R                  	                    	                      	R                     	T                  	R                    	R                      	R               	                   	                       	                         	T              	                	R                 	                 	R                       	                         	R                          	                     	R                	                       	F                            	T                       	               	R                     	R                          	                      	F               	C                       	R                   	                          	R               	                      	                   	R                	               	              	R                     	R                	+                    	F                    	F                    	R                      	                           	+                    	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	 1	  98.00	    138.6800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	R                 	                    	                        	                     	                         	                   	R              	F              	F               	                       	                           	                    	T                           	                    	R                      	                      	                     	                       	                         	                  	R                  	                    	                      	R                     	                   	R                    	                       	                	                   	                       	F                        	R              	                	                  	                 	T                       	                         	                           	R                    	R                	                       	F                            	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	                 	R              	              	                      	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	 3	  98.00	    141.6800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	T                 	                    	                        	R                    	                         	                   	R              	R              	R               	                       	T                          	                    	T                           	                    	F                      	T                     	                     	                       	                         	                  	                   	                    	                      	R                     	T                  	R                    	                       	                	R                  	                       	R                        	R              	                	R                 	                 	T                       	                         	                           	R                    	R                	                       	F                            	T                       	               	                      	R                          	                      	                	                        	                    	                          	                	R                     	                   	                 	               	              	T                     	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	 4	  98.00	    143.1800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	T                 	                    	                        	R                    	                         	                   	               	R              	R               	                       	                           	                    	T                           	                    	F                      	R                     	                     	                       	                         	                  	R                  	                    	                      	R                     	                   	R                    	                       	T               	R                  	                       	R                        	R              	                	                  	                 	R                       	                         	                           	T                    	                 	                       	F                            	T                       	               	                      	R                          	                      	                	                        	                    	                          	                	R                     	                   	T                	               	              	T                     	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	 5	  98.00	    144.6800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	T                 	                    	                        	R                    	                         	                   	               	R              	R               	                       	                           	                    	T                           	                    	F                      	R                     	                     	T                      	                         	                  	R                  	                    	                      	R                     	                   	R                    	                       	T               	T                  	                       	                         	R              	                	R                 	                 	R                       	                         	                           	R                    	T                	                       	C                            	T                       	               	                      	R                          	                      	                	                        	                    	                          	                	R                     	                   	T                	               	              	T                     	T                	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	 6	  98.00	    146.1800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	T                 	                    	                        	                     	                         	                   	R              	R              	R               	R                      	R                          	                    	T                           	                    	R                      	                      	                     	                       	                         	                  	R                  	                    	                      	R                     	                   	R                    	                       	T               	F                  	                       	                         	R              	                	R                 	                 	R                       	                         	                           	R                    	                 	                       	C                            	                        	               	R                     	R                          	                      	                	                        	                    	                          	                	                      	                   	                 	T              	              	T                     	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 16	H	CC	  17.00	    147.6700	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	R                 	                    	+                       	                     	+                        	R                  	               	F              	C               	R                      	R                          	F                   	R                           	R                   	F                      	                      	                     	R                      	                         	C                 	R                  	                    	                      	F                     	                   	F                    	R                      	R               	                   	                       	                         	R              	                	R                 	                 	F                       	                         	                           	F                    	R                	                       	C                            	F                       	               	                      	R                          	                      	F               	F                       	                    	F                         	                	R                     	                   	                 	T              	T             	F                     	R                	+                    	R                    	+                    	F                      	F                          	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 17	H	 1	  25.00	    147.4500	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                  	                    	                        	                     	                         	R                  	               	               	R               	                       	                           	                    	                            	                    	R                      	                      	                     	T                      	                         	                  	R                  	                    	                      	                      	R                  	R                    	                       	R               	                   	                       	                         	R              	                	R                 	                 	R                       	                         	                           	R                    	                 	                       	F                            	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	T                	T              	              	                      	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 17	H	 2	  98.00	    149.6800	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	                  	                    	                        	                     	                         	R                  	               	               	R               	R                      	R                          	                    	R                           	R                   	R                      	                      	                     	R                      	R                        	                  	R                  	                    	                      	                      	                   	R                    	                       	R               	C                  	                       	T                        	F              	                	F                 	                 	R                       	                         	                           	F                    	                 	                       	F                            	R                       	               	R                     	R                          	                      	                	                        	                    	                          	                	R                     	                   	                 	R              	T             	T                     	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. golli regipileus	              	120	 751	A	 17	H	 3	  98.00	    151.1800	Abelmann-Gersonde	Radiolarians                                 	F              	G                 	                  	R                   	                        	T                    	                         	R                  	R              	R              	R               	R                      	R                          	                    	R                           	R                   	R                      	                      	                     	R                      	R                        	                  	R                  	R                   	                      	R                     	T                  	R                    	                       	R               	R                  	R                      	T                        	R              	                	R                 	                 	R                       	                         	                           	R                    	                 	R                      	R                            	R                       	T              	                      	R                          	R                     	                	                        	                    	                          	                	T                     	                   	R                	R              	              	R                     	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772
