Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalia increbescens,Turborotalia cunialensis,Turborotalia cocoaensis,Turborotalia ampliapertura,Tenuitellinata angustiumbilicata,Tenuitella gemma,Subbotina (?) eocaena,Subbotina linaperta,Subbotina angiporoides,Pseudohastigerina spp.,Hantkenina alabamensis,Globigerina yeguaensis,Globigerina pseudovenezuelana,Globigerina ouachitaensis,Globigerina gortanii,Globigerina euapertura,Chiloguembelina cubensis,Chiloguembelina cf. C. martini,Catapsydrax unicavus,Catapsydrax dissimilis,Cassigerinella chipolensis,Paragloborotalia nana,Globoquadrina venezuelana,Turborotalia pomeroli,Turborotalia cerroazulensis,Globigerina tapuriensis,Globorotaloides suteri,Globigerina tripartita,Paragloborotalia opima,Globigerina sellii,Globigerina praebulloides,Globigerina ciperoensis,Globigerina angulisuturalis,Globigerinoides primordius,Globigerinita glutinata,Globigerinella obesa,Paragloborotalia semivera-mayeri group,Paragloborotalia pseudokugleri,Globoquadrina tripartita,Globoquadrina sellii,Globigerina officinalis,Globigerina fariasi,Globigerina ciperoensis ciperoensis,Orbulina universa,Orbulina suturalis,Orbulina bilobata,Globorotalia mayeri,Globorotalia fohsi lobata,Globorotalia fohsi fohsi,Globorotalia acrostoma,Globoquadrina dehiscens,Globoquadrina baroemoenensis,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides subquadratus,Globigerinoides quadrilobatus,Globigerinoides obliquus,Globigerina decoraperta,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis disjuncta,Globorotalia menardii,Globorotalia fohsi robusta,Globorotalia cf. praemenardii,Globigerinoides sacculifer,Praeorbulina glomerosa,Neogloboquadrina continuosa,Globorotalia praemenardii,Globoquadrina altispira globosa,Globigerina falconensis,Sphaeroidinellopsis seminulina,Globorotalia scitula,Globigerinella aequilateralis,Globigerina druryi,Neogloboquadrina pseudopima,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Globorotalia lenguaensis,Globorotalia juanai,Globorotalia cf. Gr. conoidea,Globigerinoides siegliei,Globigerinoides extremus,Globigerinoides bulloideus,Globigerina nepenthes,Globigerina bulloides,Candeina nitida,Globorotalia merotumida,Globorotalia limbata,Globorotalia cibaoensis,Globorotalia cf. Gr. multicamerata,Neogloboquadrina humerosa,Globorotalia multicamerata,Globigerinoides bollii,Sphaeroidinellopsis paenedehiscens,Globigerinoides conglobatus,Neogloboquadrina blowi,Globorotalia margaritae,Pulleniatina primalis,Globorotalia cf. Gr. margaritae,Globigerinoides ruber,Globigerina apertura,Globigerina quinqueloba,Globorotalia miocenica,Globorotalia exilis,Globorotalia cf. Gr. plesiotumida,Globigerina cf. nepenthes,Neogloboquadrina pseudopachyderma,Neogloboquadrina dutertrei,Globorotalia crassula,Globorotalia crassaformis crassaformis,Globigerinoides trilobus fistulosus,Globigerina umbilicata,Sphaeroidinella dehiscens,Globorotalia truncatulinoides,Globorotalia crassaformis hessi,Globorotalia cf. Gr. miocenica,Globorotalia tosaensis tenuitheca,Pulleniatina obliquiloculata,Globorotalia ungulata,Globorotalia inflata,Globorotalia hirsuta,Globigerina rubescens,Globorotalia tumida,Globorotalia flexuosa,Globorotalia crassaformis viola,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P21a              ,              ,101, 628,A, 25,X, 2,  12.00,    223.1200,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,                         ,                        ,                       ,                          ,R                               ,                ,R                    ,                   ,                      ,                      ,                      ,R                     ,R                            ,R                        ,F/C                 ,F/C                   ,R                       ,                              ,R                   ,R                     ,R                         ,F/C                  ,R                        ,                     ,                           ,                       ,F/C                   ,R                     ,R                     ,R                 ,R                        ,F/C                    ,F/C                        ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P21a              ,              ,101, 628,A, 25,X,CC,  17.00,    225.1800,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,                         ,                        ,                       ,r                         ,F/C                             ,R               ,R                    ,r                  ,r                     ,r                     ,r                     ,                      ,F/C                          ,F/C                      ,F/C                 ,F/C                   ,F/C                     ,r                             ,F/C                 ,R                     ,F/C                       ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,                  ,F/C                      ,?                      ,R                          ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,101, 628,A, 26,X, 1,  74.00,    232.1400,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,F/C                       ,F/C                             ,                ,R                    ,R                  ,R                     ,                      ,                      ,R                     ,F/C                          ,R                        ,R                   ,F/C                   ,F/C                     ,                              ,F/C                 ,R                     ,R                         ,F/C                  ,R                        ,                     ,                           ,R                      ,R                     ,R                     ,R                     ,R                 ,F/C                      ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 26,X, 2, 102.00,    233.9200,Leckie   ,Planktonic Foraminifers                      ,               ,P                 ,                         ,                        ,                       ,R                         ,F/C                             ,R               ,R                    ,R                  ,R                     ,R                     ,                      ,                      ,F/C                          ,F/C                      ,R                   ,F/C                   ,F/C                     ,                              ,R                   ,R                     ,R                         ,R                    ,R                        ,                     ,                           ,                       ,R                     ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 26,X, 3,  92.00,    235.3200,Leckie   ,Planktonic Foraminifers                      ,               ,P                 ,                         ,                        ,                       ,R                         ,R                               ,R               ,R                    ,R                  ,R                     ,R                     ,                      ,                      ,F/C                          ,R                        ,R                   ,R                     ,F/C                     ,                              ,F/C                 ,R                     ,R                         ,F/C                  ,R                        ,                     ,                           ,                       ,                      ,R                     ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 26,X,CC,  15.00,    235.5700,Leckie   ,Planktonic Foraminifers                      ,               ,P                 ,R                        ,                        ,                       ,F/C                       ,R                               ,                ,F/C                  ,R                  ,R                     ,R                     ,                      ,?                     ,F/C                          ,F/C                      ,F/C                 ,F/C                   ,F/C                     ,                              ,F/C                 ,R                     ,F/C                       ,R                    ,R                        ,                     ,                           ,                       ,                      ,R                     ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 27,X, 1, 100.00,    242.0000,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,R                        ,                        ,                       ,R                         ,                                ,R               ,F/C                  ,R                  ,F/C                   ,F/C                   ,                      ,R                     ,F/C                          ,                         ,F/C                 ,F/C                   ,F/C                     ,                              ,F/C                 ,R                     ,F/C                       ,?                    ,                         ,                     ,                           ,                       ,R                     ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 27,X,CC,  38.00,    244.3800,Leckie   ,Planktonic Foraminifers                      ,               ,P                 ,                         ,                        ,                       ,R                         ,R                               ,                ,R                    ,                   ,?                     ,F/C                   ,                      ,                      ,                             ,F/C                      ,                    ,                      ,F/C                     ,                              ,R                   ,R                     ,                          ,R                    ,                         ,                     ,                           ,                       ,                      ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 28,X, 1, 100.00,    251.6000,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,R                        ,                        ,                       ,F/C                       ,R                               ,R               ,F/C                  ,R                  ,R                     ,F/C                   ,                      ,R                     ,R                            ,R                        ,F/C                 ,F/C                   ,F/C                     ,                              ,F/C                 ,R                     ,                          ,R                    ,                         ,                     ,                           ,R                      ,F/C                   ,R                     ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,101, 628,A, 28,X,CC,  35.00,    254.3600,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,R                        ,                        ,                       ,F/C                       ,R                               ,R               ,F/C                  ,R                  ,F/C                   ,F/C                   ,                      ,F/C                   ,R                            ,F/C                      ,F/C                 ,R                     ,F/C                     ,                              ,F/C                 ,R                     ,R                         ,R                    ,R                        ,                     ,                           ,R                      ,R                     ,R                     ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P17               ,              ,101, 628,A, 29,X, 1, 100.00,    261.2000,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,                         ,                        ,R                      ,                          ,R                               ,                ,R                    ,R                  ,R                     ,F/C                   ,F/C                   ,                      ,R                            ,R                        ,F/C                 ,R                     ,R                       ,                              ,R                   ,R                     ,R                         ,                     ,                         ,R                    ,F/C                        ,R                      ,                      ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P17               ,              ,101, 628,A, 29,X, 2,  30.00,    262.0000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,R                        ,                        ,F/C                    ,R                         ,R                               ,R               ,F/C                  ,R                  ,R                     ,F/C                   ,F/C                   ,R                     ,R                            ,F/C                      ,F/C                 ,F/C                   ,F/C                     ,F/C                           ,F/C                 ,R                     ,R                         ,R                    ,R                        ,                     ,                           ,                       ,                      ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P17               ,              ,101, 628,A, 29,X,CC,  42.00,    262.7100,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,R                        ,F/C                     ,F/C                    ,F/C                       ,R                               ,R               ,F/C                  ,R                  ,R                     ,F/C                   ,F/C                   ,F/C                   ,R                            ,F/C                      ,F/C                 ,R                     ,F/C                     ,F/C                           ,R                   ,R                     ,R                         ,                     ,                         ,                     ,                           ,                       ,                      ,                      ,                      ,                  ,                         ,                       ,                           ,                          ,                       ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
