Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbellosphaera irregularis,Thoracosphaera spp.,Syracosphaera spp.,Scapholithus fossilis,Rhabdosphaera spp.,Reticulofenestra spp. (small - medium),Reticulofenestra spp. (large),Pseudoemiliania lacunosa E,Pseudoemiliania lacunosa C,Oolithotus antillarum,Helicosphaera sellii,Helicosphaera carteri,Gephyrocapsa spp. (small),Gephyrocapsa spp. (large),Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Emiliania huxleyi,Discoaster brouweri,Cyclolithus annulus,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Comment
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5, 136.00,     16.1300,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,25.9%133                              ,.0%0                         ,21.2%109                  ,2.1%11                    ,.0%0                 ,.4%2                ,1.6%8                ,23.0%118                 ,.0%0                     ,.0%0              ,.0%0                      ,18.1%93                  ,.0%0             ,.4%2               ,.0%0               ,.0%0                 ,2.0%10                ,5.5%28                ,Total count = 514; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6,  10.00,     16.3700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,29.6%155                              ,.0%0                         ,23.3%122                  ,3.8%20                    ,.0%0                 ,1.0%5               ,1.5%8                ,25.8%135                 ,.0%0                     ,.0%0              ,.0%0                      ,2.9%15                   ,.0%0             ,.2%1               ,.4%2               ,2.7%14               ,.4%2                  ,8.6%45                ,Total count = 524; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6,  30.00,     16.5700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.6%3              ,.0%0                 ,.0%0              ,31.5%167                              ,.0%0                         ,33.3%177                  ,4.1%22                    ,.0%0                 ,.6%3                ,.2%1                 ,9.4%50                   ,.0%0                     ,.0%0              ,.0%0                      ,1.5%8                    ,.0%0             ,.2%1               ,.6%3               ,2.1%11               ,1.5%8                 ,14.5%77               ,Total count = 531; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6,  60.00,     16.8700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,15.6%82                               ,.0%0                         ,9.1%48                    ,1.9%10                    ,.0%0                 ,.8%4                ,3.4%18               ,31.1%163                 ,.0%0                     ,.0%0              ,.0%0                      ,28.8%151                 ,.0%0             ,.2%1               ,.0%0               ,2.3%12               ,1.3%7                 ,5.3%28                ,Total count = 525; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6,  81.00,     17.0800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,22.9%122                              ,.0%0                         ,20.3%108                  ,2.8%15                    ,.0%0                 ,.4%2                ,.2%1                 ,9.4%50                   ,.0%0                     ,.0%0              ,.0%0                      ,27.0%144                 ,.0%0             ,1.3%7              ,.0%0               ,2.6%14               ,1.5%8                 ,11.6%62               ,Total count = 533; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6,  97.00,     17.2400,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,31.7%165                              ,.0%0                         ,28.7%149                  ,2.3%12                    ,.0%0                 ,.2%1                ,.2%1                 ,8.1%42                   ,.0%0                     ,.0%0              ,.0%0                      ,15.0%78                  ,.0%0             ,.6%3               ,.0%0               ,1.0%5                ,1.5%8                 ,10.6%55               ,Total count = 520; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6, 120.00,     17.4700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,32.1%178                              ,.0%0                         ,21.1%117                  ,.5%3                      ,.0%0                 ,2.0%11              ,.5%3                 ,14.1%78                  ,.0%0                     ,.0%0              ,.2%1                      ,15.0%83                  ,.0%0             ,1.4%8              ,.0%0               ,.9%5                 ,5.2%29                ,6.9%38                ,Total count = 554; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 6, 139.00,     17.6600,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,41.8%222                              ,.0%0                         ,10.9%58                   ,.6%3                      ,.0%0                 ,.4%2                ,.2%1                 ,13.8%73                  ,.0%0                     ,.0%0              ,.2%1                      ,12.2%65                  ,.0%0             ,.9%5               ,.0%0               ,3.0%16               ,1.5%8                 ,14.5%77               ,Total count = 531; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 7,  10.00,     17.8700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,20.1%107                              ,.0%0                         ,33.8%180                  ,1.5%8                     ,.0%0                 ,.4%2                ,.9%5                 ,21.2%113                 ,.0%0                     ,.0%0              ,.0%0                      ,2.4%13                   ,.0%0             ,.9%5               ,.0%0               ,2.3%12               ,2.8%15                ,13.5%72               ,Total count = 532; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 7,  30.00,     18.0700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,22.9%120                              ,.0%0                         ,18.5%97                   ,1.3%7                     ,.0%0                 ,.2%1                ,.2%1                 ,31.9%167                 ,.0%0                     ,.0%0              ,.0%0                      ,14.3%75                  ,.0%0             ,.4%2               ,.0%0               ,3.1%16               ,.6%3                  ,6.7%35                ,Total count = 524; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 7,  52.00,     18.2900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,39.5%213                              ,.0%0                         ,24.9%134                  ,8.7%47                    ,.0%0                 ,.2%1                ,.4%2                 ,8.9%48                   ,.0%0                     ,.0%0              ,.0%0                      ,4.3%23                   ,.0%0             ,1.9%10             ,.0%0               ,1.5%8                ,2.4%13                ,7.4%40                ,Total count = 539; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
