verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Dictyocha octacantha,silicoflagellates,Dictyocha,Dictyocha octacantha,octacantha,,left_only
Distephanus crux bispinosus crux,silicoflagellates,Distephanus,Distephanus crux bispinosus crux,crux,,left_only
Pemma sp.,nannofossils,Pemma,Pemma sp.,sp.,,left_only
Archaeomonas dubia,diatoms,Archaeomonas,Archaeomonas dubia,dubia,,left_only
Globulina lacrima,benthic_foraminfera,Globulina,Globulina lacrima,lacrima,,left_only
Prunopyle frakesi,radiolarians,Prunopyle,Prunopyle frakesi,frakesi,,left_only
Odontella sp. (q),diatoms,Odontella,Odontella sp.,sp.,,left_only
Hemiaulus kondai,diatoms,Hemiaulus,Hemiaulus kondai,kondai,,left_only
Biscutum blackii,nannofossils,Biscutum,Biscutum blackii,blackii,,left_only
Neochiastozygus chiastus,nannofossils,Neochiastozygus,Neochiastozygus chiastus,chiastus,,both
Diacanthocapsa sp.,radiolarians,Diacanthocapsa,Diacanthocapsa sp.,sp.,,left_only
Globigerina ciperoensis,planktic_foraminfera,Globigerina,Globigerina ciperoensis,ciperoensis,,both
Acarinina mathewsae,planktic_foraminfera,Acarinina,Acarinina mathewsae,mathewsae,,left_only
Triceratium balearicum,diatoms,Triceratium,Triceratium balearicum,balearicum,,left_only
Abyssamina quadrata,benthic_foraminfera,Abyssamina,Abyssamina quadrata,quadrata,,both
Cordosphaeridium minimum,dinoflagellates,Cordosphaeridium,Cordosphaeridium minimum,minimum,,left_only
Stephanopyxis horridus,diatoms,Stephanopyxis,Stephanopyxis horridus,horridus,,both
Karreriella parkerae,benthic_foraminfera,Karreriella,Karreriella parkerae,parkerae,,both
Zygocircus capulosus (q),radiolarians,Zygocircus,Zygocircus capulosus,capulosus,,left_only
Cladococcus scoparius,radiolarians,Cladococcus,Cladococcus scoparius,scoparius,,left_only
Nodosaria jacksonensis,benthic_foraminfera,Nodosaria,Nodosaria jacksonensis,jacksonensis,,left_only
Heronallenia lingulata,benthic_foraminfera,Heronallenia,Heronallenia lingulata,lingulata,,both
Pinus haploxylon,pollen,Pinus,Pinus haploxylon,haploxylon,,left_only
Scyphosphaera pulcherrima,nannofossils,Scyphosphaera,Scyphosphaera pulcherrima,pulcherrima,,both
Globorotalia siakensis,planktic_foraminfera,Globorotalia,Globorotalia siakensis,siakensis,,left_only
Xiphosphaera tesseractis,radiolarians,Xiphosphaera,Xiphosphaera tesseractis,tesseractis,,left_only
Actinocyclus octonarius tenella,diatoms,Actinocyclus,Actinocyclus octonarius tenella,octonarius,tenella,left_only
Zygolithus protenus,nannofossils,Zygolithus,Zygolithus protenus,protenus,,left_only
Globigerina triloculinoides,planktic_foraminfera,Globigerina,Globigerina triloculinoides,triloculinoides,,left_only
Eiffellithus anceps,nannofossils,Eiffellithus,Eiffellithus anceps,anceps,,left_only
Zygolithus dubius,nannofossils,Zygolithus,Zygolithus dubius,dubius,,left_only
Acrosphaera cyrtodon,radiolarians,Acrosphaera,Acrosphaera cyrtodon,cyrtodon,,both
Eorupertia bermudezi,benthic_foraminfera,Eorupertia,Eorupertia bermudezi,bermudezi,,left_only
Orbula discipulus,radiolarians,Orbula,Orbula discipulus,discipulus,,left_only
Umbellosphaera mirabilis,nannofossils,Umbellosphaera,Umbellosphaera mirabilis,mirabilis,,left_only
Gephyrocapsa sp. small,nannofossils,Gephyrocapsa,Gephyrocapsa sp. small,sp.,small,left_only
Osangularia rugosa,benthic_foraminfera,Osangularia,Osangularia rugosa,rugosa,,left_only
Discoaster lidzii (q),nannofossils,Discoaster,Discoaster lidzii,lidzii,,left_only
Larcospira sp.,radiolarians,Larcospira,Larcospira sp.,sp.,,left_only
Globorotalia hirsuta praehirsuta,planktic_foraminfera,Globorotalia,Globorotalia hirsuta praehirsuta,hirsuta,praehirsuta,left_only
Hermesinopsis caulleryi,ebridians,Hermesinopsis,Hermesinopsis caulleryi,caulleryi,,left_only
Hemicytherura kajiyamai,ostracods,Hemicytherura,Hemicytherura kajiyamai,kajiyamai,,left_only
Pterocyoticlius barbadense,radiolarians,Pterocyoticlius,Pterocyoticlius barbadense,barbadense,,left_only
Aragonia anauna,benthic_foraminfera,Aragonia,Aragonia anauna,anauna,,left_only
Odontotropis carinata,diatoms,Odontotropis,Odontotropis carinata,carinata,,left_only
Astractinium sp.,radiolarians,Astractinium,Astractinium sp.,sp.,,left_only
Cordosphaeridium uncinispinosum,dinoflagellates,Cordosphaeridium,Cordosphaeridium uncinispinosum,uncinispinosum,,left_only
Thalassiosira decipiens (q),diatoms,Thalassiosira,Thalassiosira decipiens,decipiens,,left_only
Dorothia hostaensis,benthic_foraminfera,Dorothia,Dorothia hostaensis,hostaensis,,left_only
Vallacerta hortonii,silicoflagellates,Vallacerta,Vallacerta hortonii,hortonii,,left_only
Distephanus boliviensis,silicoflagellates,Distephanus,Distephanus boliviensis,boliviensis,,both
Cyclicargolithus doronicoides,nannofossils,Cyclicargolithus,Cyclicargolithus doronicoides,doronicoides,,left_only
Epistominella umbonifera,benthic_foraminfera,Epistominella,Epistominella umbonifera,umbonifera,,left_only
Spiniferites elongatus,dinoflagellates,Spiniferites,Spiniferites elongatus,elongatus,,left_only
Vekshinella elliptica,nannofossils,Vekshinella,Vekshinella elliptica,elliptica,,left_only
Tetralithus pyramidus,nannofossils,Tetralithus,Tetralithus pyramidus,pyramidus,,left_only
Hermesonella fenestrata,ebridians,Hermesonella,Hermesonella fenestrata,fenestrata,,left_only
Reticulofenestra sp. (q),nannofossils,Reticulofenestra,Reticulofenestra sp.,sp.,,both
Asterocyclina matanzensis,benthic_foraminfera,Asterocyclina,Asterocyclina matanzensis,matanzensis,,left_only
Ommatogramma dumitrica,radiolarians,Ommatogramma,Ommatogramma dumitrica,dumitrica,,left_only
Ommatartus hughesi,radiolarians,Ommatartus,Ommatartus hughesi,hughesi,,left_only
Eggerella bradyi,benthic_foraminfera,Eggerella,Eggerella bradyi,bradyi,,both
Tympanidium binoctonum,radiolarians,Tympanidium,Tympanidium binoctonum,binoctonum,,left_only
Globorotalia euaperta,planktic_foraminfera,Globorotalia,Globorotalia euaperta,euaperta,,left_only
Cyclolithella robusta,nannofossils,Cyclolithella,Cyclolithella robusta,robusta,,left_only
Globorotalia pasionensis,planktic_foraminfera,Globorotalia,Globorotalia pasionensis,pasionensis,,left_only
Cibicidoides semiteres,benthic_foraminfera,Cibicidoides,Cibicidoides semiteres,semiteres,,left_only
Globigerina ouachitaensis gnaucki,planktic_foraminfera,Globigerina,Globigerina ouachitaensis gnaucki,ouachitaensis,gnaucki,left_only
Cibicidoides perlucidus,benthic_foraminfera,Cibicidoides,Cibicidoides perlucidus,perlucidus,,left_only
Grammatophora angulosa,diatoms,Grammatophora,Grammatophora angulosa,angulosa,,left_only
Dictyophimus crisiae,radiolarians,Dictyophimus,Dictyophimus crisiae,crisiae,,both
Corannulus germanicus (q),nannofossils,Corannulus,Corannulus germanicus,germanicus,,left_only
Cyclicargolithus abisectus,nannofossils,Cyclicargolithus,Cyclicargolithus abisectus,abisectus,,both
Globorotalia magnifica,planktic_foraminfera,Globorotalia,Globorotalia magnifica,magnifica,,left_only
Robulus occidentalis,benthic_foraminfera,Robulus,Robulus occidentalis,occidentalis,,left_only
Sethoconus dogieli,radiolarians,Sethoconus,Sethoconus dogieli,dogieli,,left_only
Wetzeliella glabra,dinoflagellates,Wetzeliella,Wetzeliella glabra,glabra,,left_only
Stilostomella verneuili paucistriata,benthic_foraminfera,Stilostomella,Stilostomella verneuili paucistriata,verneuili,paucistriata,left_only
Globorotalia schachdagica,planktic_foraminfera,Globorotalia,Globorotalia schachdagica,schachdagica,,left_only
Turborotalia kugleri,planktic_foraminfera,Turborotalia,Turborotalia kugleri,kugleri,,left_only
Dorcadospyris dentata,radiolarians,Dorcadospyris,Dorcadospyris dentata,dentata,,both
Helicosphaera recta,nannofossils,Helicosphaera,Helicosphaera recta,recta,,both
Nonionella atlantica,benthic_foraminfera,Nonionella,Nonionella atlantica,atlantica,,left_only
Rhaphoneis angustata,diatoms,Rhaphoneis,Rhaphoneis angustata,angustata,,left_only
Transversopontis fimbriatus,nannofossils,Transversopontis,Transversopontis fimbriatus,fimbriatus,,left_only
Thalassiosira excentrica,diatoms,Thalassiosira,Thalassiosira excentrica,excentrica,,left_only
Eucyrtidium biauritium (q),radiolarians,Eucyrtidium,Eucyrtidium biauritium,biauritium,,left_only
Globigerinatheka mexicana kugleri,planktic_foraminfera,Globigerinatheka,Globigerinatheka mexicana kugleri,mexicana,kugleri,left_only
Wetzeliella ovalis,dinoflagellates,Wetzeliella,Wetzeliella ovalis,ovalis,,left_only
Suggrunda californica,benthic_foraminfera,Suggrunda,Suggrunda californica,californica,,left_only
Globoquadrina hexagona,planktic_foraminfera,Globoquadrina,Globoquadrina hexagona,hexagona,,left_only
Globigerinita glutinata s.l.,planktic_foraminfera,Globigerinita,Globigerinita glutinata s.l.,glutinata,s.l.,left_only
Quadrum gothicum,nannofossils,Quadrum,Quadrum gothicum,gothicum,,left_only
Goniothecium loricatum,diatoms,Goniothecium,Goniothecium loricatum,loricatum,,left_only
Thalassiosira antiqua,diatoms,Thalassiosira,Thalassiosira antiqua,antiqua,,both
Saracenaria kellumi,benthic_foraminfera,Saracenaria,Saracenaria kellumi,kellumi,,left_only
Coscinodiscus curvatulus,diatoms,Coscinodiscus,Coscinodiscus curvatulus,curvatulus,,left_only
Leguminosae,pollen,Leguminosae,Leguminosae,,,left_only
Triloculina lucernula,benthic_foraminfera,Triloculina,Triloculina lucernula,lucernula,,left_only
Sethoconus galea (q),radiolarians,Sethoconus,Sethoconus galea,galea,,left_only
Tricolporopollenites sp.,pollen,Tricolporopollenites,Tricolporopollenites sp.,sp.,,left_only
Ommatodiscus haeckeli,radiolarians,Ommatodiscus,Ommatodiscus haeckeli,haeckeli,,left_only
Globigerina utilisindex,planktic_foraminfera,Globigerina,Globigerina utilisindex,utilisindex,,left_only
Corbisema hastata hastata (q),silicoflagellates,Corbisema,Corbisema hastata hastata,hastata,hastata,left_only
Quinqueloculina akneriana,benthic_foraminfera,Quinqueloculina,Quinqueloculina akneriana,akneriana,,both
Rosceae,pollen,Rosceae,Rosceae,,,left_only
Ceratolithus sp.,nannofossils,Ceratolithus,Ceratolithus sp.,sp.,,left_only
Gavelinopsis translucens,benthic_foraminfera,Gavelinopsis,Gavelinopsis translucens,translucens,,left_only
Naviculopsis nordica hyalina,silicoflagellates,Naviculopsis,Naviculopsis nordica hyalina,nordica,hyalina,left_only
Acarinina angulata,planktic_foraminfera,Acarinina,Acarinina angulata,angulata,,left_only
Martinottiella sp.,benthic_foraminfera,Martinottiella,Martinottiella sp.,sp.,,both
Longinata acuta,diatoms,Longinata,Longinata acuta,acuta,,left_only
Pseudopodosira westii,diatoms,Pseudopodosira,Pseudopodosira westii,westii,,left_only
Cyclampterium longiventer (q),radiolarians,Cyclampterium,Cyclampterium longiventer,longiventer,,left_only
Lychnocanoma auxilla,radiolarians,Lychnocanoma,Lychnocanoma auxilla,auxilla,,both
Clathrocanium sp. (q),radiolarians,Clathrocanium,Clathrocanium sp.,sp.,,left_only
Lophocyrtis norvegiensis,radiolarians,Lophocyrtis,Lophocyrtis norvegiensis,norvegiensis,,left_only
Synedra van heuckii,diatoms,Synedra,Synedra van heuckii,van,heuckii,left_only
Mesocena elliptica,silicoflagellates,Mesocena,Mesocena elliptica,elliptica,,left_only
Spiroplectammina tenuis,benthic_foraminfera,Spiroplectammina,Spiroplectammina tenuis,tenuis,,left_only
Dictyocha aspera (s. ampl.),silicoflagellates,Dictyocha,Dictyocha aspera,aspera,,left_only
Neoatlanticythere sp.,ostracods,Neoatlanticythere,Neoatlanticythere sp.,sp.,,left_only
Cibicides sp.,benthic_foraminfera,Cibicides,Cibicides sp.,sp.,,both
Thoracosphaera tuberosa,nannofossils,Thoracosphaera,Thoracosphaera tuberosa,tuberosa,,left_only
Plagiogramma staurophorum,diatoms,Plagiogramma,Plagiogramma staurophorum,staurophorum,,left_only
Lithocyclia ocellus,radiolarians,Lithocyclia,Lithocyclia ocellus,ocellus,,both
Rumex sp.,pollen,Rumex,Rumex sp.,sp.,,left_only
Pontosphaera planar,nannofossils,Pontosphaera,Pontosphaera planar,planar,,left_only
Lygodiidites balmei (q),pollen,Lygodiidites,Lygodiidites balmei,balmei,,left_only
Syracosphaera pulchra,nannofossils,Syracosphaera,Syracosphaera pulchra,pulchra,,both
Lithelius minor,radiolarians,Lithelius,Lithelius minor,minor,,both
Pterocanium trilobum,radiolarians,Pterocanium,Pterocanium trilobum,trilobum,,both
Rhizosolenia interposita,diatoms,Rhizosolenia,Rhizosolenia interposita,interposita,,left_only
Incertae sedis,dinoflagellates,Incertae,Incertae sedis,sedis,,left_only
Skeletonema alternans,diatoms,Skeletonema,Skeletonema alternans,alternans,,left_only
Globigerinita incrusta (q),planktic_foraminfera,Globigerinita,Globigerinita incrusta,incrusta,,left_only
Hemiaulus klushnikovii,diatoms,Hemiaulus,Hemiaulus klushnikovii,klushnikovii,,left_only
Uvigerina rustica,benthic_foraminfera,Uvigerina,Uvigerina rustica,rustica,,left_only
Dictyoprora ovata,radiolarians,Dictyoprora,Dictyoprora ovata,ovata,,left_only
Ammonia beccarii,benthic_foraminfera,Ammonia,Ammonia beccarii,beccarii,,both
Theocorys redondoensis,radiolarians,Theocorys,Theocorys redondoensis,redondoensis,,both
Sceptroneis mayenica,diatoms,Sceptroneis,Sceptroneis mayenica,mayenica,,left_only
Turborotalia trinidadensis,planktic_foraminfera,Turborotalia,Turborotalia trinidadensis,trinidadensis,,left_only
Mesocena polymorpha bioctonaria,silicoflagellates,Mesocena,Mesocena polymorpha bioctonaria,polymorpha,bioctonaria,left_only
Deflandrea echinoidea,dinoflagellates,Deflandrea,Deflandrea echinoidea,echinoidea,,left_only
Borraginaceae,pollen,Borraginaceae,Borraginaceae,,,left_only
Globorotalia miozea subgroup,planktic_foraminfera,Globorotalia,Globorotalia miozea subgroup,miozea,subgroup,left_only
Globorotaloides sp.,planktic_foraminfera,Globorotaloides,Globorotaloides sp.,sp.,,left_only
Globigerina umbrica,planktic_foraminfera,Globigerina,Globigerina umbrica,umbrica,,left_only
Helicopontosphaera euphratis,nannofossils,Helicopontosphaera,Helicopontosphaera euphratis,euphratis,,left_only
Polygonaceae,pollen,Polygonaceae,Polygonaceae,,,left_only
Carpocanarium sp. (q),radiolarians,Carpocanarium,Carpocanarium sp.,sp.,,both
Ericales sp.,pollen,Ericales,Ericales sp.,sp.,,left_only
Theocotyle tuberosa,radiolarians,Theocotyle,Theocotyle tuberosa,tuberosa,,left_only
Nodosarella attenuata (q),benthic_foraminfera,Nodosarella,Nodosarella attenuata,attenuata,,left_only
Globigerina quadrilatera,planktic_foraminfera,Globigerina,Globigerina quadrilatera,quadrilatera,,left_only
Cicatricosisporites australiensis,pollen,Cicatricosisporites,Cicatricosisporites australiensis,australiensis,,left_only
Mesocena diodon borderlandensis,silicoflagellates,Mesocena,Mesocena diodon borderlandensis,diodon,borderlandensis,left_only
Thalassionema plicata,diatoms,Thalassionema,Thalassionema plicata,plicata,,left_only
Globigerinoides tyrrhenicus,planktic_foraminfera,Globigerinoides,Globigerinoides tyrrhenicus,tyrrhenicus,,left_only
Saccorhiza ramosa,benthic_foraminfera,Saccorhiza,Saccorhiza ramosa,ramosa,,left_only
Coscinodiscus curvatulus minor,diatoms,Coscinodiscus,Coscinodiscus curvatulus minor,curvatulus,minor,left_only
Syracosphaera jonesi,nannofossils,Syracosphaera,Syracosphaera jonesi,jonesi,,left_only
Globorotalia planispira,planktic_foraminfera,Globorotalia,Globorotalia planispira,planispira,,left_only
Tricolpites reticulatus (q),pollen,Tricolpites,Tricolpites reticulatus,reticulatus,,left_only
Valvulineria glabra,benthic_foraminfera,Valvulineria,Valvulineria glabra,glabra,,both
Vaginulinopsis sp.,benthic_foraminfera,Vaginulinopsis,Vaginulinopsis sp.,sp.,,both
Botryocyrtis sp.,radiolarians,Botryocyrtis,Botryocyrtis sp.,sp.,,left_only
Tectatodinium simplex,dinoflagellates,Tectatodinium,Tectatodinium simplex,simplex,,left_only
Planulina ammophila,benthic_foraminfera,Planulina,Planulina ammophila,ammophila,,left_only
Dictyocha spinosa,silicoflagellates,Dictyocha,Dictyocha spinosa,spinosa,,left_only
Dorcadospyris ateuchus,radiolarians,Dorcadospyris,Dorcadospyris ateuchus,ateuchus,,both
Globorotalia gravelli,planktic_foraminfera,Globorotalia,Globorotalia gravelli,gravelli,,left_only
Hemiaulus undulatus,diatoms,Hemiaulus,Hemiaulus undulatus,undulatus,,left_only
Lenticulina miocenica,benthic_foraminfera,Lenticulina,Lenticulina miocenica,miocenica,,left_only
Stylochlamidium venustum,radiolarians,Stylochlamidium,Stylochlamidium venustum,venustum,,left_only
Neochiastozygus modestus,nannofossils,Neochiastozygus,Neochiastozygus modestus,modestus,,both
Haplophragmoides indentatus,benthic_foraminfera,Haplophragmoides,Haplophragmoides indentatus,indentatus,,left_only
Nodosaria strigosa,benthic_foraminfera,Nodosaria,Nodosaria strigosa,strigosa,,left_only
Pylospira sp.,radiolarians,Pylospira,Pylospira sp.,sp.,,left_only
Lithomelissa tricornis,radiolarians,Lithomelissa,Lithomelissa tricornis,tricornis,,left_only
Uvigerina vadescens,benthic_foraminfera,Uvigerina,Uvigerina vadescens,vadescens,,left_only
Thalassiphora pelagica (q),dinoflagellates,Thalassiphora,Thalassiphora pelagica,pelagica,,left_only
Spongodiscus sp.,radiolarians,Spongodiscus,Spongodiscus sp.,sp.,,both
Nitzschia braarudii,diatoms,Nitzschia,Nitzschia braarudii,braarudii,,both
Coscinodiscus curvatulus macropunctata,diatoms,Coscinodiscus,Coscinodiscus curvatulus macropunctata,curvatulus,macropunctata,left_only
Rhizosolenia miocenica,diatoms,Rhizosolenia,Rhizosolenia miocenica,miocenica,,left_only
Corbisema bimucronata (q) isosceles,silicoflagellates,Corbisema,Corbisema bimucronata (q) isosceles,bimucronata,,left_only
Cibicides spiralis,benthic_foraminfera,Cibicides,Cibicides spiralis,spiralis,,both
Dimerogramma marinum,diatoms,Dimerogramma,Dimerogramma marinum,marinum,,left_only
Dendrospyris pannosa,radiolarians,Dendrospyris,Dendrospyris pannosa,pannosa,,left_only
Globigerapsis sp.,planktic_foraminfera,Globigerapsis,Globigerapsis sp.,sp.,,left_only
Asteromphalus wyvillii,diatoms,Asteromphalus,Asteromphalus wyvillii,wyvillii,,left_only
Pterotheca spada,diatoms,Pterotheca,Pterotheca spada,spada,,left_only
Podocyrtis dorus,radiolarians,Podocyrtis,Podocyrtis dorus,dorus,,left_only
Tetracyclus lacustris,diatoms,Tetracyclus,Tetracyclus lacustris,lacustris,,left_only
Globigerinoides ruber elongatus,planktic_foraminfera,Globigerinoides,Globigerinoides ruber elongatus,ruber,elongatus,left_only
Distephanus speculum giganteus,silicoflagellates,Distephanus,Distephanus speculum giganteus,speculum,giganteus,left_only
Globorotalia aequa rex,planktic_foraminfera,Globorotalia,Globorotalia aequa rex,aequa,rex,left_only
Uvigerina schwageri,benthic_foraminfera,Uvigerina,Uvigerina schwageri,schwageri,,both
Pseudopodosira bella,diatoms,Pseudopodosira,Pseudopodosira bella,bella,,left_only
Fursenkoina rotundata,benthic_foraminfera,Fursenkoina,Fursenkoina rotundata,rotundata,,left_only
Triceratium idoneum,diatoms,Triceratium,Triceratium idoneum,idoneum,,left_only
Globotruncana aegyptiaca (q),planktic_foraminfera,Globotruncana,Globotruncana aegyptiaca,aegyptiaca,,both
Globigerina digitata digitata,planktic_foraminfera,Globigerina,Globigerina digitata digitata,digitata,digitata,left_only
Actiniscus elongatus,dinoflagellates,Actiniscus,Actiniscus elongatus,elongatus,,left_only
Plegmosphaera monikae,radiolarians,Plegmosphaera,Plegmosphaera monikae,monikae,,left_only
Rhaphoneis diamantella,diatoms,Rhaphoneis,Rhaphoneis diamantella,diamantella,,left_only
Globorotalia bella (q),planktic_foraminfera,Globorotalia,Globorotalia bella,bella,,left_only
Coscinodiscus elongatus,diatoms,Coscinodiscus,Coscinodiscus elongatus,elongatus,,left_only
Nannotetrina cristata,nannofossils,Nannotetrina,Nannotetrina cristata,cristata,,both
Spongasteriscus cruciferus,radiolarians,Spongasteriscus,Spongasteriscus cruciferus,cruciferus,,left_only
Turborotalita iota (q),planktic_foraminfera,Turborotalita,Turborotalita iota,iota,,both
Chiphragmalithus sp.(q),nannofossils,Chiphragmalithus,Chiphragmalithus sp.,sp.,,left_only
Lagena lagenoides,benthic_foraminfera,Lagena,Lagena lagenoides,lagenoides,,left_only
Stylacontarium acquilonium,radiolarians,Stylacontarium,Stylacontarium acquilonium,acquilonium,,both
Nemtaosphaeropsis phillipotti,dinoflagellates,Nemtaosphaeropsis,Nemtaosphaeropsis phillipotti,phillipotti,,left_only
Bacillaria paradoxa,diatoms,Bacillaria,Bacillaria paradoxa,paradoxa,,left_only
Lagena castrensis,benthic_foraminfera,Lagena,Lagena castrensis,castrensis,,left_only
Globoquadrina langhiana (q),planktic_foraminfera,Globoquadrina,Globoquadrina langhiana,langhiana,,left_only
Lithapium anoectum (q),radiolarians,Lithapium,Lithapium anoectum,anoectum,,left_only
Botryocella multicellaris,radiolarians,Botryocella,Botryocella multicellaris,multicellaris,,left_only
Globigerina foliata (q),planktic_foraminfera,Globigerina,Globigerina foliata,foliata,,left_only
Pullenia sp. (q),benthic_foraminfera,Pullenia,Pullenia sp.,sp.,,both
Globocassidulina globosa,benthic_foraminfera,Globocassidulina,Globocassidulina globosa,globosa,,both
Macrora stella,diatoms,Macrora,Macrora stella,stella,,left_only
Eponides lotus,benthic_foraminfera,Eponides,Eponides lotus,lotus,,left_only
Ethmodiscus sp.,diatoms,Ethmodiscus,Ethmodiscus sp.,sp.,,both
Haphlohermesium simplex,ebridians,Haphlohermesium,Haphlohermesium simplex,simplex,,left_only
Citharina plumoides,benthic_foraminfera,Citharina,Citharina plumoides,plumoides,,both
Discoaster braarudii,nannofossils,Discoaster,Discoaster braarudii,braarudii,,both
Sequoia sp.,pollen,Sequoia,Sequoia sp.,sp.,,left_only
Lenticulina caritae,benthic_foraminfera,Lenticulina,Lenticulina caritae,caritae,,left_only
Globorotalia panda (q),planktic_foraminfera,Globorotalia,Globorotalia panda,panda,,left_only
Thalassionema leptopus,diatoms,Thalassionema,Thalassionema leptopus,leptopus,,left_only
Amphiplecta acrostoma,radiolarians,Amphiplecta,Amphiplecta acrostoma,acrostoma,,left_only
Truncorotaloides collacteus,planktic_foraminfera,Truncorotaloides,Truncorotaloides collacteus,collacteus,,left_only
Rhizosolenia alata inermis,diatoms,Rhizosolenia,Rhizosolenia alata inermis,alata,inermis,left_only
Hastigerinella digitata subdigitata,planktic_foraminfera,Hastigerinella,Hastigerinella digitata subdigitata,digitata,subdigitata,left_only
Globigerinoides praefistulosus,planktic_foraminfera,Globigerinoides,Globigerinoides praefistulosus,praefistulosus,,left_only
Tectatodinium pellitum,dinoflagellates,Tectatodinium,Tectatodinium pellitum,pellitum,,left_only
Hendeya dehiscens,diatoms,Hendeya,Hendeya dehiscens,dehiscens,,left_only
Toweius fulgidus (q),nannofossils,Toweius,Toweius fulgidus,fulgidus,,left_only
Globorotalia conomiozea (q),planktic_foraminfera,Globorotalia,Globorotalia conomiozea,conomiozea,,both
Globoquadrina venezuelana conglomerata,planktic_foraminfera,Globoquadrina,Globoquadrina venezuelana conglomerata,venezuelana,conglomerata,left_only
Globorotalia cultrata limbata (q),planktic_foraminfera,Globorotalia,Globorotalia cultrata limbata,cultrata,limbata,left_only
Globigerinella praesiphonifera,planktic_foraminfera,Globigerinella,Globigerinella praesiphonifera,praesiphonifera,,both
Pterocodon ampla (q),radiolarians,Pterocodon,Pterocodon ampla,ampla,,both
Lagena laevigata,benthic_foraminfera,Lagena,Lagena laevigata,laevigata,,left_only
Naviculopsis lata,silicoflagellates,Naviculopsis,Naviculopsis lata,lata,,left_only
Mesocena elliptica pentagona,silicoflagellates,Mesocena,Mesocena elliptica pentagona,elliptica,pentagona,left_only
Reophax guttifer (q),benthic_foraminfera,Reophax,Reophax guttifer,guttifer,,left_only
Chrysalogonium equisetiformis,benthic_foraminfera,Chrysalogonium,Chrysalogonium equisetiformis,equisetiformis,,both
Marginipollis concinnus,pollen,Marginipollis,Marginipollis concinnus,concinnus,,left_only
Cladococcus abietinus (q),radiolarians,Cladococcus,Cladococcus abietinus,abietinus,,both
Mesocena apiculata apiculata,silicoflagellates,Mesocena,Mesocena apiculata apiculata,apiculata,apiculata,left_only
Pulleniatina praecursor,planktic_foraminfera,Pulleniatina,Pulleniatina praecursor,praecursor,,both
Pseudopolymorphina liqua,benthic_foraminfera,Pseudopolymorphina,Pseudopolymorphina liqua,liqua,,left_only
Cosmiodiscus insignis,diatoms,Cosmiodiscus,Cosmiodiscus insignis,insignis,,left_only
Discoaster distinctus (q),nannofossils,Discoaster,Discoaster distinctus,distinctus,,both
Uvigerina auberiana,benthic_foraminfera,Uvigerina,Uvigerina auberiana,auberiana,,both
Globorotalia ehrenbergi (q),planktic_foraminfera,Globorotalia,Globorotalia ehrenbergi,ehrenbergi,,left_only
Dorothia oxycona,benthic_foraminfera,Dorothia,Dorothia oxycona,oxycona,,both
Cyclococcolithus luminis,nannofossils,Cyclococcolithus,Cyclococcolithus luminis,luminis,,left_only
Dictyocha longa paxilla,silicoflagellates,Dictyocha,Dictyocha longa paxilla,longa,paxilla,left_only
Cestodiscus pulchellus novazealandica,diatoms,Cestodiscus,Cestodiscus pulchellus novazealandica,pulchellus,novazealandica,left_only
Bolivina gasparensis,benthic_foraminfera,Bolivina,Bolivina gasparensis,gasparensis,,left_only
Subbotina triloculinoides (q),planktic_foraminfera,Subbotina,Subbotina triloculinoides,triloculinoides,,both
Anomalina midwayensis,benthic_foraminfera,Anomalina,Anomalina midwayensis,midwayensis,,left_only
Globigerinoides rubescens,planktic_foraminfera,Globigerinoides,Globigerinoides rubescens,rubescens,,left_only
Reticulofenestra cuspis,nannofossils,Reticulofenestra,Reticulofenestra cuspis,cuspis,,left_only
Coscinodiscus argus,diatoms,Coscinodiscus,Coscinodiscus argus,argus,,both
Fasciculithus richardii,nannofossils,Fasciculithus,Fasciculithus richardii,richardii,,both
Bolivina sinuatum,benthic_foraminfera,Bolivina,Bolivina sinuatum,sinuatum,,left_only
Elphidium nitidum (q),benthic_foraminfera,Elphidium,Elphidium nitidum,nitidum,,left_only
Globigerina incisa,planktic_foraminfera,Globigerina,Globigerina incisa,incisa,,left_only
Valvulineria malagaensis,benthic_foraminfera,Valvulineria,Valvulineria malagaensis,malagaensis,,left_only
Botryopyle dictyocephalus,radiolarians,Botryopyle,Botryopyle dictyocephalus,dictyocephalus,,left_only
Asterolampra uraster,diatoms,Asterolampra,Asterolampra uraster,uraster,,left_only
Lithelius nautiloides,radiolarians,Lithelius,Lithelius nautiloides,nautiloides,,both
Coronocyclas sp. (q),nannofossils,Coronocyclas,Coronocyclas sp.,sp.,,left_only
Leiofusa sp.,dinoflagellates,Leiofusa,Leiofusa sp.,sp.,,left_only
Subbotina sp.,planktic_foraminfera,Subbotina,Subbotina sp.,sp.,,left_only
Melosira sp.,diatoms,Melosira,Melosira sp.,sp.,,left_only
Melosira albicans,diatoms,Melosira,Melosira albicans,albicans,,both
Amphipternis sp. (q),radiolarians,Amphipternis,Amphipternis sp.,sp.,,left_only
Acarinina convexa,planktic_foraminfera,Acarinina,Acarinina convexa,convexa,,left_only
Anomalinoides pinguiglabra (q),benthic_foraminfera,Anomalinoides,Anomalinoides pinguiglabra,pinguiglabra,,left_only
Cannartus mammiferus (q),radiolarians,Cannartus,Cannartus mammiferus,mammiferus,,left_only
