verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Impletosphaeridium sp.,dinoflagellates,Impletosphaeridium,Impletosphaeridium sp.,sp.,,left_only
Incertae sedis,dinoflagellates,Incertae,Incertae sedis,sedis,,left_only
Incisoria inordinata,diatoms,Incisoria,Incisoria inordinata,inordinata,,left_only
Incisoria lanceolata,diatoms,Incisoria,Incisoria lanceolata,lanceolata,,left_only
Incisoria punctata,diatoms,Incisoria,Incisoria punctata,punctata,,left_only
Invertocysta lacrymosa,dinoflagellates,Invertocysta,Invertocysta lacrymosa,lacrymosa,,left_only
Invertocysta sp.,dinoflagellates,Invertocysta,Invertocysta sp.,sp.,,left_only
Invertocysta tabulata,dinoflagellates,Invertocysta,Invertocysta tabulata,tabulata,,left_only
Iriartea sp. (q),pollen,Iriartea,Iriartea sp.,sp.,,left_only
Islandiella californica,benthic_forams,Islandiella,Islandiella californica,californica,,left_only
Islandiella cushmani,benthic_forams,Islandiella,Islandiella cushmani,cushmani,,left_only
Islandiella helenae,benthic_forams,Islandiella,Islandiella helenae,helenae,,left_only
Islandiella norcrossi,benthic_forams,Islandiella,Islandiella norcrossi,norcrossi,,both
Islandiella sp.,benthic_forams,Islandiella,Islandiella sp.,sp.,,both
Islandiella sp. (q),benthic_forams,Islandiella,Islandiella sp.,sp.,,both
Islandiella teretis,benthic_forams,Islandiella,Islandiella teretis,teretis,,left_only
Isthmia sp.,diatoms,Isthmia,Isthmia sp.,sp.,,left_only
Isthmolithus recurvus,nannofossils,Isthmolithus,Isthmolithus recurvus,recurvus,,both
Isthmolithus recurvus (q),nannofossils,Isthmolithus,Isthmolithus recurvus,recurvus,,both
Isthmolithus unipons,nannofossils,Isthmolithus,Isthmolithus unipons,unipons,,left_only
Itea sp.,pollen,Itea,Itea sp.,sp.,,left_only
Jaculella acuta,benthic_forams,Jaculella,Jaculella acuta,acuta,,left_only
Jaculella acuta (q),benthic_forams,Jaculella,Jaculella acuta,acuta,,left_only
Jenkinsiana samwelli,planktic_forams,Jenkinsiana,Jenkinsiana samwelli,samwelli,,left_only
Juglans sp.,pollen,Juglans,Juglans sp.,sp.,,left_only
Juncaginaceae,pollen,Juncaginaceae,Juncaginaceae,,,left_only
Juniperus sp.,pollen,Juniperus,Juniperus sp.,sp.,,left_only
Kalamopsis grzybowski,benthic_forams,Kalamopsis,Kalamopsis grzybowski,grzybowski,,left_only
Kamptnerius magnificus,nannofossils,Kamptnerius,Kamptnerius magnificus,magnificus,,both
Kamptnerius sp.,nannofossils,Kamptnerius,Kamptnerius sp.,sp.,,left_only
Karoeroella sp. (q),benthic_forams,Karoeroella,Karoeroella sp.,sp.,,left_only
Karreriella aegra,benthic_forams,Karreriella,Karreriella aegra,aegra,,left_only
Karreriella alticamera,benthic_forams,Karreriella,Karreriella alticamera,alticamera,,left_only
Karreriella apicularis,benthic_forams,Karreriella,Karreriella apicularis,apicularis,,left_only
Karreriella baccata,benthic_forams,Karreriella,Karreriella baccata,baccata,,both
Karreriella baccata (q),benthic_forams,Karreriella,Karreriella baccata,baccata,,both
Karreriella biformis,benthic_forams,Karreriella,Karreriella biformis,biformis,,left_only
Karreriella bradyi,benthic_forams,Karreriella,Karreriella bradyi,bradyi,,both
Karreriella chapapotensis,benthic_forams,Karreriella,Karreriella chapapotensis,chapapotensis,,both
Karreriella cheilostoma,benthic_forams,Karreriella,Karreriella cheilostoma,cheilostoma,,left_only
Karreriella cheilostoma (q),benthic_forams,Karreriella,Karreriella cheilostoma,cheilostoma,,left_only
Karreriella exilis,benthic_forams,Karreriella,Karreriella exilis,exilis,,left_only
Karreriella hantkeniana,benthic_forams,Karreriella,Karreriella hantkeniana,hantkeniana,,left_only
Karreriella monumentensis,benthic_forams,Karreriella,Karreriella monumentensis,monumentensis,,left_only
Karreriella obscura,benthic_forams,Karreriella,Karreriella obscura,obscura,,left_only
Karreriella parkerae,benthic_forams,Karreriella,Karreriella parkerae,parkerae,,both
Karreriella siphonella,benthic_forams,Karreriella,Karreriella siphonella,siphonella,,left_only
Karreriella sp.,benthic_forams,Karreriella,Karreriella sp.,sp.,,both
Karreriella subaccata,benthic_forams,Karreriella,Karreriella subaccata,subaccata,,left_only
Karreriella subcylindrica,benthic_forams,Karreriella,Karreriella subcylindrica,subcylindrica,,left_only
Karreriella subglabra,benthic_forams,Karreriella,Karreriella subglabra,subglabra,,both
Karreriella subglabra (q),benthic_forams,Karreriella,Karreriella subglabra,subglabra,,both
Karreriella subrotunda,benthic_forams,Karreriella,Karreriella subrotunda,subrotunda,,left_only
Katahiraia aspera,diatoms,Katahiraia,Katahiraia aspera,aspera,,left_only
Katahiraia sp.,diatoms,Katahiraia,Katahiraia sp.,sp.,,left_only
Kellosphaeridium capulatum,dinoflagellates,Kellosphaeridium,Kellosphaeridium capulatum,capulatum,,left_only
Kentrodiscus aculeatus,diatoms,Kentrodiscus,Kentrodiscus aculeatus,aculeatus,,left_only
Kentrodiscus armatus,diatoms,Kentrodiscus,Kentrodiscus armatus,armatus,,left_only
Keteeleria sp.,pollen,Keteeleria,Keteeleria sp.,sp.,,left_only
Keteleeria (q),pollen,Keteleeria,Keteleeria,,,left_only
Kisseleviella carina,diatoms,Kisseleviella,Kisseleviella carina,carina,,left_only
Kisseleviella ezoensis,diatoms,Kisseleviella,Kisseleviella ezoensis,ezoensis,,left_only
Kisselovia clathrata,dinoflagellates,Kisselovia,Kisselovia clathrata,clathrata,,left_only
Kisselovia edwardsii,dinoflagellates,Kisselovia,Kisselovia edwardsii,edwardsii,,left_only
Kisselovia reticulata,dinoflagellates,Kisselovia,Kisselovia reticulata,reticulata,,left_only
Klukisporites,pollen,Klukisporites,Klukisporites,,,left_only
Klukisporites pseudoreticulatus,pollen,Klukisporites,Klukisporites pseudoreticulatus,pseudoreticulatus,,left_only
Koczyia wechesensis,nannofossils,Koczyia,Koczyia wechesensis,wechesensis,,left_only
Koilocythere sp.,ostracods,Koilocythere,Koilocythere sp.,sp.,,left_only
Kolesnikovella sp.,benthic_forams,Kolesnikovella,Kolesnikovella sp.,sp.,,left_only
Kozloviella meniscosa,diatoms,Kozloviella,Kozloviella meniscosa,meniscosa,,left_only
Kozloviella minor,diatoms,Kozloviella,Kozloviella minor,minor,,left_only
Kozloviella sp.,diatoms,Kozloviella,Kozloviella sp.,sp.,,left_only
Kozloviella subrotunda,diatoms,Kozloviella,Kozloviella subrotunda,subrotunda,,left_only
Krauselisporites papillatus,pollen,Krauselisporites,Krauselisporites papillatus,papillatus,,left_only
Krithe cita,ostracods,Krithe,Krithe cita,cita,,left_only
Krithe sp.,ostracods,Krithe,Krithe sp.,sp.,,left_only
Krithe sp.(q),ostracods,Krithe,Krithe sp.,sp.,,left_only
Labiatae,pollen,Labiatae,Labiatae,,,left_only
Labyrinthodinium truncatum,dinoflagellates,Labyrinthodinium,Labyrinthodinium truncatum,truncatum,,left_only
Laevigatosporites major,pollen,Laevigatosporites,Laevigatosporites major,major,,left_only
Laevigatosporites ovatus,pollen,Laevigatosporites,Laevigatosporites ovatus,ovatus,,left_only
Lagena acuticosta,benthic_forams,Lagena,Lagena acuticosta,acuticosta,,left_only
Lagena apiculata,benthic_forams,Lagena,Lagena apiculata,apiculata,,left_only
Lagena becki,benthic_forams,Lagena,Lagena becki,becki,,left_only
Lagena castrensis,benthic_forams,Lagena,Lagena castrensis,castrensis,,left_only
Lagena costata,benthic_forams,Lagena,Lagena costata,costata,,left_only
Lagena costata (q),benthic_forams,Lagena,Lagena costata,costata,,left_only
Lagena crenuata capistrata,benthic_forams,Lagena,Lagena crenuata capistrata,crenuata,capistrata,left_only
Lagena distoma,benthic_forams,Lagena,Lagena distoma,distoma,,left_only
Lagena elongata,benthic_forams,Lagena,Lagena elongata,elongata,,both
Lagena feildeniana,benthic_forams,Lagena,Lagena feildeniana,feildeniana,,left_only
Lagena gracilis,benthic_forams,Lagena,Lagena gracilis,gracilis,,both
Lagena gracillima,benthic_forams,Lagena,Lagena gracillima,gracillima,,left_only
Lagena hexagona,benthic_forams,Lagena,Lagena hexagona,hexagona,,left_only
Lagena hispida,benthic_forams,Lagena,Lagena hispida,hispida,,left_only
Lagena hispidula,benthic_forams,Lagena,Lagena hispidula,hispidula,,both
Lagena laevigata,benthic_forams,Lagena,Lagena laevigata,laevigata,,left_only
Lagena laevigata (q),benthic_forams,Lagena,Lagena laevigata,laevigata,,left_only
Lagena laevis,benthic_forams,Lagena,Lagena laevis,laevis,,both
Lagena laevis (q),benthic_forams,Lagena,Lagena laevis,laevis,,both
Lagena lagenoides,benthic_forams,Lagena,Lagena lagenoides,lagenoides,,left_only
Lagena lateralis pontica,benthic_forams,Lagena,Lagena lateralis pontica,lateralis,pontica,left_only
Lagena lineata,benthic_forams,Lagena,Lagena lineata,lineata,,left_only
Lagena meridionalis,benthic_forams,Lagena,Lagena meridionalis,meridionalis,,both
Lagena mollis,benthic_forams,Lagena,Lagena mollis,mollis,,left_only
Lagena nebulosa,benthic_forams,Lagena,Lagena nebulosa,nebulosa,,both
Lagena nuttali,benthic_forams,Lagena,Lagena nuttali,nuttali,,left_only
Lagena perlucida,benthic_forams,Lagena,Lagena perlucida,perlucida,,left_only
Lagena rutschi,benthic_forams,Lagena,Lagena rutschi,rutschi,,left_only
Lagena scissa,benthic_forams,Lagena,Lagena scissa,scissa,,left_only
Lagena semilineata,benthic_forams,Lagena,Lagena semilineata,semilineata,,left_only
Lagena semistriatum,benthic_forams,Lagena,Lagena semistriatum,semistriatum,,left_only
Lagena sequenziana,benthic_forams,Lagena,Lagena sequenziana,sequenziana,,left_only
Lagena setigera,benthic_forams,Lagena,Lagena setigera,setigera,,left_only
Lagena sp.,benthic_forams,Lagena,Lagena sp.,sp.,,both
Lagena striata,benthic_forams,Lagena,Lagena striata,striata,,both
Lagena striata (q),benthic_forams,Lagena,Lagena striata,striata,,both
Lagena striata-punctata,benthic_forams,Lagena,Lagena striata-punctata,striata-punctata,,left_only
Lagena sulcata,benthic_forams,Lagena,Lagena sulcata,sulcata,,both
Lagena vulgaris,benthic_forams,Lagena,Lagena vulgaris,vulgaris,,left_only
Lagena vulgaris (q),benthic_forams,Lagena,Lagena vulgaris,vulgaris,,left_only
Lagena williamsoni,benthic_forams,Lagena,Lagena williamsoni,williamsoni,,left_only
Lagenodosaria hirsuta,benthic_forams,Lagenodosaria,Lagenodosaria hirsuta,hirsuta,,left_only
Laguncularia sp.,pollen,Laguncularia,Laguncularia sp.,sp.,,left_only
Lamarckina ovulum,benthic_forams,Lamarckina,Lamarckina ovulum,ovulum,,left_only
Lamarckina rugulosa,benthic_forams,Lamarckina,Lamarckina rugulosa,rugulosa,,left_only
Lamprocyclas aegles,radiolarians,Lamprocyclas,Lamprocyclas aegles,aegles,,left_only
Lamprocyclas antiqua,radiolarians,Lamprocyclas,Lamprocyclas antiqua,antiqua,,left_only
Lamprocyclas hannai,radiolarians,Lamprocyclas,Lamprocyclas hannai,hannai,,left_only
Lamprocyclas heteroporos,radiolarians,Lamprocyclas,Lamprocyclas heteroporos,heteroporos,,left_only
Lamprocyclas heteroporus (q),radiolarians,Lamprocyclas,Lamprocyclas heteroporus,heteroporus,,left_only
Lamprocyclas junonis,radiolarians,Lamprocyclas,Lamprocyclas junonis,junonis,,both
Lamprocyclas margatensis,radiolarians,Lamprocyclas,Lamprocyclas margatensis,margatensis,,left_only
Lamprocyclas maritalis,radiolarians,Lamprocyclas,Lamprocyclas maritalis,maritalis,,both
Lamprocyclas maritalis (q),radiolarians,Lamprocyclas,Lamprocyclas maritalis,maritalis,,both
Lamprocyclas maritalis maritalis,radiolarians,Lamprocyclas,Lamprocyclas maritalis maritalis,maritalis,maritalis,both
Lamprocyclas maritalis polypora,radiolarians,Lamprocyclas,Lamprocyclas maritalis polypora,maritalis,polypora,both
Lamprocyclas rhinoceros,radiolarians,Lamprocyclas,Lamprocyclas rhinoceros,rhinoceros,,left_only
Lamprocyclas sanfilipoae,radiolarians,Lamprocyclas,Lamprocyclas sanfilipoae,sanfilipoae,,left_only
Lamprocyclas sp.,radiolarians,Lamprocyclas,Lamprocyclas sp.,sp.,,left_only
Lamprocyclas sp. group,radiolarians,Lamprocyclas,Lamprocyclas sp. group,sp.,group,left_only
Lamprocyrtis daniellae,radiolarians,Lamprocyrtis,Lamprocyrtis daniellae,daniellae,,left_only
Lamprocyrtis hannai,radiolarians,Lamprocyrtis,Lamprocyrtis hannai,hannai,,left_only
Lamprocyrtis hannai (q),radiolarians,Lamprocyrtis,Lamprocyrtis hannai,hannai,,left_only
Lamprocyrtis haysi,radiolarians,Lamprocyrtis,Lamprocyrtis haysi,haysi,,left_only
Lamprocyrtis heteroporos,radiolarians,Lamprocyrtis,Lamprocyrtis heteroporos,heteroporos,,both
Lamprocyrtis neoheteroporos,radiolarians,Lamprocyrtis,Lamprocyrtis neoheteroporos,neoheteroporos,,both
Lamprocyrtis nigriniae,radiolarians,Lamprocyrtis,Lamprocyrtis nigriniae,nigriniae,,both
Lampromitra erosa,radiolarians,Lampromitra,Lampromitra erosa,erosa,,left_only
Lampromitra parabolica,radiolarians,Lampromitra,Lampromitra parabolica,parabolica,,left_only
Lampromitra petrushevskae,radiolarians,Lampromitra,Lampromitra petrushevskae,petrushevskae,,left_only
Lampromitra tiara,radiolarians,Lampromitra,Lampromitra tiara,tiara,,left_only
Lamprospyris hookeri,radiolarians,Lamprospyris,Lamprospyris hookeri,hookeri,,left_only
Lamprospyris huxleyi,radiolarians,Lamprospyris,Lamprospyris huxleyi,huxleyi,,left_only
Lamprotripus butschlii,radiolarians,Lamprotripus,Lamprotripus butschlii,butschlii,,left_only
Lamprotripus mawsoni,radiolarians,Lamprotripus,Lamprotripus mawsoni,mawsoni,,left_only
Lampterium chalara,radiolarians,Lampterium,Lampterium chalara,chalara,,left_only
Lampterium goetheana,radiolarians,Lampterium,Lampterium goetheana,goetheana,,left_only
Lampterium goetheana (q),radiolarians,Lampterium,Lampterium goetheana,goetheana,,left_only
Lampterium sp.,radiolarians,Lampterium,Lampterium sp.,sp.,,left_only
Lamptonium colymbus,radiolarians,Lamptonium,Lamptonium colymbus,colymbus,,left_only
Lamptonium colymbus (q),radiolarians,Lamptonium,Lamptonium colymbus,colymbus,,left_only
Lamptonium fabaeforme (q),radiolarians,Lamptonium,Lamptonium fabaeforme,fabaeforme,,both
Lamptonium fabaeforme chaunothorax,radiolarians,Lamptonium,Lamptonium fabaeforme chaunothorax,fabaeforme,chaunothorax,both
Lamptonium fabaeforme chaunothorax (q),radiolarians,Lamptonium,Lamptonium fabaeforme chaunothorax,fabaeforme,chaunothorax,both
Lamptonium fabaeforme constrictum,radiolarians,Lamptonium,Lamptonium fabaeforme constrictum,fabaeforme,constrictum,both
Lamptonium fabaeforme constrictum (q),radiolarians,Lamptonium,Lamptonium fabaeforme constrictum,fabaeforme,constrictum,both
Lamptonium fabaeforme fabaeforme,radiolarians,Lamptonium,Lamptonium fabaeforme fabaeforme,fabaeforme,fabaeforme,both
Lamptonium fabaeforme fabaeforme (q),radiolarians,Lamptonium,Lamptonium fabaeforme fabaeforme,fabaeforme,fabaeforme,both
Lamptonium incohatum,radiolarians,Lamptonium,Lamptonium incohatum,incohatum,,left_only
Lamptonium incohatum (q),radiolarians,Lamptonium,Lamptonium incohatum,incohatum,,left_only
Lamptonium obelix,radiolarians,Lamptonium,Lamptonium obelix,obelix,,left_only
Lamptonium pennatum,radiolarians,Lamptonium,Lamptonium pennatum,pennatum,,both
Lamptonium sanfilippoae,radiolarians,Lamptonium,Lamptonium sanfilippoae,sanfilippoae,,both
Lanternithus duocavus,nannofossils,Lanternithus,Lanternithus duocavus,duocavus,,left_only
Lanternithus minutus,nannofossils,Lanternithus,Lanternithus minutus,minutus,,both
Lapideacassis blackii,nannofossils,Lapideacassis,Lapideacassis blackii,blackii,,left_only
Lapideacassis cornuta,nannofossils,Lapideacassis,Lapideacassis cornuta,cornuta,,left_only
Lapideacassis mariae (q),nannofossils,Lapideacassis,Lapideacassis mariae,mariae,,left_only
Lapideacassis multispinata,nannofossils,Lapideacassis,Lapideacassis multispinata,multispinata,,left_only
Lapideacassis sp.,nannofossils,Lapideacassis,Lapideacassis sp.,sp.,,both
Lapideacassis trispina,nannofossils,Lapideacassis,Lapideacassis trispina,trispina,,left_only
Larcopyle butschlii,radiolarians,Larcopyle,Larcopyle butschlii,butschlii,,left_only
Larcopyle sp.,radiolarians,Larcopyle,Larcopyle sp.,sp.,,left_only
Larcospira minor,radiolarians,Larcospira,Larcospira minor,minor,,both
Larcospira moschkovskii,radiolarians,Larcospira,Larcospira moschkovskii,moschkovskii,,left_only
Larcospira quadrangula,radiolarians,Larcospira,Larcospira quadrangula,quadrangula,,both
Larcospira sp.,radiolarians,Larcospira,Larcospira sp.,sp.,,left_only
Larix,pollen,Larix,Larix,,,left_only
Larnacantha polyacantha,radiolarians,Larnacantha,Larnacantha polyacantha,polyacantha,,left_only
Laticarinina altocamerta,benthic_forams,Laticarinina,Laticarinina altocamerta,altocamerta,,left_only
Laticarinina bullbrooki,benthic_forams,Laticarinina,Laticarinina bullbrooki,bullbrooki,,left_only
Laticarinina bullbrooki (q),benthic_forams,Laticarinina,Laticarinina bullbrooki,bullbrooki,,left_only
Laticarinina halophora,benthic_forams,Laticarinina,Laticarinina halophora,halophora,,left_only
Laticarinina pauperata,benthic_forams,Laticarinina,Laticarinina pauperata,pauperata,,both
Laticarinina sp.,benthic_forams,Laticarinina,Laticarinina sp.,sp.,,both
Lauderia borealis,diatoms,Lauderia,Lauderia borealis,borealis,,left_only
Laurus sp.,pollen,Laurus,Laurus sp.,sp.,,left_only
Leguminosae,pollen,Leguminosae,Leguminosae,,,left_only
Leiofusa sp.,dinoflagellates,Leiofusa,Leiofusa sp.,sp.,,left_only
Leiosphaeridia sp.,dinoflagellates,Leiosphaeridia,Leiosphaeridia sp.,sp.,,left_only
Leiotriletes microadriennis,pollen,Leiotriletes,Leiotriletes microadriennis,microadriennis,,left_only
Leiotriletes sp.,pollen,Leiotriletes,Leiotriletes sp.,sp.,,left_only
Lejeunecysta hyalina,dinoflagellates,Lejeunecysta,Lejeunecysta hyalina,hyalina,,left_only
Lejeunecysta spatiosa,dinoflagellates,Lejeunecysta,Lejeunecysta spatiosa,spatiosa,,left_only
Lejeunia aechmophora,dinoflagellates,Lejeunia,Lejeunia aechmophora,aechmophora,,left_only
Lejeunia fallax (q),dinoflagellates,Lejeunia,Lejeunia fallax,fallax,,left_only
Lejeunia hyalina,dinoflagellates,Lejeunia,Lejeunia hyalina,hyalina,,left_only
Lejeunia paratenella,dinoflagellates,Lejeunia,Lejeunia paratenella,paratenella,,left_only
Lejeunia sp.,dinoflagellates,Lejeunia,Lejeunia sp.,sp.,,left_only
Lemna,pollen,Lemna,Lemna,,,left_only
Lenticulina acuta,benthic_forams,Lenticulina,Lenticulina acuta,acuta,,left_only
Lenticulina alatolimbata,benthic_forams,Lenticulina,Lenticulina alatolimbata,alatolimbata,,left_only
Lenticulina arcuatostriata,benthic_forams,Lenticulina,Lenticulina arcuatostriata,arcuatostriata,,left_only
Lenticulina arcuatostriata (q),benthic_forams,Lenticulina,Lenticulina arcuatostriata,arcuatostriata,,left_only
Lenticulina arcuatostriata caroliniana,benthic_forams,Lenticulina,Lenticulina arcuatostriata caroliniana,arcuatostriata,caroliniana,left_only
Lenticulina arcuatostriata caroliniana (q),benthic_forams,Lenticulina,Lenticulina arcuatostriata caroliniana,arcuatostriata,caroliniana,left_only
Lenticulina calcar,benthic_forams,Lenticulina,Lenticulina calcar,calcar,,left_only
Lenticulina callifera,benthic_forams,Lenticulina,Lenticulina callifera,callifera,,left_only
Lenticulina caritae,benthic_forams,Lenticulina,Lenticulina caritae,caritae,,left_only
Lenticulina colorata,benthic_forams,Lenticulina,Lenticulina colorata,colorata,,left_only
Lenticulina convergens,benthic_forams,Lenticulina,Lenticulina convergens,convergens,,left_only
Lenticulina crassa,benthic_forams,Lenticulina,Lenticulina crassa,crassa,,left_only
Lenticulina cushmanii,benthic_forams,Lenticulina,Lenticulina cushmanii,cushmanii,,left_only
Lenticulina degolyeri,benthic_forams,Lenticulina,Lenticulina degolyeri,degolyeri,,left_only
Lenticulina denticulifera,benthic_forams,Lenticulina,Lenticulina denticulifera,denticulifera,,left_only
Lenticulina dicampyla,benthic_forams,Lenticulina,Lenticulina dicampyla,dicampyla,,left_only
Lenticulina gibba,benthic_forams,Lenticulina,Lenticulina gibba,gibba,,both
Lenticulina gibba (q),benthic_forams,Lenticulina,Lenticulina gibba,gibba,,both
Lenticulina gutticostata cocodensis,benthic_forams,Lenticulina,Lenticulina gutticostata cocodensis,gutticostata,cocodensis,left_only
Lenticulina gyroscalpra,benthic_forams,Lenticulina,Lenticulina gyroscalpra,gyroscalpra,,left_only
Lenticulina insulsa,benthic_forams,Lenticulina,Lenticulina insulsa,insulsa,,left_only
Lenticulina iota,benthic_forams,Lenticulina,Lenticulina iota,iota,,both
Lenticulina lenticula,benthic_forams,Lenticulina,Lenticulina lenticula,lenticula,,left_only
Lenticulina limbosa,benthic_forams,Lenticulina,Lenticulina limbosa,limbosa,,left_only
Lenticulina macrodisca,benthic_forams,Lenticulina,Lenticulina macrodisca,macrodisca,,left_only
Lenticulina melvilli,benthic_forams,Lenticulina,Lenticulina melvilli,melvilli,,left_only
Lenticulina midwayensis,benthic_forams,Lenticulina,Lenticulina midwayensis,midwayensis,,left_only
Lenticulina miocenica,benthic_forams,Lenticulina,Lenticulina miocenica,miocenica,,left_only
Lenticulina nikobarensis,benthic_forams,Lenticulina,Lenticulina nikobarensis,nikobarensis,,left_only
Lenticulina occidentalis,benthic_forams,Lenticulina,Lenticulina occidentalis,occidentalis,,left_only
Lenticulina occidentalis glabrata,benthic_forams,Lenticulina,Lenticulina occidentalis glabrata,occidentalis,glabrata,left_only
Lenticulina occidentalis torrida,benthic_forams,Lenticulina,Lenticulina occidentalis torrida,occidentalis,torrida,left_only
Lenticulina peregrina,benthic_forams,Lenticulina,Lenticulina peregrina,peregrina,,both
Lenticulina plummerae,benthic_forams,Lenticulina,Lenticulina plummerae,plummerae,,left_only
Lenticulina punctata (q),benthic_forams,Lenticulina,Lenticulina punctata,punctata,,left_only
Lenticulina rosetta (q),benthic_forams,Lenticulina,Lenticulina rosetta,rosetta,,left_only
Lenticulina rotulata,benthic_forams,Lenticulina,Lenticulina rotulata,rotulata,,both
Lenticulina sp.,benthic_forams,Lenticulina,Lenticulina sp.,sp.,,both
Lenticulina subgaultina,benthic_forams,Lenticulina,Lenticulina subgaultina,subgaultina,,left_only
Lenticulina subkubinyii,benthic_forams,Lenticulina,Lenticulina subkubinyii,subkubinyii,,left_only
Lenticulina submamillagera,benthic_forams,Lenticulina,Lenticulina submamillagera,submamillagera,,left_only
Lenticulina subpapillosa,benthic_forams,Lenticulina,Lenticulina subpapillosa,subpapillosa,,left_only
Lenticulina terryi,benthic_forams,Lenticulina,Lenticulina terryi,terryi,,left_only
Lenticulina texana,benthic_forams,Lenticulina,Lenticulina texana,texana,,left_only
Lenticulina vaughani,benthic_forams,Lenticulina,Lenticulina vaughani,vaughani,,left_only
Lenticulina velascoensis,benthic_forams,Lenticulina,Lenticulina velascoensis,velascoensis,,left_only
Lenticulina vortex (q),benthic_forams,Lenticulina,Lenticulina vortex,vortex,,left_only
Lenticulina yaquensis,benthic_forams,Lenticulina,Lenticulina yaquensis,yaquensis,,left_only
Lentina serrata,dinoflagellates,Lentina,Lentina serrata,serrata,,left_only
Lentina wetzellii,dinoflagellates,Lentina,Lentina wetzellii,wetzellii,,left_only
Lepidocyclina canellei,benthic_forams,Lepidocyclina,Lepidocyclina canellei,canellei,,left_only
Lepidocyclina macdonaldi,benthic_forams,Lepidocyclina,Lepidocyclina macdonaldi,macdonaldi,,left_only
Lepidocyclina macdonaldi (q),benthic_forams,Lepidocyclina,Lepidocyclina macdonaldi,macdonaldi,,left_only
Lepidocyclina pustulosa (q),benthic_forams,Lepidocyclina,Lepidocyclina pustulosa,pustulosa,,left_only
Lepidocyclina sp.,benthic_forams,Lepidocyclina,Lepidocyclina sp.,sp.,,both
Lepidocyclina tournoveri,benthic_forams,Lepidocyclina,Lepidocyclina tournoveri,tournoveri,,left_only
Lepidocyclina undosa,benthic_forams,Lepidocyclina,Lepidocyclina undosa,undosa,,left_only
Lepidocyclina undosa (q),benthic_forams,Lepidocyclina,Lepidocyclina undosa,undosa,,left_only
Lepidocyclina yurnagunensis,benthic_forams,Lepidocyclina,Lepidocyclina yurnagunensis,yurnagunensis,,left_only
Leptocythere sp.,ostracods,Leptocythere,Leptocythere sp.,sp.,,left_only
Leptodinium dispertitum,dinoflagellates,Leptodinium,Leptodinium dispertitum,dispertitum,,left_only
Leptodinium incompositum,dinoflagellates,Leptodinium,Leptodinium incompositum,incompositum,,left_only
Leptodinium sp.,dinoflagellates,Leptodinium,Leptodinium sp.,sp.,,left_only
Leptodinium victorianum,dinoflagellates,Leptodinium,Leptodinium victorianum,victorianum,,left_only
Leptodiscus larvalis,nannofossils,Leptodiscus,Leptodiscus larvalis,larvalis,,left_only
Leptolepidites sp.,pollen,Leptolepidites,Leptolepidites sp.,sp.,,left_only
Leptolepidites verrucatus,pollen,Leptolepidites,Leptolepidites verrucatus,verrucatus,,left_only
Leupoldina pustulans,benthic_forams,Leupoldina,Leupoldina pustulans,pustulans,,left_only
Libocedrus sp.,pollen,Libocedrus,Libocedrus sp.,sp.,,left_only
Licmorphora sp.,diatoms,Licmorphora,Licmorphora sp.,sp.,,left_only
Liguliflores sp.,pollen,Liguliflores,Liguliflores sp.,sp.,,left_only
Liliaceace,pollen,Liliaceace,Liliaceace,,,left_only
Liliacidites sp.,pollen,Liliacidites,Liliacidites sp.,sp.,,left_only
Liliacidites variegatus,pollen,Liliacidites,Liliacidites variegatus,variegatus,,left_only
Lingulodinium machaerophorum,dinoflagellates,Lingulodinium,Lingulodinium machaerophorum,machaerophorum,,left_only
Liostephania sp.,diatoms,Liostephania,Liostephania sp.,sp.,,left_only
Lipmanella dictyoceras,radiolarians,Lipmanella,Lipmanella dictyoceras,dictyoceras,,both
Lipmanella dogieli,radiolarians,Lipmanella,Lipmanella dogieli,dogieli,,left_only
Lipmanella irregularis,radiolarians,Lipmanella,Lipmanella irregularis,irregularis,,left_only
Lipmanella lithomelissa amazon,radiolarians,Lipmanella,Lipmanella lithomelissa amazon,lithomelissa,amazon,left_only
Lipmanella sp.,radiolarians,Lipmanella,Lipmanella sp.,sp.,,left_only
Lipmanella sp. (q),radiolarians,Lipmanella,Lipmanella sp.,sp.,,left_only
Lipmanella sp. group,radiolarians,Lipmanella,Lipmanella sp. group,sp.,group,left_only
Lipmanella tribranchiata,radiolarians,Lipmanella,Lipmanella tribranchiata,tribranchiata,,left_only
Lipmanella xiphephorum,radiolarians,Lipmanella,Lipmanella xiphephorum,xiphephorum,,left_only
Lipmanella xiphephorum (q),radiolarians,Lipmanella,Lipmanella xiphephorum,xiphephorum,,left_only
Liquidambar sp.,pollen,Liquidambar,Liquidambar sp.,sp.,,left_only
Liradiscus bipolaris (q),diatoms,Liradiscus,Liradiscus bipolaris,bipolaris,,left_only
Liradiscus ovalis,diatoms,Liradiscus,Liradiscus ovalis,ovalis,,both
Liradiscus sp.,diatoms,Liradiscus,Liradiscus sp.,sp.,,left_only
Liradiscus sp.(q),diatoms,Liradiscus,Liradiscus sp.,sp.,,left_only
Lirella bullata,radiolarians,Lirella,Lirella bullata,bullata,,left_only
Lirella marina,dinoflagellates,Lirella,Lirella marina,marina,,left_only
Lirella mela,radiolarians,Lirella,Lirella mela,mela,,left_only
Liriogramma hustedtii,diatoms,Liriogramma,Liriogramma hustedtii,hustedtii,,left_only
