Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus carinatus,Sphenolithus moriformis,Sphenolithus dissimilis,Reticulofenestra gartneri,Reticulofenestra daviesii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coronocyclus nitescens,Coccolithus pelagicus,Sphenolithus conicus,Helicosphaera euphratis,Pyrocyclus orangensis,Triquetrorhabdulus milowii,Sphenolithus belemnos,Helicosphaera intermedia,Discoaster druggii,Sphenolithus heteromorphus,Reticulofenestra spp. small,Helicosphaera granulata,Helicosphaera ampliaperta,Discoaster variabilis,Discoaster adamanteus,Cyclolithella rotula,Discoaster exilis,Calcidiscus macintyrei,Dictyococcites perplexus,Reticulofenestra pseudoumbilica,Sphenolithus abies/neoabies,Triquetrorhabdulus rugosus,Discoaster bollii,Discoaster kugleri,Discoaster challengeri,Coccolithus miopelagicus,Calcidiscus leptoporus,Helicosphaera kamptneri,Catinaster coalitus,Discoaster prepentaradiatus,Discoaster neohamatus,Discoaster hamatus,Discoaster bellus,Catinaster calyculus,Discoaster neorectus,Discoaster loeblichii,Discoaster calcaris,Discoaster brouweri,Discoaster quinqueramus,Discoaster berggrenii,Reticulofenestra doronicoides,Discoaster pentaradiatus,Amaurolithus primus,Discoaster surculus,Amaurolithus delicatus,Ceratolithus acutus,Amaurolithus amplificus,Ceratolithus rugosus,Amaurolithus tricorniculatus,Rhabdosphaera clavigera,Discoaster asymmetricus,Discoaster tamalis,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera sellii,Syracosphaera pulchra,Syracosphaera histrica,Rhabdosphaera stylifera,Ceratolithus cristatus,Discoaster triradiatus,Oolithotus antillarum,Pontosphaera syracusana,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Umbilicosphaera sibogae,Ceratolithus telesmus,Umbilicosphaera mirabilis,Thoracosphaera sp.,Emiliania huxleyi,Comment
  SR,Early Pliocene   ,                 ,CN10a             ,CN10c         ,108, 659,A, 16,H, 6,  44.00,    148.7400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,R                    ,                     ,                    ,                 ,F                     ,                        ,C                              ,F                          ,R                         ,                 ,                  ,                      ,                        ,F                     ,R                      ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,F                  ,                       ,                     ,A                            ,F                       ,R                  ,R                  ,                      ,R                  ,F                      ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10a             ,CN10b         ,108, 659,A, 16,H,CC,  14.00,    148.9200,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,R                    ,                     ,R                   ,                 ,C                     ,                        ,C                              ,C                          ,R                         ,                 ,                  ,R                     ,                        ,F                     ,R                      ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,F                  ,                       ,                     ,F                            ,F                       ,                   ,R                  ,R                     ,R                  ,R                      ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,CN10a         ,108, 659,A, 17,H,CC,  15.00,    158.1500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,F                    ,                     ,                    ,                 ,F                     ,                        ,C                              ,C                          ,                          ,                 ,                  ,R                     ,                        ,F                     ,F                      ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,F                  ,                       ,                     ,A                            ,F                       ,                   ,R                  ,R                     ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,108, 659,A, 20,H, 1, 146.00,    180.2600,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,A                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,C                          ,                       ,                         ,F                    ,                     ,                    ,                 ,F                     ,                        ,C                              ,F                          ,                          ,                 ,                  ,                      ,                        ,F                     ,F                      ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,R                  ,F                      ,R                    ,A                            ,F                       ,R                  ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,108, 659,A, 20,H, 3,  75.00,    182.5500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,A                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,C                          ,                       ,                         ,F                    ,                     ,                    ,                 ,F                     ,                        ,F                              ,F                          ,R                         ,                 ,                  ,                      ,                        ,F                     ,C                      ,                   ,                           ,R                    ,                  ,                 ,                    ,                    ,                     ,R                  ,R                  ,R                      ,R                    ,C                            ,R                       ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8b              ,CN9a          ,108, 659,A, 20,H, 3, 135.00,    183.1500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,C                          ,F                      ,                         ,F                    ,                     ,                    ,                 ,F                     ,F                       ,F                              ,F                          ,                          ,                 ,                  ,                      ,                        ,F                     ,F                      ,                   ,                           ,                     ,                  ,                 ,R                   ,                    ,                     ,                   ,R                  ,R                      ,R                    ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8b              ,              ,108, 659,A, 20,H,CC,  22.00,    188.4500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,                     ,                       ,                           ,                          ,                      ,R                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,F                      ,                         ,C                    ,                     ,R                   ,                 ,F                     ,F                       ,C                              ,C                          ,                          ,R                ,                  ,R                     ,                        ,F                     ,F                      ,R                  ,R                          ,R                    ,                  ,R                ,R                   ,R                   ,R                    ,R                  ,R                  ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN7               ,              ,108, 659,A, 21,X,CC,  26.00,    192.7700,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,R                        ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,F                    ,                     ,F                   ,F                ,R                     ,C                       ,A                              ,F                          ,R                         ,F                ,                  ,                      ,                        ,F                     ,F                      ,F                  ,R                          ,F                    ,R                 ,R                ,R                   ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,              ,108, 659,A, 22,X, 1, 134.00,    199.1400,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,                           ,                          ,                      ,R                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,C                          ,                       ,                         ,F                    ,                     ,                    ,                 ,F                     ,                        ,A                              ,F                          ,                          ,F                ,                  ,                      ,                        ,F                     ,R                      ,F                  ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,CN6           ,108, 659,A, 22,X, 2, 145.00,    200.7500,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,                     ,                     ,R                   ,F                ,R                     ,F                       ,A                              ,F                          ,F                         ,R                ,                  ,R                     ,                        ,R                     ,F                      ,R                  ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,CN6           ,108, 659,A, 22,X, 3,  75.00,    201.5500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,                       ,                         ,F                    ,                     ,F                   ,R                ,R                     ,F                       ,A                              ,F                          ,R                         ,                 ,C                 ,                      ,F                       ,R                     ,R                      ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,108, 659,A, 22,X,CC,  18.00,    204.4900,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,R                      ,                         ,R                    ,                     ,F                   ,F                ,F                     ,C                       ,A                              ,C                          ,F                         ,C                ,C                 ,F                     ,F                       ,R                     ,R                      ,F                  ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,CN5b          ,108, 659,A, 23,X, 3, 140.00,    211.7000,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,                           ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,R                      ,                         ,R                    ,                     ,F                   ,F                ,R                     ,                        ,A                              ,C                          ,                          ,C                ,F                 ,R                     ,F                       ,R                     ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,CN5b          ,108, 659,A, 23,X, 4, 114.00,    212.9400,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,C                          ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,                          ,A                          ,F                      ,                         ,                     ,                     ,F                   ,F                ,R                     ,                        ,C                              ,F                          ,R                         ,C                ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,CN5b          ,108, 659,A, 23,X, 5, 110.00,    214.4000,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,                         ,                         ,                     ,                       ,A                          ,                          ,                      ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,R                         ,A                          ,F                      ,                         ,F                    ,                     ,F                   ,F                ,R                     ,F                       ,C                              ,F                          ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,108, 659,A, 23,X,CC,  32.00,    215.6600,Manivit  ,Nannofossils                                 ,F              ,M                 ,                            ,                       ,                       ,                         ,                         ,R                    ,                       ,A                          ,                          ,                      ,F                    ,                    ,                       ,R                    ,                          ,                     ,                        ,                  ,R                         ,A                          ,C                      ,                         ,R                    ,                     ,R                   ,R                ,                      ,                        ,C                              ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,CN5a          ,108, 659,A, 24,X, 2,  22.00,    218.5200,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,F                        ,                         ,F                    ,                       ,C                          ,                          ,                      ,F                    ,                    ,                       ,F                    ,                          ,                     ,                        ,                  ,F                         ,A                          ,C                      ,                         ,                     ,                     ,F                   ,F                ,R                     ,F                       ,F                              ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,CN5a          ,108, 659,A, 24,X,CC,  15.00,    219.4300,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,F                        ,                         ,F                    ,                       ,C                          ,                          ,                      ,C                    ,                    ,R                      ,R                    ,                          ,                     ,R                       ,                  ,C                         ,A                          ,C                      ,                         ,F                    ,                     ,F                   ,C                ,R                     ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,108, 659,A, 25,X, 2, 125.00,    229.0500,Manivit  ,Nannofossils                                 ,A              ,M                 ,                            ,                       ,                       ,C                        ,                         ,F                    ,                       ,A                          ,                          ,R                     ,F                    ,                    ,R                      ,                     ,                          ,                     ,R                       ,                  ,A                         ,A                          ,F                      ,                         ,F                    ,                     ,F                   ,F                ,                      ,R                       ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,CN4           ,108, 659,A, 25,X, 5, 130.00,    233.6000,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,                       ,                       ,C                        ,                         ,C                    ,                       ,A                          ,                          ,R                     ,F                    ,                    ,R                      ,R                    ,                          ,                     ,                        ,                  ,C                         ,C                          ,F                      ,R                        ,F                    ,F                    ,F                   ,F                ,R                     ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,108, 659,A, 25,X,CC,  30.00,    234.1000,Manivit  ,Nannofossils                                 ,C              ,M                 ,                            ,R                      ,                       ,C                        ,R                        ,A                    ,                       ,A                          ,                          ,R                     ,F                    ,                    ,                       ,                     ,                          ,                     ,                        ,                  ,F                         ,C                          ,F                      ,R                        ,C                    ,R                    ,F                   ,                 ,                      ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN2               ,              ,108, 659,A, 27,X, 1, 140.00,    246.7000,Manivit  ,Nannofossils                                 ,C              ,P                 ,R                           ,F                      ,                       ,C                        ,R                        ,A                    ,                       ,A                          ,R                         ,R                     ,C                    ,F                   ,R                      ,                     ,R                         ,F                    ,R                       ,R                 ,                          ,                           ,                       ,                         ,                     ,                     ,                    ,                 ,                      ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,CN1c              ,CN1a          ,108, 659,A, 27,X, 3,  34.00,    248.6400,Manivit  ,Nannofossils                                 ,A              ,M                 ,F                           ,F                      ,R                      ,C                        ,R                        ,C                    ,                       ,A                          ,A                         ,F                     ,F                    ,F                   ,                       ,R                    ,                          ,                     ,                        ,                  ,                          ,                           ,                       ,                         ,                     ,                     ,                    ,                 ,                      ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,CN1c              ,CN1a          ,108, 659,A, 27,X, 6, 136.00,    254.1600,Manivit  ,Nannofossils                                 ,A              ,M                 ,C                           ,C                      ,R                      ,C                        ,R                        ,C                    ,R                      ,A                          ,A                         ,R                     ,F                    ,F                   ,R                      ,                     ,                          ,                     ,                        ,                  ,                          ,                           ,                       ,                         ,                     ,                     ,                    ,                 ,                      ,                        ,                               ,                           ,                          ,                 ,                  ,                      ,                        ,                      ,                       ,                   ,                           ,                     ,                  ,                 ,                    ,                    ,                     ,                   ,                   ,                       ,                     ,                             ,                        ,                   ,                   ,                      ,                   ,                       ,                    ,                            ,                       ,                       ,                  ,                        ,                     ,                    ,                     ,                      ,                       ,                      ,                      ,                     ,                       ,                         ,                     ,                       ,                     ,                         ,                  ,                 ,from ODP Leg 108 SR Chapter 4 Table 5 p 44-47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
