Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus moriformis	Sphenolithus dissimilis	Sphenolithus delphix	Sphenolithus compactus	Ericsonia obruta	Discoaster variabilis	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Calcidiscus macintyrei	Calcidiscus leptoporus	Sphenolithus conicus	Helicosphaera intermedia	Hayaster perplexus	Coronocyclus nitescens	Coccolithus streckerii	Reticulofenestra minuta	Reticulofenestra haqii	Helicosphaera granulata	Pontosphaera spp.	Discoaster exilis	Reticulofenestra minutula	Discoaster adamanteus	Cyclolithella annula	Reticulofenestra pseudoumbilica	Reticulofenestra gelida	Triquetrorhabdulus rugosus	Calcidiscus premacintyrei	Coccolithus eopelagicus	Tetralithoides symeonidesii	Discoaster spp.	Discoaster druggii	Sphenolithus abies	Discoaster moorei	Dictyococcites productus	Sphenolithus belemnos	Sphenolithus heteromorphus	Discoaster formosus	Solidopons petrae	Scyphosphaera spp.	Helicosphaera carteri	Discoaster brouweri	Discoaster kugleri	Discoaster calcaris	Discoaster braarudii	Discoaster neohamatus	Discoaster triradiatus	Discoaster challengeri	Catinaster coalitus	Discoaster surculus	Discoaster pseudovariabilis	Discoaster hamatus	Discoaster bellus	Catinaster calyculus	Discoaster prepentaradiatus	Discoaster pentaradiatus	Discoaster neorectus	Discoaster loeblichii	Discoaster berggrenii	Discoaster quinqueramus	Helicosphaera wallichii	Discoaster asymmetricus	Sphenolithus grandis	Amaurolithus primus	Discoaster pansus	Discoaster blackstockae	Amaurolithus delicatus	Amaurolithus amplificus	Discoaster intercalaris	Reticulofenestra asanoi	Ceratolithus acutus	Umbilicosphaera sibogae	Syracosphaera pulchra	Helicosphaera neogranulata	Ceratolithus rugosus	Amaurolithus tricorniculatus	Scapholithus fossilis	Helicosphaera sellii	Oolithotus fragilis	Discoaster tristellifer	Pseudoemiliania lacunosa	Discoaster quadramus	Catinaster altus	Gephyrocapsa sp. (small)	Gephyrocapsa aperta	Discoaster decorus	Discoaster tamalis	Comment

  SR	                 	                 	NN4               	NN5           	130	 805	B	 41	X	CC	  33.00	    385.7200	Takayama 	Nannofossils                                 	               	                  	                          	T                           	23                     	                       	                    	2                     	3               	1                    	18                   	58                         	19                   	1                       	1                     	10                    	                    	                        	1                 	T                     	                      	                       	7                     	1                      	                 	                 	3                        	                     	                    	1                              	14                     	1                         	8                        	                       	1                          	2              	1                 	                  	                 	                        	                     	21                        	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 3.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 42	X	 3	  23.00	    391.2300	Takayama 	Nannofossils                                 	               	                  	1                         	4                           	32                     	1                      	                    	12                    	2               	5                    	11                   	70                         	20                   	?                       	T                     	3                     	                    	                        	3                 	2                     	                      	                       	                      	                       	1                	                 	                         	                     	                    	5                              	4                      	4                         	5                        	                       	2                          	1              	1                 	                  	                 	                        	10                   	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 42	X	CC	   9.00	    396.0300	Takayama 	Nannofossils                                 	               	                  	                          	3                           	25                     	                       	                    	11                    	1               	4                    	12                   	90                         	20                   	1                       	                      	                      	2                   	                        	T                 	T                     	                      	                       	                      	                       	                 	                 	                         	                     	                    	4                              	3                      	3                         	2                        	                       	1                          	               	                  	1                 	                 	                        	16                   	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 43	X	 3	  23.00	    400.9300	Takayama 	Nannofossils                                 	               	                  	                          	1                           	15                     	                       	                    	10                    	1               	1                    	17                   	73                         	14                   	8                       	                      	1                     	                    	                        	T                 	T                     	                      	                       	8                     	                       	1                	                 	2                        	                     	                    	3                              	30                     	4                         	1                        	                       	                           	               	T                 	                  	                 	                        	8                    	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 43	X	CC	  27.00	    406.8000	Takayama 	Nannofossils                                 	               	                  	                          	6                           	14                     	11                     	                    	15                    	3               	6                    	21                   	5                          	25                   	3                       	                      	                      	                    	                        	T                 	5                     	                      	                       	12                    	                       	                 	T                	1                        	                     	2                   	10                             	55                     	1                         	1                        	                       	1                          	               	1                 	1                 	?                	1                       	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 44	X	 3	  23.00	    410.5300	Takayama 	Nannofossils                                 	               	                  	                          	?                           	9                      	11                     	                    	8                     	?               	1                    	10                   	18                         	22                   	6                       	                      	1                     	                    	                        	                  	2                     	                      	                       	39                    	                       	                 	                 	3                        	1                    	2                   	7                              	51                     	3                         	3                        	                       	                           	               	1                 	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 44	X	CC	  23.00	    416.4900	Takayama 	Nannofossils                                 	               	                  	                          	?                           	20                     	3                      	                    	7                     	13              	                     	9                    	8                          	20                   	T                       	T                     	                      	                    	                        	2                 	1                     	                      	6                      	23                    	                       	                 	                 	12                       	?                    	3                   	10                             	58                     	1                         	4                        	                       	                           	               	?                 	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 45	X	 3	  23.00	    420.2300	Takayama 	Nannofossils                                 	               	                  	1                         	3                           	15                     	6                      	                    	12                    	6               	                     	7                    	9                          	4                    	3                       	1                     	2                     	                    	                        	T                 	5                     	                      	6                      	29                    	1                      	                 	                 	12                       	1                    	1                   	13                             	56                     	2                         	1                        	                       	1                          	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 3.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN2               	              	130	 805	B	 45	X	CC	  14.00	    425.4100	Takayama 	Nannofossils                                 	               	                  	                          	17                          	18                     	3                      	                    	14                    	5               	4                    	19                   	27                         	10                   	14                      	                      	                      	                    	                        	1                 	2                     	                      	                       	13                    	                       	                 	T                	9                        	                     	1                   	9                              	27                     	2                         	3                        	                       	1                          	1              	T                 	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 46	X	 3	  23.00	    429.7300	Takayama 	Nannofossils                                 	               	                  	                          	15                          	32                     	T                      	                    	8                     	4               	?                    	11                   	41                         	5                    	6                       	T                     	4                     	                    	                        	T                 	T                     	                      	4                      	22                    	                       	1                	                 	                         	                     	                    	5                              	37                     	                          	3                        	1                      	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 46	X	CC	  27.00	    434.8300	Takayama 	Nannofossils                                 	               	                  	1                         	17                          	17                     	6                      	                    	4                     	3               	4                    	26                   	35                         	18                   	10                      	1                     	                      	                    	                        	T                 	                      	                      	1                      	15                    	                       	T                	                 	1                        	                     	1                   	3                              	31                     	T                         	5                        	1                      	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 47	X	 1	  20.00	    436.2000	Takayama 	Nannofossils                                 	               	                  	                          	6                           	8                      	1                      	                    	                      	10              	                     	18                   	46                         	15                   	7                       	                      	3                     	                    	                        	T                 	1                     	T                     	1                      	17                    	                       	                 	                 	12                       	                     	                    	10                             	39                     	?                         	6                        	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 47	X	CC	  13.00	    436.6700	Takayama 	Nannofossils                                 	               	                  	1                         	1                           	24                     	8                      	                    	11                    	1               	3                    	18                   	30                         	27                   	2                       	                      	4                     	                    	                        	                  	T                     	                      	                       	30                    	                       	                 	T                	2                        	                     	2                   	1                              	35                     	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 48	X	 3	  23.00	    448.7300	Takayama 	Nannofossils                                 	               	                  	                          	3                           	13                     	5                      	                    	14                    	                	3                    	28                   	92                         	33                   	6                       	1                     	T                     	?                   	                        	                  	                      	                      	                       	                      	                       	                 	                 	1                        	1                    	?                   	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 48	X	CC	  17.00	    452.3900	Takayama 	Nannofossils                                 	               	                  	                          	?                           	38                     	5                      	                    	5                     	T               	2                    	30                   	113                        	3                    	2                       	T                     	1                     	1                   	?                       	                  	T                     	                      	                       	                      	?                      	T                	?                	                         	                     	                    	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 49	X	 3	  22.00	    458.3200	Takayama 	Nannofossils                                 	               	                  	                          	3                           	12                     	15                     	T                   	5                     	1               	?                    	20                   	105                        	4                    	6                       	2                     	7                     	                    	                        	                  	1                     	                      	5                      	12                    	2                      	                 	                 	                         	                     	                    	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 49	X	CC	  17.00	    463.4900	Takayama 	Nannofossils                                 	               	                  	?                         	8                           	15                     	21                     	?                   	2                     	10              	2                    	13                   	111                        	9                    	1                       	                      	3                     	                    	                        	T                 	1                     	                      	1                      	1                     	                       	                 	                 	                         	                     	                    	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 50	X	 3	  23.00	    468.0300	Takayama 	Nannofossils                                 	               	                  	2                         	2                           	9                      	6                      	                    	2                     	3               	                     	13                   	146                        	6                    	8                       	T                     	1                     	?                   	T                       	T                 	T                     	T                     	                       	                      	                       	                 	                 	                         	                     	                    	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 16.pages 208-213.

  SR	                 	                 	NN1               	              	130	 805	B	 50	X	CC	  37.00	    472.1400	Takayama 	Nannofossils                                 	               	                  	1                         	19                          	11                     	8                      	?                   	1                     	T               	1                    	25                   	123                        	6                    	3                       	T                     	T                     	                    	                        	                  	                      	                      	                       	                      	                       	                 	                 	                         	                     	                    	                               	                       	                          	                         	                       	                           	               	                  	                  	                 	                        	                     	                          	                   	                 	                  	                     	                   	                  	                   	                    	                     	                      	                      	                   	                   	                           	                  	                 	                    	                           	                        	                    	                     	                     	                       	                       	                       	                    	                   	                 	                       	                      	                       	                       	                       	                   	                       	                     	                          	                    	                            	                     	                    	                   	                       	                        	                    	                	                        	                   	                  	                  	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 16.pages 208-213.

