Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria barnesae,Tetrapodorhabdus decorus,Rhagodiscus asper,Nannoconus steinmannii,Nannoconus bucheri,Microstaurus chiastius,Micrantholithus obtusus,Manivitella pemmatoidea,Lithraphidites carniolensis carniolensis,Diazomatolithus lehmanii,Cyclagelosphaera deflandrei,Cretarhabdus angustiforatus,Braarudosphaera regularis,Biscutum constans,Watznaueria britannica,Tegumentum stradneri,Rhagodiscus angustus,Nannoconus truitti,Micrantholithus hoschulzii,Hayesites bulbus,Eprolithus floralis,Radiolithus planus,Braarudosphaera batilliformis,Rucinolithus irregularis,Flabellites oblongus,Chiastozygus platyrhethus,Assipetra infracretacea,Watznaueria supracretacea,Vekshinella stradnerii,Stoverius achylosus,Parhabdolithus embergeri,Nannoconus truitti ssp rectangularis,Haqius circumradiatus,Nannoconus abundans,Braarudosphaera hockwoldensis,Gephyrorhabdus coronadventis,Braarudosphaera africana,Radiolithus orbiculatus,Prediscosphaera columnata,Parhabdolithus infinitus,Hayesites albiensis,Axopodorhabdus dietzmannii,Prediscosphaera spinosa,Watznaueria biporta,Vagalapilla matalosa,Tranolithus gabalus,Rotelapillus laffittei,Placozygus sigmoides,Parhabdolithus achylostaurion,Lithraphidites pseudoquadratus,Glaukolithus compactus,Discorhabdus ignotus,Cribrosphaerella ehrenbergii,Cretarhabdus conicus,Quadrum eneabrachium,Cretarhabdus loriei,Glaukolithus diplogrammus,Quadrum trifidum,Eiffellithus eximius,Aspidolithus parcus constrictus,Zeugrhabdotus pseudanthophorus,Zeugrhabdotus obliqueclausus,Stradneria crenulata,Retemediaformis sp. 1,Retecapsa angustiforata,Prediscosphaera intercisa,Prediscosphaera cretacea,Placozygus fibuliformis,Neocrepidolithus cohenii,Micula decussata,Microrhabdulus decoratus,Microrhabdulus attenuatus,Lithraphidites praequadratus,Gartnerago obliquum,Chiastozygus litterarius,Ceratolithoides aculeus,Braarudosphaera bigelowii,Arkhangelskiella specillata,Arkhangelskiella cymbiformis,Reinhardtites levis,Prediscosphaera grandis,Eiffellithus turriseiffelii,Tranolithus phacelosus,Micula prinsii,Micula murus,Lithraphidites quadratus,Ceratolithoides kamptneri,Aspidolithus parcus parcus,Cylindralithus gallicus,Lithraphidites kennethii,Tranolithus minimus,Microrhabdulus undosus,Rhagodiscus splendens,Prediscosphaera stoveri,Cribrocorona gallica,Ahmuellerella regularis,Thoracosphaera spp.,Microrhabdulus belgicus,Eiffellithus parallelus,Rotelapillus crenulatus,Markalius inversus,Lithraphidites grossopectinatus,Eiffellithus gorkae,Toweius petalosus,Octolithus multiplus,Ericsonia subpertusa,Cyclagelosphaera reinhardtii,Cruciplacolithus primus (small),Cruciplacolithus edwardsii,Biscutum parvulum,Goniolithus fluckigeri,Cyclagelosphaera margerelii,Neochiastozygus primitivus,Ericsonia robusta,Cruciplacolithus primus (large),Thoracosphaera operculata,Prinsius petalosus,Lanternithus duocavus,Cruciplacolithus primus,Cruciplacolithus tenuis,Chiasmolithus danicus,Prinsius dimorphosus,Neocrepidolithus cruciatus,Neochiastozygus modestus,Neochiastozygus imbriei,Micrantholithus pinguis,Hornibrookina teuriensis,Ericsonia cava,Neocrepidolithus neocrassus,Ellipsolithus macellus,Sphenolithus primus,Ellipsolithus bollii,Chiasmolithus edwardsii,Heliolithus kleinpellii,Discoaster mohleri,Discoaster bramlettei,Zygrhablithus bijugatus,Tribrachiatus orthostylus,Discoaster salisburgensis,Sphenolithus conspicuus,Discoaster robustus,Sphenolithus orphanknollensis,Lophodolithus nascens,Discoaster lodoensis,Discoaster anartios,Sphenolithus radians,Sphenolithus moriformis,Ellipsolithus lajollaensis,Discoaster barbadiensis,Chiphragmalithus barbatus,Chiasmolithus consuetus,Campylosphaera dela,Toweius crassus,Discoaster kuepperi,Chiasmolithus expansus,Discoaster cruciformis,Toweius gammation,Discoaster sublodoensis,Chiasmolithus grandis,Toweius callosus,Rhabdosphaera tenuis,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Markalius apertus,Lophodolithus mochlophorus,Ericsonia formosa,Discoaster gemmifer,Coronocyclus prionion,Sphenolithus spiniger,Neococcolithes dubius,Rhabdosphaera inflata,Pemma papillatum,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Sphenolithus furcatolithoides,Neococcolithes minutus,Chiasmolithus gigas,Pedinocyclus larvalis,Braarudosphaera discula,Discoaster nodifer,Ericsonia obruta,Sphenolithus elongatus,Helicosphaera lophota,Discoaster wemmelensis,Discoaster tanii,Discoaster saipanensis,Sphenolithus stellatus,Discoaster strictus,Cruciplacolithus vanheckae,Cribrocentrum reticulatum,Discoaster praebifax,Sphenolithus obtusus,Reticulofenestra umbilica,Discoaster bifax,Cyclicargolithus floridanus,Chiasmolithus nitidus,Pseudoemiliania lacunosa,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Calcidiscus macintyrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 20,X, 4, 128.00,    159.2800,Watkins  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                        ,                 ,                      ,                  ,+                     ,                       ,                       ,                                        ,                        ,                           ,                           ,+                        ,                 ,                      ,                    ,                    ,                  ,                          ,                ,+                  ,                  ,                             ,+                       ,+                   ,+                        ,+                      ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,+                           ,+                       ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                      ,       ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 20,X, 5,  68.00,    160.1800,Watkins  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                        ,+                ,                      ,                  ,+                     ,+                      ,                       ,                                        ,                        ,                           ,                           ,+                        ,                 ,+                     ,                    ,                    ,+                 ,                          ,                ,+                  ,                  ,                             ,+                       ,                    ,+                        ,+                      ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                  CC7d - mid-Aptian,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 20,X, 6,   7.00,    160.5700,Watkins  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                        ,+                ,                      ,+                 ,+                     ,                       ,                       ,                                        ,                        ,                           ,                           ,                         ,                 ,+                     ,                    ,+                   ,+                 ,                          ,                ,+                  ,                  ,+                            ,+                       ,                    ,                         ,                       ,                         ,                      ,                   ,                        ,                                    ,                     ,+                  ,+                            ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                  CC7c early Aptian,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 20,X,CC,  33.00,    161.4900,Self-Trail,Nannofossils                                 ,C              ,M                 ,                       ,+                   ,                        ,+                ,                      ,                  ,                      ,+                      ,                       ,+                                       ,                        ,                           ,                           ,+                        ,                 ,+                     ,                    ,                    ,+                 ,                          ,                ,+                  ,                  ,                             ,+                       ,                    ,                         ,                       ,+                        ,+                     ,+                  ,+                       ,+                                   ,+                    ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                  See Watkins for more complete summary,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 21,X, 1,  65.00,    163.7500,Watkins  ,Nannofossils                                 ,C              ,M                 ,                       ,                    ,                        ,                 ,                      ,                  ,+                     ,                       ,                       ,                                        ,                        ,                           ,                           ,+                        ,                 ,+                     ,                    ,+                   ,+                 ,                          ,                ,+                  ,                  ,                             ,+                       ,+                   ,+                        ,+                      ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                      ,       ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 21,X, 2,  65.00,    165.2500,Watkins  ,Nannofossils                                 ,C              ,P                 ,                       ,                    ,                        ,                 ,                      ,                  ,+                     ,                       ,                       ,                                        ,                        ,                           ,                           ,                         ,                 ,+                     ,                    ,                    ,+                 ,                          ,                ,+                  ,                  ,+                            ,                        ,                    ,                         ,                       ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                      ,       ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 21,X, 3,  65.00,    166.7500,Watkins  ,Nannofossils                                 ,C              ,P                 ,                       ,                    ,                        ,                 ,                      ,                  ,+                     ,                       ,                       ,                                        ,                        ,                           ,                           ,+                        ,                 ,+                     ,                    ,                    ,+                 ,                          ,                ,+                  ,+                 ,                             ,                        ,                    ,                         ,                       ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                      ,       ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,,171,1049,A, 21,X,CC,  49.00,    167.7000,Watkins  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                        ,                 ,                      ,                  ,                      ,                       ,                       ,                                        ,                        ,                           ,                           ,                         ,                 ,                      ,                    ,                    ,+                 ,                          ,                ,                   ,                  ,                             ,                        ,                    ,                         ,                       ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Aptian           ,                  ,"CC7(Watkins, ODP171)",171,1049,A, 22,X, 1,  60.00,    173.3000,Watkins  ,Nannofossils                                 ,F              ,P                 ,                       ,                    ,                        ,+                ,+                     ,                  ,+                     ,+                      ,                       ,                                        ,                        ,                           ,                           ,+                        ,                 ,+                     ,+                   ,+                   ,+                 ,+                         ,+               ,2                  ,                  ,                             ,                        ,                    ,                         ,                       ,                         ,                      ,                   ,                        ,                                    ,                     ,                   ,                             ,                            ,                        ,                       ,                         ,                        ,                   ,                          ,                       ,                   ,                    ,                   ,                      ,                    ,                             ,                              ,                      ,                    ,                            ,                    ,                    ,                   ,                         ,                ,                    ,                               ,                              ,                            ,                    ,                     ,                       ,                         ,                        ,                       ,                        ,                ,                        ,                         ,                            ,                   ,                        ,                       ,                         ,                           ,                            ,                   ,                       ,                           ,                      ,              ,            ,                        ,                         ,                          ,                       ,                        ,                   ,                      ,                     ,                       ,                    ,                       ,                   ,                       ,                       ,                       ,                  ,                               ,                   ,                 ,                    ,                    ,                            ,                               ,                          ,                 ,                      ,                           ,                          ,                 ,                               ,                         ,                  ,                     ,                       ,                       ,                     ,                    ,                          ,                        ,                       ,                       ,                        ,              ,                           ,                      ,                   ,                    ,                       ,                       ,                  ,                     ,                       ,                         ,                         ,                       ,                   ,                             ,                     ,                    ,                   ,                    ,                       ,                          ,                       ,                         ,                       ,                   ,               ,                   ,                      ,                      ,                 ,                       ,                     ,                ,                    ,                         ,                                 ,                 ,                          ,                 ,                   ,                     ,                     ,                     ,                     ,                ,                     ,                       ,                     ,                             ,                      ,                   ,                     ,                       ,                  ,                ,                      ,                     ,                      ,                ,                      ,                      ,                   ,                          ,                         ,                    ,                    ,                         ,                ,                           ,                     ,                        ,                     ,                         ,"                  CC7b, based on 2 questionable specimens of E. floralis.",,
