Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus rugosus/rioensis,Pontosphaera spp.,Coccolithus pelagicus,Ceratolithus cristatus,Calcidiscus macintyrei,Sphenolithus spp.,Sphenolithus dissimilis,Sphenolithus conicus,Geminilithella rotula,Reticulofenestra pseudoumbilicus,Minylitha convallis,Discoaster variabilis,Discoaster brouweri,Discoaster tristellifer,Ceratolithus armatus,Discoaster decorus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Reticulofenestra spp.,Helicosphaera carteri,Discoaster quinqueramus/berggrenii,Discoaster intercalaris,Dictyococcites spp.,Calcidiscus leptoporus,Amaurolithus delicatus,Reticulofenestra spp. (circular),Discoaster asymmetricus,Amaurolithus amplificus,Ceratolithus acutus,Syracosphaera spp.,Scyphosphaera spp.,Pseudoemiliania lacunosa,Discoaster triradiatus,Discoaster tamalis,Amaurolithus tricorniculatus,Ceratolithus rugosus,Helicosphaera sellii,Gephyrocapsa spp. small (<4 microns),Catinaster coalitus,Rhabdosphaera spp.,Reticulofenestra spp.,Helicosphaera wallichii,Gephyrocapsa oceanica,Ceratolithus telesmus,Gephyrocapsa spp. large (>5.5 microns),Thoracosphaera spp.,Gephyrocapsa sp. 3,Umbilicosphaera spp.,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 12,H, 5, 120.00,    108.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,R                ,                     ,R                     ,A                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,                     ,C                  ,                       ,                    ,T                 ,                   ,R                  ,T                       ,A                    ,A                    ,                                  ,                       ,                   ,A                     ,                      ,                                ,T                      ,                       ,                   ,R                 ,                  ,F                       ,T                     ,T                 ,                            ,F                   ,                    ,F                                   ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 12,H, 6,  63.00,    109.6300,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,A                ,                     ,                      ,F                     ,C                ,                       ,                    ,C                    ,A                               ,C                  ,F                    ,R                  ,F                      ,                    ,F                 ,                   ,R                  ,                        ,                     ,R                    ,                                  ,                       ,                   ,                      ,                      ,                                ,T                      ,                       ,                   ,                  ,                  ,F                       ,                      ,                  ,                            ,R                   ,                    ,R                                   ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 12,H, 6, 120.00,    110.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,                     ,                      ,A                     ,A                ,                       ,                    ,C                    ,A                               ,                   ,R                    ,R                  ,                       ,                    ,R                 ,                   ,T                  ,                        ,A                    ,C                    ,R                                 ,                       ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,R                       ,                      ,                  ,                            ,F                   ,R                   ,R                                   ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 12,H, 7,  14.00,    110.6400,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,                     ,R                     ,F                     ,F                ,                       ,                    ,R                    ,A                               ,                   ,C                    ,C                  ,                       ,                    ,                  ,                   ,R                  ,R                       ,A                    ,R                    ,                                  ,                       ,                   ,A                     ,                      ,                                ,R                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,F                   ,                    ,R                                   ,+                  ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 12,H, 7,  60.00,    111.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,F                     ,F                     ,C                ,                       ,                    ,                     ,C                               ,                   ,F                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,F                       ,A                    ,C                    ,                                  ,R                      ,                   ,A                     ,                      ,                                ,T                      ,                       ,                   ,R                 ,                  ,R                       ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 13,H, 1,  70.00,    111.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,R                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,R                       ,A                    ,C                    ,                                  ,R                      ,                   ,C                     ,                      ,                                ,F                      ,                       ,                   ,R                 ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 13,H, 2,  60.00,    113.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,                      ,F                     ,C                ,                       ,                    ,R                    ,C                               ,                   ,F                    ,C                  ,                       ,                    ,                  ,                   ,R                  ,                        ,A                    ,F                    ,                                  ,R                      ,                   ,C                     ,                      ,                                ,F                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 13,H, 4, 150.00,    117.0000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,                     ,R                     ,F                     ,A                ,                       ,                    ,R                    ,A                               ,                   ,T                    ,F                  ,T                      ,                    ,                  ,                   ,                   ,                        ,A                    ,C                    ,                                  ,T                      ,                   ,A                     ,                      ,                                ,T                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,F                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 13,H, 5,  60.00,    117.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,T                     ,F                     ,C                ,                       ,                    ,                     ,C                               ,                   ,C                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,F                       ,A                    ,C                    ,                                  ,R                      ,                   ,C                     ,T                     ,                                ,F                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 1,  60.00,    121.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,F                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,C                  ,                       ,                    ,                  ,                   ,F                  ,R                       ,A                    ,C                    ,                                  ,T                      ,                   ,C                     ,                      ,C                               ,                       ,                       ,                   ,R                 ,R                 ,                        ,                      ,                  ,                            ,F                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 2, 124.00,    123.2400,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,                     ,                      ,F                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,F                    ,F                  ,T                      ,                    ,                  ,                   ,R                  ,F                       ,A                    ,C                    ,F                                 ,                       ,T                  ,A                     ,                      ,F                               ,                       ,                       ,                   ,                  ,                  ,                        ,R                     ,                  ,                            ,R                   ,R                   ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 3,  60.00,    124.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,                     ,A                               ,                   ,C                    ,F                  ,                       ,                    ,                  ,                   ,F                  ,F                       ,A                    ,F                    ,                                  ,F                      ,R                  ,A                     ,                      ,F                               ,F                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 3, 124.00,    124.7400,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,                      ,C                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,F                    ,C                  ,                       ,                    ,                  ,                   ,R                  ,                        ,A                    ,A                    ,                                  ,                       ,F                  ,A                     ,                      ,F                               ,F                      ,                       ,                   ,                  ,                  ,                        ,R                     ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 4, 124.00,    126.2400,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,T                    ,                      ,C                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,C                    ,F                  ,R                      ,                    ,                  ,                   ,F                  ,                        ,A                    ,A                    ,C                                 ,                       ,F                  ,A                     ,                      ,F                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11b             ,              ,138, 847,B, 14,H, 5,  60.00,    127.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,A                  ,                       ,                    ,                  ,T                  ,F                  ,F                       ,A                    ,C                    ,                                  ,                       ,F                  ,C                     ,                      ,                                ,F                      ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,T                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN11a             ,              ,138, 847,B, 14,H, 5, 124.00,    127.7400,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,R                    ,                      ,A                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,T                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,C                       ,A                    ,C                    ,C                                 ,                       ,F                  ,A                     ,                      ,R                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,F                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Uncertain zone assignment; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 14,H, 6,  60.00,    128.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,C                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,C                  ,                       ,                    ,                  ,T                  ,F                  ,F                       ,A                    ,C                    ,                                  ,R                      ,F                  ,C                     ,                      ,C                               ,T                      ,                       ,                   ,R                 ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 14,H, 6, 124.00,    129.2400,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,                 ,F                    ,                      ,C                     ,A                ,                       ,                    ,C                    ,A                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,                   ,T                       ,A                    ,C                    ,                                  ,                       ,R                  ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,R                 ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 14,H, 7,  50.00,    130.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,F                    ,                      ,F                     ,F                ,                       ,                    ,F                    ,F                               ,                   ,                     ,F                  ,                       ,                    ,                  ,T                  ,F                  ,F                       ,A                    ,F                    ,                                  ,T                      ,R                  ,C                     ,                      ,C                               ,                       ,                       ,                   ,R                 ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 15,H, 2,  60.00,    132.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,                     ,                      ,F                     ,F                ,                       ,                    ,C                    ,F                               ,                   ,R                    ,C                  ,                       ,                    ,                  ,R                  ,F                  ,R                       ,A                    ,C                    ,                                  ,F                      ,R                  ,C                     ,                      ,C                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 15,H, 4,  60.00,    135.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,R                    ,                      ,F                     ,F                ,                       ,                    ,F                    ,R                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,C                  ,F                       ,A                    ,C                    ,                                  ,F                      ,R                  ,C                     ,                      ,C                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 15,H, 6,  62.00,    138.1200,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,                     ,                      ,C                     ,F                ,                       ,                    ,F                    ,C                               ,                   ,R                    ,F                  ,                       ,                    ,                  ,T                  ,F                  ,R                       ,A                    ,C                    ,                                  ,                       ,                   ,C                     ,                      ,C                               ,                       ,                       ,                   ,F                 ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 15,H, 7,  49.00,    139.4900,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,                     ,                      ,R                     ,A                ,                       ,                    ,C                    ,R                               ,                   ,R                    ,C                  ,                       ,                    ,                  ,T                  ,F                  ,C                       ,A                    ,C                    ,                                  ,                       ,F                  ,A                     ,                      ,C                               ,                       ,                       ,                   ,F                 ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 16,X, 1, 140.00,    140.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,F                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,F                               ,                   ,F                    ,A                  ,                       ,                    ,                  ,R                  ,C                  ,C                       ,A                    ,C                    ,                                  ,                       ,F                  ,C                     ,                      ,C                               ,                       ,                       ,                   ,R                 ,R                 ,                        ,                      ,                  ,                            ,C                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 16,X, 5,  60.00,    146.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,C                    ,                      ,F                     ,C                ,                       ,                    ,                     ,C                               ,                   ,R                    ,F                  ,                       ,                    ,                  ,R                  ,F                  ,F                       ,A                    ,C                    ,                                  ,R                      ,F                  ,C                     ,F                     ,C                               ,                       ,                       ,                   ,R                 ,                  ,                        ,                      ,                  ,                            ,F                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 16,X, 6,  60.00,    147.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,                     ,                      ,F                     ,C                ,                       ,                    ,R                    ,F                               ,                   ,                     ,F                  ,                       ,                    ,                  ,F                  ,R                  ,R                       ,A                    ,C                    ,                                  ,                       ,R                  ,C                     ,R                     ,C                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 17,X, 1,  60.00,    146.4000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,R                    ,                      ,F                     ,C                ,                       ,                    ,R                    ,F                               ,                   ,T                    ,F                  ,                       ,                    ,                  ,R                  ,F                  ,F                       ,A                    ,C                    ,                                  ,F                      ,F                  ,F                     ,                      ,F                               ,                       ,                       ,                   ,F                 ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 17,X, 2,  60.00,    147.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,C                    ,F                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,F                       ,A                    ,C                    ,                                  ,                       ,C                  ,C                     ,                      ,F                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 17,X, 3,  60.00,    149.4000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,C                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,                                ,                   ,F                    ,F                  ,                       ,                    ,                  ,R                  ,F                  ,F                       ,A                    ,F                    ,                                  ,R                      ,F                  ,C                     ,                      ,C                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 17,X, 4,  60.00,    150.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,T                  ,F                  ,F                       ,A                    ,F                    ,                                  ,                       ,R                  ,C                     ,                      ,F                               ,                       ,                       ,R                  ,                  ,                  ,                        ,                      ,                  ,                            ,F                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10c             ,              ,138, 847,B, 17,X, 5,  60.00,    152.4000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,F                     ,F                ,                       ,                    ,F                    ,                                ,                   ,                     ,F                  ,                       ,T                   ,                  ,                   ,F                  ,R                       ,A                    ,F                    ,                                  ,R                      ,F                  ,C                     ,T                     ,F                               ,T                      ,                       ,T                  ,                  ,                  ,                        ,                      ,                  ,                            ,R                   ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
