Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1333B-17H-4-A,320,U1333,B,17,17-4,H,4,A,0,147,154.7,156.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,firm,10YR 7/4,,,
320-U1333B-17H-4-A,320,U1333,B,17,17-4,H,4,A,0,147,154.7,156.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,40,firm,10YR 5/4,,,
320-U1333B-17H-4-A,320,U1333,B,17,17-4,H,4,A,147,150,156.17,156.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100,firm,10YR 3/3,,,
320-U1333B-17H-4-A,320,U1333,B,17,17-4,H,4,A,150,150,156.2,156.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,10YR 3/6,,,
320-U1333B-17H-4-A,320,U1333,B,17,17-4,H,4,A,150,150,156.2,156.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,firm,10YR 6/4,,,
320-U1333B-17H-5-A,320,U1333,B,17,17-5,H,5,A,0,150,156.2,157.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,10YR 3/6,,,
320-U1333B-17H-5-A,320,U1333,B,17,17-5,H,5,A,0,150,156.2,157.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,firm,10YR 6/4,,,
320-U1333B-17H-6-A,320,U1333,B,17,17-6,H,6,A,0,63,157.7,158.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,10YR 3/6,,,
320-U1333B-17H-6-A,320,U1333,B,17,17-6,H,6,A,0,63,157.7,158.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,firm,10YR 6/4,,,
320-U1333B-17H-CC-A,320,U1333,B,17,17-CC,H,CC,A,0,19,158.33,158.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,10YR 3/6,,,
320-U1333B-17H-CC-A,320,U1333,B,17,17-CC,H,CC,A,0,19,158.33,158.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50,firm,10YR 6/4,,,
320-U1333B-18H-1-A,320,U1333,B,18,18-1,H,1,A,0,150,159.7,161.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 4/4,,,
320-U1333B-18H-1-A,320,U1333,B,18,18-1,H,1,A,0,150,159.7,161.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,firm,10YR 6/4,,,
320-U1333B-18H-2-A,320,U1333,B,18,18-2,H,2,A,0,100,161.2,162.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 4/4,,,
320-U1333B-18H-2-A,320,U1333,B,18,18-2,H,2,A,0,100,161.2,162.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,firm,10YR 6/4,,,
320-U1333B-18H-3-A,320,U1333,B,18,18-3,H,3,A,0,52,162.2,162.72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 4/4,,,
320-U1333B-18H-3-A,320,U1333,B,18,18-3,H,3,A,0,52,162.2,162.72,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,firm,10YR 6/4,,,
320-U1333B-18H-CC-A,320,U1333,B,18,18-CC,H,CC,A,0,22,162.72,162.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,50,firm,10YR 4/4,,,
320-U1333B-18H-CC-A,320,U1333,B,18,18-CC,H,CC,A,0,22,162.72,162.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,firm,10YR 6/4,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,0,8,162.7,162.78,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,8,19,162.78,162.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,firm,10YR 6/4,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,19,25,162.89,162.95,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,25,38,162.95,163.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,firm,10YR 6/4,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,38,42,163.08,163.12,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,42,97,163.12,163.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,100,firm,10YR 6/4,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,97,104,163.67,163.74,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,104,150,163.74,164.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,hard,,,,
320-U1333B-19X-1-A,320,U1333,B,19,19-1,X,1,A,104,150,163.74,164.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,10YR 6/4,,,
320-U1333B-19X-2-A,320,U1333,B,19,19-2,X,2,A,0,150,164.2,165.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,hard,,,,
320-U1333B-19X-2-A,320,U1333,B,19,19-2,X,2,A,0,150,164.2,165.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,10YR 6/4,,,
320-U1333B-19X-3-A,320,U1333,B,19,19-3,X,3,A,0,150,165.7,167.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,hard,,,,
320-U1333B-19X-3-A,320,U1333,B,19,19-3,X,3,A,0,150,165.7,167.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,10YR 6/4,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,0,48,167.2,167.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,hard,,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,0,48,167.2,167.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,10YR 6/4,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,48,105,167.68,168.25,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,firm,,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,48,105,167.68,168.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,105,150,168.25,168.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,,,,
320-U1333B-19X-4-A,320,U1333,B,19,19-4,X,4,A,105,150,168.25,168.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,,,,
320-U1333B-19X-5-A,320,U1333,B,19,19-5,X,5,A,0,75,168.7,169.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,50,firm,,,,
320-U1333B-19X-5-A,320,U1333,B,19,19-5,X,5,A,0,75,168.7,169.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,,Nannofossil  ooze,50,firm,,,,
320-U1333B-19X-CC-A,320,U1333,B,19,19-CC,X,CC,A,0,39,169.45,169.84,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,10YR 4/4,,,
320-U1333B-20X-1-A,320,U1333,B,20,20-1,X,1,A,0,85,172.3,173.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 4/4,,,
320-U1333B-20X-1-A,320,U1333,B,20,20-1,X,1,A,85,133,173.15,173.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,,Clayey nannofossil ooze,50,firm,10YR 3/3,,,
320-U1333B-20X-1-A,320,U1333,B,20,20-1,X,1,A,133,150,173.63,173.8,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with nannofossils,Clay with nannofossils,100,firm,10YR 2/2,umber,,
320-U1333B-20X-2-A,320,U1333,B,20,20-2,X,2,A,0,17,173.8,173.97,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with nannofossils,Clay with nannofossils,100,firm,10YR 2/2,umber,,
320-U1333B-20X-2-A,320,U1333,B,20,20-2,X,2,A,17,150,173.97,175.3,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with nannofossils,Clay with nannofossils,50,firm,10YR 4/3,,,
320-U1333B-20X-2-A,320,U1333,B,20,20-2,X,2,A,17,150,173.97,175.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 5/3,,,
320-U1333B-20X-3-A,320,U1333,B,20,20-3,X,3,A,0,90,175.3,176.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with nannofossils,Clay with nannofossils,50,firm,10YR 4/3,,,
320-U1333B-20X-3-A,320,U1333,B,20,20-3,X,3,A,0,90,175.3,176.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 5/3,,,
320-U1333B-20X-3-A,320,U1333,B,20,20-3,X,3,A,90,150,176.2,176.8,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,50,firm,,,,
320-U1333B-20X-3-A,320,U1333,B,20,20-3,X,3,A,90,150,176.2,176.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 4/3,,,
320-U1333B-20X-4-A,320,U1333,B,20,20-4,X,4,A,0,19,176.8,176.99,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,50,firm,,,,
320-U1333B-20X-4-A,320,U1333,B,20,20-4,X,4,A,0,19,176.8,176.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 4/3,,,
320-U1333B-20X-4-A,320,U1333,B,20,20-4,X,4,A,19,31,176.99,177.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,firm,10YR 8/3,dolomite rich (>50?),,
320-U1333B-20X-4-A,320,U1333,B,20,20-4,X,4,A,31,137,177.11,178.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 7/4,,,
320-U1333B-20X-4-A,320,U1333,B,20,20-4,X,4,A,31,137,177.11,178.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 8/2,,,
320-U1333B-20X-CC-A,320,U1333,B,20,20-CC,X,CC,A,0,17,178.17,178.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Dolomite nannofossil,,Dolomite nannofossil ooze,50,firm,10YR 8/2,,,
320-U1333B-20X-CC-A,320,U1333,B,20,20-CC,X,CC,A,0,17,178.17,178.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,firm,10YR 7/4,,,
320-U1333B-20X-CC-A,320,U1333,B,20,20-CC,X,CC,A,0,40,178.17,178.57,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,,,
320-U1333B-20X-CC-A,320,U1333,B,20,20-CC,X,CC,A,17,40,178.34,178.57,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,,,
