Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1431A-3H-4-A,50,62,20.9,21.02,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,,2.5Y 3/1 (very dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,4,A,
349-U1431A-3H-4-A,62,65,21.02,21.05,,ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,,5Y 2.5/1 (black),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],P [A92],1,,,,,,,,,,,,planar,,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,4,A,
349-U1431A-3H-4-A,65,104,21.05,21.44,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,4,A,
349-U1431A-3H-4-A,104,117,21.44,21.57,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,4,A,
349-U1431A-3H-4-A,117,150,21.57,21.9,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,4,A,
349-U1431A-3H-5-A,0,43,21.9,22.33,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,43,58,22.33,22.48,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,58,61,22.48,22.51,,clay [Leg339],with glauconite,clay ,clay with glauconite,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,61,96,22.51,22.86,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,96,109,22.86,22.99,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,109,121,22.99,23.11,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,,GLEY 1 4/N (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,121,126,23.11,23.16,,ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,,GLEY 1 2.5/N (black),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,,,,,planar,,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-5-A,126,150,23.16,23.4,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,5,A,
349-U1431A-3H-6-A,0,3,23.4,23.43,,silt [Leg339],,silt ,silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,3,15,23.43,23.55,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/2 (grayish brown),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,15,18,23.55,23.58,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,18,36,23.58,23.76,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/2 (grayish brown),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,36,97,23.76,24.37,,silt [Leg339],,silt ,silt ,100,2.5Y 7/2 (light gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,97,123,24.37,24.63,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-6-A,123,150,24.63,24.9,silty [Leg339],clay [Leg339],,silty clay ,silty clay ,100,2.5Y 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,6,A,
349-U1431A-3H-7-A,0,48,24.9,25.38,,silty clay [MMK88],,silty clay ,silty clay ,100,2.5Y 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-7-A,48,76,25.38,25.66,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-7-A,76,98,25.66,25.88,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-7-A,98,115,25.88,26.05,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-7-A,115,125,26.05,26.15,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-7-A,125,150,26.15,26.4,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,2.5Y 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,7,A,
349-U1431A-3H-8-A,0,22,26.4,26.62,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/2 (grayish brown),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,very well [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,22,40,26.62,26.8,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,2.5Y 4/3 (olive brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,40,55,26.8,26.95,silty [Leg339],clay [Leg339],,silty clay ,silty clay ,100,2.5Y 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,55,61,26.95,27.01,,ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,100,2.5YR 2.5/2 (very dusky red),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,61,72,27.01,27.12,,clay [Leg339],,clay ,clay ,100,5Y 5/4 (olive),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,72,81,27.12,27.21,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-8-A,81,99,27.21,27.39,,clay [Leg339],,clay ,clay ,100,2.5 YR 7/1 (very dark scarlet),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,8,A,
349-U1431A-3H-9-A,0,24,27.4,27.64,,silt [Leg339],with clay [Leg339],silt ,silt  with clay [Leg339],90,2.5Y 5/2 (grayish brown),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,clay [Leg339],,clay ,clay ,10,100,,,,erosive,curved,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,9,A,
349-U1431A-3H-9-A,24,61,27.64,28.01,,silt [Leg339],with clay [Leg339],silt ,silt  with clay [Leg339],100,2.5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,A,3,H,9,A,
