Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1507B-4R-3-A,88,91,398.7,398.73,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,3,A,
371-U1507B-4R-3-A,91,105,398.73,398.87,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,3,A,
371-U1507B-4R-3-A,105,111,398.87,398.93,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,3,A,
371-U1507B-4R-3-A,111,123,398.93,399.05,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,3,A,
371-U1507B-4R-3-A,123,132,399.05,399.14,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,2.5Y 9.5/2 (very pale yellow),bed,parallel lamination,,,thin bed [B01],fine sand [W22_2],4,,,absent,0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,B,4,R,3,A,
371-U1507B-4R-4-A,0,96,399.16,400.12,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),layering,,,,thin lamina [B01],,,,,slight [B06],2,slump structures at 37cm and several micro-fracture (horizontal and 40deg dips),sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,4,A,
371-U1507B-4R-4-A,96,148,400.12,400.64,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,absent,0,homogeneous calyey nannofossil chalk imclined laminations,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,4,A,
371-U1507B-4R-5-A,0,55,400.64,401.19,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,absent,0,homogeneous clayey nannofossil chalk inclined laminations. cm-scale of volcanic ash bearing foraminiferal sandstone at ~45cm,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-5-A,55,68,401.19,401.32,,,,,,nannofossil chalk [Leg339],with volcanic ash [2014],nannofossil chalk with volcanic ash,,,N 8 (white),,,,,,,,,,absent,0,massive clayey nannofossil chalk conitnuous with the end of section 4,sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-5-A,68,75,401.32,401.39,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-5-A,75,82,401.39,401.46,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,2.5Y 9.5/2 (very pale yellow),bed,,,,,medium sand [W22_2],5,,,absent,0,rip p clast at the base,sharp boundary or contact,,sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-5-A,82,93,401.46,401.57,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-5-A,93,102,401.57,401.66,,,,,,nannofossil chalk [Leg339],with volcanic ash [2014],nannofossil chalk with volcanic ash,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,5,A,
371-U1507B-4R-6-A,0,140,402.08,403.48,,1,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,6,A,
371-U1507B-4R-6-A,0,140,402.08,403.48,,2,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,alternated several scm-scale of moderate and slight bioturbated interval. several mm-scale lamination affected by micro-fracture (40deg dip),,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,6,A,
371-U1507B-4R-7-A,0,28,403.48,403.76,,1,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,0,28,403.48,403.76,,2,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,slight [B06],2,alternated several scm-scale of moderate and slight bioturbated interval. several mm-scale lamination affected by micro-fracture (40deg dip),,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,28,55,403.76,404.03,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,2.5Y 8/2 (pale yellow),,,,,,,,,,sparse [B06],1,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,55,61,404.03,404.09,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,mm-scale and aleterd of foraminiferal sandstone,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,61,95,404.09,404.43,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,mm-scale and aleterd of foraminiferal limestone,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,95,97,404.43,404.45,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-7-A,97,110,404.45,404.58,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,7,A,
371-U1507B-4R-CC-A,0,9,404.58,404.67,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,4,R,CC,A,
371-U1507B-5R-1-A,0,24,404.6,404.84,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,24,31,404.84,404.91,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,31,38,404.91,404.98,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,38,47,404.98,405.07,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,47,57,405.07,405.17,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,57,62,405.17,405.22,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,62,64,405.22,405.24,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,N 8 (white),bed,,,,,,,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,64,76,405.24,405.36,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,76,88,405.36,405.48,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,88,120,405.48,405.8,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,120,124,405.8,405.84,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,N 8 (white),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,124,129,405.84,405.89,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,129,138,405.89,405.98,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,138,142,405.98,406.02,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-1-A,142,146,406.02,406.06,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,1,A,
371-U1507B-5R-2-A,0,14,406.06,406.2,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,14,30,406.2,406.36,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,30,31,406.36,406.37,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,31,41,406.37,406.47,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,41,46,406.47,406.52,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,46,48,406.52,406.54,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,48,55,406.54,406.61,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,N 8 (white),bed,,,,,medium sand [W22_2],5,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,55,69,406.61,406.75,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,69,72,406.75,406.78,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,72,93,406.78,406.99,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,93,101,406.99,407.07,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,101,119,407.07,407.25,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-2-A,119,125,407.25,407.31,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,N 8 (white),bed,,,,,medium sand [W22_2],5,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,2,A,
371-U1507B-5R-3-A,0,18,407.31,407.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,3,A,
371-U1507B-5R-3-A,18,20,407.49,407.51,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,3,A,
371-U1507B-5R-3-A,20,65,407.51,407.96,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,3,A,
371-U1507B-5R-3-A,65,69,407.96,408,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,3,A,
371-U1507B-5R-3-A,69,145,408,408.76,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,3,A,
371-U1507B-5R-4-A,0,6,408.76,408.82,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,medium sand [W22_2],5,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,5,R,4,A,
371-U1507B-5R-4-A,6,145,408.82,410.21,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,folded strata from 10 to 54 cm. Darker folded layer at 38 to 50.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,4,A,
371-U1507B-5R-5-A,0,124,410.21,411.45,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,Darker layer at 70-72 cm and at 119 cm,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,5,A,
371-U1507B-5R-6-A,0,104,411.45,412.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,6,A,
371-U1507B-5R-7-A,0,37,412.49,412.86,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,37,62,412.86,413.11,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,62,86,413.11,413.35,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,86,91,413.35,413.4,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,91,100,413.4,413.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,100,103,413.49,413.52,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-5R-7-A,103,119,413.52,413.68,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,5,R,7,A,
371-U1507B-6R-1-A,0,11,414.2,414.31,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,1,A,
