Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data
340-U1396A-4H-7-A,340,U1396,A,4,4-7,H,7,A,74,78,34.34,34.38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fine sediment,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,80,0,20,,well [BP01],absent [alteration],0,biogenic clastics,,,,,,,,,
340-U1396A-4H-7-A,340,U1396,A,4,4-7,H,7,A,78,82,34.38,34.42,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagite,0,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,80,0,100,,moderate [BP01],absent [alteration],0,biogenic clastics with small amounts of volcaniclastic crystals,,,,,,,,,
340-U1396A-4H-CC-A,340,U1396,A,4,4-CC,H,CC,A,0,9,34.42,34.51,severe [drilling disturbance],7,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,5,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-CC-A,340,U1396,A,4,4-CC,H,CC,A,9,21,34.51,34.63,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,5,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-CC-A,340,U1396,A,4,4-CC,H,CC,A,21,21.5,34.63,34.635,slight [drilling disturbance],2,calcareous sand [Leg210],75,medium sand [T07],6,ash [F&S84],25,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,25,0,0,25,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-CC-A,340,U1396,A,4,4-CC,H,CC,A,21.5,35,34.635,34.77,slight [drilling disturbance],2,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,5,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-CC-A,340,U1396,A,4,4-CC,H,CC,A,35,41,34.77,34.83,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,0,18,34.1,34.28,moderate [drilling disturbance],4,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,18,32,34.28,34.42,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],80,very coarse sand [T07],8,calcareous sand [Leg210],20,very coarse sand [T07],8,100,"non-sorted volcaniclastic sand with 1% of granule
",1,0,,0,,30,,0,,30,,0,,40,,,,,0,0,40,0,40,0,0,0,0,20,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,32,34,34.42,34.44,moderate to high [drilling disturbance],5,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,fine grained mixture of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,20,0,0,0,0,70,,well [BP01],rare [alteration],2,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,34,61,34.44,34.71,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],80,very coarse sand [T07],8,calcareous sand [Leg210],20,very coarse sand [T07],8,100,non-sorted volcaniclastic sand with 1% of granule,1,0,,0,,30,,0,,30,,0,,40,,,,,0,0,40,0,40,0,0,0,0,20,,very poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,61,65,34.71,34.75,moderate to high [drilling disturbance],5,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,fine grained mixture of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,20,0,0,0,0,70,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,65,68,34.75,34.78,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],80,medium sand [T07],6,calcareous sand [Leg210],20,medium sand [T07],6,100,fine grained volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,40,0,0,0,0,20,,moderately well [BP01],rare [alteration],2,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,68,69,34.78,34.79,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-1-A,340,U1396,A,5,5-1,H,1,A,69,150,34.79,35.6,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic sediments mottled,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-2-A,340,U1396,A,5,5-2,H,2,A,0,76,35.6,36.36,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,silty hemipelagic sediment,1,0,,0,,0,,100,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-2-A,340,U1396,A,5,5-2,H,2,A,76,77,36.36,36.37,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,"thin tephra layer?
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,20,50,0,0,0,0,30,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-2-A,340,U1396,A,5,5-2,H,2,A,77,150,36.37,37.1,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,sandy to silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-3-A,340,U1396,A,5,5-3,H,3,A,0,83,37.1,37.93,minimal [drilling disturbance],1,calcareous sand [Leg210],95,fine sand [T07],4,volcaniclastic-sand [BGS-S81],5,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-3-A,340,U1396,A,5,5-3,H,3,A,83,83.5,37.93,37.935,minimal [drilling disturbance],1,calcareous sand [Leg210],90,fine sand [T07],4,ash [F&S84],10,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,5,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-3-A,340,U1396,A,5,5-3,H,3,A,83.5,150,37.935,38.6,minimal [drilling disturbance],1,calcareous sand [Leg210],95,fine sand [T07],4,volcaniclastic-sand [BGS-S81],5,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-4-A,340,U1396,A,5,5-4,H,4,A,0,63,38.6,39.23,moderate [drilling disturbance],4,carbonate ooze [Leg178],50,silt-fine mud [T07],2,calcareous sand [Leg210],50,fine sand [T07],4,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,10,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-4-A,340,U1396,A,5,5-4,H,4,A,63,67,39.23,39.27,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-4-A,340,U1396,A,5,5-4,H,4,A,67,74,39.27,39.34,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,10,40,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-4-A,340,U1396,A,5,5-4,H,4,A,74,98,39.34,39.58,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,10,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-4-A,340,U1396,A,5,5-4,H,4,A,98,150,39.58,40.1,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,mottled hemipelagic sediment,2,0,,0,,0,,0,,0,,100,,0,,,mud clast,rounded,0,0,0,0,0,0,0,50,10,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,0,29,40.1,40.39,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,5,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,29,34,40.39,40.44,moderate [drilling disturbance],4,ash [F&S84],100,coarse sand [T07],7,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,60,20,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,34,65,40.44,40.75,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine medium sand [T07],5,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,10,2,86,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,65,100,40.75,41.1,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic fines,1,0,,0,,100,,0,,0,,0,,0,,,,angular,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,100,106,41.1,41.16,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic fines,5,0,,0,,100,,0,,0,,0,,0,,,,angular,0,0,0,0,2,0,0,30,0,68,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-5-A,340,U1396,A,5,5-5,H,5,A,106,150,41.16,41.6,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine medium sand [T07],5,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-6-A,340,U1396,A,5,5-6,H,6,A,0,44,41.6,42.04,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,"hemipelagic fines, bioturbated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,0,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-6-A,340,U1396,A,5,5-6,H,6,A,44,47,42.04,42.07,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,"vitric ashfall, bioturbated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,98,0,0,0,,well [BP01],absent [alteration],0,others are glass shards,,,,,,,,,
340-U1396A-5H-6-A,340,U1396,A,5,5-6,H,6,A,47,150,42.07,43.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,"hemipelagic fines, bioturbated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-7-A,340,U1396,A,5,5-7,H,7,A,0,77,43.1,43.87,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-CC-A,340,U1396,A,5,5-CC,H,CC,A,0,34,43.87,44.21,moderate to high [drilling disturbance],5,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-5H-CC-A,340,U1396,A,5,5-CC,H,CC,A,34,40,44.21,44.27,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,
340-U1396A-6H-1-A,340,U1396,A,6,6-1,H,1,A,0,25,43.6,43.85,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-1-A,340,U1396,A,6,6-1,H,1,A,25,150,43.85,45.1,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-2-A,340,U1396,A,6,6-2,H,2,A,0,150,45.1,46.6,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,4,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-3-A,340,U1396,A,6,6-3,H,3,A,0,150,46.6,48.1,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,single large pumice clast (15 mm),,0,0,0,0,0,0,0,5,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,0,17,48.1,48.27,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,40,0,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,17,23,48.27,48.33,moderate [drilling disturbance],4,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,,,100,"disturbed part, bio/volcaniclastic mixed",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,20,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,23,47,48.33,48.57,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,20,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,47,48,48.57,48.58,moderate [drilling disturbance],4,calcareous sand [Leg210],100,granule [T07],9,,,,,100,hemipelagic fines,50,0,,0,,100,granule [T07],0,,0,,0,,0,,,,angular,0,0,0,0,2,0,0,40,0,58,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,48,61,48.58,48.71,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,5,0,,0,,100,granule [T07],0,,0,,0,,0,,,,angular,0,0,0,0,2,0,0,40,0,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,61,63,48.71,48.73,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,30,0,0,10,0,20,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,63,70,48.73,48.8,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,40,0,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,70,71,48.8,48.81,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,5,30,0,0,15,0,20,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,71,78,48.81,48.88,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,40,0,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,78,82,48.88,48.92,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"disturbed part, volcaniclastic sand",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,40,0,58,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,82,83,48.92,48.93,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,a series of pyroclastic fallout,0,0,,0,,0,,0,,0,,0,,0,,,,,5,20,45,20,10,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,83,93,48.93,49.03,moderate [drilling disturbance],4,ash [F&S84],100,very coarse sand [T07],8,,,,,100,a series of pyroclastic fallout,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,50,5,5,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,93,94,49.03,49.04,moderate [drilling disturbance],4,ash [F&S84],100,granule [T07],9,,,,,100,a series of pyroclastic fallout,0,0,,0,,50,granule [T07],50,granule [T07],0,,0,,0,,,,angular,20,0,70,5,5,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,94,95,49.04,49.05,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,a series of pyroclastic fallout,90,0,,0,,0,,0,,0,,0,,0,,,,,30,30,20,0,15,0,0,5,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-4-A,340,U1396,A,6,6-4,H,4,A,95,150,49.05,49.6,slight [drilling disturbance],2,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,40,0,58,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,0,42,49.6,50.02,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine grained hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,42,50,50.02,50.1,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,50,51,50.1,50.11,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,50,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,51,57,50.11,50.17,moderate [drilling disturbance],4,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,sandy hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,40,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,57,61,50.17,50.21,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,50,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,61,143,50.21,51.03,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],70,fine sand [T07],4,calcareous sand [Leg210],30,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,143,147,51.03,51.07,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,30,0,0,0,10,0,20,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-5-A,340,U1396,A,6,6-5,H,5,A,147,150,51.07,51.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine grained hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,0,3,51.1,51.13,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,3,4,51.13,51.14,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,30,0,0,0,0,40,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,4,55,51.14,51.65,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,55,60,51.65,51.7,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,30,30,0,30,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,60,120,51.7,52.3,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,Single large brown pumice clast,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,120,123,52.3,52.33,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,50,0,0,0,0,30,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,123,144,52.33,52.54,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
