Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass comments,File Data,Extra Sample ID Data
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,18,25,19.48,19.55,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,25,53,19.55,19.83,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,53,94,19.83,20.24,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,94,103,20.24,20.33,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,103,111,20.33,20.41,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,111,112,20.41,20.42,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,112,119,20.42,20.49,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,119,120,20.49,20.5,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,120,137,20.5,20.67,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,137,150,20.67,20.8,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,0,6,20.8,20.86,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,6,19,20.86,20.99,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,19,63,20.99,21.43,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,althernation of medium volcanic sand and fine volcanic sand layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,63,74,21.43,21.54,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,74,77,21.54,21.57,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,77,95,21.57,21.75,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,95,105,21.75,21.85,slight to moderate [drilling disturbance],3,ash [F&S84],100,very coarse sand [T07],8,,,,,100,coarse grained massive volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,30,0,40,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-2-A,340,U1397,A,4,4-2,H,2,A,105,150,21.85,22.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,0,3,22.3,22.33,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,3,10,22.33,22.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,10,11,22.4,22.41,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,11,13,22.41,22.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,13,45,22.43,22.75,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,0,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,45,72,22.75,23.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,72,84,23.02,23.14,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,84,97,23.14,23.27,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,97,100,23.27,23.3,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,100,110,23.3,23.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,110,114,23.4,23.44,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,114,120,23.44,23.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,120,124,23.5,23.54,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,0,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,124,138,23.54,23.68,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,138,139,23.68,23.69,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-3-A,340,U1397,A,4,4-3,H,3,A,139,150,23.69,23.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,0,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,0,3,23.8,23.83,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,3,13,23.83,23.93,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,13,18,23.93,23.98,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,18,21,23.98,24.01,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,21,22,24.01,24.02,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,22,37,24.02,24.17,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,37,41,24.17,24.21,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,41,43,24.21,24.23,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,43,45,24.23,24.25,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,45,54,24.25,24.34,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,54,55,24.34,24.35,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,55,57,24.35,24.37,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,57,58,24.37,24.38,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,58,80,24.38,24.6,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,80,81,24.6,24.61,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,81,83,24.61,24.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,83,85,24.63,24.65,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,85,87,24.65,24.67,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,87,88,24.67,24.68,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,88,111,24.68,24.91,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,111,120,24.91,25,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,120,125,25,25.05,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,125,126,25.05,25.06,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,126,130,25.06,25.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,130,131,25.1,25.11,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall or mixed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,70,0,0,0,5,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-4-A,340,U1397,A,4,4-4,H,4,A,131,150,25.11,25.3,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,30,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,0,27,25.3,25.57,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,30,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,27,28,25.57,25.58,slight to moderate [drilling disturbance],3,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,28,56,25.58,25.86,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,56,57,25.86,25.87,slight to moderate [drilling disturbance],3,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,57,73,25.87,26.03,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,73,82,26.03,26.12,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],30,silt-fine mud [T07],2,100,mixture of fine grained bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,35,0,40,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,82,91,26.12,26.21,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,91,99,26.21,26.29,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],30,silt-fine mud [T07],2,100,mixture of fine grained bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,35,0,40,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,99,113,26.29,26.43,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,113,114,26.43,26.44,moderate [drilling disturbance],4,ash [F&S84],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,20,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,114,123,26.44,26.53,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,123,143,26.53,26.73,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,mixture of fine grained bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,35,0,40,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-5-A,340,U1397,A,4,4-5,H,5,A,143,150,26.73,26.8,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,0,6,26.8,26.86,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,6,12,26.86,26.92,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,12,27,26.92,27.07,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
