Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1339B-19H-3-A,323,U1339,B,19,19-3,H,3,A,76,84,161.22,161.3,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,,soft,5Y 5/2,,,,,'',,,,,,,,
323-U1339B-19H-3-A,323,U1339,B,19,19-3,H,3,A,84,109,161.3,161.55,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-3-A,323,U1339,B,19,19-3,H,3,A,109,120,161.55,161.66,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,,hard,5Y 6/3,,,,,diagenetic concretion,,,,,,,,
323-U1339B-19H-3-A,323,U1339,B,19,19-3,H,3,A,120,150,161.66,161.96,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-4-A,323,U1339,B,19,19-4,H,4,A,0,93,161.96,162.89,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-4-A,323,U1339,B,19,19-4,H,4,A,93,109,162.89,163.05,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/3,,,,,three thin parallel beds,,,,,,,,
323-U1339B-19H-4-A,323,U1339,B,19,19-4,H,4,A,109,150,163.05,163.46,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-5-A,323,U1339,B,19,19-5,H,5,A,0,67,163.46,164.13,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-5-A,323,U1339,B,19,19-5,H,5,A,67,120,164.13,164.66,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,
323-U1339B-19H-5-A,323,U1339,B,19,19-5,H,5,A,120,150,164.66,164.96,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-6-A,323,U1339,B,19,19-6,H,6,A,0,150,164.96,166.46,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-7-A,323,U1339,B,19,19-7,H,7,A,0,118,166.46,167.64,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-CC-A,323,U1339,B,19,19-CC,H,CC,A,0,31,167.64,167.95,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-20H-1-A,323,U1339,B,20,20-1,H,1,A,0,143,167.5,168.93,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-20H-2-A,323,U1339,B,20,20-2,H,2,A,0,150,168.93,170.43,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-20H-3-A,323,U1339,B,20,20-3,H,3,A,0,130,170.43,171.73,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-20H-3-A,323,U1339,B,20,20-3,H,3,A,130,150,171.73,171.93,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-20H-4-A,323,U1339,B,20,20-4,H,4,A,0,150,171.93,173.43,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-20H-5-A,323,U1339,B,20,20-5,H,5,A,0,150,173.43,174.93,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-20H-6-A,323,U1339,B,20,20-6,H,6,A,0,150,174.93,176.43,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-20H-6-A,323,U1339,B,20,20-6,H,6,A,127,130,176.2,176.23,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5YR 3/1,,,,,brownish ash layer,,,,,,,,
323-U1339B-20H-7-A,323,U1339,B,20,20-7,H,7,A,0,87,176.43,177.3,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-20H-CC-A,323,U1339,B,20,20-CC,H,CC,A,0,43,177.31,177.74,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-21H-1-A,323,U1339,B,21,21-1,H,1,A,0,49,177,177.49,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-21H-2-A,323,U1339,B,21,21-2,H,2,A,0,150,177.49,178.99,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-21H-3-A,323,U1339,B,21,21-3,H,3,A,0,95,178.99,179.94,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-21H-3-A,323,U1339,B,21,21-3,H,3,A,95,100,179.94,179.99,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-21H-3-A,323,U1339,B,21,21-3,H,3,A,100,150,179.99,180.49,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-4-A,323,U1339,B,21,21-4,H,4,A,0,150,180.49,181.99,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-5-A,323,U1339,B,21,21-5,H,5,A,0,150,181.99,183.49,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-6-A,323,U1339,B,21,21-6,H,6,A,0,42,183.49,183.91,silt [S54],"Shepard, 1954",diatom-rich,diatom rich Silt,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-6-A,323,U1339,B,21,21-6,H,6,A,42,46,183.91,183.95,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,dark ash layer,,,,,,,,
323-U1339B-21H-6-A,323,U1339,B,21,21-6,H,6,A,46,60,183.95,184.09,silt [S54],"Shepard, 1954",diatom-rich,diatom rich Silt,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-6-A,323,U1339,B,21,21-6,H,6,A,60,150,184.09,184.99,silt [S54],"Shepard, 1954",diatom-rich,diatom rich Silt,,soft,5GY 5/1,,,,,,,,,,,,,
323-U1339B-21H-7-A,323,U1339,B,21,21-7,H,7,A,0,32,184.99,185.31,diatom ooze,Leg 323,,diatom ooze,,soft,5GY 5/1,,,,,,,,,,,,,
323-U1339B-21H-7-A,323,U1339,B,21,21-7,H,7,A,32,41,185.31,185.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-21H-7-A,323,U1339,B,21,21-7,H,7,A,41,150,185.4,186.49,diatom ooze,Leg 323,,diatom ooze,,soft,5GY 5/1,,,,,,,,,,,,,
323-U1339B-21H-8-A,323,U1339,B,21,21-8,H,8,A,0,79,186.49,187.28,diatom ooze,Leg 323,,diatom ooze,,soft,5GY 5/1,,,,,,,,,,,,,
323-U1339B-21H-CC-A,323,U1339,B,21,21-CC,H,CC,A,0,41,187.28,187.69,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-1-A,323,U1339,B,22,22-1,H,1,A,0,14,186.5,186.64,silty clay [S54],"Shepard, 1954",diatom-rich,diatom rich Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-1-A,323,U1339,B,22,22-1,H,1,A,14,18,186.64,186.68,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,2.5Y 5/2,,,,,brownish ash layer,,,,,,,,
323-U1339B-22H-1-A,323,U1339,B,22,22-1,H,1,A,18,90,186.68,187.4,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-2-A,323,U1339,B,22,22-2,H,2,A,0,129,187.4,188.69,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-3-A,323,U1339,B,22,22-3,H,3,A,0,34,188.69,189.03,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-3-A,323,U1339,B,22,22-3,H,3,A,34,51,189.03,189.2,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 5/1,,,,,,,,,,,,,
323-U1339B-22H-3-A,323,U1339,B,22,22-3,H,3,A,51,150,189.2,190.19,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-4-A,323,U1339,B,22,22-4,H,4,A,0,67,190.19,190.86,silty clay [S54],"Shepard, 1954",,Silty Clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-5-A,323,U1339,B,22,22-5,H,5,A,0,150,190.86,192.36,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-22H-6-A,323,U1339,B,22,22-6,H,6,A,0,145,192.36,193.81,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-22H-6-A,323,U1339,B,22,22-6,H,6,A,145,147,193.81,193.83,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-6-A,323,U1339,B,22,22-6,H,6,A,147,150,193.83,193.86,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-7-A,323,U1339,B,22,22-7,H,7,A,0,86,193.86,194.72,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-7-A,323,U1339,B,22,22-7,H,7,A,86,96,194.72,194.82,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,
323-U1339B-22H-7-A,323,U1339,B,22,22-7,H,7,A,96,128,194.82,195.14,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-7-A,323,U1339,B,22,22-7,H,7,A,124,128,195.1,195.14,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5YR 7/1,,,,,light ash layer,,,,,,,,
323-U1339B-22H-7-A,323,U1339,B,22,22-7,H,7,A,128,150,195.14,195.36,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-8-A,323,U1339,B,22,22-8,H,8,A,0,120,195.36,196.56,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-22H-CC-A,323,U1339,B,22,22-CC,H,CC,A,0,37,196.56,196.93,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1,,,,,,,,,,,,,
