Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1345C-15H-3-A,323,U1345,C,15,15-3,H,3,A,0,150,131.65,133.15,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-4-A,323,U1345,C,15,15-4,H,4,A,0,44,133.15,133.59,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-4-A,323,U1345,C,15,15-4,H,4,A,44,119,133.59,134.34,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,90.0,stiff,4/N,,,,,thinly laminated,,,,,,,
323-U1345C-15H-4-A,323,U1345,C,15,15-4,H,4,A,44,119,133.59,134.34,diatom ooze,Leg 323,,diatom ooze,10.0,stiff,5Y 4/2,,,,,thinly laminated,,,,,,,
323-U1345C-15H-4-A,323,U1345,C,15,15-4,H,4,A,119,150,134.34,134.65,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-5-A,323,U1345,C,15,15-5,H,5,A,0,121,134.65,135.86,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-5-A,323,U1345,C,15,15-5,H,5,A,121,150,135.86,136.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-15H-6-A,323,U1345,C,15,15-6,H,6,A,0,150,136.15,137.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-15H-7-A,323,U1345,C,15,15-7,H,7,A,0,116,137.65,138.81,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-15H-8-A,323,U1345,C,15,15-8,H,8,A,0,65,138.81,139.46,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-15H-CC-A,323,U1345,C,15,15-CC,H,CC,A,0,44,139.46,139.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-16H-1-A,323,U1345,C,16,16-1,H,1,A,0,58,139.0,139.58,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,4/N,,,,,,,,,,,,
323-U1345C-16H-2-A,323,U1345,C,16,16-2,H,2,A,0,145,139.58,141.03,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,4/N,,,,,,,,,,,,
323-U1345C-16H-3-A,323,U1345,C,16,16-3,H,3,A,0,105,141.03,142.08,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,4/N,,,,,,,,,,,,
323-U1345C-16H-3-A,323,U1345,C,16,16-3,H,3,A,105,123,142.08,142.26,diatom clayey silt,,authigenic-carbonate-rich,authigenic-carbonate-rich diatom clayey silt,,stiff,5Y 7/2,,,,,"pumice and its fragments
Authigenic carbonate is also recognized.",,,,,,,
323-U1345C-16H-3-A,323,U1345,C,16,16-3,H,3,A,123,150,142.26,142.53,silty clay [S54],"Shepard, 1954",,silty clay,,stiff,4/N,,,,,,,,,,,,
323-U1345C-16H-4-A,323,U1345,C,16,16-4,H,4,A,0,7,142.53,142.6,silty clay [S54],"Shepard, 1954",,silty clay,,stiff,4/N,,,,,,,,,,,,
323-U1345C-16H-4-A,323,U1345,C,16,16-4,H,4,A,7,150,142.6,144.03,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-16H-5-A,323,U1345,C,16,16-5,H,5,A,0,54,144.03,144.57,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-16H-5-A,323,U1345,C,16,16-5,H,5,A,54,150,144.57,145.53,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,authigenic carbonate at Sec. 7 (70cm),,,,,,,
323-U1345C-16H-6-A,323,U1345,C,16,16-6,H,6,A,0,144,145.53,146.97,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,authigenic carbonate at Sec. 7 (70cm),,,,,,,
323-U1345C-16H-7-A,323,U1345,C,16,16-7,H,7,A,0,122,146.97,148.19,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,authigenic carbonate at Sec. 7 (70cm),,,,,,,
323-U1345C-16H-CC-A,323,U1345,C,16,16-CC,H,CC,A,0,24,148.19,148.43,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,authigenic carbonate at Sec. 7 (70cm),,,,,,,
