Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1464B-20H-3-A,0,150,176.2,177.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite and coarser grains (carbonate and forams) in burrows. Sparse forams also scattered in the mudstone. Urchin spine and sand size bivalve fragments. Small celestite nodule. Base of sea urchin spine.",,,,356,U1464,B,20,H,3,A
356-U1464B-20H-4-A,0,150,177.7,179.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithfied, light greenish gray mudstone with common bioturbation. Pyrite and coarser grains concentrated in burrows. Shell fragments and forams scattered (one bryozoan fragment)",,,,356,U1464,B,20,H,4,A
356-U1464B-20H-5-A,0,93,179.2,180.13,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,common [B06],4,,,"Unlithfied, light greenish gray mudstone with common bioturbation. Pyrite and coarser grains concentrated in burrows. Shell fragments and forams scattered. A bryozoan fragment",,,,356,U1464,B,20,H,5,A
356-U1464B-20H-CC-A,0,7,180.13,180.2,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,20,H,CC,A
356-U1464B-21H-1-A,0,150,180.2,181.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation and disseminated pyrite. Pyrite and coarser grains are mainly concentrated in burrows. Sea urchin spine. Sparse shell fragments",,,,356,U1464,B,21,H,1,A
356-U1464B-21H-2-A,0,150,181.7,183.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with intervals of vf sand size grains and common bioturbation. Pyrite is mainly concentrated in burrows but also disseminated in matrix. Sea urchin spines. Sparse shell fragments and forams",,,,356,U1464,B,21,H,2,A
356-U1464B-21H-3-A,0,145,183.2,184.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with interval with vf sand and moderate bioturbation. Pyrite is mainly concentrated in burrows. Sparse shell fragments and one foram",,,,356,U1464,B,21,H,3,A
356-U1464B-21H-4-A,0,150,184.7,186.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite and coarser grains concentrated in burrows. Sparse shell fragments, sand size. Occasional foram",,,,356,U1464,B,21,H,4,A
356-U1464B-21H-5-A,0,102,186.2,187.22,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite mainly concentrated in burrows. A 2 cm long pyrite concretion. A sea urchin spine, Sparse shell fragments.",,,,356,U1464,B,21,H,5,A
356-U1464B-21H-CC-A,0,5,187.22,187.27,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite mainly concentrated in burrows. Sparse shell fragments.",,,,356,U1464,B,21,H,CC,A
356-U1464B-21H-CC-A,5,10,187.27,187.32,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,21,H,CC,A
356-U1464B-22H-1-A,0,150,189.7,191.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, light gray, homogeneous mudstone very fine grained. Moderate bioturbation with pyrite in burrows. A celestite nodule (<0.5 mm). Shell fragments vf sand size",,,,356,U1464,B,22,H,1,A
356-U1464B-22H-2-A,0,150,191.2,192.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light gray,,,,,moderate [B06],3,,,,,,,356,U1464,B,22,H,2,A
356-U1464B-22H-3-A,0,150,192.7,194.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Unlithified, light olive gray mudstone with moderate bioturbation and pyrite concentrated in burrows. Sparse vf sand size shell fragments including an urchin spine",,,,356,U1464,B,22,H,3,A
356-U1464B-22H-4-A,0,150,194.2,195.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Unlithified, olive gray mudstone with moderate bioturbation. Pyrite concentrated in burrows. Sparse vf sand size shell fragments",,,,356,U1464,B,22,H,4,A
356-U1464B-22H-5-A,0,90,195.7,196.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite mainly concentrated in burrows. Sparse shell fragments.",,,,356,U1464,B,22,H,5,A
356-U1464B-22H-CC-A,0,5,196.6,196.65,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,22,H,CC,A
356-U1464B-23H-1-A,0,150,199.2,200.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Unlithified, olive gray mudstone with fine sand size grains in lenses and burrows. Pyrite and small benthic forams in burrows",,,,356,U1464,B,23,H,1,A
356-U1464B-23H-2-A,0,150,200.7,202.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,common [B06],4,,,"Unlithified, light greenish gray mudstone with fine sand in lenses, laminae (at 62 cm with sharp contac) and as burrow infill. Small benthic forams and pyrite concentrated in a few burrows.",,,,356,U1464,B,23,H,2,A
356-U1464B-23H-3-A,0,150,202.2,203.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,common [B06],4,,,"Unlithified, light greenish gray mudstone with fine sand size grains concentrated in lenses and burrows. Common disseminated pyrite and sparse sand size shell fragments. Pyrite and forams in burrows and sandy intervals",,,,356,U1464,B,23,H,3,A
356-U1464B-23H-4-A,0,150,203.7,205.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with sparse fine sand disseminated. Moderate burrowing with pyiite and forams in them. Two nodules of possibly celestite",,,,356,U1464,B,23,H,4,A
356-U1464B-23H-5-A,0,150,205.2,206.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with common disseminated fine sand in lenses and burrows. Forams and pyrite in some of the burrows. Possibly a bryozoan",,,,356,U1464,B,23,H,5,A
356-U1464B-23H-6-A,0,130,206.7,208.0,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with sparse fine sand mainly concentrated in burrows and lenses. Benthic forams in burrows",,,,356,U1464,B,23,H,6,A
356-U1464B-23H-7-A,0,62,208.0,208.62,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with very sparse sand size grains in burrows and lenses. Sparse benthic forams. an urchin spine and fragment of bivalve",,,,356,U1464,B,23,H,7,A
356-U1464B-24H-1-A,0,150,208.7,210.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with fine sand concentrated in burrows and lenses. Sparse very small benthic forams",,,,356,U1464,B,24,H,1,A
356-U1464B-24H-2-A,0,150,210.2,211.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation and fine sand concentrated in burrows. Sparse pyrite, forams and shell fragments",,,,356,U1464,B,24,H,2,A
356-U1464B-24H-3-A,0,140,211.7,213.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithfied, light greenish gray mudstone with fine sand in burrows and lenses. Pyrite in burrows and forams more abundant. Sparse shell fragments",,,,356,U1464,B,24,H,3,A
356-U1464B-24H-4-A,0,150,213.2,214.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified light greenish gray mudstone with very sparse disseminated fine sand. Sparse pyrite mainly in burrows. Shell fragments, benthic forams, gastropod mud cast.",,,,356,U1464,B,24,H,4,A
356-U1464B-24H-5-A,0,94,214.7,215.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Very sparse pyrite and burrows. Small benthic forams in burrows",,,,356,U1464,B,24,H,5,A
356-U1464B-24H-CC-A,0,6,215.64,215.7,,,,,,,,,,,,,,,,,all to pal,,,,356,U1464,B,24,H,CC,A
356-U1464B-25H-1-A,0,150,218.2,219.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithified, light greenish gray mudstone with slight bioturbation. Pyrite in few burrows, also forams",,,,356,U1464,B,25,H,1,A
356-U1464B-25H-2-A,0,150,219.7,221.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithified, light greenish gray mudstone with slight burrows, few forams",,,,356,U1464,B,25,H,2,A
356-U1464B-25H-3-A,0,150,221.2,222.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Sparse vf sand size grains in the lower part of the Section. A benthic foram and a vf sand size shell fragment",,,,356,U1464,B,25,H,3,A
356-U1464B-25H-4-A,0,42,222.7,223.12,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,grading (normal),,,moderate [B06],3,sharp,sub-vertical,"Unlithified, greenish gray mudstone with fine snd size in burrows and lenses. A sharp sub-vertical contact at the base contains abundant pyrite. The sediment above is graded. Occasional small benthic forams",,,,356,U1464,B,25,H,4,A
356-U1464B-25H-4-A,42,150,223.12,224.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithified, light greenish gray mudstone with slight bioturbation, pyrite in burrows and few small benthic forams",,,,356,U1464,B,25,H,4,A
356-U1464B-25H-5-A,0,72,224.2,224.92,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with fine sand disseminated, in burrows and lenses. Benthic forams and shell fragments",,,,356,U1464,B,25,H,5,A
356-U1464B-25H-5-A,72,89,224.92,225.09,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Light greenish gray mudstone, contains a pyrite nodule",,,,356,U1464,B,25,H,5,A
356-U1464B-25H-6-A,0,119,225.09,226.28,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,Deformed by coring,,,,356,U1464,B,25,H,6,A
356-U1464B-25H-CC-A,0,10,226.28,226.38,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,destroyed by coring,,,,356,U1464,B,25,H,CC,A
356-U1464B-25H-CC-A,10,15,226.38,226.43,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,25,H,CC,A
356-U1464B-26H-1-A,0,150,227.7,229.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Burrows contain pyrite and forams",,,,356,U1464,B,26,H,1,A
356-U1464B-26H-2-A,0,150,229.2,230.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite and forams in burrows. A 3 cm pyrite nodule near the base in a burrow",,,,356,U1464,B,26,H,2,A
356-U1464B-26H-3-A,0,150,230.7,232.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with fine sand in lenses and burrows. Burrows also contain pyrite and forams",,,,356,U1464,B,26,H,3,A
356-U1464B-26H-4-A,0,150,232.2,233.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite and forams in burrows and sparse sand size shell fragments. A very large pebble of pyrite between 81-86 cm. Benthic forams are in the pyrite concretion",,,,356,U1464,B,26,H,4,A
356-U1464B-26H-5-A,0,150,233.7,235.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation. Pyrite and forams in burrows. Celestite concretions (1 cm and 2 cm long). Two sand size shell fragments",,,,356,U1464,B,26,H,5,A
356-U1464B-26H-CC-A,0,5,235.2,235.25,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,26,H,CC,A
356-U1464B-27H-1-A,0,150,237.2,238.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,1,A
356-U1464B-27H-2-A,0,150,238.7,240.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,2,A
356-U1464B-27H-3-A,0,140,240.2,241.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,bivalve,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains bivalve fragments, and unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,3,A
356-U1464B-27H-3-A,140,150,241.6,241.7,,,,,,,,,,,,,,,,,IW,,,,356,U1464,B,27,H,3,A
356-U1464B-27H-4-A,0,150,241.7,243.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,4,A
356-U1464B-27H-5-A,0,109,243.2,244.29,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,5,A
356-U1464B-27H-6-A,0,51,244.29,244.8,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,27,H,6,A
356-U1464B-27H-CC-A,0,6,244.8,244.86,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,27,H,CC,A
356-U1464B-28H-1-A,0,150,246.7,248.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite, and concretions. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,28,H,1,A
356-U1464B-28H-1-A,0,150,246.7,248.2,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,28,H,1,A
356-U1464B-28H-2-A,0,150,248.2,249.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite, and concretions. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,28,H,2,A
356-U1464B-28H-3-A,0,150,249.7,251.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. At the top part of the core (22-25 cm depth), a strongly lithified concretion occurs. Moderate bioturbation.",,,,356,U1464,B,28,H,3,A
356-U1464B-28H-3-A,0,150,249.7,251.2,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,28,H,3,A
356-U1464B-28H-4-A,0,52,251.2,251.72,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite. At the top part of the core (22-25 cm depth), a strongly lithified concretion occurs. Moderate bioturbation.",,,,356,U1464,B,28,H,4,A
356-U1464B-28H-4-A,52,150,251.72,252.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite, and concretions. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,28,H,4,A
356-U1464B-28H-4-A,52,150,251.72,252.7,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,28,H,4,A
356-U1464B-28H-5-A,0,140,252.7,254.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite, and concretions. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,28,H,5,A
356-U1464B-28H-6-A,0,53,254.1,254.63,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, grayish green mudstone with disseminated pyrite, and concretions. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,28,H,6,A
356-U1464B-28H-CC-A,0,5,254.63,254.68,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,,,,,,,"Unlithifed, grayish green mudstone.",,,,356,U1464,B,28,H,CC,A
356-U1464B-28H-CC-A,0,10,254.63,254.73,,,,,,,,light greenish gray,,,,,,,,,,,,,356,U1464,B,28,H,CC,A
356-U1464B-29H-1-A,0,150,256.2,257.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,slight [B06],2,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Slight bioturbation.",,,,356,U1464,B,29,H,1,A
356-U1464B-29H-2-A,0,150,257.7,259.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,slight [B06],2,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Slight bioturbation.",,,,356,U1464,B,29,H,2,A
356-U1464B-29H-3-A,0,150,259.2,260.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,slight [B06],2,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite. It contains unidentified bioclasts. Slight bioturbation.",,,,356,U1464,B,29,H,3,A
356-U1464B-29H-4-A,0,150,260.7,262.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite and foram rich patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,29,H,4,A
356-U1464B-29H-5-A,0,127,262.2,263.47,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite and foram rich patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,29,H,5,A
356-U1464B-29H-5-A,127,132,263.47,263.52,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,29,H,5,A
356-U1464B-30H-1-A,0,150,265.7,267.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,1,A
356-U1464B-30H-2-A,0,97,267.2,268.17,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,2,A
356-U1464B-30H-2-A,97,150,268.17,268.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate [B06],3,bioturbated,sub-horizontal,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,2,A
356-U1464B-30H-3-A,0,138,268.7,270.08,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,pyrite (disseminated),,,,,,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,3,A
356-U1464B-30H-3-A,138,150,270.08,270.2,,,,,,,,,,,,,,,,,IW,,,,356,U1464,B,30,H,3,A
356-U1464B-30H-4-A,0,150,270.2,271.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,4,A
356-U1464B-30H-5-A,0,84,271.7,272.54,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains unidentified bioclasts. Moderate bioturbation.",,,,356,U1464,B,30,H,5,A
356-U1464B-30H-5-A,84,92,272.54,272.62,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,30,H,5,A
356-U1464B-30H-5-A,88,92,272.58,272.62,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,30,H,5,A
356-U1464B-31H-1-A,0,35,275.2,275.55,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,,,pyrite (disseminated),,moderate [B06],3,sharp,horizontal,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches. Moderate bioturbation.",,,,356,U1464,B,31,H,1,A
356-U1464B-31H-1-A,35,150,275.55,276.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains foram rich patches. Moderate bioturbation.",,,,356,U1464,B,31,H,1,A
356-U1464B-31H-2-A,0,150,276.7,278.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. Moderate bioturbation.",,,,356,U1464,B,31,H,2,A
356-U1464B-31H-3-A,0,117,278.2,279.37,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,bioturbated,sub-horizontal,"Unlithifed, homogeneous light grayish green mudstone with disseminated pyrite patches. It contains foram rich patches. Moderate bioturbation.",,,,356,U1464,B,31,H,3,A
356-U1464B-31H-3-A,0,117,278.2,279.37,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,B,31,H,3,A
356-U1464B-31H-3-A,117,150,279.37,279.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,foraminifera (planktic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches. Planktic foraminifers occur. Moderate bioturbation.",,,,356,U1464,B,31,H,3,A
356-U1464B-31H-4-A,0,129,279.7,280.99,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,foraminifera (planktic),,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches. Planktic foraminifers occur. Slight bioturbation.",,,,356,U1464,B,31,H,4,A
356-U1464B-31H-5-A,0,52,280.99,281.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,foraminifera (planktic),,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches. Planktic foraminifers occur. Slight bioturbation.",,,,356,U1464,B,31,H,5,A
356-U1464B-31H-CC-A,0,3,281.51,281.54,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,31,H,CC,A
356-U1464B-32H-1-A,0,13,284.7,284.83,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,foraminifera (planktic),,,,,,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches.",,,,356,U1464,B,32,H,1,A
356-U1464B-32H-1-A,13,150,284.83,286.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green wackestone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,32,H,1,A
356-U1464B-32H-2-A,0,150,286.2,287.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green wackestone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,32,H,2,A
