Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-22H-CC-A,340,U1399,A,22,22-CC,H,CC,A,4,8,167.23,167.27,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,0,22,167.2,167.42,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,drilling disturbance,100,10,,0,,80,,0,,0,,0,,10,,100,,angular,0,0,0,0,0,0,0,0,0,0,0,,,,no matrix,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,22,73,167.42,167.93,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,73,77,167.93,167.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,65,0,0,0,20,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,77,100,167.97,168.2,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,70,0,0,0,20,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,100,113,168.2,168.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,113,114,168.33,168.34,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,lens of volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,97,0,0,3,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,114,133,168.34,168.53,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,133,134.5,168.53,168.545,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,lens of volcaniclastic san,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,97,0,0,3,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-1-A,340,U1399,A,23,23-1,H,1,A,134.5,155,168.545,168.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-2-A,340,U1399,A,23,23-2,H,2,A,0,50,168.75,169.25,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-2-A,340,U1399,A,23,23-2,H,2,A,50,50.5,169.25,169.255,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-2-A,340,U1399,A,23,23-2,H,2,A,50.5,79,169.255,169.54,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-2-A,340,U1399,A,23,23-2,H,2,A,79,147,169.54,170.22,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,80,0,0,0,0,15,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,0,18,170.22,170.4,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"bedded volcaniclastic turbidite, light color-dominant",0,0,,0,,0,,0,,0,,0,,0,,0,,,35,0,10,0,25,0,0,20,10,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,18,39,170.4,170.61,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"bedded volcaniclastic turbidite,dark color-dominant",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,80,0,0,5,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,39,45,170.61,170.67,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"bedded volcaniclastic turbidite, light color-dominant",0,0,,0,,0,,0,,0,,0,,0,,0,,,35,0,10,0,25,0,0,20,10,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,45,55,170.67,170.77,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"bedded volcaniclastic turbidite,dark color-dominant",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,80,0,0,5,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,55,88,170.77,171.1,slight to moderate [drilling disturbance],3,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,debrite,5,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,angular,0,0,5,0,10,0,0,10,5,70,100,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-3-A,340,U1399,A,23,23-3,H,3,A,88,147,171.1,171.69,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,25,0,55,0,0,5,15,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,0,17,171.69,171.86,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,25,0,55,0,0,5,15,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,17,79,171.86,172.48,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,10,5,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,79,80,172.48,172.49,moderate to high [drilling disturbance],5,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,sandy mixed sediment layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,30,0,0,15,10,35,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,80,104,172.49,172.73,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,10,5,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,104,108,172.73,172.77,moderate to high [drilling disturbance],5,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,debrite,20,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,angular,0,0,10,0,30,0,0,15,10,35,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,108,121,172.77,172.9,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,10,5,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,121,122,172.9,172.91,moderate to high [drilling disturbance],5,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,debrite,20,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,angular,0,0,10,0,30,0,0,15,10,35,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,122,126,172.91,172.95,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,10,5,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,126,130,172.95,172.99,moderate to high [drilling disturbance],5,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,debrite,25,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,angular,0,0,10,0,30,0,0,15,10,35,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,130,135,172.99,173.04,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,10,5,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-4-A,340,U1399,A,23,23-4,H,4,A,135,147,173.04,173.16,moderate to high [drilling disturbance],5,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,debrite,25,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,angular,0,0,10,0,30,0,0,15,10,35,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,0,73,173.16,173.89,moderate [drilling disturbance],4,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,Debrite?,15,60,pebble [W22_2],0,,0,,0,,0,,40,,0,,100,,rounded,5,0,5,0,20,0,0,10,10,50,100,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,73,83,173.89,173.99,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"Volcaniclatic sand
",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,55,0,0,10,10,20,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,83,114,173.99,174.3,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,10,5,84,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,114,115,174.3,174.31,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Sand dyke? or burrows,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,85,0,0,5,10,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,115,140,174.31,174.56,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,10,5,84,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-5-A,340,U1399,A,23,23-5,H,5,A,140,146,174.56,174.62,moderate [drilling disturbance],4,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,,70,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,70,0,0,0,20,0,0,10,0,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-6-A,340,U1399,A,23,23-6,H,6,A,0,76,174.62,175.38,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,40,98,granule [T07],0,,0,,0,,0,,0,,2,granule [T07],100,Other = hemipelagic sediment,,20,0,10,0,65,0,0,0,0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-CC-A,340,U1399,A,23,23-CC,H,CC,A,0,3,175.38,175.41,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-23H-CC-A,340,U1399,A,23,23-CC,H,CC,A,3,9,175.41,175.47,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,80,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,,20,0,10,0,65,0,0,0,0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-1-A,340,U1399,A,24,24-1,H,1,A,0,13,175.4,175.53,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-1-A,340,U1399,A,24,24-1,H,1,A,13,17,175.53,175.57,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,fine sand [T07],4,100,bioturbated volcanic ash layer?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,30,0,0,10,10,20,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-1-A,340,U1399,A,24,24-1,H,1,A,17,58,175.57,175.98,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-1-A,340,U1399,A,24,24-1,H,1,A,58,150,175.98,176.9,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,1,50,granule [T07],0,,50,granule [T07],0,,0,,0,,0,,100,,rounded,0,0,40,0,25,0,0,10,5,20,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-2-A,340,U1399,A,24,24-2,H,2,A,0,79,176.9,177.69,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,25,0,0,10,10,25,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-2-A,340,U1399,A,24,24-2,H,2,A,79,118,177.69,178.08,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-2-A,340,U1399,A,24,24-2,H,2,A,118,133,178.08,178.23,moderate [drilling disturbance],4,muddy sand [Leg183],100,coarse sand [T07],7,,,,,100,pumice-rich debrite,40,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,20,0,20,0,55,0,0,0,5,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-2-A,340,U1399,A,24,24-2,H,2,A,133,150,178.23,178.4,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-3-A,340,U1399,A,24,24-3,H,3,A,0,12,178.4,178.52,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,0,2,97,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-3-A,340,U1399,A,24,24-3,H,3,A,12,141,178.52,179.81,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,part of volcaniclastic turbidite,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,30,5,5,0,50,0,0,0,10,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-4-A,340,U1399,A,24,24-4,H,4,A,0,113,179.81,180.94,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"part of thick volcaniclastic turbidite
",0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,80,0,0,0,10,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-5-A,340,U1399,A,24,24-5,H,5,A,0,121,180.94,182.15,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,massive volcaniclastic turbidite,1,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,20,0,10,0,70,0,0,0,0,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-6-A,340,U1399,A,24,24-6,H,6,A,0,150,182.15,183.65,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,part of thick volcaniclastic turbidite,1,20,granule [T07],0,,0,,0,,0,,0,,80,pebble [W22_2],100,,rounded,20,0,10,0,70,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-7-A,340,U1399,A,24,24-7,H,7,A,0,64,183.65,184.29,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,part of thick volcaniclastic turbidite,2,0,,0,,0,,0,,0,,0,,100,granule [T07],100,,rounded,20,0,10,0,70,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-24H-CC-A,340,U1399,A,24,24-CC,H,CC,A,0,21,184.29,184.5,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,part of thick volcaniclastic turbidite,1,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,20,0,10,0,70,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-1-A,340,U1399,A,25,25-1,H,1,A,0,39,184.5,184.89,slight [drilling disturbance],2,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,2,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,5,0,5,0,50,0,0,0,0,40,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-1-A,340,U1399,A,25,25-1,H,1,A,39,49,184.89,184.99,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,80,0,0,0,0,15,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-1-A,340,U1399,A,25,25-1,H,1,A,49,84,184.99,185.34,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,0,0,0,0,0,80,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-1-A,340,U1399,A,25,25-1,H,1,A,84,92,185.34,185.42,slight [drilling disturbance],2,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,2,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,5,0,5,0,50,0,0,0,0,40,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-1-A,340,U1399,A,25,25-1,H,1,A,92,150,185.42,186,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,40,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,30,0,20,0,50,0,0,0,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,0,25,186,186.25,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Base of volcaniclatic turbidite,20,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,20,0,20,0,50,0,0,0,0,10,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,25,42,186.25,186.42,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,5,0,0,5,0,90,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,42,46,186.42,186.46,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Vitric ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,70,0,30,0,0,0,100,well [BP01],absent [alteration],0,Others: glass,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,46,50,186.46,186.5,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Vitric ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,20,0,80,0,0,0,100,moderately well [BP01],absent [alteration],0,Others: glass,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,50,55,186.5,186.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,5,0,0,5,0,90,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,55,56,186.55,186.56,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Vitric ashfall lens,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,20,0,80,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,56,89,186.56,186.89,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,5,0,0,5,0,90,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,89,100,186.89,187,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Top of volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,40,0,55,0,0,0,5,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-2-A,340,U1399,A,25,25-2,H,2,A,100,150,187,187.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Top of volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,40,0,55,0,0,0,5,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-3-A,340,U1399,A,25,25-3,H,3,A,0,58,187.5,188.08,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,rounded,5,0,5,0,80,0,0,0,0,10,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-4-A,340,U1399,A,25,25-4,H,4,A,0,80,188.08,188.88,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,75,0,0,0,0,10,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
