Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418C-17H-2-A,24.0,43.0,107.44,107.63,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,faint green gray color bands,,,,,,341,U1418,C,17,H,2,A
341-U1418C-17H-2-A,43.0,105.0,107.63,108.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green gray color bands;
silts: thinly laminated to laminated, @1-5cm intervals",,,,,,341,U1418,C,17,H,2,A
341-U1418C-17H-2-A,105.0,150.0,108.25,108.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,faint green gray color bands,,,,,,341,U1418,C,17,H,2,A
341-U1418C-17H-3-A,0.0,88.5,108.7,109.585,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,"faint green/gray color bands;
thinly laminated to laminated silt @ 37, 85, 87cm",gradational contact,,,,,341,U1418,C,17,H,3,A
341-U1418C-17H-3-A,88.5,93.5,109.585,109.635,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,C,17,H,3,A
341-U1418C-17H-3-A,93.5,115.0,109.635,109.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,faint green/gray color bands,,,,,,341,U1418,C,17,H,3,A
341-U1418C-17H-4-A,0.0,13.0,109.85,109.98,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint green/gray color bands,,,,,,341,U1418,C,17,H,4,A
341-U1418C-17H-4-A,13.0,17.0,109.98,110.02,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"faint green gray color bands;
silts: laminated, @1 cm intervals",,,,,,341,U1418,C,17,H,4,A
341-U1418C-17H-4-A,17.0,39.0,110.02,110.24,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,faint green gray color bands,,,,,,341,U1418,C,17,H,4,A
341-U1418C-17H-4-A,39.0,52.0,110.24,110.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green gray color bands;
silts: thinly laminated, 2-4cm intervals",,,,,,341,U1418,C,17,H,4,A
341-U1418C-17H-CC-A,0.0,18.0,110.37,110.55,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint green gray color bands;,,,,,,341,U1418,C,17,H,CC,A
341-U1418C-17H-CC-A,18.0,23.0,110.55,110.6,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,17,H,CC,A
341-U1418C-18H-1-A,0.0,29.0,110.4,110.69,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae",,,,,,341,U1418,C,18,H,1,A
341-U1418C-18H-1-A,29.0,87.0,110.69,111.27,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 30 silt laminae, mud 10 cm or less; ",,,,,,341,U1418,C,18,H,1,A
341-U1418C-18H-1-A,87.0,150.0,111.27,111.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],2,,,granule [W22_2],subrounded,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae",,,,,,341,U1418,C,18,H,1,A
341-U1418C-18H-2-A,0.0,71.0,111.9,112.61,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; ",,,,,,341,U1418,C,18,H,2,A
341-U1418C-18H-2-A,71.0,150.0,112.61,113.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subrounded,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; granule at 85 cm; 22 silt laminae, mud 18 cm or less; ",,,,,,341,U1418,C,18,H,2,A
341-U1418C-18H-3-A,0.0,115.0,113.4,114.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"24 silt laminae, mud 18 cm or less; ",,,,,,341,U1418,C,18,H,3,A
341-U1418C-18H-4-A,0.0,59.0,114.55,115.14,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"siltstone pebble 0.8 cm at 48 cm; 19 silt laminae, mud 6 cm or less; ",,,,,,341,U1418,C,18,H,4,A
341-U1418C-18H-CC-A,0.0,18.0,115.14,115.32,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"10 silt laminae, mud 4 cm or less; ",,,,,,341,U1418,C,18,H,CC,A
341-U1418C-19H-1-A,0.0,150.0,115.1,116.6,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"faint green/gray color bands;
silt patches and a few laminae",,,,,,341,U1418,C,19,H,1,A
341-U1418C-19H-2-A,0.0,142.0,116.6,118.02,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"faint green/gray color bands;
silt patches throughout;
56cm: sand patch;
sparse black mottling",,,,,,341,U1418,C,19,H,2,A
341-U1418C-19H-CC-A,0.0,16.0,118.02,118.18,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,C,19,H,CC,A
341-U1418C-19H-CC-A,16.0,21.0,118.18,118.23,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,19,H,CC,A
341-U1418C-20H-1-A,0.0,94.0,118.2,119.14,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,silt patches/thin laminae,gradational contact,,,,,341,U1418,C,20,H,1,A
341-U1418C-20H-1-A,94.0,120.0,119.14,119.4,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,black mottling,gradational contact,,,,,341,U1418,C,20,H,1,A
341-U1418C-20H-1-A,120.0,136.0,119.4,119.56,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,"gray color bands, 0.5-1cm thick",,,,,,341,U1418,C,20,H,1,A
341-U1418C-20H-1-A,136.0,150.0,119.56,119.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5G 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,"gray color bands, 0.5-1cm thick;
silts: thinly laminated, @0.5-3cm intervals",,,,,,341,U1418,C,20,H,1,A
341-U1418C-20H-2-A,0.0,32.0,119.7,120.02,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"green color bands;
silts: thinly laminated, @1-15cm intervals",,,,,,341,U1418,C,20,H,2,A
341-U1418C-20H-2-A,32.0,87.0,120.02,120.57,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"silt patches/layers @ 52, 63, 78cm",,,,,,341,U1418,C,20,H,2,A
341-U1418C-20H-3-A,0.0,5.5,120.57,120.625,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,C,20,H,3,A
341-U1418C-20H-3-A,5.5,8.5,120.625,120.655,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,3,A
341-U1418C-20H-3-A,8.5,30.0,120.655,120.87,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,green/gray color bands,,,,,,341,U1418,C,20,H,3,A
341-U1418C-20H-3-A,30.0,147.0,120.87,122.04,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"silts: thinly laminated to laminated, @1-10cm intervals, many w/sharp lower contacts, gradational upper contacts, and normal bedding in thicker beds.",,,,,,341,U1418,C,20,H,3,A
341-U1418C-20H-4-A,0.0,28.0,122.04,122.32,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"green color bands, 1-2cm thick",,,,,,341,U1418,C,20,H,4,A
341-U1418C-20H-4-A,28.0,138.0,122.32,123.42,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"green color bands, 1-2cm thick;
silts: thinly laminated to laminated, @1-10cm intervals",,,,,,341,U1418,C,20,H,4,A
341-U1418C-20H-5-A,0.0,22.0,123.42,123.64,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,5,A
341-U1418C-20H-5-A,22.0,40.0,123.64,123.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @1-5cm intervals",,,,,,341,U1418,C,20,H,5,A
341-U1418C-20H-5-A,40.0,71.0,123.82,124.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,5,A
341-U1418C-20H-5-A,71.0,104.0,124.13,124.46,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated to laminated, @2-10cm intervals",,,,,,341,U1418,C,20,H,5,A
341-U1418C-20H-5-A,104.0,150.0,124.46,124.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts @145, 147cm",,,,,,341,U1418,C,20,H,5,A
341-U1418C-20H-6-A,0.0,8.0,124.92,125.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,6,A
341-U1418C-20H-6-A,8.0,111.0,125.0,126.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: 8-40cm laminated, 1-10cm intervals, N 5;
silts: 40-111cm thinly laminated to laminated, @1-15cm intervals",,,,,,341,U1418,C,20,H,6,A
341-U1418C-20H-6-A,111.0,150.0,126.03,126.42,diatom rich,mud [Leg210],,diatom rich mud ,,,,5G 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,,,,black mottling,,,,,,341,U1418,C,20,H,6,A
341-U1418C-20H-7-A,0.0,35.0,126.42,126.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,C,20,H,7,A
341-U1418C-20H-7-A,35.0,113.0,126.77,127.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: laminated, @ 1-12cm intervals",,,,,,341,U1418,C,20,H,7,A
341-U1418C-20H-CC-A,0.0,14.5,127.55,127.695,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,CC,A
341-U1418C-20H-CC-A,14.5,17.5,127.695,127.725,,silt [Leg210],,silt ,,,normal grading,N 5 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,CC,A
341-U1418C-20H-CC-A,17.5,39.0,127.725,127.94,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,20,H,CC,A
341-U1418C-20H-CC-A,39.0,44.0,127.94,127.99,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,20,H,CC,A
341-U1418C-21H-1-A,0.0,150.0,127.7,129.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],6,,,,,,,,,,"sparse black mottling;
faint green color bands;
135.5-136.5cm: normally graded silt",,,,,,341,U1418,C,21,H,1,A
341-U1418C-21H-2-A,0.0,150.0,129.2,130.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,"faint green color bands;
silt laminae @ 41, 88cm",,,,,,341,U1418,C,21,H,2,A
341-U1418C-21H-3-A,0.0,150.0,130.7,132.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,"green color bands;
silts: thinly laminated to laminated, @1-10cm intervals",,,,,,341,U1418,C,21,H,3,A
341-U1418C-21H-4-A,0.0,63.0,132.2,132.83,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 20 silt laminae, mud 10 cm or less; 3 clasts at 13, 22, 53 cm in WH!",,,,,,341,U1418,C,21,H,4,A
341-U1418C-21H-4-A,63.0,65.0,132.83,132.85,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,21,H,4,A
341-U1418C-21H-4-A,65.0,150.0,132.85,133.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 3 silt laminae; ",,,,,,341,U1418,C,21,H,4,A
341-U1418C-21H-5-A,0.0,150.0,133.7,135.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 34 silt laminae, mud 15 cm or less",,,,,,341,U1418,C,21,H,5,A
341-U1418C-21H-6-A,0.0,43.0,135.2,135.63,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,1 silt lamina at 22 cm,,,,,,341,U1418,C,21,H,6,A
341-U1418C-21H-6-A,43.0,82.0,135.63,136.02,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"10 silt laminae, mud 7 cm or less",,,,,,341,U1418,C,21,H,6,A
341-U1418C-21H-6-A,82.0,119.0,136.02,136.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"1 pebble 1.5 cm, argillite, in WH!",,,,,,341,U1418,C,21,H,6,A
341-U1418C-21H-7-A,0.0,27.0,136.39,136.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,21,H,7,A
341-U1418C-21H-7-A,27.0,54.0,136.66,136.93,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"9 silt laminae, mud 6 cm or less",,,,,,341,U1418,C,21,H,7,A
341-U1418C-21H-7-A,54.0,62.0,136.93,137.01,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,21,H,7,A
341-U1418C-22H-1-A,0.0,85.0,137.2,138.05,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"0-7cm: black mottling;
silts: thinly laminated to laminated, @2mm to 5 cm intervals, some normally graded",,,,,,341,U1418,C,22,H,1,A
341-U1418C-22H-1-A,85.0,110.0,138.05,138.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1418,C,22,H,1,A
341-U1418C-22H-1-A,110.0,112.0,138.3,138.32,,silt [Leg210],,silt ,,,normal grading,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,22,H,1,A
341-U1418C-22H-1-A,112.0,150.0,138.32,138.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,22,H,1,A
341-U1418C-22H-2-A,0.0,101.0,138.7,139.71,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"green color bands;
silts: thinly laminated to laminated, @<1 to 10cm interval, some N 5",,,,,,341,U1418,C,22,H,2,A
341-U1418C-22H-2-A,101.0,120.5,139.71,139.905,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,green color bands,,,,,,341,U1418,C,22,H,2,A
341-U1418C-22H-2-A,120.5,124.0,139.905,139.94,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,22,H,2,A
341-U1418C-22H-2-A,124.0,150.0,139.94,140.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,green color bands,,,,,,341,U1418,C,22,H,2,A
341-U1418C-22H-3-A,0.0,150.0,140.2,141.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,pebble [W22_2],subrounded,,,,"faint green color bands;
silt laminae @ 17, 112, 145cm
quartzite pebble @104cm",,,,,,341,U1418,C,22,H,3,A
341-U1418C-22H-4-A,0.0,150.0,141.7,143.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,"silt laminae @ 61, 109, 118cm",,,,,,341,U1418,C,22,H,4,A
341-U1418C-22H-5-A,0.0,151.0,143.2,144.71,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,,,,present [A79],2,,,,,pebble [W22_2],subangular,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 3 silt laminae randomly dispersed; 2 small pebbles, 0.8 and 1.5 cm, argillite; 1 lonestone at 137 cm in WH!",,,,,,341,U1418,C,22,H,5,A
341-U1418C-22H-6-A,0.0,9.0,144.71,144.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,22,H,6,A
341-U1418C-22H-6-A,9.0,12.5,144.8,144.835,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,341,U1418,C,22,H,6,A
341-U1418C-22H-6-A,12.5,142.0,144.835,146.13,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 7 silt laminae randomly dispersed",,,,,,341,U1418,C,22,H,6,A
341-U1418C-22H-7-A,0.0,62.0,146.13,146.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"massive mud; faintly laminated, dark grey (N 4) with black (N 2.5) laminae; 1 lonestone at 16 cm in WH!",,,,,,341,U1418,C,22,H,7,A
341-U1418C-22H-7-A,54.0,62.0,146.67,146.75,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,22,H,7,A
341-U1418C-22H-CC-A,0.0,28.0,146.75,147.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,granule [W22_2],angular,,,,,,,,,,341,U1418,C,22,H,CC,A
341-U1418C-22H-CC-A,28.0,33.0,147.03,147.08,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,22,H,CC,A
341-U1418C-23H-1-A,0.0,150.0,146.7,148.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"a few silt laminae, but very drilling disturbed;
patches of silt",,,,,,341,U1418,C,23,H,1,A
341-U1418C-23H-2-A,0.0,150.0,148.2,149.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,"black mottling: 10-19, 54-64, 83-88cm;
disturbed silt beds: 85-59cm;
sand patch: 142-144cm",,,,,,341,U1418,C,23,H,2,A
341-U1418C-23H-3-A,0.0,24.0,149.7,149.94,,mud [Leg210],with sand [Leg339],mud  with sand ,,,patch or bleb,2.5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,patches of sand,gradational contact,,,,,341,U1418,C,23,H,3,A
341-U1418C-23H-3-A,24.0,150.0,149.94,151.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,patches of silt,,,,,,341,U1418,C,23,H,3,A
341-U1418C-23H-4-A,0.0,150.0,151.2,152.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"5 silt laminae, irregularly distributed, distorted, patchy + sand patch att 133 cm: => along core disturbance significant",,,,,,341,U1418,C,23,H,4,A
341-U1418C-23H-5-A,0.0,150.0,152.7,154.2,,mud [Leg210],,mud ,,,,10GY 2.5/1 (greenish black),,,present [A79],1,,,pebble [W22_2],rounded,,,,,,"siltstone, lonestone, at 116 cm; dispersed small black patches (FeO)",,,,,,341,U1418,C,23,H,5,A
341-U1418C-23H-6-A,0.0,84.0,154.2,155.04,,mud [Leg210],,mud ,,,,10GY 2.5/1 (greenish black),,,present [A79],1,,,cobble [W22_2],subangular,,,,,,"siltstone clast 8 cm, lonestone, at 50 cm; dispersed small black patches (FeO)",,,,,,341,U1418,C,23,H,6,A
341-U1418C-23H-CC-A,0.0,29.0,155.04,155.33,,mud [Leg210],,mud ,,,,10GY 2.5/1 (greenish black),,,,,,,,,,,,,,,,,,,,341,U1418,C,23,H,CC,A
341-U1418C-24H-1-A,0.0,64.0,155.3,155.94,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],3,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing",,,,,,341,U1418,C,24,H,1,A
341-U1418C-24H-1-A,64.0,68.0,155.94,155.98,,sand [Leg210],with mud [Leg339],sand  with mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- sand with interbedded mud
- three very fine sand strata (< 1 cm thick)
- erosive lower boundaries of each strata",sharp contact,erosive,,,,341,U1418,C,24,H,1,A
341-U1418C-24H-1-A,68.0,82.0,155.98,156.12,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing",,,,,,341,U1418,C,24,H,1,A
341-U1418C-24H-1-A,82.0,83.5,156.12,156.135,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"- fining upward from mediumd to very fine/muddy sand
- erosive lower boundary
- sharp and irregular upper boundary
",,,,,,341,U1418,C,24,H,1,A
341-U1418C-24H-1-A,83.5,150.0,156.135,156.8,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing
- scattered laminae, e.g. ~149 cm
- occasionally slight colour variation to more greyish",,,,,,341,U1418,C,24,H,1,A
341-U1418C-24H-2-A,0.0,150.0,156.8,158.3,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing
- slight colour variations to more greenish & greyish

- scattered laminae in central parts of section
- ~2 mm - 1.5 cm
- sharp and erosive lower boundaries
- sharp and erosive upper boundaries
- continuous to discontinuous",,,,,,341,U1418,C,24,H,2,A
341-U1418C-24H-3-A,0.0,74.5,158.3,159.045,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],4,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing
- some volcanic ash in smear-slide sample from 47 cm",,,,,,341,U1418,C,24,H,3,A
341-U1418C-24H-3-A,74.5,77.5,159.045,159.075,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- graded medium to muddy very fine sand
- erosive lower and sharp upper boundary",,,,,,341,U1418,C,24,H,3,A
341-U1418C-24H-3-A,77.5,99.0,159.075,159.29,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing",,,,,,341,U1418,C,24,H,3,A
341-U1418C-24H-3-A,99.0,100.5,159.29,159.305,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- graded fine to very fine sand
- erosive lower and irregular upper boundary",,,,,,341,U1418,C,24,H,3,A
