Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1433A-13H-6-A,143,150,122.17,122.24,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
349-U1433A-13H-CC-A,0,53,122.24,122.77,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,CC,A,
349-U1433A-13H-CC-A,58,67,122.82,122.91,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,CC,A,
349-U1433A-14H-1-A,0,77,122.9,123.67,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,Mottled,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,1,A,
349-U1433A-14H-1-A,77,91,123.67,123.81,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,2.5Y 3/1 (very dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,1,A,
349-U1433A-14H-1-A,91,116,123.81,124.06,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,1,A,
349-U1433A-14H-1-A,116,127,124.06,124.17,clayey [Leg339],ash(tuff) [MMK88m],,ash(tuff) ,ash(tuff) ,100,2.5Y 3/1 (very dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,P [A92],1,,erosive,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,1,A,
349-U1433A-14H-1-A,127,145,124.17,124.35,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,1,A,
349-U1433A-14H-2-A,0,54,124.35,124.89,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,54,61,124.89,124.96,silty [Leg339],clay [Leg339],,silty   clay ,silty  clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,61,70,124.96,125.05,,silt [Leg339],with clay [Leg339],silt ,silt  with clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,70,90,125.05,125.25,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,90,92,125.25,125.27,,ash(tuff) [MMK88m],with clay [Leg339],ash(tuff) ,ash(tuff)  with clay ,100,2.5Y 7/1 (light gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],P [A92],1,,,,,,,,100,,,,planar,horizontal,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,92,110,125.27,125.45,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,110,115,125.45,125.5,,clay [Leg339],,clay ,clay ,100,2.5Y 5/1 (gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-2-A,115,145,125.5,125.8,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,2,A,
349-U1433A-14H-3-A,0,31,125.8,126.11,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-3-A,31,41,126.11,126.21,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-3-A,41,52,126.21,126.32,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,100,2.5Y 6/1 (gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-3-A,52,93,126.32,126.73,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-3-A,93,102,126.73,126.82,,clay [Leg339],,clay ,clay ,100,2.5Y 5/1 (gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-3-A,102,145,126.82,127.25,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,3,A,
349-U1433A-14H-4-A,0,32,127.25,127.57,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,4,A,
349-U1433A-14H-4-A,32,34,127.57,127.59,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,4,A,
349-U1433A-14H-4-A,34,98,127.59,128.23,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,4,A,
349-U1433A-14H-4-A,98,102,128.23,128.27,,clay [Leg339],with nannofossils [Leg339],clay ,clay  with nannofossils ,100,GLEY 1 3/5GY (very dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,4,A,
349-U1433A-14H-4-A,102,130,128.27,128.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,4,A,
349-U1433A-14H-5-A,0,146,128.7,130.16,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],coarsening upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,5,A,
349-U1433A-14H-5-A,0,146,128.7,130.16,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,5,A,
349-U1433A-14H-5-A,0,146,128.7,130.16,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,5,A,
349-U1433A-14H-5-A,0,146,128.7,130.16,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,5,A,
349-U1433A-14H-6-A,0,58,130.16,130.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,6,A,
349-U1433A-14H-6-A,58,64,130.74,130.8,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,GLEY 1 4/10GY (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,6,A,
349-U1433A-14H-6-A,64,71,130.8,130.87,,clay [Leg339],with nannofossils [Leg339],clay ,clay  with nannofossils ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,6,A,
349-U1433A-14H-6-A,71,149,130.87,131.65,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,6,A,
349-U1433A-14H-7-A,0,19,131.65,131.84,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,curved,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,7,A,
349-U1433A-14H-7-A,19,21,131.84,131.86,,silt [Leg339],,silt ,silt ,100,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],P [A92],1,,,,,,,,100,,,,planar,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,7,A,
349-U1433A-14H-7-A,21,58,131.86,132.23,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,14,H,7,A,
349-U1433A-15H-1-A,0,13,132.4,132.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-1-A,13,35,132.53,132.75,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],P [A92],1,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-1-A,35,45,132.75,132.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-1-A,45,75,132.85,133.15,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-1-A,75,93,133.15,133.33,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-1-A,93,145,133.33,133.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,1,A,
349-U1433A-15H-2-A,0,58,133.85,134.43,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,2,A,
349-U1433A-15H-2-A,58,63,134.43,134.48,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,2,A,
349-U1433A-15H-2-A,66,138,134.51,135.23,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,5,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,2,A,
349-U1433A-15H-2-A,138,145,135.23,135.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,2,A,
349-U1433A-15H-3-A,0,44,135.3,135.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,3,A,
349-U1433A-15H-3-A,44,123,135.74,136.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,3,A,
349-U1433A-15H-3-A,123,145,136.53,136.75,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,3,A,
349-U1433A-15H-4-A,0,131,136.75,138.06,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,4,A,
349-U1433A-15H-5-A,0,65,138.2,138.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,curved,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,5,A,
349-U1433A-15H-5-A,65,74,138.85,138.94,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,GLEY 1 4/5GY (dark greenish gray),well consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,P [A92],1,White filled burrow,gradational,horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,5,A,
349-U1433A-15H-5-A,74,145,138.94,139.65,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],concretion [BJ80],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,5,A,
349-U1433A-15H-6-A,0,75,139.65,140.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,6,A,
349-U1433A-15H-6-A,75,122,140.4,140.87,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,Speckled with burrows,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,6,A,
349-U1433A-15H-6-A,122,152,140.87,141.17,clayey [Leg339],silt [Leg339],,clayey   silt ,clayey  silt ,100,GLEY 1 4/5GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,6,A,
349-U1433A-15H-7-A,0,33,141.17,141.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,Mottled,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,15,H,7,A,
349-U1433A-16H-1-A,0,12,141.9,142.02,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,16,H,1,A,
349-U1433A-16H-1-A,12,145,142.02,143.35,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,16,H,1,A,
349-U1433A-16H-2-A,0,53,143.35,143.88,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,16,H,2,A,
