dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-9H-2-A,344,U1413,A,9,9-2,H,2,A,121,154,72.69,73.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,WREV,,,
,344-U1413A-9H-3-A,344,U1413,A,9,9-3,H,3,A,0,141,73.02,74.43,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-4-A,344,U1413,A,9,9-4,H,4,A,0,145,74.43,75.88,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-5-A,344,U1413,A,9,9-5,H,5,A,0,131,75.88,77.19,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-6-A,344,U1413,A,9,9-6,H,6,A,0,131,77.43,78.74,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-7-A,344,U1413,A,9,9-7,H,7,A,0,73,78.74,79.47,void,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-CC-A,344,U1413,A,9,9-CC,H,CC,A,0,19,79.47,79.66,,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-9H-CC-A,344,U1413,A,9,9-CC,H,CC,A,19,24,79.66,79.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
,344-U1413A-10H-1-A,344,U1413,A,10,10-1,H,1,A,0,56,79.5,80.06,void,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,large void at 56-80 cm,,,
,344-U1413A-10H-1-A,344,U1413,A,10,10-1,H,1,A,80,141,80.3,80.91,void,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations ",,,,,,,,,,,,slight [B06],2,large void at 56-80 cm,,,
,344-U1413A-10H-2-A,344,U1413,A,10,10-2,H,2,A,0,130,80.91,82.21,void,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations; slight color changes with depth",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-2-A,344,U1413,A,10,10-2,H,2,A,130,152,82.21,82.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,WREV,,,
,344-U1413A-10H-3-A,344,U1413,A,10,10-3,H,3,A,0,144,82.43,83.87,void,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations; larger wood fragment at 3-5 cm ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-4-A,344,U1413,A,10,10-4,H,4,A,0,152,83.87,85.39,void,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations; larger wood fragment at 113-115 cm
",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-5-A,344,U1413,A,10,10-5,H,5,A,0,130,85.39,86.69,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-5-A,344,U1413,A,10,10-5,H,5,A,130,153,86.69,86.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-10H-6-A,344,U1413,A,10,10-6,H,6,A,0,148,86.92,88.4,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations; higher silt content compared to other sections",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-7-A,344,U1413,A,10,10-7,H,7,A,0,135,88.4,89.75,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters; silt occasional enriched in mm-fine laminations;ash pods at 59.
 silt contents lessens below 100 cm",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-CC-A,344,U1413,A,10,10-CC,H,CC,A,0,3,89.75,89.78,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters.",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-10H-CC-A,344,U1413,A,10,10-CC,H,CC,A,3,7,89.78,89.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1413A-10H-CC-A,344,U1413,A,10,10-CC,H,CC,A,7,13,89.82,89.88,,slight [drilling disturbance],2,clayey,silt [USGS],,10GY 4/1 (dark greenish gray),clayey  silt ,clayey silt ,silt [W22_1],2,silt [W22_1],2,"mildly calcareous silt rich in sand-sized biogenic fragments (shells, fish scales, foraminifera) and wood splinters.",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-1-A,344,U1413,A,11,11-1,H,1,A,0,142,89.0,90.42,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (shells,fish scales and foraminifera) 
wood splinters.",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-2-A,344,U1413,A,11,11-2,H,2,A,0,128,90.42,91.7,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareouss silty clay
biogenic fragments (shells,fish scales and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-2-A,344,U1413,A,11,11-2,H,2,A,128,151,91.7,91.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,WREV,,,
,344-U1413A-11H-3-A,344,U1413,A,11,11-3,H,3,A,0,51,91.93,92.44,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (shells and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-3-A,344,U1413,A,11,11-3,H,3,A,51,53,92.44,92.46,,slight [drilling disturbance],2,clayed,tephra [FS84],,10GY 6/1 (greenish gray),tephra ,tephra ,silt [W22_1],2,silt [W22_1],2,silt layer presenting a normal grading,,,,,,,,,,,,,,,,,
,344-U1413A-11H-3-A,344,U1413,A,11,11-3,H,3,A,53,73,92.46,92.66,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (shells and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-3-A,344,U1413,A,11,11-3,H,3,A,73,83,92.66,92.76,void,moderate [drilling disturbance],4,clayed,tephra [FS84],,10GY 6/1 (greenish gray),tephra ,tephra ,silt [W22_1],2,silt [W22_1],2,silt layer presenting a normal grading,,,,,,,,,,,,,,,,,
,344-U1413A-11H-3-A,344,U1413,A,11,11-3,H,3,A,83,143,92.76,93.36,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (shells and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-4-A,344,U1413,A,11,11-4,H,4,A,0,142,93.36,94.78,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (fich scales, shells and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-5-A,344,U1413,A,11,11-5,H,5,A,0,129,94.78,96.07,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,"mildly calcareous silty clay
biogenic fragments (shells and foraminifera) ",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-5-A,344,U1413,A,11,11-5,H,5,A,129,152,96.07,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,WREV,,,
,344-U1413A-11H-6-A,344,U1413,A,11,11-6,H,6,A,0,143,96.3,97.73,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay with rare biogenic fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-11H-CC-A,344,U1413,A,11,11-CC,H,CC,A,0,18,97.73,97.91,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,,,,,,
,344-U1413A-11H-CC-A,344,U1413,A,11,11-CC,H,CC,A,18,24,97.91,97.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1413A-12H-1-A,344,U1413,A,12,12-1,H,1,A,0,128,97.9,99.18,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-12H-1-A,344,U1413,A,12,12-1,H,1,A,128,150,99.18,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-12H-2-A,344,U1413,A,12,12-2,H,2,A,0,139,99.4,100.79,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-12H-3-A,344,U1413,A,12,12-3,H,3,A,111,140,101.9,102.19,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
No DUPE. IOIK sample row.,344-U1413A-12H-3-A,344,U1413,A,12,12-3,H,3,A,111,140,101.9,102.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOIK,,,
,344-U1413A-12H-4-A,344,U1413,A,12,12-4,H,4,A,109,131,103.28,103.5,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
No DUPE; IW sample row.,344-U1413A-12H-4-A,344,U1413,A,12,12-4,H,4,A,109,131,103.28,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-12H-5-A,344,U1413,A,12,12-5,H,5,A,0,59,103.5,104.09,gas expansion,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-12H-6-A,344,U1413,A,12,12-6,H,6,A,0,73,104.09,104.82,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-12H-7-A,344,U1413,A,12,12-7,H,7,A,0,60,104.82,105.42,gas expansion,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-12H-CC-A,344,U1413,A,12,12-CC,H,CC,A,0,25,105.42,105.67,gas expansion,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,calcareous silty clay,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-13H-1-A,344,U1413,A,13,13-1,H,1,A,0,127,105.6,106.87,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,Calcareous clayey silt ,pyrite,pod,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-13H-1-A,344,U1413,A,13,13-1,H,1,A,127,141,106.87,107.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,STIPP,,,
,344-U1413A-13H-2-A,344,U1413,A,13,13-2,H,2,A,0,130,107.01,108.31,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,Calcareous clayey silt ,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-13H-2-A,344,U1413,A,13,13-2,H,2,A,130,152,108.31,108.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-13H-3-A,344,U1413,A,13,13-3,H,3,A,0,142,108.53,109.95,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,Calcareous clayey silt ,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-13H-4-A,344,U1413,A,13,13-4,H,4,A,0,53,109.95,110.48,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,silt [W22_1],2,Calcareous clayey silt ,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-13H-4-A,344,U1413,A,13,13-4,H,4,A,53,60,110.48,110.55,,,,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,,,,,,
,344-U1413A-13H-4-A,344,U1413,A,13,13-4,H,4,A,60,130,110.55,111.25,,slight [drilling disturbance],2,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,very fine silt [W22_2],2,silt [W22_1],2,Calcareous clayey silt ,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-13H-4-A,344,U1413,A,13,13-4,H,4,A,130,152,111.25,111.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-13H-5-A,344,U1413,A,13,13-5,H,5,A,0,102,111.47,112.49,,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,fine silt [W22_2],3,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,moderate [B06],3,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-13H-6-A,344,U1413,A,13,13-6,H,6,A,0,74,112.49,113.23,fragmented,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,fine silt [W22_2],3,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,moderate [B06],3,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-13H-CC-A,344,U1413,A,13,13-CC,H,CC,A,0,26,113.23,113.49,,moderate [drilling disturbance],4,clayey,silt [USGS],,10GY 3/1 (very dark greenish gray),clayey  silt ,clayey silt ,fine silt [W22_2],3,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,moderate [B06],3,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-14H-1-A,344,U1413,A,14,14-1,H,1,A,0,51,113.4,113.91,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segment. Void at 51-57 cm.,,,
,344-U1413A-14H-1-A,344,U1413,A,14,14-1,H,1,A,57,126,113.97,114.66,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segment. Void at 51-57 cm.,,,
,344-U1413A-14H-2-A,344,U1413,A,14,14-2,H,2,A,0,127,114.66,115.93,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-14H-2-A,344,U1413,A,14,14-2,H,2,A,127,141,115.93,116.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-14H-3-A,344,U1413,A,14,14-3,H,3,A,0,129,116.07,117.36,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-14H-3-A,344,U1413,A,14,14-3,H,3,A,129,150,117.36,117.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-14H-4-A,344,U1413,A,14,14-4,H,4,A,0,98,117.57,118.55,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-14H-CC-A,344,U1413,A,14,14-CC,H,CC,A,0,22,118.55,118.77,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-15H-1-A,344,U1413,A,15,15-1,H,1,A,0,141,118.7,120.11,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-15H-2-A,344,U1413,A,15,15-2,H,2,A,0,152,120.11,121.63,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-15H-2-A,344,U1413,A,15,15-2,H,2,A,129,152,121.4,121.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-15H-3-A,344,U1413,A,15,15-3,H,3,A,0,130,121.63,122.93,gas expansion,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-15H-4-A,344,U1413,A,15,15-4,H,4,A,0,123,122.93,124.16,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-15H-CC-A,344,U1413,A,15,15-CC,H,CC,A,0,28,124.16,124.44,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-16H-1-A,344,U1413,A,16,16-1,H,1,A,0,141,124.4,125.81,gas expansion,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-16H-2-A,344,U1413,A,16,16-2,H,2,A,0,127,125.81,127.08,gas expansion,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-16H-2-A,344,U1413,A,16,16-2,H,2,A,127,150,127.08,127.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-16H-3-A,344,U1413,A,16,16-3,H,3,A,0,118,127.31,128.49,gas expansion,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-16H-4-A,344,U1413,A,16,16-4,H,4,A,0,58,128.49,129.07,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segment. Void at 58-67 cm.,,,
,344-U1413A-16H-4-A,344,U1413,A,16,16-4,H,4,A,67,103,129.16,129.52,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segment. Void at 58-67 cm.,,,
,344-U1413A-16H-CC-A,344,U1413,A,16,16-CC,H,CC,A,0,26,129.52,129.78,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segement,,,
,344-U1413A-17H-1-A,344,U1413,A,17,17-1,H,1,A,0,111,129.7,130.81,,moderate [drilling disturbance],4,silty,clay [USGS],,10GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,medium silt [W22_2],4,"Common shell, shell fragments and small pods of biogenic silica material, matrix is slightly calcareous.",,,,,,,,,,,,common [B06],4,Common shell fragments and fish scales all over the segment. Void at 111-121 cm due to SCRE sample.,,,
