Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Extra Sample ID Data
"339-U1385A-9H-6-A, 0-39",339,U1385,A,9,9-6,H,6,A,0,39,75.51,75.9,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,Gray clay with (slightly darker) mottling of 5Y 4/1. Foraminifers are visible. ,100,100,,
"339-U1385A-9H-6-A, 39-150",339,U1385,A,9,9-6,H,6,A,39,150,75.9,77.01,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Gray clay with gray mottling. Foraminifers and shells. Pyritized burrows and foram-filled burrows present. ,100,100,,
"339-U1385A-9H-7-A, 0-53",339,U1385,A,9,9-7,H,7,A,0,53,77.01,77.54,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Gray clay with gray mottling. Foraminifers and shells. Pyritized burrows and foram-filled burrows present.,100,100,,
"339-U1385A-9H-CC-A, 0-29",339,U1385,A,9,9-CC,H,CC,A,0,29,77.54,77.83,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Gray clay with gray mottling. Foraminifers and shells. Pyritized burrows and foram-filled burrows present.,100,100,,
"339-U1385A-10H-1-A, 0-18",339,U1385,A,10,10-1,H,1,A,0,18,77.5,77.68,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,80,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,20,10GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,thin bed [B01],,,,slight_339 [DB91],3,,,Dark greenish gray clay interbedded with a greenish gray thin bed. Slightly bioturbated. Bioturbated basal contact.,80,80,,
"339-U1385A-10H-1-A, 18-150",339,U1385,A,10,10-1,H,1,A,18,150,77.68,79,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,Greenish gray clay with gray mottling. Foraminifers are visible. Pyritized burrows present.,100,100,,
"339-U1385A-10H-2-A, 0-151",339,U1385,A,10,10-2,H,2,A,0,151,79,80.51,silty-muddy [Leg339],calcareous ooze [Leg339],,silty-muddy   calcareous ooze ,silty-muddy  calcareous ooze ,calcareous ooze ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,Gray (but slightly reddish) clay with gray mottling. Pyritized burrows present. Foraminifers are visible.,100,100,,
"339-U1385A-10H-3-A, 0-48",339,U1385,A,10,10-3,H,3,A,0,48,80.51,80.99,silty-muddy [Leg339],calcareous ooze [Leg339],,silty-muddy   calcareous ooze ,silty-muddy  calcareous ooze ,calcareous ooze ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,Gray (but slightly reddish) clay with gray mottling. Pyritized burrows present. Foraminifers are visible.,100,100,,
"339-U1385A-10H-3-A, 48-149",339,U1385,A,10,10-3,H,3,A,48,149,80.99,82,muddy [Leg339],calcareous ooze [Leg339],,muddy   calcareous ooze ,muddy  calcareous ooze ,calcareous ooze ,80,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,20,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,gradational contact,,,,,,slight_339 [DB91],3,,fault,"Interbedding of 1) gray (but slightly reddish) clay with dark greenish gray (5Y 5/1) mottling and 2) dark greenish gray clay. Burrows (occasionally zoophycus) present, and partly pyritized. From 98 through 137 cm a fault with ~6 cm offset is observed. This might have formed during coring.",80,80,,
"339-U1385A-10H-3-A, 149-153",339,U1385,A,10,10-3,H,3,A,149,153,82,82.04,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay with gray mottling. Slightly bioturbated. Pyritized burrows. Foraminifers are visible.,100,100,,
"339-U1385A-10H-4-A, 0-152",339,U1385,A,10,10-4,H,4,A,0,152,82.04,83.56,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,fault,Greenish gray clay with gray mottling. Slightly bioturbated. Pyritized burrows. Foraminifers are visible. A 58 cm a fault with ~1 cm offset is observed. This might have formed during coring.,100,100,,
"339-U1385A-10H-5-A, 0-5",339,U1385,A,10,10-5,H,5,A,0,5,83.56,83.61,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Greenish gray clay with gray mottling. Slightly bioturbated. Pyritized burrows. Foraminifers are visible.,100,100,,
"339-U1385A-10H-5-A, 5-42",339,U1385,A,10,10-5,H,5,A,5,42,83.61,83.98,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Gray clay. Foraminifers are visible. Pyritized burrows.,100,100,,
"339-U1385A-10H-5-A, 42-151",339,U1385,A,10,10-5,H,5,A,42,151,83.98,85.07,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Greenish gray clay. Foraminifers and shell fragments are visible. Pyritized burrows.,100,100,,
"339-U1385A-10H-6-A, 0-152",339,U1385,A,10,10-6,H,6,A,0,152,85.07,86.59,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay. Foraminifers and shell fragments are visible. Pyritized burrows.,100,100,,
"339-U1385A-10H-7-A, 0-9",339,U1385,A,10,10-7,H,7,A,0,9,86.59,86.68,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay. Foraminifers and shell fragments are visible. Pyritized burrows.,100,100,,
"339-U1385A-10H-7-A, 9-64",339,U1385,A,10,10-7,H,7,A,9,64,86.68,87.23,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay with gray mottling. Foraminifers and shell fragments are visible. Pyritized burrows. ,100,100,,
"339-U1385A-10H-CC-A, 0-55",339,U1385,A,10,10-CC,H,CC,A,0,55,87.23,87.78,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay with gray mottling. Foraminifers and shell fragments are visible. Pyritized burrows. ,100,100,,
"339-U1385A-11H-1-A, 0-150",339,U1385,A,11,11-1,H,1,A,0,150,87,88.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray clay with gray mottling. Foraminifers and shell fragments are visible. Pyritized burrows. ,100,100,,
"339-U1385A-11H-2-A, 0-56",339,U1385,A,11,11-2,H,2,A,0,56,88.5,89.06,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,fault,Greenish gray clay with gray mottling. Foraminifers and shell fragments are visible. Pyritized burrows. ,100,100,,
"339-U1385A-11H-2-A, 56-80",339,U1385,A,11,11-2,H,2,A,56,80,89.06,89.3,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5G 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Greenish gray nannofossil ooze with mud.  Interval contains subvertical fault with ~1 cm of displacement.,100,100,,
"339-U1385A-11H-2-A, 80-150",339,U1385,A,11,11-2,H,2,A,80,150,89.3,90,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-3-A, 0-37",339,U1385,A,11,11-3,H,3,A,0,37,90,90.37,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-3-A, 37-151",339,U1385,A,11,11-3,H,3,A,37,151,90.37,91.51,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-4-A, 0-150",339,U1385,A,11,11-4,H,4,A,0,150,91.51,93.01,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Lenses and mottles of greenish gray nannofossil ooze with mud at 0-50 cm.,100,100,,
"339-U1385A-11H-5-A, 0-130",339,U1385,A,11,11-5,H,5,A,0,130,93.01,94.31,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-5-A, 130-150",339,U1385,A,11,11-5,H,5,A,130,150,94.31,94.51,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-6-A, 0-150",339,U1385,A,11,11-6,H,6,A,0,150,94.51,96.01,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,Small gastropod at 79 cm.,100,100,,
"339-U1385A-11H-7-A, 0-57",339,U1385,A,11,11-7,H,7,A,0,57,96.01,96.58,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-11H-CC-A, 0-25",339,U1385,A,11,11-CC,H,CC,A,0,25,96.58,96.83,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-12H-1-A, 0-27",339,U1385,A,12,12-1,H,1,A,0,27,96.5,96.77,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-12H-1-A, 27-150",339,U1385,A,12,12-1,H,1,A,27,150,96.77,98,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,A subvertical fault extends from 98 to 150 cm.  Truncated burrows and sediment blocks indicate ~1.5 cm of vertical offset.,100,100,,
"339-U1385A-12H-2-A, 0-5",339,U1385,A,12,12-2,H,2,A,0,5,98,98.05,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Thick lamination is visible.,100,100,,
"339-U1385A-12H-2-A, 5-86",339,U1385,A,12,12-2,H,2,A,5,86,98.05,98.86,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40,5GY 4/1 (dark greenish gray),,,,,100,bioturbated boundary or contact,layering,medium bed [B01],,,,slight_339 [DB91],3,,,Gradual color changes between greenish gray and dark greenish gray with gradational contact. ,60,60,,
"339-U1385A-12H-2-A, 86-155",339,U1385,A,12,12-2,H,2,A,86,155,98.86,99.55,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,60,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,gradational contact,layering,thick bed [B01],,,,slight_339 [DB91],3,,,Gradual color changes between greenish gray and dark greenish gray with gradational contact. ,60,60,,
"339-U1385A-12H-3-A, 0-149",339,U1385,A,12,12-3,H,3,A,0,149,99.55,101.04,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Slight color changes between greenish gray and dark greenish gray due to bioturbation. ,100,100,,
"339-U1385A-12H-3-A, 149-154",339,U1385,A,12,12-3,H,3,A,149,154,101.04,101.09,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Gray (slightly lighter) with some color change due to bioturbation.,100,100,,
"339-U1385A-12H-4-A, 0-39",339,U1385,A,12,12-4,H,4,A,0,39,101.12,101.51,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Gray (slightly lighter) with some color change due to bioturbation. Bioturbated bottom contact.,100,100,,
"339-U1385A-12H-4-A, 39-66",339,U1385,A,12,12-4,H,4,A,39,66,101.51,101.78,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Olive gray interval. Some chondrites and zoophycus.,100,100,,
"339-U1385A-12H-4-A, 66-155",339,U1385,A,12,12-4,H,4,A,66,155,101.78,102.67,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40,5Y 6/1 (gray),,,,,100,,layering,medium bed [B01],,,,slight_339 [DB91],3,,,Interbedding slightly lighter and darker layers with bioturbated contacts. Some zoophycus. ,60,60,,
"339-U1385A-12H-5-A, 0-12",339,U1385,A,12,12-5,H,5,A,0,12,102.7,102.82,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Interbedding slightly lighter and darker layers with bioturbated contacts. Some zoophycus. ,100,100,,
"339-U1385A-12H-5-A, 12-42",339,U1385,A,12,12-5,H,5,A,12,42,102.82,103.12,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Gray (slightly darker) interval with occasional lighter or darker burrow fills. ,100,100,,
"339-U1385A-12H-5-A, 42-45",339,U1385,A,12,12-5,H,5,A,42,45,103.12,103.15,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Greenish gray layer with bioturbation.,100,100,,
"339-U1385A-12H-5-A, 45-154",339,U1385,A,12,12-5,H,5,A,45,154,103.15,104.24,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Gray (slightly darker) interval with occasional lighter or darker burrow fills. ,100,100,,
"339-U1385A-12H-6-A, 0-31",339,U1385,A,12,12-6,H,6,A,0,31,104.24,104.55,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Gray (slightly darker) interval with occasional lighter or darker burrow fills. ,100,100,,
"339-U1385A-12H-6-A, 31-74",339,U1385,A,12,12-6,H,6,A,31,74,104.55,104.98,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-12H-6-A, 74-120",339,U1385,A,12,12-6,H,6,A,74,120,104.98,105.44,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-12H-7-A, 0-60",339,U1385,A,12,12-7,H,7,A,0,60,105.45,106.05,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Scatter pyrite grains.,100,100,,
"339-U1385A-12H-CC-A, 0-29",339,U1385,A,12,12-CC,H,CC,A,0,29,106.05,106.34,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-13H-1-A, 0-150",339,U1385,A,13,13-1,H,1,A,0,150,106,107.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,60,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,gradational contact,layering,medium bed [B01],,,,slight_339 [DB91],3,,,Slight color change from gray to greenish gray. Pyritized burrows.,60,60,,
"339-U1385A-13H-2-A, 0-31",339,U1385,A,13,13-2,H,2,A,0,31,107.5,107.81,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,N 6 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-13H-2-A, 31-43",339,U1385,A,13,13-2,H,2,A,31,43,107.81,107.93,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Dark gray interval with burrows.,100,100,,
"339-U1385A-13H-2-A, 43-150",339,U1385,A,13,13-2,H,2,A,43,150,107.93,109,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,slight_339 [DB91],3,,,Interbedding of muddy nannofossil ooze and nannofossil ooze with mud. Contacts of these lithologies are generally bioturbated.,60,60,,
"339-U1385A-13H-3-A, 0-137",339,U1385,A,13,13-3,H,3,A,0,137,109,110.37,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Slightly darker gray interval with some brownish clay. Some color variations due to bioturbation. Pyritized burrows.,100,100,,
"339-U1385A-13H-3-A, 137-150",339,U1385,A,13,13-3,H,3,A,137,150,110.37,110.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Slightly lighter gray interval with some color variations due to bioturbation. Pyritized burrows.,100,100,,
"339-U1385A-13H-4-, 0-150",339,U1385,A,13,13-4,H,4,,0,150,110.5,112,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,,layering,thick bed [B01],,,,slight_339 [DB91],3,,,slight color change between slightly darker and lighter gray due to bioturbation. scattered pyrite. Foram-filled burrows (pipes). Zoophycos throughout.,70,70,,
