Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1513A-25X-CC-A,9,15,154.88,154.94,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,irregular boundary or contact,irregular,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-1-A,0,6,157.2,157.26,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-1-A,17,58,157.37,157.78,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-26X-1-A,58,63,157.78,157.83,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-1-A,63,91,157.83,158.11,II,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,
369-U1513A-26X-1-A,91,108,158.11,158.28,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-2-A,0,15,158.28,158.43,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-26X-2-A,15,20,158.43,158.48,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-2-A,20,33,158.48,158.61,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-26X-2-A,33,41,158.61,158.69,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-2-A,41,52,158.69,158.8,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-26X-2-A,52,72,158.8,159,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-CC-A,0,6,159.04,159.1,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-26X-CC-A,6,28,159.1,159.32,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-26X-CC-A,28,36,159.32,159.4,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,sharp boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-1-A,0,5,162,162.05,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-1-A,5,56,162.05,162.56,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-1-A,56,65,162.56,162.65,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-1-A,65,83,162.65,162.83,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-2-A,0,25,162.93,163.18,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-2-A,25,34,163.18,163.27,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-2-A,34,58,163.27,163.51,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,high,3,Bioturbations cause colour banding,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-2-A,58,70,163.51,163.63,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,curved boundary or contact,concave,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-2-A,70,90,163.63,163.83,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,high,3,Bioturbations cause colour banding,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-2-A,90,102,163.83,163.95,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,sharp to gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-2-A,102,130,163.95,164.23,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate,2,Bioturbations cause colour banding,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-CC-A,5,27,164.28,164.5,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,high,3,Bioturbations cause colour banding,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-27X-CC-A,27,32,164.5,164.55,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-27X-CC-A,32,46,164.55,164.69,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-1-A,0,25,166.8,167.05,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,clay [W22_1],1,,,high,3,Bioturbations cause colour banding,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-28X-1-A,25,56,167.05,167.36,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-28X-1-A,56,133,167.36,168.13,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Bioturbations cause colour banding between 60-70 cm,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-2-A,0,42,168.13,168.55,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-2-A,42,54,168.55,168.67,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-28X-2-A,54,70,168.67,168.83,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-2-A,70,78,168.83,168.91,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-28X-2-A,78,89,168.91,169.02,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-2-A,89,95,169.02,169.08,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-28X-2-A,95,134,169.08,169.47,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-28X-CC-A,0,21,169.47,169.68,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-1-A,0,130,171.6,172.9,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-2-A,0,41,173,173.41,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-2-A,41,47,173.41,173.47,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-29X-2-A,47,57,173.47,173.57,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-2-A,57,69,173.57,173.69,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-29X-2-A,69,106,173.69,174.06,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-CC-A,6,16,174.12,174.22,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-29X-CC-A,16,23,174.22,174.29,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-30X-1-A,0,18,176.4,176.58,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-30X-1-A,18,33,176.58,176.73,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-30X-1-A,33,44,176.73,176.84,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-30X-1-A,44,71,176.84,177.11,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,Occurrence of greenish-brownish burrows throughout,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-30X-CC-A,0,37,177.11,177.48,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-31X-1-A,0,8,179.5,179.58,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/N (white),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,color boundary or contact,gradational,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-31X-1-A,8,74,179.58,180.24,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,high,3,There are discrete intervals of clayey nannofossil chalk that are white in color with sparse bioturbations.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-31X-1-A,74,90,180.24,180.4,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/N (white),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,color boundary or contact,sharp,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-31X-1-A,90,105,180.4,180.55,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,high,3,There are discrete intervals of clayey nannofossil chalk that are white in color with sparse bioturbations.,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-31X-CC-A,0,40,180.55,180.95,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,high,3,There are discrete intervals of clayey nannofossil chalk that are white in color with sparse bioturbations.,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-32X-1-A,0,27,186,186.27,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-32X-1-A,27,36,186.27,186.36,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5G (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,color boundary or contact,sharp,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-32X-1-A,36,48,186.36,186.48,II,,,,silicified,limestone [USGS],,silicified limestone,,,10YR 9/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,color boundary or contact,sharp,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-32X-1-A,48,68,186.48,186.68,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,color boundary or contact,gradational,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-32X-1-A,68,78,186.68,186.78,II,,,,silicified,limestone [USGS],,silicified limestone,,,10YR 9/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,color boundary or contact,sharp,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-32X-CC-A,0,7,186.78,186.85,II,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,
369-U1513A-33X-1-A,0,39,190.8,191.19,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-33X-1-A,39,67,191.19,191.47,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,There are nodule of silicified limestone in this interval,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-33X-1-A,67,83,191.47,191.63,II,,,,,,,,,,,,,,,,,,,,,,Interval destroyed,,,,,,,,,,,,,,
369-U1513A-33X-1-A,83,134,191.63,192.14,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,low,2,There are nodule of silicified limestone in this interval,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-33X-CC-A,6,52,192.2,192.66,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,There are nodule of silicified limestone at the bottom of this interval,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-34X-1-A,0,54,195.6,196.14,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Most fragments of this section are not in situ,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-34X-CC-A,0,17,196.14,196.31,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-34X-CC-A,17,28,196.31,196.42,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-1-A,0,5,200.4,200.45,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-1-A,5,17,200.45,200.57,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-1-A,17,40,200.57,200.8,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-1-A,40,52,200.8,200.92,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/10GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-2-A,0,9,201.04,201.13,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-2-A,9,11,201.13,201.15,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-2-A,11,14,201.15,201.18,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/4 (pale yellow),mottled,,,,,clay [W22_1],1,,,sparse,1,,color boundary or contact,irregular,gradational,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-35X-2-A,14,21,201.18,201.25,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 6/1 (gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,color boundary or contact,gradational,gradational,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-35X-2-A,21,49,201.25,201.53,II,,,,silicified,limestone [USGS],,silicified limestone,,,10BG 7/1 (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-35X-CC-A,0,13,201.53,201.66,II,,,,silicified,limestone [USGS],,silicified limestone,,,10BG 7/1 (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-36X-1-A,0,19,205.2,205.39,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-36X-1-A,19,24,205.39,205.44,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,high,3,,color boundary or contact,gradational,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-36X-1-A,24,117,205.44,206.37,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,There are nodules of carbonate at the top of this interval,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-36X-CC-A,0,6,206.37,206.43,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5G (pale green),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-36X-CC-A,6,15,206.43,206.52,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-37X-1-A,0,53,210,210.53,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-37X-2-A,0,117,210.61,211.78,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-37X-CC-A,0,14,211.78,211.92,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,0,27,214.8,215.07,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,Detrital chert fragments are present at the beginning of this section,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,27,37,215.07,215.17,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 6/3 (pale olive),color banding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,37,82,215.17,215.62,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,82,94,215.62,215.74,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,94,99,215.74,215.79,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-1-A,99,144,215.79,216.24,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-38X-CC-A,0,23,216.24,216.47,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-39X-1-A,0,68,219,219.68,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
