Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1333C-17H-3-A,320,U1333,C,17,17-3,H,3,A,0,150,134.1,135.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-3-A,320,U1333,C,17,17-3,H,3,A,0,150,134.1,135.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
320-U1333C-17H-4-A,320,U1333,C,17,17-4,H,4,A,0,150,135.6,137.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-4-A,320,U1333,C,17,17-4,H,4,A,0,150,135.6,137.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
320-U1333C-17H-5-A,320,U1333,C,17,17-5,H,5,A,0,150,137.1,138.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-5-A,320,U1333,C,17,17-5,H,5,A,0,150,137.1,138.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
320-U1333C-17H-6-A,320,U1333,C,17,17-6,H,6,A,0,23,138.6,138.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50.0,firm,10YR 5/4,,,
320-U1333C-17H-6-A,320,U1333,C,17,17-6,H,6,A,0,23,138.6,138.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,50.0,firm,10YR 4/3,,,
320-U1333C-17H-6-A,320,U1333,C,17,17-6,H,6,A,23,150,138.83,140.1,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 3/4,,,
320-U1333C-17H-7-A,320,U1333,C,17,17-7,H,7,A,0,72,140.1,140.82,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 3/4,,,
320-U1333C-17H-CC-A,320,U1333,C,17,17-CC,H,CC,A,0,25,140.82,141.07,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 3/4,,,
320-U1333C-18H-1-A,320,U1333,C,18,18-1,H,1,A,0,32,140.6,140.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100.0,firm,10YR 3/4,,,
320-U1333C-18H-2-A,320,U1333,C,18,18-2,H,2,A,0,150,140.92,142.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100.0,firm,10YR 3/4,,,
320-U1333C-18H-3-A,320,U1333,C,18,18-3,H,3,A,0,111,142.42,143.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,100.0,firm,10YR 3/4,,,
320-U1333C-18H-3-A,320,U1333,C,18,18-3,H,3,A,111,141,143.53,143.83,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 4/4,,,
320-U1333C-18H-4-A,320,U1333,C,18,18-4,H,4,A,0,141,143.83,145.24,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 4/4,,,
320-U1333C-18H-5-A,320,U1333,C,18,18-5,H,5,A,0,143,145.24,146.67,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 4/4,,,
320-U1333C-18H-6-A,320,U1333,C,18,18-6,H,6,A,0,136,146.74,148.1,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,100.0,firm,10YR 4/4,,,
320-U1333C-18H-6-A,320,U1333,C,18,18-6,H,6,A,136,150,148.1,148.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75.0,firm,10YR 3/4,Core 18H shows expansions of about 1 cm per section,,
320-U1333C-18H-6-A,320,U1333,C,18,18-6,H,6,A,136,150,148.1,148.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25.0,firm,10YR 7/3,,,
320-U1333C-18H-7-A,320,U1333,C,18,18-7,H,7,A,0,152,148.24,149.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75.0,firm,10YR 3/4,Core 18H shows expansions of about 1 cm per section,,
320-U1333C-18H-7-A,320,U1333,C,18,18-7,H,7,A,0,152,148.24,149.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25.0,firm,10YR 7/3,,,
320-U1333C-18H-8-A,320,U1333,C,18,18-8,H,8,A,0,75,149.76,150.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75.0,firm,10YR 3/4,Core 18H shows expansions of about 1 cm per section,,
320-U1333C-18H-8-A,320,U1333,C,18,18-8,H,8,A,0,75,149.76,150.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25.0,firm,10YR 7/3,,,
320-U1333C-18H-CC-A,320,U1333,C,18,18-CC,H,CC,A,0,26,150.51,150.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75.0,firm,10YR 3/4,Core 18H shows expansions of about 1 cm per section,,
320-U1333C-18H-CC-A,320,U1333,C,18,18-CC,H,CC,A,0,26,150.51,150.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25.0,firm,10YR 7/3,,,
320-U1333C-19H-1-A,320,U1333,C,19,19-1,H,1,A,0,150,150.1,151.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80.0,firm,10YR 7/3,,,
320-U1333C-19H-1-A,320,U1333,C,19,19-1,H,1,A,0,150,150.1,151.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20.0,firm,10YR 5/4,,,
320-U1333C-19H-2-A,320,U1333,C,19,19-2,H,2,A,0,150,151.6,153.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80.0,firm,10YR 7/3,,,
320-U1333C-19H-2-A,320,U1333,C,19,19-2,H,2,A,0,150,151.6,153.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20.0,firm,10YR 5/4,,,
320-U1333C-19H-3-A,320,U1333,C,19,19-3,H,3,A,0,100,153.1,154.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80.0,firm,10YR 7/3,,,
320-U1333C-19H-3-A,320,U1333,C,19,19-3,H,3,A,0,100,153.1,154.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20.0,firm,10YR 5/4,,,
320-U1333C-19H-4-A,320,U1333,C,19,19-4,H,4,A,0,94,154.1,155.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80.0,firm,10YR 7/3,,,
320-U1333C-19H-4-A,320,U1333,C,19,19-4,H,4,A,0,94,154.1,155.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20.0,firm,10YR 5/4,,,
320-U1333C-19H-CC-A,320,U1333,C,19,19-CC,H,CC,A,0,7,155.04,155.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80.0,firm,10YR 7/3,,,
320-U1333C-19H-CC-A,320,U1333,C,19,19-CC,H,CC,A,0,7,155.04,155.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,20.0,firm,10YR 5/4,,,
320-U1333C-20H-1-A,320,U1333,C,20,20-1,H,1,A,0,150,154.1,155.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-1-A,320,U1333,C,20,20-1,H,1,A,0,150,154.1,155.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-2-A,320,U1333,C,20,20-2,H,2,A,0,150,155.6,157.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-2-A,320,U1333,C,20,20-2,H,2,A,0,150,155.6,157.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-3-A,320,U1333,C,20,20-3,H,3,A,0,150,157.1,158.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-3-A,320,U1333,C,20,20-3,H,3,A,0,150,157.1,158.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-4-A,320,U1333,C,20,20-4,H,4,A,0,150,158.6,160.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-4-A,320,U1333,C,20,20-4,H,4,A,0,150,158.6,160.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-5-A,320,U1333,C,20,20-5,H,5,A,0,150,160.1,161.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-5-A,320,U1333,C,20,20-5,H,5,A,0,150,160.1,161.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-6-A,320,U1333,C,20,20-6,H,6,A,0,129,161.6,162.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-6-A,320,U1333,C,20,20-6,H,6,A,0,129,161.6,162.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-20H-CC-A,320,U1333,C,20,20-CC,H,CC,A,0,29,162.89,163.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",clayey radiolarian,,clayey radiolarian ooze,40.0,firm,10YR 4/4,,,
320-U1333C-20H-CC-A,320,U1333,C,20,20-CC,H,CC,A,0,29,162.89,163.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60.0,firm,10YR 7/3,,,
320-U1333C-21H-1-A,320,U1333,C,21,21-1,H,1,A,0,54,163.2,163.74,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100.0,soft,10YR 6/4,porcellanite fragments(<1cm) through core,,
320-U1333C-22X-CC-A,320,U1333,C,22,22-CC,X,CC,A,0,9,163.2,163.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",calcareous,with nannofossils,calcareous ooze with nannofossils,100.0,soft,10YR 6/3,,,
320-U1333C-22X-CC-A,320,U1333,C,22,22-CC,X,CC,A,9,15,163.29,163.35,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100.0,hard,10YR 3/3,interbedded,,
320-U1333C-22X-CC-A,320,U1333,C,22,22-CC,X,CC,A,15,24,163.35,163.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",calcareous,with nannofossils,calcareous ooze with nannofossils,100.0,soft,10YR 6/3,,,
320-U1333C-22X-CC-A,320,U1333,C,22,22-CC,X,CC,A,24,30,163.44,163.5,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100.0,hard,10YR 3/3,interbedded,,
320-U1333C-22X-CC-A,320,U1333,C,22,22-CC,X,CC,A,30,39,163.5,163.59,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,,10YR 3/3,porcellanite coarse fragments mixed with calcareous ooze (debris left down at the bottom),,
320-U1333C-23X-CC-A,320,U1333,C,23,23-CC,X,CC,A,0,7,172.8,172.87,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",calcareous,,calcareous chalk,100.0,firm,10YR 8/1,,,
320-U1333C-23X-CC-A,320,U1333,C,23,23-CC,X,CC,A,7,15,172.87,172.95,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",,,limestone,100.0,hard,10YR 7/2,,,
320-U1333C-23X-CC-A,320,U1333,C,23,23-CC,X,CC,A,15,26,172.95,173.06,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",,,limestone,100.0,hard,10YR 7/2,A basalt fragment,,
320-U1333C-24X-CC-A,320,U1333,C,24,24-CC,X,CC,A,0,16,176.0,176.16,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",,,limestone,100.0,hard,10YR 8/1,A basalt fragment,,
320-U1333C-24X-CC-A,320,U1333,C,24,24-CC,X,CC,A,16,38,176.16,176.38,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100.0,hard,10YR 2/1,5 pieces of basalt fragments,,
