Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1461A-22H-2-A,63,66,154.15,154.18,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,22,H,2,A
356-U1461A-22H-2-A,66,138,154.18,154.9,,,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,gastropod,,,,,,,,"Unlithified, light gray, homogeneous packstone, rare gastropod fragments",,,,356,U1461,A,22,H,2,A
356-U1461A-22H-2-A,138,141,154.9,154.93,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,22,H,2,A
356-U1461A-22H-3-A,0,66,154.93,155.59,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,concretion [BJ80],,,,,,"Unlithifed, olive gray, homogeneous packstone. Concretion at 10-11 cm.",,,,356,U1461,A,22,H,3,A
356-U1461A-22H-3-A,0,66,154.93,155.59,,,,,,,,,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite. It has a sharp horizontal basal contact.",,,,356,U1461,A,22,H,3,A
356-U1461A-22H-3-A,66,90,155.59,155.83,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,sharp,horizontal,,,,,356,U1461,A,22,H,3,A
356-U1461A-22H-3-A,90,112,155.83,156.05,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark greenish gray,coral (solitary),,,,,,,,"Unlithified, dark greenish gray, glauconite-rich packstone with a skeletal interval containing a solitary coral and gastropod fragments.",,,,356,U1461,A,22,H,3,A
356-U1461A-22H-3-A,90,112,155.83,156.05,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,A,22,H,3,A
356-U1461A-22H-3-A,112,131,156.05,156.24,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite.",,,,356,U1461,A,22,H,3,A
356-U1461A-22H-4-A,0,144,156.34,157.78,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite",,,,356,U1461,A,22,H,4,A
356-U1461A-22H-5-A,0,143,157.78,159.21,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite",,,,356,U1461,A,22,H,5,A
356-U1461A-22H-6-A,0,149,159.21,160.7,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite",,,,356,U1461,A,22,H,6,A
356-U1461A-22H-7-A,0,143,160.7,162.13,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite",,,,356,U1461,A,22,H,7,A
356-U1461A-22H-CC-A,0,17,162.13,162.3,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, light gray, homogeneous packstone, rare gastropod fragments",,,,356,U1461,A,22,H,CC,A
356-U1461A-23H-1-A,0,146,161.6,163.06,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,coral (solitary),,,,,,,,"Unlithified, olive gray, homogeneous packstone with a solitary coral",,,,356,U1461,A,23,H,1,A
356-U1461A-23H-2-A,0,93,163.06,163.99,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite. *356-U1461A-23H-2A was not scanned with SHMSL (section half multi sensor logger) because the core liner was too mangled and warped to allow the sensor to pass over it.",,,,356,U1461,A,23,H,2,A
356-U1461A-23H-3-A,0,146,163.99,165.45,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,23,H,3,A
356-U1461A-23H-4-A,0,148,165.45,166.93,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,23,H,4,A
356-U1461A-23H-5-A,0,101,166.93,167.94,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,23,H,5,A
356-U1461A-23H-6-A,0,81,167.94,168.75,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,23,H,6,A
356-U1461A-23H-CC-A,0,43,168.75,169.18,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,23,H,CC,A
356-U1461A-23H-CC-A,43,53,169.18,169.28,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,23,H,CC,A
356-U1461A-24H-1-A,0,116,171.1,172.26,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark grayish green,,,,,,,,,"Unlithified, dark grayish green, homogeneous wackestone",,,,356,U1461,A,24,H,1,A
356-U1461A-24H-2-A,0,141,172.26,173.67,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,gastropod,,,,,,,,"Unlithified, olive gray, homogeneous packstone with gastropod fragments",,,,356,U1461,A,24,H,2,A
356-U1461A-24H-3-A,0,40,173.67,174.07,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark grayish green,,,,,,,,,"Unlithified, dark grayish green, homogeneous packstone with glauconite",,,,356,U1461,A,24,H,3,A
356-U1461A-24H-3-A,40,146,174.07,175.13,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark greenish gray,bivalve,,,,,,,,"Unlithified, dark greenish gray, glauconite-rich packstone with bivalve, gastropod, solitary coral",,,,356,U1461,A,24,H,3,A
356-U1461A-24H-3-A,40,146,174.07,175.13,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1461,A,24,H,3,A
356-U1461A-24H-3-A,40,146,174.07,175.13,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,A,24,H,3,A
356-U1461A-24H-4-A,0,142,175.13,176.55,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,echinoderm,,,,,,,,"Unlithified, dark greenish gray, packstone with glauconite and a sand dollar fragment",,,,356,U1461,A,24,H,4,A
356-U1461A-24H-5-A,0,52,176.55,177.07,unlithified [Leg194],glauconite-rich,packstone [E&K72; D62],3,,glauconite-rich packstone,hemipelagic,dark grayish green,,,,,,,,,"Unlithified, dark grayish green, glauconite-rich packstone",,,,356,U1461,A,24,H,5,A
356-U1461A-24H-5-A,52,144,177.07,177.99,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, packstone with glauconite. There is a gradation in color and glauconite content from top to bottom.",,,,356,U1461,A,24,H,5,A
356-U1461A-24H-6-A,0,141,177.99,179.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone, with very rare glauconite",,,,356,U1461,A,24,H,6,A
356-U1461A-24H-6-A,142,144,179.41,179.43,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,24,H,6,A
356-U1461A-24H-7-A,0,100,179.43,180.43,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,24,H,7,A
356-U1461A-24H-7-A,100,103,180.43,180.46,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,24,H,7,A
356-U1461A-24H-8-A,0,67,180.46,181.13,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,24,H,8,A
356-U1461A-24H-8-A,67,71,181.13,181.17,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,24,H,8,A
356-U1461A-24H-CC-A,0,51,181.17,181.68,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,24,H,CC,A
356-U1461A-24H-CC-A,51,61,181.68,181.78,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,24,H,CC,A
356-U1461A-25H-1-A,0,45,180.6,181.05,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,25,H,1,A
356-U1461A-25H-2-A,0,141,181.05,182.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,25,H,2,A
356-U1461A-25H-3-A,0,143,182.46,183.89,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone with a few scattered glauconite grains towards the base of the core.",,,,356,U1461,A,25,H,3,A
356-U1461A-25H-4-A,0,137,183.89,185.26,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,25,H,4,A
356-U1461A-25H-5-A,0,146,185.36,186.82,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous packstone.",,,,356,U1461,A,25,H,5,A
356-U1461A-25H-5-A,146,148,186.82,186.84,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,25,H,5,A
356-U1461A-25H-6-A,0,140,186.84,188.24,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,25,H,6,A
356-U1461A-25H-7-A,0,149,188.24,189.73,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,25,H,7,A
356-U1461A-25H-8-A,0,127,189.73,191.0,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,25,H,8,A
356-U1461A-25H-8-A,127,132,191.0,191.05,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,25,H,8,A
356-U1461A-25H-CC-A,0,14,191.05,191.19,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1461,A,25,H,CC,A
356-U1461A-26H-1-A,0,32,190.1,190.42,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,26,H,1,A
356-U1461A-26H-2-A,0,146,190.42,191.88,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone. Slightly glauconitic near the top.",,,,356,U1461,A,26,H,2,A
356-U1461A-26H-3-A,0,145,191.88,193.33,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with traces of glauconite",,,,356,U1461,A,26,H,3,A
356-U1461A-26H-3-A,145,147,193.33,193.35,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,26,H,3,A
356-U1461A-26H-4-A,0,147,193.35,194.82,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray homogeneous packstone with glauconite",,,,356,U1461,A,26,H,4,A
356-U1461A-26H-5-A,0,143,194.82,196.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with traces of glauconite",,,,356,U1461,A,26,H,5,A
356-U1461A-26H-5-A,143,146,196.25,196.28,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,26,H,5,A
356-U1461A-26H-6-A,0,145,196.28,197.73,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with traces of glauconite",,,,356,U1461,A,26,H,6,A
356-U1461A-26H-7-A,0,145,197.73,199.18,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with glaucontie",,,,356,U1461,A,26,H,7,A
356-U1461A-26H-7-A,145,148,199.18,199.21,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,26,H,7,A
356-U1461A-26H-8-A,0,114,199.21,200.35,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,26,H,8,A
356-U1461A-26H-CC-A,0,11,200.35,200.46,,,,,,,,,,,,,,,,,to paloe,,,,356,U1461,A,26,H,CC,A
356-U1461A-27H-1-A,0,3,199.6,199.63,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,27,H,1,A
356-U1461A-27H-1-A,3,12,199.63,199.72,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,foraminifera (small benthic),,,,,,,,"Lithified, olive gray packstone with glauconite and small benthic forams.",,,,356,U1461,A,27,H,1,A
356-U1461A-27H-1-A,12,40,199.72,200.0,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone",,,,356,U1461,A,27,H,1,A
356-U1461A-27H-2-A,0,145,200.0,201.45,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray packstone with slight glauconite",,,,356,U1461,A,27,H,2,A
356-U1461A-27H-3-A,0,141,201.45,202.86,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone with glauconite",,,,356,U1461,A,27,H,3,A
356-U1461A-27H-4-A,0,134,202.86,204.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous packstone with rare glauconite",,,,356,U1461,A,27,H,4,A
356-U1461A-27H-5-A,0,146,204.2,205.66,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous packstone",,,,356,U1461,A,27,H,5,A
356-U1461A-27H-6-A,0,148,205.66,207.14,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous packstone",,,,356,U1461,A,27,H,6,A
356-U1461A-27H-7-A,0,126,207.14,208.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray packstone with patches of glauconite",,,,356,U1461,A,27,H,7,A
356-U1461A-27H-7-A,126,136,208.4,208.5,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,27,H,7,A
356-U1461A-27H-8-A,0,93,208.5,209.43,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous packstone",,,,356,U1461,A,27,H,8,A
356-U1461A-27H-CC-A,0,10,209.43,209.53,,,,,,,,,,,,,,,,,went to pal,,,,356,U1461,A,27,H,CC,A
356-U1461A-28H-1-A,0,26,209.1,209.36,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray packstone with glauconite",,,,356,U1461,A,28,H,1,A
356-U1461A-28H-1-A,26,30,209.36,209.4,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,28,H,1,A
356-U1461A-28H-2-A,0,141,209.4,210.81,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with glauconite",,,,356,U1461,A,28,H,2,A
356-U1461A-28H-3-A,0,134,210.81,212.15,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with glauconite",,,,356,U1461,A,28,H,3,A
356-U1461A-28H-3-A,134,142,212.15,212.23,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,28,H,3,A
356-U1461A-28H-4-A,0,120,212.23,213.43,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone. A few grains of glauconite near the top 25 cm of the Section",,,,356,U1461,A,28,H,4,A
356-U1461A-28H-5-A,0,127,213.53,214.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithifed, dark greenish gray, homogeneous packstone",,,,356,U1461,A,28,H,5,A
356-U1461A-28H-5-A,0,127,213.53,214.8,,,,,,,hemipelagic,,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone. Rare patches of scattered glauconite",,,,356,U1461,A,28,H,5,A
356-U1461A-28H-6-A,0,135,214.8,216.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone. Rare scattered glauconite grains",,,,356,U1461,A,28,H,6,A
356-U1461A-28H-7-A,0,131,216.15,217.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with scattered rare glauconite grains",,,,356,U1461,A,28,H,7,A
356-U1461A-28H-8-A,0,134,217.46,218.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,A,28,H,8,A
356-U1461A-28H-CC-A,0,12,218.8,218.92,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,A,28,H,CC,A
356-U1461A-28H-CC-A,12,22,218.92,219.02,,,,,,,,,,,,,,,,,sample to pal,,,,356,U1461,A,28,H,CC,A
356-U1461A-29H-1-A,0,144,218.6,220.04,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,1,A
356-U1461A-29H-2-A,0,137,220.04,221.41,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,2,A
356-U1461A-29H-3-A,0,128,221.41,222.69,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,3,A
356-U1461A-29H-4-A,0,129,222.69,223.98,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,4,A
356-U1461A-29H-5-A,0,128,223.98,225.26,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone. It has an odor, but it is different from hydrogen sulfide.",,,,356,U1461,A,29,H,5,A
356-U1461A-29H-6-A,0,125,225.26,226.51,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone. It has an odor (not H2S).",,,,356,U1461,A,29,H,6,A
356-U1461A-29H-7-A,0,141,226.51,227.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,7,A
356-U1461A-29H-CC-A,0,18,227.92,228.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,A,29,H,CC,A
356-U1461A-29H-CC-A,18,28,228.1,228.2,,,,,,,,,,,,,,,,,sample to pal,,,,356,U1461,A,29,H,CC,A
356-U1461A-30F-1-A,0,8,228.1,228.18,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray packstone",,,,356,U1461,A,30,F,1,A
356-U1461A-30F-1-A,8,43,228.18,228.53,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,,,sharp,horizontal,"Unlithified, dark greenish gray mudstone",,,,356,U1461,A,30,F,1,A
356-U1461A-30F-1-A,43,46,228.53,228.56,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,sharp,sub-horizontal,"Lithified, light olive gray packstone",,,,356,U1461,A,30,F,1,A
356-U1461A-30F-1-A,46,119,228.56,229.29,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,sharp,horizontal,"Unlithified, light olive gray mudstone",,,,356,U1461,A,30,F,1,A
356-U1461A-30F-1-A,119,140,229.29,229.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray packstone interbedded with light olive gray, mudstone. Beds are ~3-5 cm thick.",,,,356,U1461,A,30,F,1,A
356-U1461A-30F-2-A,0,140,229.52,230.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray homogeneous wackestone.",,,,356,U1461,A,30,F,2,A
356-U1461A-30F-3-A,0,110,230.92,232.02,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,pelagic,gray,,,,,,,,,Unlithified (with some intervals partially lithified) gray skeletal wackestone. Small amounts of glauconite is disseminated throughout.,,,,356,U1461,A,30,F,3,A
356-U1461A-30F-4-A,0,58,232.04,232.62,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone.",,,,356,U1461,A,30,F,4,A
356-U1461A-30F-CC-A,0,14,232.64,232.78,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Lithified, light greenish gray wackestone",,,,356,U1461,A,30,F,CC,A
356-U1461A-30F-CC-A,14,29,232.78,232.93,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone",,,,356,U1461,A,30,F,CC,A
356-U1461A-30F-CC-A,29,39,232.93,233.03,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,30,F,CC,A
356-U1461A-31F-1-A,0,141,232.8,234.21,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithfied, dark greenish gray, packstone",,,,356,U1461,A,31,F,1,A
356-U1461A-31F-2-A,0,132,234.21,235.53,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithfied, dark greenish gray, packstone",,,,356,U1461,A,31,F,2,A
356-U1461A-31F-3-A,0,112,235.63,236.75,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithfied, dark greenish gray, packstone",,,,356,U1461,A,31,F,3,A
356-U1461A-31F-4-A,0,80,236.75,237.55,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithfied, dark greenish gray, packstone",,,,356,U1461,A,31,F,4,A
356-U1461A-31F-CC-A,0,10,237.55,237.65,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,A,31,F,CC,A
356-U1461A-32F-1-A,0,141,237.5,238.91,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,pelagic,gray,,,,,,,,,Unlithified (with some intervals partially lithified) gray skeletal wackestone. noticeable amounts of glauconite is disseminated throughout.,,,,356,U1461,A,32,F,1,A
356-U1461A-32F-2-A,0,141,238.91,240.32,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,pelagic,gray,,,,,,,,,Unlithified (with some intervals partially lithified with calcite cement) gray skeletal wackestone. noticeable amounts of glauconite is disseminated throughout.,,,,356,U1461,A,32,F,2,A
356-U1461A-32F-3-A,0,111,240.32,241.43,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,pelagic,gray,,,,,,,,,Unlithified (with some intervals partially lithified with calcite cement) gray skeletal wackestone. noticeable amounts of glauconite is disseminated throughout.,,,,356,U1461,A,32,F,3,A
356-U1461A-32F-4-A,0,81,241.43,242.24,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,pelagic,gray,bryozoa,,,,,,,,Unlithified (with some intervals partially lithified with calcite cement) gray skeletal wackestone. noticeable amounts of glauconite is disseminated throughout.,,,,356,U1461,A,32,F,4,A
356-U1461A-32F-CC-A,0,8,242.24,242.32,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,32,F,CC,A
356-U1461A-33F-1-A,0,142,242.2,243.62,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers.,,,,356,U1461,A,33,F,1,A
356-U1461A-33F-2-A,0,141,243.62,245.03,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers.,,,,356,U1461,A,33,F,2,A
