Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1525A-21F-2-A,63,81,118.63,118.81,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,reverse grading,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,lonestone,gradational boundary or contact,,Bioturbation cause reverse grading? Lonestone at 69 cm.,,,,374,U1525,A,21,F,2,A,
374-U1525A-21F-2-A,81,150,118.81,119.5,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,,,,,,,,374,U1525,A,21,F,2,A,
374-U1525A-21F-3-A,0,50,119.5,120,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,50,68,120,120.18,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,reverse grading,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,lonestone,sharp boundary or contact,,Clast-clusters contact. Bioturbation cause reverse grading? Lonestone at 67-68 cm.,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,68,86,120.18,120.36,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,reverse grading,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,Bioturbation cause reverse grading?,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,85,89,120.35,120.39,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,86,124,120.36,120.74,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,124,130,120.74,120.8,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,130,144,120.8,120.94,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-3-A,130,144,120.8,120.94,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,21,F,3,A,
374-U1525A-21F-CC-A,0,11,120.94,121.05,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,21,F,CC,A,
374-U1525A-22F-1-A,0,5,121.2,121.25,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,22,F,1,A,
374-U1525A-22F-1-A,0,150,121.2,122.7,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,1,A,
374-U1525A-22F-1-A,5,150,121.25,122.7,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,pyrite,,,,,,,,,374,U1525,A,22,F,1,A,
374-U1525A-22F-1-A,5,150,121.25,122.7,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,1,A,
374-U1525A-22F-2-A,0,24,122.7,122.94,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,0,24,122.7,122.94,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,24,32,122.94,123.02,diatom rich,mud,,diatom rich mud,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,32,88,123.02,123.58,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,pyrite,,,sharp boundary or contact,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,32,88,123.02,123.58,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,88,92,123.58,123.62,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,5Y 5/2 (olive gray),,,,,,,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,92,103,123.62,123.73,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,103,122,123.73,123.92,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,122,131,123.92,124.01,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,131,150,124.01,124.2,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,pyrite,,,,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-2-A,131,150,124.01,124.2,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,2,A,
374-U1525A-22F-3-A,0,66,124.2,124.86,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,pyrite,,,sharp boundary or contact,,Clast-clusters,,,,374,U1525,A,22,F,3,A,
374-U1525A-22F-3-A,0,66,124.2,124.86,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,3,A,
374-U1525A-22F-3-A,66,77,124.86,124.97,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,22,F,3,A,
374-U1525A-22F-3-A,77,147,124.97,125.67,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,22,F,3,A,
374-U1525A-22F-3-A,77,147,124.97,125.67,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,22,F,3,A,
374-U1525A-23F-1-A,0,17,125.9,126.07,diatom rich,mud,,diatom rich mud,burrows,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,Sand stringers at 54-55 cm and 62 cm sand lense.,,,,374,U1525,A,23,F,1,A,
374-U1525A-23F-1-A,0,17,125.9,126.07,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,23,F,1,A,
374-U1525A-23F-1-A,17,95,126.07,126.85,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,23,F,1,A,
374-U1525A-23F-2-A,0,150,126.85,128.35,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,23,F,2,A,
374-U1525A-23F-2-A,0,150,126.85,128.35,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,23,F,2,A,
374-U1525A-23F-2-A,13,13,126.98,126.98,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,23,F,2,A,
374-U1525A-23F-2-A,91,95,127.76,127.8,,,,,lens or pod [BJ84],,,,,,,,,,,,Sand lense at 91 and 94-95 cm.,,,,374,U1525,A,23,F,2,A,
374-U1525A-23F-3-A,0,150,128.35,129.85,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,23,F,3,A,
374-U1525A-23F-3-A,0,150,128.35,129.85,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,23,F,3,A,
374-U1525A-23F-CC-A,0,18,129.85,130.03,diatom rich,mud,,diatom rich mud,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,23,F,CC,A,
374-U1525A-23F-CC-A,0,18,129.85,130.03,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,23,F,CC,A,
374-U1525A-24F-1-A,0,24,130.6,130.84,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,18-24 cm clast-rich sandy diamict.,,,,374,U1525,A,24,F,1,A,
374-U1525A-24F-1-A,24,61,130.84,131.21,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,GLEY 1 6/5GY (greenish gray),,,,,,,,lonestone,,,34-61 cm clast-rich muddy diamict. Lonestone at 51-52 cm (oxydized redish).,,,,374,U1525,A,24,F,1,A,
374-U1525A-25X-1-A,0,15,131.2,131.35,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,25,X,1,A,
374-U1525A-25X-1-A,15,120,131.35,132.4,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),moderate [DB86],2,,,,,,lonestone,,,"Lonestone at 61 cm. Sand lens/pods at 67-68, 73-74 cm. Sand stringers at 119-120 cm.",,,,374,U1525,A,25,X,1,A,
374-U1525A-25X-1-A,67,74,131.87,131.94,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,374,U1525,A,25,X,1,A,
374-U1525A-25X-1-A,119,120,132.39,132.4,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,25,X,1,A,
374-U1525A-25X-1-A,120,150,132.4,132.7,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,25,X,1,A,
374-U1525A-25X-2-A,0,150,132.7,134.2,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,lonestone,,,Lonestone at 1 cm.,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,52,52,133.22,133.22,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,52,80,133.22,133.5,,,,,lamination,,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,84,86,133.54,133.56,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,88,88,133.58,133.58,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,115,115,133.85,133.85,,,,,sand stringer,,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-2-A,139,139,134.09,134.09,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,374,U1525,A,25,X,2,A,
374-U1525A-25X-3-A,0,69,134.2,134.89,muddy,diatom ooze,,muddy diatom ooze,sand stringer,GLEY 1 5/10Y (greenish gray),moderate [DB86],2,,,,,,,undulating or wavy boundary or contact [BJ80],,"Sand tringers at 35-36, with sharp bottom contact.",,,,374,U1525,A,25,X,3,A,
374-U1525A-25X-3-A,69,140,134.89,135.6,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,,,Chondrites 93-97 cm.,,,,374,U1525,A,25,X,3,A,
374-U1525A-25X-3-A,110,135,135.3,135.55,,,,,normal grading,,,,,,,,,,,,,,,,374,U1525,A,25,X,3,A,
374-U1525A-25X-3-A,134,134,135.54,135.54,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1525,A,25,X,3,A,
374-U1525A-25X-3-A,135,135,135.55,135.55,,,,,,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,Wavy contact.,,,,374,U1525,A,25,X,3,A,
374-U1525A-25X-4-A,0,14,135.7,135.84,,,,,burrows,,heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,25,X,4,A,
374-U1525A-25X-4-A,0,140,135.7,137.1,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,25,X,4,A,
374-U1525A-25X-4-A,140,150,137.1,137.2,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,,GLEY 1 5/10Y (greenish gray),,,,,,,,lonestone,,,Lonestone at 144 and 145 cm.,,,,374,U1525,A,25,X,4,A,
374-U1525A-25X-5-A,0,67,137.2,137.87,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,25,X,5,A,
374-U1525A-25X-CC-A,0,24,137.87,138.11,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,25,X,CC,A,
374-U1525A-27X-1-A,0,77,146.7,147.47,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,lonestone,sharp boundary or contact,,Lonestone at 0-4 cm,,,,374,U1525,A,27,X,1,A,
374-U1525A-27X-1-A,77,92,147.47,147.62,diatom rich,mud,with abundant clasts,diatom rich mud with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1525,A,27,X,1,A,
374-U1525A-27X-1-A,92,112,147.62,147.82,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,27,X,1,A,
374-U1525A-27X-1-A,112,150,147.82,148.2,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,1,A,
374-U1525A-27X-2-A,0,151,148.2,149.71,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,2,A,
374-U1525A-27X-2-A,0,151,148.2,149.71,,,,,sand stringer,,,,,,,,,,,,"Sand stringers at 14, 33, 36, 43, 46, 67, 143, and 148-150 cm.",,,,374,U1525,A,27,X,2,A,
374-U1525A-27X-3-A,0,130,149.71,151.01,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,27,X,3,A,
374-U1525A-27X-3-A,130,141,151.01,151.12,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1525,A,27,X,3,A,
374-U1525A-27X-3-A,141,150,151.12,151.21,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,27,X,3,A,
374-U1525A-27X-4-A,0,20,151.21,151.41,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,20,25,151.41,151.46,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,25,36,151.46,151.57,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,36,46,151.57,151.67,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,46,80,151.67,152.01,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,80,100,152.01,152.21,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-4-A,100,150,152.21,152.71,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,4,A,
374-U1525A-27X-5-A,0,24,152.71,152.95,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,24,50,152.95,153.21,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,50,58,153.21,153.29,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,58,62,153.29,153.33,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,62,70,153.33,153.41,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,70,91,153.41,153.62,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,91,104,153.62,153.75,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,104,111,153.75,153.82,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 6/5GY (greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-5-A,111,112,153.82,153.83,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,27,X,5,A,
374-U1525A-27X-CC-A,0,4,153.83,153.87,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,burrows,GLEY 1 5/10Y (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1525,A,27,X,CC,A,
374-U1525A-28X-1-A,0,80,156.2,157,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,28,X,1,A,
374-U1525A-28X-1-A,0,80,156.2,157,,,,,sand stringer,,,,,,,,,,,,Sand stringers at 37-38 cm.,,,,374,U1525,A,28,X,1,A,
374-U1525A-28X-CC-A,0,31,157,157.31,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,28,X,CC,A,
374-U1525A-28X-CC-A,0,31,157,157.31,,,,,sand stringer,,,,,,,,,,,,"Sand stringers at 5, 10, and 16 cm.",,,,374,U1525,A,28,X,CC,A,
374-U1525A-29X-1-A,0,139,165.7,167.09,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,29,X,1,A,
374-U1525A-29X-1-A,0,139,165.7,167.09,,,,,sand stringer,,,,,,,pyrite,,,,,"Sand stringers at 9, 28, 41, 44, 74-77, 78, 99, and 125 cm. Pyrite staining throughout.",,,,374,U1525,A,29,X,1,A,
374-U1525A-29X-1-A,2,3,165.72,165.73,,,,,,,,,,,concretion,carbonate,,,,,,,,,374,U1525,A,29,X,1,A,
374-U1525A-29X-CC-A,0,16,167.09,167.25,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10Y (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,29,X,CC,A,
374-U1525A-30X-1-A,0,34,175.2,175.54,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,0,150,175.2,176.7,,,with dispersed clasts,with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,sharp boundary or contact,,"Lonestone: 1, 89 cm. 81-92: stringers of sand/gravel. Some lamina identified by color, others by grain size. Lamina of varying thickness, but individually of uniform thickness. Some of varying thickness.",,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,34,43,175.54,175.63,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,43,57,175.63,175.77,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,57,59,175.77,175.79,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,59,124,175.79,176.44,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,124,126,176.44,176.46,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-1-A,126,150,176.46,176.7,muddy,diatom ooze,,muddy diatom ooze,,,,,,,,,,,,,,,,,374,U1525,A,30,X,1,A,
374-U1525A-30X-2-A,0,42,176.7,177.12,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,"Lonestone: 0-2, 35, 37, 39, 72-73, 86-87, 89-93, 143-144 cm.",,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,42,50,177.12,177.2,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,50,71,177.2,177.41,muddy,diatom ooze,,muddy diatom ooze,mottling [BJ80],GLEY 1 5/10GY (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,71,94,177.41,177.64,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,94,99,177.64,177.69,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,99,110,177.69,177.8,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,mottling [BJ80],GLEY 1 6/10GY (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,110,143,177.8,178.13,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-2-A,143,150,178.13,178.2,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,2,A,
374-U1525A-30X-3-A,0,11,178.2,178.31,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,3,A,
374-U1525A-30X-3-A,5,151,178.25,179.71,,,,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,3,A,
374-U1525A-30X-3-A,11,151,178.31,179.71,muddy,diatom ooze,,muddy diatom ooze,lamination,,,,,,,,,lonestone,sharp boundary or contact,,"Lonestone: 71, 144 cm.",,,,374,U1525,A,30,X,3,A,
374-U1525A-30X-4-A,0,138,179.71,181.09,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,30,X,4,A,
374-U1525A-30X-5-A,0,46,181.19,181.65,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),moderate [DB86],2,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,30,X,5,A,
374-U1525A-30X-5-A,46,60,181.65,181.79,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,5,A,
374-U1525A-30X-5-A,60,68,181.79,181.87,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,5,A,
374-U1525A-30X-5-A,68,130,181.87,182.49,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,5,A,
374-U1525A-30X-5-A,130,150,182.49,182.69,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,"Sand/gravel stringers: 100, 110-112, 119-120 cm. Microfault at 90 cm.",,,,374,U1525,A,30,X,5,A,
374-U1525A-30X-6-A,0,70,182.69,183.39,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,Stringers of sand/gravel: 70-73 cm. Lonestone: 106 cm,,,,374,U1525,A,30,X,6,A,
374-U1525A-30X-6-A,70,76,183.39,183.45,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,6,A,
