Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1331A-14H-6-A,320,U1331,A,14,14-6,H,6,A,0,150,126.67,128.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-7-A,320,U1331,A,14,14-7,H,7,A,0,70,127.77,128.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-8-A,320,U1331,A,14,14-8,H,8,A,0,22,128.36,128.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-14H-8-A,320,U1331,A,14,14-8,H,8,A,22,70,128.58,129.06,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,,,
320-U1331A-14H-CC-A,320,U1331,A,14,14-CC,H,CC,A,0,15,129.06,129.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-15H-1-A,320,U1331,A,15,15-1,H,1,A,0,15,128.7,128.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,,soft,10YR 3/4,burrows contains some 10YR 4/4,,
320-U1331A-15H-1-A,320,U1331,A,15,15-1,H,1,A,0,150,128.7,130.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-1-A,320,U1331,A,15,15-1,H,1,A,2,4,128.72,128.74,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,,10YR 2/1,,,
320-U1331A-15H-2-A,320,U1331,A,15,15-2,H,2,A,0,150,130.2,131.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-3-A,320,U1331,A,15,15-3,H,3,A,0,150,131.7,133.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-4-A,320,U1331,A,15,15-4,H,4,A,0,150,133.2,134.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-5-A,320,U1331,A,15,15-5,H,5,A,0,150,134.7,136.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-6-A,320,U1331,A,15,15-6,H,6,A,0,150,136.2,137.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-7-A,320,U1331,A,15,15-7,H,7,A,0,75,137.7,138.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-15H-CC-A,320,U1331,A,15,15-CC,H,CC,A,0,8,138.45,138.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-16X-1-A,320,U1331,A,16,16-1,X,1,A,0,104,138.2,139.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-1-A,320,U1331,A,17,17-1,X,1,A,0,23,147.6,147.83,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,,10YR 2/1,porcellanite fragments,,
320-U1331A-17X-1-A,320,U1331,A,17,17-1,X,1,A,23,150,147.83,149.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-2-A,320,U1331,A,17,17-2,X,2,A,0,150,149.1,150.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-3-A,320,U1331,A,17,17-3,X,3,A,0,150,150.6,152.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-4-A,320,U1331,A,17,17-4,X,4,A,0,150,152.1,153.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-5-A,320,U1331,A,17,17-5,X,5,A,0,150,153.6,155.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-6-A,320,U1331,A,17,17-6,X,6,A,0,100,155.1,156.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-7-A,320,U1331,A,17,17-7,X,7,A,0,59,156.1,156.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-CC-A,320,U1331,A,17,17-CC,X,CC,A,0,22,156.69,156.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,,soft,10YR 3/3,,,
320-U1331A-17X-CC-A,320,U1331,A,17,17-CC,X,CC,A,22,31,156.91,157.0,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,,10YR 2/1,brecciated porcellanite,,
320-U1331A-18X-1-A,320,U1331,A,18,18-1,X,1,A,0,32,157.3,157.62,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50.0,soft,10YR 2/2,,,
320-U1331A-18X-1-A,320,U1331,A,18,18-1,X,1,A,0,32,157.3,157.62,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,50.0,hard,10YR 2/1,2-4 cm-thick porcellanite layers,,
320-U1331A-19X-1-A,320,U1331,A,19,19-1,X,1,A,0,100,160.5,161.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,25.0,soft,10YR 2/2,,,
320-U1331A-19X-1-A,320,U1331,A,19,19-1,X,1,A,0,100,160.5,161.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50.0,soft,10YR 3/3,,,
320-U1331A-19X-1-A,320,U1331,A,19,19-1,X,1,A,0,100,160.5,161.5,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,25.0,hard,10YR 2/1,2-4 cm-thick porcellanite layers are associated with the clayey radiolarian ooze intervals,,
320-U1331A-19X-2-A,320,U1331,A,19,19-2,X,2,A,0,58,161.5,162.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,25.0,soft,10YR 2/2,,,
320-U1331A-19X-2-A,320,U1331,A,19,19-2,X,2,A,0,58,161.5,162.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50.0,soft,10YR 3/3,,,
320-U1331A-19X-2-A,320,U1331,A,19,19-2,X,2,A,0,58,161.5,162.08,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,25.0,hard,10YR 2/1,2-4 cm-thick porcellanite layers are associated with the clayey radiolarian ooze intervals,,
320-U1331A-19X-CC-A,320,U1331,A,19,19-CC,X,CC,A,0,28,162.08,162.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,25.0,soft,10YR 2/2,,,
320-U1331A-19X-CC-A,320,U1331,A,19,19-CC,X,CC,A,0,28,162.08,162.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50.0,soft,10YR 3/3,,,
320-U1331A-19X-CC-A,320,U1331,A,19,19-CC,X,CC,A,0,28,162.08,162.36,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,25.0,hard,10YR 2/1,2-4 cm-thick porcellanite layers are associated with the clayey radiolarian ooze intervals,,
320-U1331A-22X-1-A,320,U1331,A,22,22-1,X,1,A,0,6,186.4,186.46,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,,hard,,fragments,,
320-U1331A-22X-1-A,320,U1331,A,22,22-1,X,1,A,6,21,186.46,186.61,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,,soft,10YR 2/2,smear slide indicates ~5% philipsite and ~5% non-biogenic glassy material ,,
320-U1331A-22X-1-A,320,U1331,A,22,22-1,X,1,A,21,37,186.61,186.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous,,Calcareous ooze,,soft,10YR 7/3,very pure calcareous ooze dominantly composed of micrite grains (<30 microns in size); trace nannofossils,,
320-U1331A-22X-CC-A,320,U1331,A,22,22-CC,X,CC,A,0,25,186.77,187.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Calcareous,,Calcareous ooze,,soft,10YR 7/3,very pure calcareous ooze dominantly composed of micrite grains (<30 microns in size); trace nannofossils,,
320-U1331A-22X-CC-A,320,U1331,A,22,22-CC,X,CC,A,25,45,187.02,187.22,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,,hard,,piece 1A & 2A show zoning and distinct 4 to 5mm-thick glassy chilled margins with rust (2.5Y 4/3); piece 4A is noticeably fresh in comparison (5Y 2.5/1),,
