Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-54R-3-A,0,151,511.78,513.29,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-54R-4-A,0,137,513.29,514.66,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-54R-5-A,0,139,514.66,516.05,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-54R-6-A,0,105,516.15,517.2,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-54R-7-A,0,129,517.2,518.49,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-54R-CC-A,0,8,518.49,518.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-55R-1-A,0,33,518.4,518.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-55R-1-A,33,60,518.73,519,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,none,0,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-55R-1-A,60,150,519,519.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-55R-2-A,0,151,519.9,521.41,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-55R-3-A,0,104,521.41,522.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-55R-4-A,0,52,522.45,522.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,,moderate,2,"Nodular alterations are present Between 30 - 36 cm, a large amorphous brown alteration is present",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-55R-5-A,0,151,523.07,524.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-55R-6-A,0,150,524.58,526.08,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-55R-7-A,0,63,526.08,526.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-55R-7-A,63,75,526.71,526.83,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,5YR 3/1 (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,moderate,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-55R-7-A,75,151,526.83,527.59,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-55R-8-A,0,68,527.59,528.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-55R-CC-A,0,24,528.27,528.51,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-56R-1-A,0,145,528,529.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-56R-2-A,0,148,529.45,530.93,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-56R-3-A,0,143,530.93,532.36,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-56R-4-A,0,129,532.36,533.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-56R-5-A,0,132,533.75,535.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-56R-6-A,0,131,535.07,536.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-56R-CC-A,0,12,536.38,536.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-1-A,0,127,537.6,538.87,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"At 52 cm, horizontal burrow infilled with fine grained glauconitic sand.",gradational boundary or contact,gradational,gradational,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-1-A,127,140,538.87,539,,,,,,sandy siltstone,with siderite,sandy siltstone with siderite,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,rare,sandy siltstone,sandy siltstone with siderite,,,
369-U1512A-57R-1-A,140,153,539,539.13,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-2-A,0,140,539.13,540.53,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-3-A,0,130,540.53,541.83,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-4-A,0,131,541.9,543.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-5-A,0,122,543.21,544.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-6-A,0,130,544.43,545.73,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-7-A,0,106,545.73,546.79,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-8-A,0,16,546.79,546.95,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,"At 2 cm, burrows infilled with fine grained glauconitic sand.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-57R-8-A,16,24,546.95,547.03,,,,,siderite,silty sandstone,,siderite silty sandstone,siderite,,2.5Y 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,There are siderite bands at 22 cm.,,,,,,,,,,siderite silty sandstone,silty sandstone,,,
369-U1512A-57R-8-A,24,39,547.03,547.18,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-57R-8-A,39,48,547.18,547.27,,,,,siderite,silty sandstone,,siderite silty sandstone,siderite,,2.5Y 3/1 (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,"There are siderite bands at 40, 42, 45, 46 cm.",,,,,,,,,,siderite silty sandstone,silty sandstone,,,
369-U1512A-57R-8-A,48,63,547.27,547.42,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-57R-CC-A,0,14,547.42,547.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-58R-1-A,0,149,547.2,548.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,"At 24-25 cm, burrow infilled with fine grained glauconitic sand is observed and at 106-107cm and 123 cm, nodules of siderite are observed",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-2-A,0,139,548.69,550.08,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,"At 27 cm, nodule of siderite is observed",,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-58R-3-A,0,90,550.08,550.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-3-A,90,99,550.98,551.07,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,,,Burrows observed within this interval,sharp boundary or contact,sharp,sharp,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-58R-3-A,99,149,551.07,551.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-4-A,0,27,551.57,551.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-4-A,27,113,551.84,552.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,"At 94 cm, aa nodule of siderite is observed",inclined boundary or contact,gradational,gradational,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-58R-4-A,113,122,552.7,552.79,,,,,siderite,sandy siltstone,,siderite sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,nodule,carbonate,sparse,1,,sharp boundary or contact,sharp,sharp,,,,,,,siderite sandy siltstone,sandy siltstone,,,
369-U1512A-58R-5-A,0,121,552.79,554,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"At 74-75cm, burrow infilled of greenish glauconitic sandstone is observed",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-6-A,0,109,554,555.09,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-58R-6-A,109,118,555.09,555.18,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,low,2,,inclined boundary or contact,gradational,gradational,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-58R-6-A,118,142,555.18,555.42,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-58R-7-A,0,57,555.42,555.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-58R-CC-A,0,8,555.99,556.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-59R-1-A,0,42,556.8,557.22,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-1-A,42,63,557.22,557.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-59R-1-A,63,75,557.43,557.55,,,,,,silty claystone,,silty claystone,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"from 72 to 74 cm, there are 6 burrow infilled by medium grain of glauconitic silty sandstone.",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-59R-1-A,75,152,557.55,558.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-2-A,0,124,558.32,559.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-59R-3-A,0,128,559.56,560.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-59R-4-A,0,144,560.84,562.28,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-59R-5-A,0,125,562.33,563.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-6-A,0,45,563.58,564.03,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,inclined boundary or contact,gradational,gradational,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-59R-6-A,45,55,564.03,564.13,,,,,,clayey sandstone,with siderite,clayey sandstone with siderite,,,10YR 4/2 (dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,moderate,2,,irregular boundary or contact,sharp,sharp,,,,,,,clayey sandstone,clayey sandstone with siderite,,,
369-U1512A-59R-6-A,55,116,564.13,564.74,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-7-A,0,99,564.74,565.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-8-A,0,90,565.73,566.63,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-59R-CC-A,0,15,566.63,566.78,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-60R-1-A,0,149,566.4,567.89,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-60R-2-A,0,95,567.89,568.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-2-A,95,151,568.84,569.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-60R-3-A,0,148,569.4,570.88,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-4-A,0,40,570.88,571.28,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,irregular boundary or contact,irregular,sharp to gradational,,,,,,,silty claystone,silty claystone,,,
369-U1512A-60R-4-A,40,54,571.28,571.42,,,,,siderite,clayey sandstone,,siderite clayey sandstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,cement,carbonate,none,0,,gradational boundary or contact,irregular,gradational,,,,,,,siderite clayey sandstone,clayey sandstone,,,
369-U1512A-60R-4-A,54,150,571.42,572.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-5-A,0,13,572.38,572.51,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-5-A,13,48,572.51,572.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-5-A,48,141,572.86,573.79,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,Disseminated pyrite at 72 to 73 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-60R-6-A,0,113,573.79,574.92,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,Complete shell (not an inoceramid) present at 84 cm.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-60R-7-A,0,19,574.92,575.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,Complete shell (not an inoceramid) present at 84 cm.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-60R-7-A,19,25,575.11,575.17,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,none,0,,,,,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-60R-7-A,25,53,575.17,575.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-60R-CC-A,0,10,575.45,575.55,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-1-A,0,26,576,576.26,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-1-A,26,32,576.26,576.32,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-61R-1-A,32,35,576.32,576.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-1-A,35,40,576.35,576.4,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-61R-1-A,40,150,576.4,577.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-2-A,0,4,577.5,577.54,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-61R-2-A,4,146,577.54,578.96,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-3-A,0,138,578.96,580.34,,,,,,silty claystone,with pyrite,silty claystone with pyrite,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone with pyrite,,,
369-U1512A-61R-4-A,0,80,580.34,581.14,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-4-A,80,96,581.14,581.3,,,,,,sandy siltstone,,sandy siltstone,,,10YR 3/2 (very dark grayish brown),massive [BJ84],,,structureless,,silt [W22_1],2,,,,,,,,,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-61R-4-A,96,140,581.3,581.74,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-5-A,0,136,581.74,583.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-6-A,0,134,583.1,584.44,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-7-A,0,71,584.44,585.15,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-61R-CC-A,0,24,585.15,585.39,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-62R-1-A,11,139,585.71,586.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-62R-2-A,0,149,586.99,588.48,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-62R-3-A,0,121,588.48,589.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-62R-4-A,0,152,589.69,591.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-62R-5-A,0,137,591.21,592.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-62R-6-A,0,107,592.58,593.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
