Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-20R-8-A,0,65,191.49,192.14,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,several intervals with burrows (26 cm),,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-20R-CC-A,0,18,192.14,192.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,several intervals with burrows (26 cm),,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-21R-1-A,0,44,192,192.44,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-21R-1-A,44,120,192.44,193.2,,,,,,silty claystone,,silty claystone,,,10Y 5/1 (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-21R-2-A,0,65,193.34,193.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-21R-2-A,65,73,193.99,194.07,,,,,,silty claystone,,silty claystone,,,10Y 5/1 (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-21R-2-A,73,109,194.07,194.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-21R-3-A,0,50,194.43,194.93,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-21R-CC-A,0,11,194.93,195.04,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-1-A,0,151,201.6,203.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-2-A,0,151,203.11,204.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-3-A,0,151,204.62,206.13,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-4-A,0,60,206.13,206.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-4-A,60,135,206.73,207.48,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-5-A,0,45,207.64,208.09,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,sharp boundary or contact,curved,sharp,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-22R-5-A,45,52,208.09,208.16,,,,,glauconitic,sandstone [USGS],with siderite,glauconitic sandstone with siderite,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,thin bed [B01],fine sand [W22_2],4,,,none,0,,sharp boundary or contact,planar,sharp,,,,,,,glauconitic sandstone,sandstone with siderite,,,
369-U1512A-22R-5-A,52,63,208.16,208.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,planar,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-5-A,63,150,208.27,209.14,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-6-A,0,103,209.14,210.17,,,,,glauconitic,silty claystone,,glauconitic silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,An inclined interval of 2 mm glauconitic sandstone occurs at 74 cm.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-7-A,0,40,210.17,210.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-7-A,40,50,210.57,210.67,,,,,glauconitic,sandstone [USGS],with siderite,glauconitic sandstone with siderite,,,GLEY 1 3/5GY (very dark greenish gray),cross-bedding,,,,thin bed [B01],fine sand [W22_2],4,,,low,2,,sharp boundary or contact,,,,,,,,,glauconitic sandstone,sandstone with siderite,,,
369-U1512A-22R-7-A,50,70,210.67,210.87,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-22R-CC-A,0,38,210.87,211.25,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-23R-1-A,0,15,211.2,211.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-23R-1-A,15,150,211.35,212.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,A vertical burrows occurs at 80 cm.,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-23R-2-A,0,29,212.7,212.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-23R-2-A,29,37,212.99,213.07,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,very fine sand [W22_2],3,,,low,2,,sharp boundary or contact,sharp,,,,,,,,silty sandstone,silty sandstone,,,
369-U1512A-23R-2-A,37,150,213.07,214.2,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-23R-3-A,0,115,214.2,215.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-23R-4-A,0,151,215.49,217,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-23R-5-A,0,150,217,218.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-23R-6-A,0,144,218.5,219.94,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-23R-6-A,144,150,219.94,220,,,,,siderite,silty sandstone,with intraclasts,siderite silty sandstone with intraclasts,intraclasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,3 cm sub-angular pebbles,,,,,10,pebble [W22_2],,,,siderite silty sandstone,silty sandstone with intraclasts,,,
369-U1512A-23R-CC-A,0,10,220,220.1,,,,,siderite,silty sandstone,with intraclasts,siderite silty sandstone with intraclasts,intraclasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,20,granule [W22_2],,,,siderite silty sandstone,silty sandstone with intraclasts,,,
369-U1512A-24R-1-A,0,150,220.8,222.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-2-A,0,150,222.3,223.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-3-A,0,48,223.8,224.28,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,sharp inclined boundary or contact,straight-irregular,sharp,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-3-A,48,50,224.28,224.3,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,inverse grading,structureless,thin bed [B01],fine sand [W22_2],4,,,none,0,,sharp inclined boundary or contact,straight-irregular,sharp,,,,,,,glauconitic silty sandstone,silty sandstone,,,
369-U1512A-24R-3-A,50,136,224.3,225.16,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-4-A,0,145,225.3,226.75,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-5-A,0,150,226.75,228.25,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-6-A,0,28,228.25,228.53,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-24R-6-A,28,63,228.53,228.88,,,,,glauconitic,silty sandstone,with siderite,glauconitic silty sandstone with siderite,,,GLEY 1 2.5/5GY (greenish black),cross-bedding,parallel lamination,normal grading,,thick bed [B01],medium sand [W22_2],5,,,none,0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone with siderite,,,
369-U1512A-25R-1-A,0,150,230.4,231.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,low,2,2 nodules of siderite,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-2-A,0,140,231.9,233.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-3-A,0,116,233.3,234.46,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-4-A,0,150,234.6,236.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-5-A,0,140,236.1,237.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-6-A,0,121,237.5,238.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-7-A,0,72,238.71,239.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-25R-CC-A,0,19,239.43,239.62,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-26R-1-A,0,134,240,241.34,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-26R-2-A,0,74,241.5,242.24,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-26R-2-A,74,135,242.24,242.85,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-26R-3-A,0,111,242.85,243.96,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-26R-4-A,0,60,243.96,244.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-1-A,0,150,249.6,251.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-2-A,0,150,251.1,252.6,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-3-A,0,137,252.6,253.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-4-A,0,139,254.1,255.49,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-4-A,139,150,255.49,255.6,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,5,,bioturbated boundary or contact,sharp,sharp,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-5-A,0,38,255.6,255.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,5,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-5-A,38,150,255.98,257.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-6-A,0,150,257.1,258.6,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"Due to severe drilling disturbance, the degree of bioturbation can not be deduced.",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-7-A,0,57,258.6,259.17,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"Due to severe drilling disturbance, the degree of bioturbation can not be deduced.",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-27R-CC-A,0,27,259.17,259.44,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-28R-1-A,0,143,259.2,260.63,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-28R-2-A,0,127,260.63,261.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-28R-3-A,0,123,261.9,263.13,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-28R-4-A,0,142,263.27,264.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-28R-5-A,0,30,264.69,264.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-28R-5-A,30,34,264.99,265.03,,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),bed,horizontal stratification,,,thick bed [B01],medium sand [W22_2],5,,,,,,,,,,,,,,,glauconitic sandstone,sandstone,,,
369-U1512A-28R-5-A,34,116,265.03,265.85,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-28R-6-A,0,150,265.85,267.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-28R-7-A,0,111,267.35,268.46,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-28R-8-A,0,53,268.46,268.99,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-1-A,0,89,268.8,269.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,sharp boundary or contact,curved,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-1-A,89,95,269.69,269.75,,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,thin bed [B01],fine sand [W22_2],4,,,moderate,2,,sharp boundary or contact,planar,,,,,,,,glauconitic sandstone,sandstone,,,
369-U1512A-29R-1-A,95,132,269.75,270.12,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-2-A,0,151,270.12,271.63,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-3-A,0,134,271.63,272.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-4-A,0,131,273.12,274.43,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-5-A,0,128,274.43,275.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-6-A,0,60,275.71,276.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-6-A,60,64,276.31,276.35,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,,,,,,,,,,,silty sandstone,silty sandstone,,,
369-U1512A-29R-7-A,0,6,276.35,276.41,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,,,,,,,,,,,silty sandstone,silty sandstone,,,
369-U1512A-29R-7-A,6,131,276.41,277.66,,,,,,silty claystone,,silty claystone,pyrite,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-29R-CC-A,0,10,277.66,277.76,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-1-A,0,146,278.4,279.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-2-A,0,32,279.86,280.18,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-2-A,32,41,280.18,280.27,,,,,,clayey siltstone,with siderite,clayey siltstone with siderite,,,2.5Y 5/3 (light olive brown),mottled,,,structureless,thin bed [B01],silt [W22_1],2,,,moderate,2,,sharp boundary or contact,,,,,,,,,clayey siltstone,clayey siltstone with siderite,,,
369-U1512A-30R-2-A,41,118,280.27,281.04,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-3-A,0,127,281.04,282.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-4-A,0,62,282.45,283.07,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-4-A,62,83,283.07,283.28,,,,,siderite,silty sandstone,,siderite silty sandstone,,,GLEY 1 5/N (gray),massive [BJ84],,,,,fine sand [W22_2],4,,,low,2,,,,,,,,,,,siderite silty sandstone,silty sandstone,,,
369-U1512A-30R-4-A,83,141,283.28,283.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-5-A,0,141,283.86,285.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-6-A,0,149,285.27,286.76,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-7-A,0,97,286.76,287.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-30R-CC-A,0,6,287.73,287.79,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-1-A,0,145,288,289.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-2-A,0,150,289.45,290.95,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,interval with high bioturbation between 15-26 cm; burrows with 0.5 cm width and up to 2 cm,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-3-A,0,149,290.95,292.44,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-4-A,0,135,292.44,293.79,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-5-A,0,149,293.94,295.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-6-A,0,130,295.43,296.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-31R-CC-A,0,8,296.73,296.81,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-1-A,0,144,297.6,299.04,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-2-A,0,125,299.04,300.29,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
