Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
359-U1467B-54F-4-A,0,67,431.41,432.08,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),,,,,black grain,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Bioclasts (P), Benthic foraminifera (P). Thalassinoides, Planolites and Zoophycos",,,,359,U1467,B,54,F,4,A,,,,,
359-U1467B-54F-CC-A,0,19,432.08,432.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,,,,,,,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Bioclasts (P), Benthic foraminifera (P). Thalassinoides, Zoophycos",,,,359,U1467,B,54,F,CC,A,,,,,
359-U1467B-55F-1-A,0,144,432.2,433.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Bioclasts (P), Benthic foraminifera (P).",,,,359,U1467,B,55,F,1,A,,,,,
359-U1467B-55F-2-A,0,135,433.64,434.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Bioclasts (P), Benthic foraminifera (P). Thalassinoides, Zoophycos, Planolites",,,,359,U1467,B,55,F,2,A,,,,,
359-U1467B-55F-3-A,0,100,435.14,436.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),bioclasts,,,,,,mold,Moldic porosity.,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). chert/celestine",,,,359,U1467,B,55,F,3,A,,,,,
359-U1467B-55F-4-A,0,71,436.14,436.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),poorly preserved,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Planolites",,,,359,U1467,B,55,F,4,A,,,,,
359-U1467B-55F-CC-A,0,9,436.85,436.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,55,F,CC,A,,,,,
359-U1467B-56F-1-A,0,150,436.9,438.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).Fragmentation results from variations in bioturbation intensity and following the weakness path left by trace fossils",,,,359,U1467,B,56,F,1,A,,,,,
359-U1467B-56F-2-A,0,150,438.4,439.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,56,F,2,A,,,,,
359-U1467B-56F-3-A,0,91,439.9,440.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Chert/Celestine. Zoophycos and Planolites Pyrite present",,,,359,U1467,B,56,F,3,A,,,,,
359-U1467B-56F-4-A,0,74,440.81,441.55,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,celestine nodule,?,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Chert/Celestine. Zoophycos and Planolites",,,,359,U1467,B,56,F,4,A,,,,,
359-U1467B-57F-1-A,0,78,441.6,442.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Chert/Celestine. Zoophycos, Planolites and Teichichnus",,,,359,U1467,B,57,F,1,A,,,,,
359-U1467B-57F-1-A,78,150,442.38,443.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,57,F,1,A,,,,,
359-U1467B-57F-2-A,0,135,443.1,444.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites. Pyrite and Celestine/Chert.",,,,359,U1467,B,57,F,2,A,,,,,
359-U1467B-57F-3-A,0,90,444.6,445.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites. Pyrite and Celestine/Chert. Broken pieces are related to bioturbation see section 57F-4",,,,359,U1467,B,57,F,3,A,,,,,
359-U1467B-57F-4-A,0,85,445.5,446.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites. Pyrite and Celestine/Chert. Broken pieces are related to bioturbation see section 56-1A",,,,359,U1467,B,57,F,4,A,,,,,
359-U1467B-57F-CC-A,0,23,446.35,446.58,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites.",,,,359,U1467,B,57,F,CC,A,,,,,
359-U1467B-58F-1-A,0,150,446.3,447.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos, Thalassinoides. Celestine/Chert. Pyrite throughout the section. Gradual color change from 2.5Y 7/1 to 2.5Y 8/1 downwards.",,,,359,U1467,B,58,F,1,A,,,,,
359-U1467B-58F-2-A,0,150,447.8,449.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos, Thalassinoides. Celestine/Chert. Pyrite throughout the section. Gradual color change from 2.5Y 7/1 to 2.5Y 8/1 downwards. Smear slide at 40 cm: Calcareous nannofossils (A) Benthic Foraminifera (R) Planktic foraminifera (A) sponge spicules (C) Tunicates (F) Organic Matter (P-R) Clay (P)",,,,359,U1467,B,58,F,2,A,,,,,
359-U1467B-58F-3-A,0,101,449.3,450.31,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, .",,,,359,U1467,B,58,F,3,A,,,,,
359-U1467B-58F-4-A,0,65,450.31,450.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, .",,,,359,U1467,B,58,F,4,A,,,,,
359-U1467B-58F-CC-A,0,10,450.96,451.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, .",,,,359,U1467,B,58,F,CC,A,,,,,
359-U1467B-59F-1-A,0,150,451.0,452.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites Zoophycos (00-55 cm) . Celestine/Chert. Gradual color change downwards from 2.5Y 7/2 to 2.5Y 6/2",,,,359,U1467,B,59,F,1,A,,,,,
359-U1467B-59F-2-A,0,135,452.5,453.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites Chondrites . Celestine/Chert.",,,,359,U1467,B,59,F,2,A,,,,,
359-U1467B-59F-3-A,0,89,454.0,454.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos",,,,359,U1467,B,59,F,3,A,,,,,
359-U1467B-59F-4-A,0,85,454.89,455.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos and Thalassinoides",,,,359,U1467,B,59,F,4,A,,,,,
359-U1467B-59F-CC-A,0,20,455.74,455.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos and Thalassinoides",,,,359,U1467,B,59,F,CC,A,,,,,
359-U1467B-60F-1-A,0,150,455.7,457.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Planolites,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos and Thalassinoides. Fragmentation results from variations in bioturbation intensity and following the weakness path left by trace fossils",,,,359,U1467,B,60,F,1,A,,,,,
359-U1467B-60F-2-A,0,150,457.2,458.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic Foraminifera (R). Planolites, Zoophycos and Thalassinoides. Celestine at 02 cm",,,,359,U1467,B,60,F,2,A,,,,,
359-U1467B-60F-3-A,0,70,458.7,459.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,B,60,F,3,A,,,,,
359-U1467B-60F-3-A,70,91,459.4,459.61,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic Foraminifera (R). Planolites, Zoophycos Chondrites and Thalassinoidess.",,,,359,U1467,B,60,F,3,A,,,,,
359-U1467B-60F-4-A,0,88,459.61,460.49,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic Foraminifera (R).",,,,359,U1467,B,60,F,4,A,,,,,
359-U1467B-60F-CC-A,0,9,460.49,460.58,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,60,F,CC,A,,,,,
359-U1467B-61F-1-A,0,150,460.4,461.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Mottling with the following colors: 2.5Y 6/2 inside, 2.5Y 7/2 host rock. Also. darker material is lithifed.",,,,359,U1467,B,61,F,1,A,,,,,
359-U1467B-61F-2-A,0,135,461.9,463.25,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides. Celestine at 57 cm",,,,359,U1467,B,61,F,2,A,,,,,
359-U1467B-61F-3-A,0,44,463.4,463.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,61,F,3,A,,,,,
359-U1467B-61F-3-A,44,102,463.84,464.42,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Zoophycos, Chondrites",,,,359,U1467,B,61,F,3,A,,,,,
359-U1467B-61F-4-A,0,82,464.42,465.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Zoophycos, Chondrites and Planolites. Pyrite. Gradual change of color form 2.5Y 5/2 to 2.5Y 7/2 downwards",,,,359,U1467,B,61,F,4,A,,,,,
359-U1467B-61F-CC-A,0,12,465.24,465.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A).",,,,359,U1467,B,61,F,CC,A,,,,,
359-U1467B-62X-1-A,0,150,465.1,466.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolite. Slightly change of color from 2.5Y 7/2 to 2.5Y7/1",,,,359,U1467,B,62,X,1,A,,,,,
359-U1467B-62X-2-A,0,80,466.6,467.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), Benthic Foraminifera (R)",,,,359,U1467,B,62,X,2,A,,,,,
359-U1467B-62X-2-A,80,135,467.4,467.95,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides and Planolite.",,,,359,U1467,B,62,X,2,A,,,,,
359-U1467B-62X-3-A,0,150,468.1,469.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides and Chondrites.",,,,359,U1467,B,62,X,3,A,,,,,
359-U1467B-62X-4-A,0,59,469.6,470.19,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A) Benthic foraminifera (R)",,,,359,U1467,B,62,X,4,A,,,,,
359-U1467B-62X-CC-A,0,26,470.19,470.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A) Benthic foraminifera (R). Planolites and Thalassinoides",,,,359,U1467,B,62,X,CC,A,,,,,
359-U1467B-63X-1-A,0,150,471.6,473.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites. Sediments still friable= can be crushed by finger/nails so lithified.",,,,359,U1467,B,63,X,1,A,,,,,
359-U1467B-63X-2-A,0,28,473.1,473.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites.",,,,359,U1467,B,63,X,2,A,,,,,
359-U1467B-63X-2-A,28,50,473.38,473.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Zoophycos,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Planolites, Zoophycos",,,,359,U1467,B,63,X,2,A,,,,,
359-U1467B-63X-2-A,50,150,473.6,474.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Zoophycos,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Zoophycos",,,,359,U1467,B,63,X,2,A,,,,,
359-U1467B-63X-3-A,0,150,474.6,476.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Zoophycos,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Zoophycos, Planolites. Gradual color change from 2.5Y 7/2 to 2.5Y 6/2 to 2.5Y 8/2 downwards",,,,359,U1467,B,63,X,3,A,,,,,
359-U1467B-63X-4-A,0,135,476.1,477.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Zoophycos,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Zoophycos, Planolites. Gradual color change from 2.5Y 5/2 to 2.5 7/2",,,,359,U1467,B,63,X,4,A,,,,,
359-U1467B-63X-5-A,0,111,477.6,478.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Chondrites, Planolites. Gradual color change from 2.5Y 7/2 to 2.5 6/2 Downwards",,,,359,U1467,B,63,X,5,A,,,,,
359-U1467B-63X-6-A,0,61,478.71,479.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A). Thalassinoides, Chondrites, Planolites. Gradual color change from 2.5Y 7/2 to 2.5 6/2 Downwards",,,,359,U1467,B,63,X,6,A,,,,,
359-U1467B-63X-CC-A,0,25,479.32,479.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A).",,,,359,U1467,B,63,X,CC,A,,,,,
359-U1467B-64X-1-A,0,150,481.4,482.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A).Planolites and Thalassinoides",,,,359,U1467,B,64,X,1,A,,,,,
359-U1467B-64X-2-A,0,150,482.9,484.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,Black grains,,,,mold,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Chondrites",,,,359,U1467,B,64,X,2,A,,,,,
359-U1467B-64X-3-A,0,135,484.4,485.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Planolites",,,,359,U1467,B,64,X,3,A,,,,,
359-U1467B-64X-4-A,0,111,485.9,487.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Chondrites",,,,359,U1467,B,64,X,4,A,,,,,
