Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334B-16H-7-A,320,U1334,B,16,16-7,H,7,A,0,77,153.2,153.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-16H-CC-A,320,U1334,B,16,16-CC,H,CC,A,0,25,153.97,154.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-1-A,320,U1334,B,17,17-1,H,1,A,0,150,153.7,155.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-2-A,320,U1334,B,17,17-2,H,2,A,0,150,155.2,156.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-3-A,320,U1334,B,17,17-3,H,3,A,0,150,156.7,158.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-4-A,320,U1334,B,17,17-4,H,4,A,0,150,158.2,159.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-5-A,320,U1334,B,17,17-5,H,5,A,0,150,159.7,161.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-6-A,320,U1334,B,17,17-6,H,6,A,0,150,161.2,162.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-7-A,320,U1334,B,17,17-7,H,7,A,0,77,162.7,163.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-17H-CC-A,320,U1334,B,17,17-CC,H,CC,A,0,22,163.47,163.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks,,
320-U1334B-18H-1-A,320,U1334,B,18,18-1,H,1,A,0,150,163.2,164.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-2-A,320,U1334,B,18,18-2,H,2,A,0,150,164.7,166.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-3-A,320,U1334,B,18,18-3,H,3,A,0,150,166.2,167.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-4-A,320,U1334,B,18,18-4,H,4,A,0,150,167.7,169.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-5-A,320,U1334,B,18,18-5,H,5,A,0,150,169.2,170.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-6-A,320,U1334,B,18,18-6,H,6,A,0,150,170.7,172.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-7-A,320,U1334,B,18,18-7,H,7,A,0,68,172.2,172.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-18H-CC-A,320,U1334,B,18,18-CC,H,CC,A,0,35,172.88,173.23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-1-A,320,U1334,B,19,19-1,H,1,A,0,150,172.7,174.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-2-A,320,U1334,B,19,19-2,H,2,A,0,150,174.2,175.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-3-A,320,U1334,B,19,19-3,H,3,A,0,150,175.7,177.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-4-A,320,U1334,B,19,19-4,H,4,A,0,150,177.2,178.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-5-A,320,U1334,B,19,19-5,H,5,A,0,150,178.7,180.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-6-A,320,U1334,B,19,19-6,H,6,A,0,150,180.2,181.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-7-A,320,U1334,B,19,19-7,H,7,A,0,67,181.7,182.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-19H-CC-A,320,U1334,B,19,19-CC,H,CC,A,0,27,182.37,182.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-1-A,320,U1334,B,20,20-1,H,1,A,0,150,182.2,183.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-2-A,320,U1334,B,20,20-2,H,2,A,0,150,183.7,185.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-3-A,320,U1334,B,20,20-3,H,3,A,0,150,185.2,186.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-4-A,320,U1334,B,20,20-4,H,4,A,0,150,186.7,188.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-5-A,320,U1334,B,20,20-5,H,5,A,0,111,188.2,189.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,"Black streaks, diagentic color bands",,
320-U1334B-20H-5-A,320,U1334,B,20,20-5,H,5,A,111,150,189.31,189.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Black streaks,,
320-U1334B-20H-6-A,320,U1334,B,20,20-6,H,6,A,0,130,189.7,191.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Black streaks,,
320-U1334B-20H-7-A,320,U1334,B,20,20-7,H,7,A,0,40,191.0,191.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Black streaks,,
320-U1334B-20H-CC-A,320,U1334,B,20,20-CC,H,CC,A,0,15,191.4,191.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,Black streaks,,
320-U1334B-21H-1-A,320,U1334,B,21,21-1,H,1,A,0,150,191.7,193.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-1-A,320,U1334,B,21,21-1,H,1,A,0,150,191.7,193.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-2-A,320,U1334,B,21,21-2,H,2,A,0,150,193.2,194.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-2-A,320,U1334,B,21,21-2,H,2,A,0,150,193.2,194.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-3-A,320,U1334,B,21,21-3,H,3,A,0,150,194.7,196.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-3-A,320,U1334,B,21,21-3,H,3,A,0,150,194.7,196.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-4-A,320,U1334,B,21,21-4,H,4,A,0,150,196.2,197.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-4-A,320,U1334,B,21,21-4,H,4,A,0,150,196.2,197.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-5-A,320,U1334,B,21,21-5,H,5,A,0,150,197.7,199.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-5-A,320,U1334,B,21,21-5,H,5,A,0,150,197.7,199.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-6-A,320,U1334,B,21,21-6,H,6,A,0,150,199.2,200.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-6-A,320,U1334,B,21,21-6,H,6,A,0,150,199.2,200.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-21H-7-A,320,U1334,B,21,21-7,H,7,A,0,56,200.7,201.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,,
320-U1334B-21H-7-A,320,U1334,B,21,21-7,H,7,A,0,56,200.7,201.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,5Y 8/1,,,
320-U1334B-22H-1-A,320,U1334,B,22,22-1,H,1,A,0,150,201.2,202.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-1-A,320,U1334,B,22,22-1,H,1,A,0,150,201.2,202.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-2-A,320,U1334,B,22,22-2,H,2,A,0,150,202.7,204.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-2-A,320,U1334,B,22,22-2,H,2,A,0,150,202.7,204.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-3-A,320,U1334,B,22,22-3,H,3,A,0,150,204.2,205.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-3-A,320,U1334,B,22,22-3,H,3,A,0,150,204.2,205.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-4-A,320,U1334,B,22,22-4,H,4,A,0,150,205.7,207.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-4-A,320,U1334,B,22,22-4,H,4,A,0,150,205.7,207.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-5-A,320,U1334,B,22,22-5,H,5,A,0,150,207.2,208.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-5-A,320,U1334,B,22,22-5,H,5,A,0,150,207.2,208.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-6-A,320,U1334,B,22,22-6,H,6,A,0,150,208.7,210.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-6-A,320,U1334,B,22,22-6,H,6,A,0,150,208.7,210.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-7-A,320,U1334,B,22,22-7,H,7,A,0,72,210.2,210.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-7-A,320,U1334,B,22,22-7,H,7,A,0,72,210.2,210.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-22H-CC-A,320,U1334,B,22,22-CC,H,CC,A,0,17,210.92,211.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,
320-U1334B-22H-CC-A,320,U1334,B,22,22-CC,H,CC,A,0,17,210.92,211.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5Y 8/1,,,
320-U1334B-23X-1-A,320,U1334,B,23,23-1,X,1,A,0,150,210.7,212.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/1,,,
320-U1334B-23X-2-A,320,U1334,B,23,23-2,X,2,A,0,30,212.2,212.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/1,,,
320-U1334B-23X-2-A,320,U1334,B,23,23-2,X,2,A,30,150,212.5,213.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/3,,,
320-U1334B-23X-3-A,320,U1334,B,23,23-3,X,3,A,0,112,213.7,214.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/3,,,
320-U1334B-23X-3-A,320,U1334,B,23,23-3,X,3,A,112,150,214.82,215.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334B-23X-4-A,320,U1334,B,23,23-4,X,4,A,0,20,215.2,215.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334B-23X-4-A,320,U1334,B,23,23-4,X,4,A,20,134,215.4,216.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/4,,,
320-U1334B-23X-4-A,320,U1334,B,23,23-4,X,4,A,134,150,216.54,216.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334B-23X-5-A,320,U1334,B,23,23-5,X,5,A,0,150,216.7,218.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334B-23X-6-A,320,U1334,B,23,23-6,X,6,A,0,140,218.2,219.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334B-23X-6-A,320,U1334,B,23,23-6,X,6,A,140,150,219.6,219.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1334B-23X-7-A,320,U1334,B,23,23-7,X,7,A,0,24,219.7,219.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1334B-23X-7-A,320,U1334,B,23,23-7,X,7,A,24,40,219.94,220.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334B-23X-CC-A,320,U1334,B,23,23-CC,X,CC,A,0,33,220.1,220.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334B-24X-1-A,320,U1334,B,24,24-1,X,1,A,0,150,219.0,220.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-1-A,320,U1334,B,24,24-1,X,1,A,0,150,219.0,220.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-2-A,320,U1334,B,24,24-2,X,2,A,0,150,220.5,222.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-2-A,320,U1334,B,24,24-2,X,2,A,0,150,220.5,222.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-3-A,320,U1334,B,24,24-3,X,3,A,0,150,222.0,223.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-3-A,320,U1334,B,24,24-3,X,3,A,0,150,222.0,223.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-4-A,320,U1334,B,24,24-4,X,4,A,0,150,223.5,225.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-4-A,320,U1334,B,24,24-4,X,4,A,0,150,223.5,225.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-5-A,320,U1334,B,24,24-5,X,5,A,0,150,225.0,226.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-5-A,320,U1334,B,24,24-5,X,5,A,0,150,225.0,226.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-6-A,320,U1334,B,24,24-6,X,6,A,0,150,226.5,228.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-6-A,320,U1334,B,24,24-6,X,6,A,0,150,226.5,228.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-7-A,320,U1334,B,24,24-7,X,7,A,0,43,228.0,228.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-7-A,320,U1334,B,24,24-7,X,7,A,0,43,228.0,228.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-24X-CC-A,320,U1334,B,24,24-CC,X,CC,A,0,28,228.43,228.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,diatoms (~ 8%),,
320-U1334B-24X-CC-A,320,U1334,B,24,24-CC,X,CC,A,0,28,228.43,228.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1334B-25X-1-A,320,U1334,B,25,25-1,X,1,A,0,150,228.6,230.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-1-A,320,U1334,B,25,25-1,X,1,A,0,150,228.6,230.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-2-A,320,U1334,B,25,25-2,X,2,A,0,150,230.1,231.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-2-A,320,U1334,B,25,25-2,X,2,A,0,150,230.1,231.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-3-A,320,U1334,B,25,25-3,X,3,A,0,150,231.6,233.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-3-A,320,U1334,B,25,25-3,X,3,A,0,150,231.6,233.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-4-A,320,U1334,B,25,25-4,X,4,A,0,150,233.1,234.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-4-A,320,U1334,B,25,25-4,X,4,A,0,150,233.1,234.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-5-A,320,U1334,B,25,25-5,X,5,A,0,150,234.6,236.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-5-A,320,U1334,B,25,25-5,X,5,A,0,150,234.6,236.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-6-A,320,U1334,B,25,25-6,X,6,A,0,48,236.1,236.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-6-A,320,U1334,B,25,25-6,X,6,A,0,48,236.1,236.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-7-A,320,U1334,B,25,25-7,X,7,A,0,48,237.6,238.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-7-A,320,U1334,B,25,25-7,X,7,A,0,48,237.6,238.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-25X-CC-A,320,U1334,B,25,25-CC,X,CC,A,0,29,238.08,238.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334B-25X-CC-A,320,U1334,B,25,25-CC,X,CC,A,0,29,238.08,238.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1334B-26X-1-A,320,U1334,B,26,26-1,X,1,A,0,150,238.2,239.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,firm,10YR 7/2,,,
320-U1334B-26X-2-A,320,U1334,B,26,26-2,X,2,A,0,150,239.7,241.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,firm,10YR 7/2,,,
320-U1334B-26X-3-A,320,U1334,B,26,26-3,X,3,A,0,150,241.2,242.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,firm,10YR 7/2,,,
320-U1334B-26X-4-A,320,U1334,B,26,26-4,X,4,A,0,124,242.7,243.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,firm,10YR 7/2,,,
320-U1334B-26X-4-A,320,U1334,B,26,26-4,X,4,A,124,150,243.94,244.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 5/2,,,
320-U1334B-26X-5-A,320,U1334,B,26,26-5,X,5,A,0,150,244.2,245.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 5/2,,,
320-U1334B-26X-6-A,320,U1334,B,26,26-6,X,6,A,0,98,245.7,246.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 5/2,,,
320-U1334B-26X-6-A,320,U1334,B,26,26-6,X,6,A,98,150,246.68,247.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/3,,,
320-U1334B-26X-7-A,320,U1334,B,26,26-7,X,7,A,0,42,247.2,247.62,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/3,,,
