Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
317-U1353B-45H-2-A,317,U1353,B,45,45-2,H,2,A,0,140,217.6,219.0,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-45H-3-A,317,U1353,B,45,45-3,H,3,A,0,58,219.1,219.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-45H-3-A,317,U1353,B,45,45-3,H,3,A,58,70,219.68,219.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",soupy,,,,
317-U1353B-45H-3-A,317,U1353,B,45,45-3,H,3,A,70,100,219.8,220.1,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-45H-4-A,317,U1353,B,45,45-4,H,4,A,0,65,220.1,220.75,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-45H-CC-A,317,U1353,B,45,45-CC,H,CC,A,0,66,220.75,221.41,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-46H-1-A,317,U1353,B,46,46-1,H,1,A,0,26,220.8,221.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-46H-2-A,317,U1353,B,46,46-2,H,2,A,0,150,221.06,222.56,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-46H-3-A,317,U1353,B,46,46-3,H,3,A,0,150,222.56,224.06,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,
317-U1353B-46H-4-A,317,U1353,B,46,46-4,H,4,A,0,32,224.06,224.38,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud,,,,
317-U1353B-46H-4-A,317,U1353,B,46,46-4,H,4,A,32,60,224.38,224.66,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",soupy shelly mud,,,,
317-U1353B-46H-4-A,317,U1353,B,46,46-4,H,4,A,60,132,224.66,225.38,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-46H-CC-A,317,U1353,B,46,46-CC,H,CC,A,0,26,225.42,225.68,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud,,,,
317-U1353B-47H-1-A,317,U1353,B,47,47-1,H,1,A,0,35,225.8,226.15,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",shelly muddy sand,,,,
317-U1353B-47H-2-A,317,U1353,B,47,47-2,H,2,A,0,103,226.15,227.18,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-47H-3-A,317,U1353,B,47,47-3,H,3,A,0,150,227.18,228.68,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-48H-1-A,317,U1353,B,48,48-1,H,1,A,0,136,228.8,230.16,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-48H-2-A,317,U1353,B,48,48-2,H,2,A,0,110,230.16,231.26,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-48H-3-A,317,U1353,B,48,48-3,H,3,A,0,82,231.26,232.08,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-50X-CC-A,317,U1353,B,50,50-CC,X,CC,A,0,26,233.4,233.66,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-51H-1-A,317,U1353,B,51,51-1,H,1,A,0,10,240.9,241.0,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922",shelly v.f. sand,,,,
317-U1353B-51H-1-A,317,U1353,B,51,51-1,H,1,A,10,20,241.0,241.1,,Shell hash,,Shell hash,,,,,Leg 150,mostly bivalves < 1 cm,,,,
317-U1353B-51H-1-A,317,U1353,B,51,51-1,H,1,A,20,33,241.1,241.23,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",shelly muddy v.f. sand,,,,
317-U1353B-51H-1-A,317,U1353,B,51,51-1,H,1,A,33,50,241.23,241.4,,Shell hash,,Shell hash,,,,,Leg 150,mostly bivalves < 5 mm,,,,
317-U1353B-51H-2-A,317,U1353,B,51,51-2,H,2,A,0,150,241.4,242.9,,Shell hash,,Shell hash,,,,,Leg 150,mostly bivalves < 5 mm,,,,
317-U1353B-52H-1-A,317,U1353,B,52,52-1,H,1,A,0,140,242.9,244.3,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-52H-1-A,317,U1353,B,52,52-1,H,1,A,140,150,244.3,244.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,
317-U1353B-52H-2-A,317,U1353,B,52,52-2,H,2,A,0,66,244.4,245.06,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-53H-1-A,317,U1353,B,53,53-1,H,1,A,0,20,245.1,245.3,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-53H-1-A,317,U1353,B,53,53-1,H,1,A,20,73,245.3,245.83,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-54H-1-A,317,U1353,B,54,54-1,H,1,A,0,70,245.8,246.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-54H-1-A,317,U1353,B,54,54-1,H,1,A,70,101,246.5,246.81,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-54H-2-A,317,U1353,B,54,54-2,H,2,A,0,150,246.81,248.31,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-55H-1-A,317,U1353,B,55,55-1,H,1,A,0,34,248.3,248.64,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-55H-2-A,317,U1353,B,55,55-2,H,2,A,0,150,248.64,250.14,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-56H-1-A,317,U1353,B,56,56-1,H,1,A,0,66,250.2,250.86,,Shell hash,,Shell hash,,soupy,,,Leg 150,"The shell hash at the top of the core is likely caved in material during coring.  In the shell hash are fragments of Tawara, Stiracolpus, barnacles, echinoid spines. ",,,,
317-U1353B-56H-1-A,317,U1353,B,56,56-1,H,1,A,66,143,250.86,251.63,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","The muddy sand is moderately sorted, vf-f (mostly vf) micaceous, slightly calcareous sand. This lithology contains abundant shell fragments of mostly bivalve Tawera scattered throughout. This interval also contains large fragments of Crassostrea(?), barnacles and scaphopods.  Half of a greywacke pebble (3.4 cm (estimated) x 2.6 cm x 1.2 cm, L:I:S axes) with pitting and abrasion on the surface is found at 95-98 cm.",,,,
317-U1353B-57H-1-A,317,U1353,B,57,57-1,H,1,A,0,47,251.6,252.07,,Shell hash,,Shell hash,,soupy,,,Leg 150,"The shell hash at the top of the core is likely caved in material during coring.  In the shell hash are fragments of Tawara, Stiracolpus, barnacles, echinoid spines.  The shell hash is muddy frm 33-47 cm.",,,,
317-U1353B-57H-1-A,317,U1353,B,57,57-1,H,1,A,47,100,252.07,252.6,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","The muddy sand is moderately sorted, vf-f (mostly vf) micaceous sand. This lithology contains abundant shell fragments of mostly bivalve scattered throughout.",,,,
317-U1353B-57H-2-A,317,U1353,B,57,57-2,H,2,A,0,80,252.7,253.5,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","The muddy sand is well sorted, vf-f (mostly vf) micaceous sand. This lithology contains abundant shell fragments of mostly bivalve scattered throughout.  36-41 cm and 67-39  is soft/soupy and is likely disturbance from drilling.",,,,
317-U1353B-58H-1-A,317,U1353,B,58,58-1,H,1,A,0,42,253.6,254.02,,Shell hash,,Shell hash,,soupy,,,Leg 150,"The shell hash at the top of the core is likely caved in material during coring.  In the shell hash are fragments of Tawara, Stiracolpus, barnacles, echinoid spines",,,,
317-U1353B-58H-1-A,317,U1353,B,58,58-1,H,1,A,42,123,254.02,254.83,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The sandy mud contains well sorted, vf-f (mostly vf) micaceous sand. The mud component appears to be silt-rich. This lithology contains rare shell fragments of mostly bivalve scattered throughout, but are abundant in certain intervals. ",,,,
317-U1353B-59H-1-A,317,U1353,B,59,59-1,H,1,A,0,51,254.9,255.41,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","dark greeish gray micaceous muddy v.f.sand, with abundant shell fragments scattered (Ostrea and Dosinia are included)",,,,
317-U1353B-59H-1-A,317,U1353,B,59,59-1,H,1,A,51,113,255.41,256.03,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","soupy flow-in v.f. sandy mud, with shell hash. ",,,,
317-U1353B-60H-1-A,317,U1353,B,60,60-1,H,1,A,0,108,256.1,257.18,,Shell hash,,Shell hash,,,,,Leg 150,"fall-in shell hash; fragments of Tawera, Stiracolpus, barnacle plates, echinoid spines and granules/pebbles (max. 7mm) of wacke/quartz vein.",,,,
317-U1353B-60H-1-A,317,U1353,B,60,60-1,H,1,A,108,143,257.18,257.53,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",dark greenish gray micaceous muddy v.f. sand; with abundant shell fragments of Tawera (max. 12mm) and suspected burrows <2mm.,,,,
317-U1353B-60H-CC-A,317,U1353,B,60,60-CC,H,CC,A,0,16,257.53,257.69,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",dark greenish gray micaceous muddy v.f. sand; with abundant shell fragments of Tawera (max. 12mm) and suspected burrows <2mm.,,,,
317-U1353B-61X-CC-A,317,U1353,B,61,61-CC,X,CC,A,0,36,257.7,258.06,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","dark greenish gray micaceous homogeneous muddy v.f. sand; with abundant shell fragments scattered (mostly bivalve, 7mm maximum)",,,,
317-U1353B-62X-CC-A,317,U1353,B,62,62-CC,X,CC,A,0,24,263.2,263.44,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","dark greenish gray micaceous homogeneous mud (with a few % of v.f. sand); with rare shell fragments (bivalves, 2cm in maximum length) scattered., and burrows of dark spot <1mm. ",,,,
317-U1353B-63X-1-A,317,U1353,B,63,63-1,X,1,A,0,85,269.6,270.45,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",v f micaceous sandy mud with faint color mottling.,,,,
317-U1353B-63X-CC-A,317,U1353,B,63,63-CC,X,CC,A,0,43,270.45,270.88,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",v f micaceous sandy mud with faint color mottling.,,,,
317-U1353B-64X-1-A,317,U1353,B,64,64-1,X,1,A,0,52,279.2,279.72,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",very fine micaceous sandy mud. ,,,,
317-U1353B-64X-CC-A,317,U1353,B,64,64-CC,X,CC,A,0,34,279.72,280.06,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",very fine micaceous sandy mud. ,,,,
317-U1353B-65X-1-A,317,U1353,B,65,65-1,X,1,A,0,100,288.8,289.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",dark greenish gray micaceous homogeneous v.f. sandy mud; rare shell fragments are scattered.  ,,,,
317-U1353B-65X-CC-A,317,U1353,B,65,65-CC,X,CC,A,0,41,289.96,290.37,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",dark greenish gray micaceous homogeneous v.f. sandy mud; rare shell fragments are scattered.  ,,,,
317-U1353B-66X-1-A,317,U1353,B,66,66-1,X,1,A,0,110,298.4,299.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray vf-f (mostly vf) homogeneous well sorted micaceous sandy mud. A clay-rich interval is found between 9-10 cm.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed. ",,,,
317-U1353B-66X-2-A,317,U1353,B,66,66-2,X,2,A,0,51,299.5,300.01,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray vf-f (mostly vf) homogeneous well sorted micaceous sandy mud. A clay-rich interval is found between 9-10 cm.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed. ",,,,
317-U1353B-66X-CC-A,317,U1353,B,66,66-CC,X,CC,A,0,37,300.01,300.38,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray vf-f (mostly vf) homogeneous well sorted micaceous sandy mud. A clay-rich interval is found between 9-10 cm.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed. ",,,,
317-U1353B-67X-CC-A,317,U1353,B,67,67-CC,X,CC,A,0,32,308.0,308.32,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray homogeneous well sorted micaceous sandy mud.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed.",,,,
317-U1353B-68X-1-A,317,U1353,B,68,68-1,X,1,A,0,94,317.6,318.54,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray homogeneous well sorted micaceous sandy mud.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed.",,,,
317-U1353B-68X-CC-A,317,U1353,B,68,68-CC,X,CC,A,0,48,318.64,319.12,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray homogeneous well sorted micaceous sandy mud.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed.",,,,
317-U1353B-69X-1-A,317,U1353,B,69,69-1,X,1,A,0,60,327.2,327.8,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray vf-f (mostly vf) homogeneous well sorted micaceous sandy mud.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed.
",,,,
317-U1353B-70X-CC-A,317,U1353,B,70,70-CC,X,CC,A,0,58,336.8,337.38,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","The core consists only of dark greenish gray vf-f (mostly vf) homogeneous well sorted micaceous sandy mud.  Shells are generally broken and are common to rare, scattered through the core. No distinct burrows are observed.
",,,,
317-U1353B-71X-1-A,317,U1353,B,71,71-1,X,1,A,0,111,346.0,347.11,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",v.f. micaceous sandy mud,,,,
317-U1353B-72X-CC-A,317,U1353,B,72,72-CC,X,CC,A,0,33,355.6,355.93,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-73X-1-A,317,U1353,B,73,73-1,X,1,A,0,50,365.2,365.7,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-74X-CC-A,317,U1353,B,74,74-CC,X,CC,A,0,3,374.8,374.83,,Shell hash,,Shell hash,,,,,Leg 150,,,,,
317-U1353B-74X-CC-A,317,U1353,B,74,74-CC,X,CC,A,3,18,374.83,374.98,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-75X-1-A,317,U1353,B,75,75-1,X,1,A,0,72,384.4,385.12,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",slightly micaceous v.f. sandy mud,,,,
317-U1353B-76X-CC-A,317,U1353,B,76,76-CC,X,CC,A,0,22,394.0,394.22,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-78X-1-A,317,U1353,B,78,78-1,X,1,A,0,57,413.2,413.77,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",micaceous muddy v.f. sand,,,,
317-U1353B-79X-CC-A,317,U1353,B,79,79-CC,X,CC,A,0,43,422.8,423.23,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",slightly micaceous v.f. sandy mud,,,,
317-U1353B-80X-CC-A,317,U1353,B,80,80-CC,X,CC,A,0,32,432.3,432.62,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",micaceous v.f. sandy mud,,,,
317-U1353B-81X-CC-A,317,U1353,B,81,81-CC,X,CC,A,0,30,441.9,442.2,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-83X-CC-A,317,U1353,B,83,83-CC,X,CC,A,0,6,461.1,461.16,,Shell hash,,Shell hash,,,,,Leg 150,likely to be fall-in material,,,,
317-U1353B-83X-CC-A,317,U1353,B,83,83-CC,X,CC,A,6,15,461.16,461.25,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-85X-CC-A,317,U1353,B,85,85-CC,X,CC,A,0,33,480.3,480.63,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",micaceous v.f. sandy mud,,,,
317-U1353B-86X-CC-A,317,U1353,B,86,86-CC,X,CC,A,0,30,489.9,490.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,
317-U1353B-87X-CC-A,317,U1353,B,87,87-CC,X,CC,A,0,16,500.0,500.16,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",micaceous v.f. sandy mud,,,,
317-U1353B-88X-1-A,317,U1353,B,88,88-1,X,1,A,0,49,509.6,510.09,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",homogeneous v.f.-f. (mostly v.f.) well sorted micaceous sandy mud,,,,
317-U1353B-88X-1-A,317,U1353,B,88,88-1,X,1,A,49,58,510.09,510.18,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision",fossiliferous calcareous muddy sandstone.  Sand appears to be v.f.-f. (mostly v.f.) well sorted and micaceous. The sandstone contains dominantly bivalve shells with minor gastropod and forams.  ,,,,
317-U1353B-88X-1-A,317,U1353,B,88,88-1,X,1,A,58,60,510.18,510.2,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision",homogeneous v.f.-f. (mostly v.f.) well sorted micaceous sandy mud,,,,
317-U1353B-88X-CC-A,317,U1353,B,88,88-CC,X,CC,A,0,31,510.2,510.51,,Muddy Sand [S54-Leg183],,Muddy Sand,,Firm,,,"Shepard, 1954 - Leg 183 revision",homogeneous v.f.-f. (mostly v.f.) well sorted micaceous muddy sand,,,,
317-U1353B-89X-CC-A,317,U1353,B,89,89-CC,X,CC,A,0,11,518.6,518.71,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","homogeneous v.f.-f. (mostly v.f.) well sorted micaceous muddy sand.
",,,,
317-U1353B-90X-1-A,317,U1353,B,90,90-1,X,1,A,0,34,528.2,528.54,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","dark greenish gray well-sorted  f.v. - f. muddy sand (mostly Upper v.f. sand); scattered shell fragments (Tawera, 12mm max.) are common.",,,,
317-U1353B-90X-CC-A,317,U1353,B,90,90-CC,X,CC,A,0,33,528.54,528.87,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","dark greenish gray well-sorted  f.v. - f. muddy sand (mostly Upper v.f. sand); scattered shell fragments (Tawera, 12mm max.) are common.",,,,
317-U1353B-91X-CC-A,317,U1353,B,91,91-CC,X,CC,A,0,33,537.5,537.83,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",very dark greenish gray homogeneous well-sorted v.f.sand (with a few Lf. sand); with rare scattered shell fragments.  ,,,,
317-U1353B-92X-CC-A,317,U1353,B,92,92-CC,X,CC,A,0,12,547.1,547.22,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,lithified,,,"Shepard, 1954; Wentworth, 1922","well-sorted sandstone; with some shell fragments (bivalves) scattered, moderate bioturated.  ",,,,
317-U1353B-92X-CC-A,317,U1353,B,92,92-CC,X,CC,A,12,18,547.22,547.28,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",muddy v.f. sand.,,,,
317-U1353B-93X-1-A,317,U1353,B,93,93-1,X,1,A,0,43,556.6,557.03,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",homogeneous v.f.-f. (mostly v.f.) well sorted slightly micaceous muddy sand,,,,
317-U1353B-93X-1-A,317,U1353,B,93,93-1,X,1,A,43,51,557.03,557.11,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision",muddy sandstone; sand appears to be v.f.-f. (mostly v.f.) well sorted and micaceous.  Rare bivalve fragments.,,,,
317-U1353B-93X-1-A,317,U1353,B,93,93-1,X,1,A,51,62,557.11,557.22,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",as in 0-43 cm,,,,
317-U1353B-93X-1-A,317,U1353,B,93,93-1,X,1,A,62,65,557.22,557.25,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision",same as 43-51 cm,,,,
317-U1353B-94X-CC-A,317,U1353,B,94,94-CC,X,CC,A,0,21,566.2,566.41,,Sandy Mud [S54-Leg183],,Sandy Mud,,soft,,,"Shepard, 1954 - Leg 183 revision",homogeneous well-sorted v.f. (with trace Lf. sand) muddy sand,,,,
317-U1353B-95X-1-A,317,U1353,B,95,95-1,X,1,A,0,34,575.8,576.14,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous well-sorted muddy v.f. sand,,,,
317-U1353B-95X-1-A,317,U1353,B,95,95-1,X,1,A,34,50,576.14,576.3,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous v.f. sandy mud,,,,
317-U1353B-95X-1-A,317,U1353,B,95,95-1,X,1,A,50,66,576.3,576.46,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",micaceous muddy well-sorted v.f. sand,,,,
317-U1353B-96X-1-A,317,U1353,B,96,96-1,X,1,A,0,43,585.4,585.83,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous micaceous muddy well-sort v.f.- f. sand.  ,,,,
317-U1353B-97X-CC-A,317,U1353,B,97,97-CC,X,CC,A,0,17,595.0,595.17,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",homogeneous micaceous muddy well-sorted v.f.- f. sand; scattered shell fragments (bivalve Tawera) allthrough.,,,,
