Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486B-10H-3-A,0,4,85.0,85.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,3,A
363-U1486B-10H-3-A,4,62,85.04,85.62,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,3,A
363-U1486B-10H-3-A,62,64,85.62,85.64,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,3,A
363-U1486B-10H-3-A,64,140,85.64,86.4,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,3,A
363-U1486B-10H-4-A,0,69,86.5,87.19,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,4,A
363-U1486B-10H-4-A,69,129,87.19,87.79,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,4,A
363-U1486B-10H-4-A,129,136,87.79,87.86,,ash(tuff) [MMK88m],ash(tuff),,2.5YR 4/1 (dark reddish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,4,A
363-U1486B-10H-4-A,136,145,87.86,87.95,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,4,A
363-U1486B-10H-5-A,0,145,88.0,89.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,5,A
363-U1486B-10H-6-A,0,11,89.5,89.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,6,A
363-U1486B-10H-6-A,11,61,89.61,90.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,6,A
363-U1486B-10H-6-A,61,65,90.11,90.15,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,6,A
363-U1486B-10H-6-A,65,140,90.15,90.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,6,A
363-U1486B-10H-7-A,0,6,91.0,91.06,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 5/1 (gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,7,A
363-U1486B-10H-7-A,6,63,91.06,91.63,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,7,A
363-U1486B-10H-CC-A,0,22,91.63,91.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scattered scoria,,,,,,,,,,,,,363,U1486,B,10,H,CC,A
363-U1486B-11H-1-A,0,15,91.5,91.65,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,1,A
363-U1486B-11H-1-A,15,46,91.65,91.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,1,A
363-U1486B-11H-1-A,46,64,91.96,92.14,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,1,A
363-U1486B-11H-1-A,64,145,92.14,92.95,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,1,A
363-U1486B-11H-2-A,0,10,93.0,93.1,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,3 distinct ash layers here,,,,,,,,,,,,,363,U1486,B,11,H,2,A
363-U1486B-11H-2-A,10,100,93.1,94.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,2,A
363-U1486B-11H-2-A,100,145,94.0,94.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,2,A
363-U1486B-11H-3-A,0,106,94.5,95.56,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,3,A
363-U1486B-11H-3-A,106,128,95.56,95.78,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,3,A
363-U1486B-11H-3-A,128,140,95.78,95.9,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,3,A
363-U1486B-11H-4-A,0,145,96.0,97.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,4,A
363-U1486B-11H-5-A,0,84,97.5,98.34,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,5,A
363-U1486B-11H-5-A,84,96,98.34,98.46,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 6/2 (pinkish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,5,A
363-U1486B-11H-5-A,96,145,98.46,98.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,5,A
363-U1486B-11H-6-A,0,40,99.0,99.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,sharp bottom contact,,,,,,,,,,,,,363,U1486,B,11,H,6,A
363-U1486B-11H-6-A,40,77,99.4,99.77,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,6,A
363-U1486B-11H-6-A,77,88,99.77,99.88,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,6,A
363-U1486B-11H-6-A,88,100,99.88,100.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,6,A
363-U1486B-11H-6-A,100,140,100.0,100.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,6,A
363-U1486B-11H-7-A,0,52,100.5,101.02,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,7,A
363-U1486B-11H-7-A,52,60,101.02,101.1,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 3/1 (very dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,7,A
363-U1486B-11H-7-A,60,65,101.1,101.15,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,7,A
363-U1486B-11H-CC-A,0,24,101.15,101.39,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,11,H,CC,A
363-U1486B-12H-1-A,0,25,101.0,101.25,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,1,A
363-U1486B-12H-1-A,25,122,101.25,102.22,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,1,A
363-U1486B-12H-1-A,122,145,102.22,102.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,1,A
363-U1486B-12H-2-A,0,14,102.5,102.64,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,14,16,102.64,102.66,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 4/1 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,16,48,102.66,102.98,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,48,82,102.98,103.32,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,82,118,103.32,103.68,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,118,134,103.68,103.84,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-2-A,134,145,103.84,103.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,2,A
363-U1486B-12H-3-A,0,102,104.0,105.02,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,3,A
363-U1486B-12H-3-A,102,140,105.02,105.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,3,A
363-U1486B-12H-4-A,0,46,105.5,105.96,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,4,A
363-U1486B-12H-4-A,46,72,105.96,106.22,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,4,A
363-U1486B-12H-4-A,72,110,106.22,106.6,,ash(tuff) [MMK88m],ash(tuff),,10Y 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,4,A
363-U1486B-12H-4-A,110,145,106.6,106.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,4,A
363-U1486B-12H-5-A,0,38,107.0,107.38,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,38,41,107.38,107.41,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,41,70,107.41,107.7,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,70,76,107.7,107.76,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,76,131,107.76,108.31,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,131,136,108.31,108.36,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-5-A,136,145,108.36,108.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,5,A
363-U1486B-12H-6-A,0,62,108.5,109.12,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,6,A
363-U1486B-12H-6-A,62,84,109.12,109.34,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,6,A
363-U1486B-12H-6-A,84,115,109.34,109.65,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,6,A
363-U1486B-12H-6-A,115,126,109.65,109.76,,ash(tuff) [MMK88m],ash(tuff),,2.5Y 3/1 (very dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,6,A
363-U1486B-12H-6-A,126,140,109.76,109.9,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,6,A
363-U1486B-12H-7-A,0,44,110.0,110.44,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,7,A
363-U1486B-12H-7-A,44,61,110.44,110.61,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,7,A
363-U1486B-12H-7-A,61,72,110.61,110.72,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,7,A
363-U1486B-12H-CC-A,0,7,110.72,110.79,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,CC,A
363-U1486B-12H-CC-A,7,22,110.79,110.94,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,12,H,CC,A
363-U1486B-13H-1-A,0,58,110.5,111.08,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-1-A,58,91,111.08,111.41,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-1-A,91,94,111.41,111.44,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-1-A,94,126,111.44,111.76,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-1-A,126,130,111.76,111.8,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-1-A,130,145,111.8,111.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,1,A
363-U1486B-13H-2-A,0,53,112.0,112.53,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,2,A
363-U1486B-13H-2-A,53,58,112.53,112.58,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,2,A
363-U1486B-13H-2-A,58,136,112.58,113.36,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,2,A
363-U1486B-13H-2-A,136,145,113.36,113.45,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,2,A
363-U1486B-13H-3-A,0,4,113.5,113.54,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-3-A,4,42,113.54,113.92,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-3-A,42,43,113.92,113.93,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/1 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-3-A,43,122,113.93,114.72,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-3-A,122,127,114.72,114.77,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-3-A,127,140,114.77,114.9,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,3,A
363-U1486B-13H-4-A,0,6,115.0,115.06,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,6,10,115.06,115.1,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,10,73,115.1,115.73,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,73,78,115.73,115.78,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,78,91,115.78,115.91,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,91,100,115.91,116.0,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,100,120,116.0,116.2,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,120,131,116.2,116.31,,ash(tuff) [MMK88m],ash(tuff),,10Y 4/1 (dark greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-4-A,131,145,116.31,116.45,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,4,A
363-U1486B-13H-5-A,0,18,116.5,116.68,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,18,22,116.68,116.72,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,22,45,116.72,116.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,45,51,116.95,117.01,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,51,59,117.01,117.09,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,59,65,117.09,117.15,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,65,110,117.15,117.6,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,110,121,117.6,117.71,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,121,124,117.71,117.74,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/2 (brown),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
363-U1486B-13H-5-A,124,145,117.74,117.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,5,A
