Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix,Extra Sample ID Data
340-U1397B-5H-CC-A,340,U1395,B,5,5-CC,H,CC,A,0.0,6.0,43.24,43.3,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,90,0,0,0.0,0.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-5H-CC-A,340,U1395,B,5,5-CC,H,CC,A,6.0,11.0,43.3,43.35,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,0.0,19.0,43.6,43.79,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,19.0,31.0,43.79,43.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,20,0,50,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,31.0,37.0,43.91,43.97,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,37.0,38.0,43.97,43.98,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,38.0,83.0,43.98,44.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,83.0,86.0,44.43,44.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,86.0,115.0,44.46,44.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,115.0,117.0,44.75,44.77,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,117.0,143.0,44.77,45.03,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,143.0,145.0,45.03,45.05,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-1-A,340,U1395,B,6,6-1,H,1,A,145.0,150.0,45.05,45.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,0.0,116.0,45.1,46.26,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,2,0,3,0,0,15.0,10.0,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,116.0,120.0,46.26,46.3,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,80,0,0,5.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,120.0,124.0,46.3,46.34,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,2,0,3,0,0,15.0,10.0,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,124.0,125.0,46.34,46.35,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,15,0,15,0,60,0,0,10.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,125.0,140.0,46.35,46.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,2,0,3,0,0,15.0,10.0,70,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-2-A,340,U1395,B,6,6-2,H,2,A,140.0,150.0,46.5,46.6,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,0.0,7.0,46.6,46.67,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,5.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,7.0,35.0,46.67,46.95,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,85,0,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,35.0,58.0,46.95,47.18,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,5.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,58.0,62.0,47.18,47.22,slight to moderate [drilling disturbance],3,ash [F&S84],100,medium sand [T07],6,,,,,100,tephra layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,62.0,78.0,47.22,47.38,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,5.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,78.0,80.0,47.38,47.4,moderate [drilling disturbance],4,ash [F&S84],100,medium sand [T07],6,,,,,100,tephra layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,80.0,123.0,47.4,47.83,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,5.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,123.0,125.0,47.83,47.85,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,tephra layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,125.0,144.0,47.85,48.04,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,5.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,144.0,147.0,48.04,48.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,massive volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-3-A,340,U1395,B,6,6-3,H,3,A,147.0,150.0,48.07,48.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,massive volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,0.0,10.0,48.1,48.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,30.0,2.0,66,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,10.0,28.0,48.2,48.38,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic tubidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,28.0,36.0,48.38,48.46,high [drilling disturbance],6,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,30.0,2.0,66,100,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,36.0,38.0,48.46,48.48,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,thin ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,38.0,43.0,48.48,48.53,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,30.0,2.0,66,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,43.0,45.5,48.53,48.555,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,thin ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,45.5,79.0,48.555,48.89,high [drilling disturbance],6,carbonate ooze [Leg178],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,hemipelagic sediments with several thin ashfall? layers,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,88,0,0,0.0,2.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,79.0,121.5,48.89,49.315,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,30.0,2.0,66,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,121.5,133.0,49.315,49.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,thin ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,133.0,148.0,49.43,49.58,high [drilling disturbance],6,carbonate ooze [Leg178],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,hemipelagic sediments with several thin ashfall? layers,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,85,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-4-A,340,U1395,B,6,6-4,H,4,A,148.0,150.0,49.58,49.6,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,30.0,2.0,66,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-5-A,340,U1395,B,6,6-5,H,5,A,0.0,58.0,49.6,50.18,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,0,0,0,0.0,0.0,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-5-A,340,U1395,B,6,6-5,H,5,A,58.0,108.0,50.18,50.68,slight [drilling disturbance],2,carbonate ooze [Leg178],60,fine mud [T07],3,ash [F&S84],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,50,0,0,0.0,0.0,40,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-5-A,340,U1395,B,6,6-5,H,5,A,108.0,121.0,50.68,50.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,0,0,0,0.0,0.0,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-5-A,340,U1395,B,6,6-5,H,5,A,121.0,150.0,50.81,51.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,10,0,40,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,0.0,6.0,51.1,51.16,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,50,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,50,0,10,0,40,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,6.0,17.0,51.16,51.27,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,17.0,33.0,51.27,51.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,10,0,40,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,33.0,124.0,51.43,52.34,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,124.0,125.0,52.34,52.35,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,90,0,0,0.0,0.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,125.0,140.0,52.35,52.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-6-A,340,U1395,B,6,6-6,H,6,A,140.0,150.0,52.5,52.6,slight [drilling disturbance],2,,,,,,,,,,IW SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-7-A,340,U1395,B,6,6-7,H,7,A,0.0,20.0,52.6,52.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-7-A,340,U1395,B,6,6-7,H,7,A,20.0,21.0,52.8,52.81,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,90,0,0,0.0,0.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-7-A,340,U1395,B,6,6-7,H,7,A,21.0,26.0,52.81,52.86,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0.0,0.0,85,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-7-A,340,U1395,B,6,6-7,H,7,A,26.0,40.0,52.86,53.0,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,90,0,0,0.0,0.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-CC-A,340,U1395,B,6,6-CC,H,CC,A,0.0,5.5,53.0,53.055,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclatic sand in core catcher,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,90,0,0,0.0,0.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-6H-CC-A,340,U1395,B,6,6-CC,H,CC,A,5.5,10.0,53.055,53.1,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-7H-1-A,340,U1395,B,7,7-1,H,1,A,0.0,41.0,53.1,53.51,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,30.0,0.0,70,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-1-A,340,U1395,B,7,7-1,H,1,A,41.0,150.0,53.51,54.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,mixed bioclastic volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,30,0,0,0.0,50.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-2-A,340,U1395,B,7,7-2,H,2,A,0.0,45.0,54.6,55.05,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,30,0,0,0.0,0.0,50,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-2-A,340,U1395,B,7,7-2,H,2,A,45.0,68.0,55.05,55.28,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,0,0,0,0.0,0.0,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-2-A,340,U1395,B,7,7-2,H,2,A,68.0,133.0,55.28,55.93,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,20,0,30,0,0,10.0,30.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-3-A,340,U1395,B,7,7-3,H,3,A,0.0,74.0,55.93,56.67,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,calcareous sand [Leg210],40,fine medium sand [T07],5,100,massive mixed bio/volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,20,0,30,0,0,10.0,30.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-3-A,340,U1395,B,7,7-3,H,3,A,74.0,91.0,56.67,56.84,minimal [drilling disturbance],1,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,3.0,5.0,90,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-3-A,340,U1395,B,7,7-3,H,3,A,91.0,107.0,56.84,57.0,minimal [drilling disturbance],1,calcareous sand [Leg210],60,medium sand [T07],6,volcaniclastic-sand [BGS-S81],40,medium sand [T07],6,100,massive mixed bio/volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,20,0,0,20.0,40.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-4-A,340,U1395,B,7,7-4,H,4,A,0.0,105.0,57.0,58.05,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,20,0,0,20.0,40.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-5-A,340,U1395,B,7,7-5,H,5,A,0.0,137.0,58.05,59.42,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,20,0,0,20.0,40.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-6-A,340,U1395,B,7,7-6,H,6,A,0.0,121.0,59.42,60.63,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,1,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],100,Hemipelagic sediment clasts,rounded,10,0,10,0,20,0,0,20.0,40.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-7H-7-A,340,U1395,B,7,7-7,H,7,A,0.0,60.0,60.63,61.23,minimal [drilling disturbance],1,calcareous sand [Leg210],50,medium sand [T07],6,volcaniclastic-sand [BGS-S81],50,medium sand [T07],6,100,mixed bio/volcaniclastic turbidite,5,0,,0,,0,,0,,0,,0,,0,,0,"mud clast, 7 cm in diameter",rounded,0,0,10,0,40,0,0,10.0,40.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
