Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLAST,GRAVEL SIZE CLAST.1,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1341A-15H-4-A,323,U1341,A,15,15-4,H,4,A,80,150,131.8,132.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-5-A,323,U1341,A,15,15-5,H,5,A,0,100,132.5,133.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-6-A,323,U1341,A,15,15-6,H,6,A,0,129,133.54,134.83,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-7-A,323,U1341,A,15,15-7,H,7,A,0,10,134.84,134.94,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-15H-7-A,323,U1341,A,15,15-7,H,7,A,10,50,134.94,135.34,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-15H-CC-A,323,U1341,A,15,15-CC,H,CC,A,0,89,135.36,136.25,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-16H-1-A,323,U1341,A,16,16-1,H,1,A,0,19,136.0,136.19,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-16H-1-A,323,U1341,A,16,16-1,H,1,A,19,45,136.19,136.45,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-16H-1-A,323,U1341,A,16,16-1,H,1,A,45,150,136.45,137.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-2-A,323,U1341,A,16,16-2,H,2,A,0,150,137.5,139.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-3-A,323,U1341,A,16,16-3,H,3,A,0,130,139.0,140.3,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-3-A,323,U1341,A,16,16-3,H,3,A,130,150,140.3,140.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-16H-4-A,323,U1341,A,16,16-4,H,4,A,0,105,140.5,141.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-16H-4-A,323,U1341,A,16,16-4,H,4,A,105,150,141.55,142.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-16H-5-A,323,U1341,A,16,16-5,H,5,A,0,5,142.0,142.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-16H-5-A,323,U1341,A,16,16-5,H,5,A,5,40,142.05,142.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-5-A,323,U1341,A,16,16-5,H,5,A,40,55,142.4,142.55,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,,stiff,10Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-16H-5-A,323,U1341,A,16,16-5,H,5,A,55,115,142.55,143.15,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-5-A,323,U1341,A,16,16-5,H,5,A,115,150,143.15,143.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-16H-6-A,323,U1341,A,16,16-6,H,6,A,0,14,143.5,143.64,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-16H-6-A,323,U1341,A,16,16-6,H,6,A,14,139,143.64,144.89,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-16H-7-A,323,U1341,A,16,16-7,H,7,A,0,35,145.0,145.35,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-16H-7-A,323,U1341,A,16,16-7,H,7,A,35,69,145.35,145.69,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-16H-CC-A,323,U1341,A,16,16-CC,H,CC,A,0,34,145.72,146.06,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-1-A,323,U1341,A,17,17-1,H,1,A,0,150,145.5,147.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-2-A,323,U1341,A,17,17-2,H,2,A,0,10,147.0,147.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-17H-2-A,323,U1341,A,17,17-2,H,2,A,10,150,147.1,148.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-3-A,323,U1341,A,17,17-3,H,3,A,0,150,148.5,150.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-4-A,323,U1341,A,17,17-4,H,4,A,0,25,150.0,150.25,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-4-A,323,U1341,A,17,17-4,H,4,A,25,79,150.25,150.79,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-4-A,323,U1341,A,17,17-4,H,4,A,79,87,150.79,150.87,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-17H-4-A,323,U1341,A,17,17-4,H,4,A,87,150,150.87,151.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-5-A,323,U1341,A,17,17-5,H,5,A,0,79,151.5,152.29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-5-A,323,U1341,A,17,17-5,H,5,A,79,115,152.29,152.65,diatom clay,Leg 323,,diatom clay,,soft,10YR 5/1,,,,,,,,,,,,,,,,
323-U1341A-17H-5-A,323,U1341,A,17,17-5,H,5,A,115,150,152.65,153.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-6-A,323,U1341,A,17,17-6,H,6,A,0,13,153.0,153.13,diatom clay,Leg 323,,diatom clay,,soft,10YR 5/1,,,,,,,,,,,,,,,,
323-U1341A-17H-6-A,323,U1341,A,17,17-6,H,6,A,13,40,153.13,153.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-17H-6-A,323,U1341,A,17,17-6,H,6,A,40,139,153.4,154.39,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-7-A,323,U1341,A,17,17-7,H,7,A,0,80,154.5,155.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-17H-CC-A,323,U1341,A,17,17-CC,H,CC,A,0,29,155.33,155.62,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-18H-1-A,323,U1341,A,18,18-1,H,1,A,0,150,155.0,156.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-18H-2-A,323,U1341,A,18,18-2,H,2,A,0,150,156.5,158.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-18H-3-A,323,U1341,A,18,18-3,H,3,A,0,100,158.0,159.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-18H-3-A,323,U1341,A,18,18-3,H,3,A,100,150,159.0,159.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-18H-4-A,323,U1341,A,18,18-4,H,4,A,0,150,159.5,161.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-18H-5-A,323,U1341,A,18,18-5,H,5,A,0,35,161.0,161.35,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-18H-5-A,323,U1341,A,18,18-5,H,5,A,35,72,161.35,161.72,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,70.0,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-18H-5-A,323,U1341,A,18,18-5,H,5,A,35,72,161.35,161.72,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,30.0,stiff,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-18H-5-A,323,U1341,A,18,18-5,H,5,A,72,150,161.72,162.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-18H-6-A,323,U1341,A,18,18-6,H,6,A,0,139,162.5,163.89,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-18H-7-A,323,U1341,A,18,18-7,H,7,A,0,80,164.0,164.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-18H-CC-A,323,U1341,A,18,18-CC,H,CC,A,0,21,164.8,165.01,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-19H-1-A,323,U1341,A,19,19-1,H,1,A,0,20,164.5,164.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-1-A,323,U1341,A,19,19-1,H,1,A,20,74,164.7,165.24,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-1-A,323,U1341,A,19,19-1,H,1,A,74,110,165.24,165.6,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-1-A,323,U1341,A,19,19-1,H,1,A,110,150,165.6,166.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,0,20,166.0,166.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,20,60,166.2,166.6,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,60,130,166.6,167.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,130,139,167.3,167.39,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,139,140,167.39,167.4,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,3/N ,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,140,142,167.4,167.42,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,3/N ,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,142,150,167.42,167.5,diatom ooze,Leg 323,,diatom ooze,10.0,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-19H-2-A,323,U1341,A,19,19-2,H,2,A,142,150,167.42,167.5,diatom ooze,Leg 323,,diatom ooze,90.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-19H-3-A,323,U1341,A,19,19-3,H,3,A,0,10,167.5,167.6,diatom ooze,Leg 323,,diatom ooze,10.0,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-19H-3-A,323,U1341,A,19,19-3,H,3,A,0,10,167.5,167.6,diatom ooze,Leg 323,,diatom ooze,90.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-19H-3-A,323,U1341,A,19,19-3,H,3,A,10,109,167.6,168.59,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-19H-3-A,323,U1341,A,19,19-3,H,3,A,109,150,168.59,169.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,0,16,169.0,169.16,diatom ooze,Leg 323,,diatom ooze,40.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,0,16,169.0,169.16,diatom ooze,Leg 323,,diatom ooze,60.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,16,112,169.16,170.12,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,112,128,170.12,170.28,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,128,130,170.28,170.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,130,133,170.3,170.33,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,133,136,170.33,170.36,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-4-A,323,U1341,A,19,19-4,H,4,A,136,150,170.36,170.5,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-5-A,323,U1341,A,19,19-5,H,5,A,0,65,170.5,171.15,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-19H-5-A,323,U1341,A,19,19-5,H,5,A,65,150,171.15,172.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-6-A,323,U1341,A,19,19-6,H,6,A,0,82,172.0,172.82,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-6-A,323,U1341,A,19,19-6,H,6,A,82,107,172.82,173.07,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-6-A,323,U1341,A,19,19-6,H,6,A,107,139,173.07,173.39,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-19H-7-A,323,U1341,A,19,19-7,H,7,A,0,35,173.5,173.85,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-7-A,323,U1341,A,19,19-7,H,7,A,35,50,173.85,174.0,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-7-A,323,U1341,A,19,19-7,H,7,A,50,57,174.0,174.07,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-19H-7-A,323,U1341,A,19,19-7,H,7,A,57,78,174.07,174.28,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-19H-CC-A,323,U1341,A,19,19-CC,H,CC,A,0,21,174.27,174.48,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-20H-1-A,323,U1341,A,20,20-1,H,1,A,0,150,174.0,175.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-2-A,323,U1341,A,20,20-2,H,2,A,0,150,175.5,177.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-3-A,323,U1341,A,20,20-3,H,3,A,0,62,177.0,177.62,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-3-A,323,U1341,A,20,20-3,H,3,A,62,120,177.62,178.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-20H-3-A,323,U1341,A,20,20-3,H,3,A,120,150,178.2,178.5,diatom ooze,Leg 323,,diatom ooze,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1341A-20H-4-A,323,U1341,A,20,20-4,H,4,A,0,30,178.5,178.8,diatom ooze,Leg 323,,diatom ooze,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1341A-20H-4-A,323,U1341,A,20,20-4,H,4,A,30,70,178.8,179.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-20H-4-A,323,U1341,A,20,20-4,H,4,A,70,150,179.2,180.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-5-A,323,U1341,A,20,20-5,H,5,A,0,67,180.0,180.67,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-5-A,323,U1341,A,20,20-5,H,5,A,67,150,180.67,181.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-6-A,323,U1341,A,20,20-6,H,6,A,0,110,181.5,182.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-20H-6-A,323,U1341,A,20,20-6,H,6,A,110,139,182.6,182.89,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-20H-7-A,323,U1341,A,20,20-7,H,7,A,0,75,183.0,183.75,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-20H-CC-A,323,U1341,A,20,20-CC,H,CC,A,0,17,183.75,183.92,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-21H-1-A,323,U1341,A,21,21-1,H,1,A,0,150,183.5,185.0,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-2-A,323,U1341,A,21,21-2,H,2,A,0,85,185.0,185.85,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-2-A,323,U1341,A,21,21-2,H,2,A,85,150,185.85,186.5,silt [S54],,,silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-21H-3-A,323,U1341,A,21,21-3,H,3,A,0,150,186.5,188.0,silt [S54],,,silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-21H-4-A,323,U1341,A,21,21-4,H,4,A,0,90,188.0,188.9,silt [S54],,,silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-21H-4-A,323,U1341,A,21,21-4,H,4,A,90,150,188.9,189.5,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-5-A,323,U1341,A,21,21-5,H,5,A,0,7,189.5,189.57,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-5-A,323,U1341,A,21,21-5,H,5,A,7,150,189.57,191.0,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-6-A,323,U1341,A,21,21-6,H,6,A,0,6,191.0,191.06,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-21H-6-A,323,U1341,A,21,21-6,H,6,A,6,150,191.06,192.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-21H-7-A,323,U1341,A,21,21-7,H,7,A,0,70,192.5,193.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-21H-CC-A,323,U1341,A,21,21-CC,H,CC,A,0,18,193.17,193.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-22H-1-A,323,U1341,A,22,22-1,H,1,A,0,85,193.0,193.85,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-1-A,323,U1341,A,22,22-1,H,1,A,85,150,193.85,194.5,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-22H-2-A,323,U1341,A,22,22-2,H,2,A,0,150,194.5,196.0,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-3-A,323,U1341,A,22,22-3,H,3,A,0,80,196.0,196.8,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-3-A,323,U1341,A,22,22-3,H,3,A,80,98,196.8,196.98,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100.0,hard,10Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-22H-3-A,323,U1341,A,22,22-3,H,3,A,98,112,196.98,197.12,diatom silt,"Shepard, 1954",,diatom silt,50.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-3-A,323,U1341,A,22,22-3,H,3,A,98,112,196.98,197.12,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,50.0,soft,10Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-22H-3-A,323,U1341,A,22,22-3,H,3,A,98,150,196.98,197.5,diatom silt,"Shepard, 1954",,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-4-A,323,U1341,A,22,22-4,H,4,A,0,150,197.5,199.0,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-5-A,323,U1341,A,22,22-5,H,5,A,0,150,199.0,200.5,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-6-A,323,U1341,A,22,22-6,H,6,A,0,150,200.5,202.0,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-22H-7-A,323,U1341,A,22,22-7,H,7,A,0,87,202.0,202.87,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-22H-CC-A,323,U1341,A,22,22-CC,H,CC,A,0,17,202.87,203.04,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-23H-1-A,323,U1341,A,23,23-1,H,1,A,0,150,202.5,204.0,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-23H-2-A,323,U1341,A,23,23-2,H,2,A,0,150,204.0,205.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-23H-3-A,323,U1341,A,23,23-3,H,3,A,0,110,205.5,206.6,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-23H-3-A,323,U1341,A,23,23-3,H,3,A,110,150,206.6,207.0,sponge spicule silt,Leg 323,,sponge spicule silt,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-23H-4-A,323,U1341,A,23,23-4,H,4,A,0,34,207.0,207.34,sponge spicule silt,Leg 323,,sponge spicule silt,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-23H-4-A,323,U1341,A,23,23-4,H,4,A,34,38,207.34,207.38,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100.0,soft,2.5Y 7/1,,,,,,,,,,,,,,,,
323-U1341A-23H-4-A,323,U1341,A,23,23-4,H,4,A,38,95,207.38,207.95,sponge spicule silt,Leg 323,,sponge spicule silt,100.0,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-23H-4-A,323,U1341,A,23,23-4,H,4,A,95,150,207.95,208.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-23H-5-A,323,U1341,A,23,23-5,H,5,A,0,150,208.5,210.0,diatom clay,"Shepard, 1954",sponge spicule-rich,sponge spicule-rich diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-23H-6-A,323,U1341,A,23,23-6,H,6,A,0,150,210.0,211.5,diatom clay,"Shepard, 1954",sponge spicule-rich,sponge spicule-rich diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-23H-7-A,323,U1341,A,23,23-7,H,7,A,0,88,211.5,212.38,diatom clay,"Shepard, 1954",sponge spicule-rich,sponge spicule-rich diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-23H-CC-A,323,U1341,A,23,23-CC,H,CC,A,0,16,212.38,212.54,diatom clay,"Shepard, 1954",sponge spicule-rich,sponge spicule-rich diatom clay,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
