Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1417C-12H-6-A,341,U1417,C,12,12-6,H,6,A,102.0,111.0,102.52,102.61,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,
341-U1417C-12H-7-A,341,U1417,C,12,12-7,H,7,A,0.0,58.0,102.61,103.19,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,black mottles on top; clasts @ 16.5 cm (subrounded 1 cm metasediment) and @ 34.5 cm (subrounded 2 cm metasediment),,,,,,,,,
341-U1417C-12H-CC-A,341,U1417,C,12,12-CC,H,CC,A,0.0,3.0,103.24,103.27,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-14H-1-A,341,U1417,C,14,14-1,H,1,A,0.0,150.0,113.0,114.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],22,,,,,,,,,,some black mottles; slight color variations,,,,,,,,,
341-U1417C-14H-2-A,341,U1417,C,14,14-2,H,2,A,0.0,120.5,114.5,115.705,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],11,,,,,,,,,,some black mottles; slight color variations,,,,,,,,,
341-U1417C-14H-2-A,341,U1417,C,14,14-2,H,2,A,120.5,128.5,115.705,115.785,,silt [Leg210],,silt ,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,brown color close to base of layer,,,,,,,,,
341-U1417C-14H-2-A,341,U1417,C,14,14-2,H,2,A,128.5,130.5,115.785,115.805,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,
341-U1417C-14H-2-A,341,U1417,C,14,14-2,H,2,A,130.5,150.0,115.805,116.0,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-3-A,341,U1417,C,14,14-3,H,3,A,0.0,7.0,116.0,116.07,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-3-A,341,U1417,C,14,14-3,H,3,A,7.0,150.0,116.07,117.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],22,,,,,,,,,,slight color variations; some black mottles,,,,,,,,,
341-U1417C-14H-4-A,341,U1417,C,14,14-4,H,4,A,0.0,54.0,117.5,118.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,slight color variations; some black mottles,,,,,,,,,
341-U1417C-14H-4-A,341,U1417,C,14,14-4,H,4,A,54.0,58.0,118.04,118.08,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,unit is more green in color than bounding units,,,,,,,,,
341-U1417C-14H-4-A,341,U1417,C,14,14-4,H,4,A,58.0,135.0,118.08,118.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],4,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-4-A,341,U1417,C,14,14-4,H,4,A,135.0,140.0,118.85,118.9,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,unit is more green in color than bounding units,,,,,,,,,
341-U1417C-14H-4-A,341,U1417,C,14,14-4,H,4,A,140.0,150.0,118.9,119.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],4,,,,,,,,,,"slight color changes; more black mottles
",,,,,,,,,
341-U1417C-14H-5-A,341,U1417,C,14,14-5,H,5,A,0.0,150.0,119.0,120.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,"1 cm clasts found at 4, 55 62,  and 97 cm
2 cm metasedimentary clast found at 96 cm
3.5 cm subrounded metasedimentary clast found between 135 -138 cm ",,,,,,,,,
341-U1417C-14H-6-A,341,U1417,C,14,14-6,H,6,A,0.0,150.0,120.5,122.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],9,,,,,,,,,,"4 cm subrounded metasedimentary clast centered between 47 and 51 cm

2 cm subrounded metasedimentary clast centered between 148 and 150 cm",,,,,,,,,
341-U1417C-14H-7-A,341,U1417,C,14,14-7,H,7,A,0.0,26.0,122.0,122.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,lens of soft white material between 13 - 14 cm,,,,,,,,,
341-U1417C-14H-7-A,341,U1417,C,14,14-7,H,7,A,26.0,31.0,122.26,122.31,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-7-A,341,U1417,C,14,14-7,H,7,A,31.0,41.0,122.31,122.41,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-7-A,341,U1417,C,14,14-7,H,7,A,41.0,61.0,122.41,122.61,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-14H-CC-A,341,U1417,C,14,14-CC,H,CC,A,0.0,5.0,122.61,122.66,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-15H-1-A,341,U1417,C,15,15-1,H,1,A,0.0,93.5,122.5,123.435,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],14,,,,,,,,,,"slight color variations with scattered black mottles
pyritized burrow observed at 46 cm
scattered 0.5 cm lenses of mud and very fine sand 
",,,,,,,,,
341-U1417C-15H-1-A,341,U1417,C,15,15-1,H,1,A,93.5,97.5,123.435,123.475,,diatom ooze [Leg339],,diatom ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-1-A,341,U1417,C,15,15-1,H,1,A,97.5,150.0,123.475,124.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,"slight color variations with scattered black mottles
scattered 0.5 cm lenses of mud and very fine sand ",,,,,,,,,
341-U1417C-15H-2-A,341,U1417,C,15,15-2,H,2,A,0.0,34.0,124.0,124.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"slight color variations with scattered black mottles
scattered 0.5 cm lenses of mud and very fine sand ",,,,,,,,,
341-U1417C-15H-2-A,341,U1417,C,15,15-2,H,2,A,34.0,49.5,124.34,124.495,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,somewhat more brown/yellow in color,,,,,,,,,
341-U1417C-15H-2-A,341,U1417,C,15,15-2,H,2,A,49.5,144.5,124.495,125.445,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],24,,,,,,,,,,"slight color variations with scattered black mottles
scattered 0.5 cm lenses of mud and very fine sand ",,,,,,,,,
341-U1417C-15H-2-A,341,U1417,C,15,15-2,H,2,A,144.5,150.0,125.445,125.5,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-3-A,341,U1417,C,15,15-3,H,3,A,0.0,150.0,125.5,127.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],14,,,,,,,,,,slight color variations with black mottles; scattered 0.5 cm thick lenses of mud and fine sand; scattered continuous and discontinuous layers of ash and mud below 91 cm ,,,,,,,,,
341-U1417C-15H-4-A,341,U1417,C,15,15-4,H,4,A,0.0,32.0,127.0,127.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,lonestone @ 30 cm: well-rounded metasediment (3 cm),,,,,,,,,
341-U1417C-15H-4-A,341,U1417,C,15,15-4,H,4,A,32.0,86.0,127.32,127.86,,mud [Leg210],with biogenic components [Leg339],mud  with biogenic components ,,,,10Y 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-4-A,341,U1417,C,15,15-4,H,4,A,86.0,89.0,127.86,127.89,volcaniclastic bearing,silt [Leg210],,volcaniclastic bearing silt ,,,,5Y 2.5/1 (black),heavy [DB86],3,,,,,,,,,,,,bioturbated up to 81 cm and down to 91 cm; irregular upper boundary,sharp contact,biotubated,,,,,,,
341-U1417C-15H-4-A,341,U1417,C,15,15-4,H,4,A,89.0,132.0,127.89,128.32,,mud [Leg210],with biogenic components [Leg339],mud  with biogenic components ,,,,10Y 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-4-A,341,U1417,C,15,15-4,H,4,A,132.0,150.0,128.32,128.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-5-A,341,U1417,C,15,15-5,H,5,A,0.0,150.0,128.5,130.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,barren mud with clay; whole section color banded; few black mottles; silty lense @ 122.5 cm (1.5 cm diameter),,,,,,,,,
341-U1417C-15H-6-A,341,U1417,C,15,15-6,H,6,A,0.0,150.0,130.0,131.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,slightly higher bioturbation at the bottom part of this section: barren mud with clay,,,,,,,,,
341-U1417C-15H-7-A,341,U1417,C,15,15-7,H,7,A,0.0,59.0,131.5,132.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-CC-A,341,U1417,C,15,15-CC,H,CC,A,0.0,15.5,132.1,132.255,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-15H-CC-A,341,U1417,C,15,15-CC,H,CC,A,15.5,22.0,132.255,132.32,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-16H-1-A,341,U1417,C,16,16-1,H,1,A,0.0,44.0,132.0,132.44,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-1-A,341,U1417,C,16,16-1,H,1,A,44.0,57.0,132.44,132.57,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 5/1 (greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-1-A,341,U1417,C,16,16-1,H,1,A,57.0,150.0,132.57,133.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-2-A,341,U1417,C,16,16-2,H,2,A,0.0,75.0,133.5,134.25,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,intermittent black mottling,gradational contact,,,,,,,,
341-U1417C-16H-2-A,341,U1417,C,16,16-2,H,2,A,75.0,109.0,134.25,134.59,,mud [Leg210],,mud ,,,color banding,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,,
341-U1417C-16H-2-A,341,U1417,C,16,16-2,H,2,A,109.0,116.0,134.59,134.66,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,0,present [A79],4,,,,,,,,,,,gradational contact,,,,,,,,
341-U1417C-16H-2-A,341,U1417,C,16,16-2,H,2,A,116.0,131.0,134.66,134.81,,mud [Leg210],,mud ,,,color banding,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,
341-U1417C-16H-2-A,341,U1417,C,16,16-2,H,2,A,131.0,150.0,134.81,135.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,intermittent black mottling,,,,,,,,,
341-U1417C-16H-3-A,341,U1417,C,16,16-3,H,3,A,0.0,89.0,135.0,135.89,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],11,,,,,,,,,,"very disturbed sand/silt layers at 28-33, 62-65cm;
faint greenish layers",,,,,,,,,
341-U1417C-16H-3-A,341,U1417,C,16,16-3,H,3,A,89.0,112.0,135.89,136.12,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-3-A,341,U1417,C,16,16-3,H,3,A,112.0,150.0,136.12,136.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,0.0,50.0,136.5,137.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,50.0,51.0,137.0,137.01,,sand [Leg210],,sand ,,,,N 6 (gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,51.0,66.0,137.01,137.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,66.0,69.5,137.16,137.195,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,N 6 (gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,69.5,99.0,137.195,137.49,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mottled,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,99.0,103.5,137.49,137.535,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,103.5,129.0,137.535,137.79,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],,,,,,,,,,,mottled,,,,,,,,,
341-U1417C-16H-4-A,341,U1417,C,16,16-4,H,4,A,129.0,150.0,137.79,138.0,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,0.0,13.0,138.0,138.13,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,13.0,51.0,138.13,138.51,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"1 clast 2.5 cm at 16 cm, 1 clast 0.5 cm at 32 cm, 1 clast 1 cm, at 41 cm; all subrounded argillite",,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,51.0,53.0,138.51,138.53,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,53.0,144.0,138.53,139.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,mottled,,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,144.0,148.0,139.44,139.48,,sand [Leg210],,sand ,,,normal grading,5Y 3/1 (very dark gray),,,present [A79],,,,,,granule [W22_2],subangular,,,,"erosive base, hbl bearing, granules at base of deposit",sharp contact,,,,,,,,
341-U1417C-16H-5-A,341,U1417,C,16,16-5,H,5,A,149.0,150.0,139.49,139.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-6-A,341,U1417,C,16,16-6,H,6,A,0.0,100.0,139.5,140.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-6-A,341,U1417,C,16,16-6,H,6,A,100.0,150.0,140.5,141.0,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-7-A,341,U1417,C,16,16-7,H,7,A,0.0,24.5,141.0,141.245,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,1 clast 2cm at 24 cm,,,,,,,,,
341-U1417C-16H-7-A,341,U1417,C,16,16-7,H,7,A,24.5,49.0,141.245,141.49,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-16H-7-A,341,U1417,C,16,16-7,H,7,A,49.0,54.0,141.49,141.54,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,0.0,63.0,141.5,142.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,intermittent black mottling,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,63.0,80.0,142.13,142.3,,gravel/conglomerate/breccia [M89m],,gravel/conglomerate/breccia ,,,reverse grading,N 3 (very dark gray),none [DB86],0,present [A79],50,,,,,,,,,,pebble rich layer; largest=2cm; avg=5mm; heavy along core contamination,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,80.0,94.0,142.3,142.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,intermittent black mottling,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,94.0,95.0,142.44,142.45,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,95.0,143.0,142.45,142.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,intermittent black mottling,,,,,,,,,
341-U1417C-17H-1-A,341,U1417,C,17,17-1,H,1,A,143.0,150.0,142.93,143.0,,sand [Leg210],,sand ,,,normal grading,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,0.0,20.0,143.0,143.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,20.0,21.0,143.2,143.21,,silt [Leg210],,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,21.0,37.0,143.21,143.37,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,37.0,38.0,143.37,143.38,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 5/2 (olive gray),none [DB86],0,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,38.0,46.0,143.38,143.46,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,46.0,47.0,143.46,143.47,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,47.0,104.0,143.47,144.04,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],12,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,104.0,105.0,144.04,144.05,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),none [DB86],0,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,105.0,144.0,144.05,144.44,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-2-A,341,U1417,C,17,17-2,H,2,A,144.0,150.0,144.44,144.5,,diatom ooze [Leg339],,diatom ooze ,,,color banding,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-3-A,341,U1417,C,17,17-3,H,3,A,0.0,150.0,144.5,146.0,,diatom ooze [Leg339],,diatom ooze ,,,color banding,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,green/black color banding,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,0.0,9.5,146.0,146.095,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,9.5,13.0,146.095,146.13,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,10YR 4/1 (dark gray),,,,,,,,,,,,,,,sharp contact,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,13.0,29.0,146.13,146.29,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,29.0,38.0,146.29,146.38,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,10YR 4/1 (dark gray),,,,,,,,,,,,,,green coloured band in the middle,sharp contact,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,38.0,78.0,146.38,146.78,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,78.0,118.0,146.78,147.18,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,118.0,146.0,147.18,147.46,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-4-A,341,U1417,C,17,17-4,H,4,A,146.0,150.0,147.46,147.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,0.0,14.0,147.5,147.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,14.0,15.0,147.64,147.65,,sand [Leg210],,sand ,,,lens or pod [BJ84],5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,15.0,44.0,147.65,147.94,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,44.0,61.0,147.94,148.11,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,61.0,96.0,148.11,148.46,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,96.0,105.0,148.46,148.55,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,105.0,141.0,148.55,148.91,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-5-A,341,U1417,C,17,17-5,H,5,A,141.0,150.0,148.91,149.0,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,
341-U1417C-17H-6-A,341,U1417,C,17,17-6,H,6,A,0.0,66.0,149.0,149.66,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-6-A,341,U1417,C,17,17-6,H,6,A,66.0,95.0,149.66,149.95,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"sands light coloured N 6, graded",,,,,,,,,
341-U1417C-17H-6-A,341,U1417,C,17,17-6,H,6,A,95.0,137.0,149.95,150.37,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-7-A,341,U1417,C,17,17-7,H,7,A,0.0,18.0,150.37,150.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-7-A,341,U1417,C,17,17-7,H,7,A,18.0,21.0,150.55,150.58,,sand [Leg210],,sand ,,,normal grading,N 6 (gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-7-A,341,U1417,C,17,17-7,H,7,A,21.0,62.0,150.58,150.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-CC-A,341,U1417,C,17,17-CC,H,CC,A,0.0,21.0,150.99,151.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-17H-CC-A,341,U1417,C,17,17-CC,H,CC,A,0.0,27.0,150.99,151.26,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-18H-1-A,341,U1417,C,18,18-1,H,1,A,0.0,150.0,151.0,152.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,silt layer at 48cm,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,0.0,16.0,152.5,152.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,
