Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461C-47F-CC-A,17,27,325.43,325.53,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,47,F,CC,A,
356-U1461C-48F-1-A,0,150,324.9,326.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone. Bryozoan, bivalve",,,,356,U1461,C,48,F,1,A,
356-U1461C-48F-2-A,0,150,326.4,327.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt size grains, a bivalve and bryozoan",,,,356,U1461,C,48,F,2,A,
356-U1461C-48F-3-A,0,131,327.9,329.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt sized grains",,,,356,U1461,C,48,F,3,A,
356-U1461C-48F-4-A,0,58,329.21,329.79,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,48,F,4,A,
356-U1461C-48F-CC-A,0,13,329.79,329.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,48,F,CC,A,
356-U1461C-49F-1-A,0,15,329.6,329.75,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,49,F,1,A,
356-U1461C-49F-2-A,0,150,329.75,331.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,49,F,2,A,
356-U1461C-49F-3-A,0,140,331.25,332.65,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,49,F,3,A,
356-U1461C-49F-4-A,0,36,332.65,333.01,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,49,F,4,A,
356-U1461C-49F-4-A,36,143,333.01,334.08,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous wackestone with silt and mud sized grains. Gradational color change from light olive gray to creamy gray",,,,356,U1461,C,49,F,4,A,
356-U1461C-49F-5-A,0,58,334.08,334.66,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous wackestone with silt sized grains and a cm-scale concretion of wackestone",,,,356,U1461,C,49,F,5,A,
356-U1461C-49F-CC-A,0,12,334.66,334.78,,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, homogeneous wackestone with silt size grains",,,,356,U1461,C,49,F,CC,A,
356-U1461C-50F-1-A,0,78,334.3,335.08,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,C,50,F,1,A,
356-U1461C-50F-1-A,78,82,335.08,335.12,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,50,F,1,A,
356-U1461C-50F-1-A,82,150,335.12,335.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,C,50,F,1,A,
356-U1461C-50F-2-A,0,146,335.8,337.26,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous wackestone with silt size grains, a gastropod and sparse glauconite",,,,356,U1461,C,50,F,2,A,
356-U1461C-50F-2-A,146,150,337.26,337.3,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,50,F,2,A,
356-U1461C-50F-3-A,0,113,337.3,338.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous wackestone with silt size grains.",,,,356,U1461,C,50,F,3,A,
356-U1461C-50F-3-A,113,122,338.43,338.52,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,50,F,3,A,
356-U1461C-50F-4-A,0,70,338.52,339.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous wackestone with silt sized grains and sparse glauconite",,,,356,U1461,C,50,F,4,A,
356-U1461C-50F-CC-A,0,16,339.22,339.38,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous wackestone with silt sized grains",,,,356,U1461,C,50,F,CC,A,
356-U1461C-51F-1-A,0,150,339,340.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous wackestone with mud sized grains. A gastropod",,,,356,U1461,C,51,F,1,A,
356-U1461C-51F-2-A,0,148,340.5,341.98,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone with sparse glauconite grains",,,,356,U1461,C,51,F,2,A,
356-U1461C-51F-2-A,148,150,341.98,342,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,51,F,2,A,
356-U1461C-51F-3-A,0,96,342,342.96,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone. One small benthic foram",,,,356,U1461,C,51,F,3,A,
356-U1461C-51F-3-A,96,101,342.96,343.01,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,51,F,3,A,
356-U1461C-51F-4-A,0,64,343.01,343.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,C,51,F,4,A,
356-U1461C-51F-4-A,64,66,343.65,343.67,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,51,F,4,A,
356-U1461C-51F-CC-A,0,22,343.67,343.89,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,C,51,F,CC,A,
356-U1461C-51F-CC-A,22,32,343.89,343.99,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,51,F,CC,A,
356-U1461C-52F-1-A,0,150,343.7,345.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone, gastropod fragment",,,,356,U1461,C,52,F,1,A,
356-U1461C-52F-2-A,0,144,345.2,346.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone. Gastropod fragment",,,,356,U1461,C,52,F,2,A,
356-U1461C-52F-2-A,144,146,346.64,346.66,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,52,F,2,A,
356-U1461C-52F-3-A,0,100,346.66,347.66,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone, sparse glauconite grains",,,,356,U1461,C,52,F,3,A,
356-U1461C-52F-4-A,0,68,347.66,348.34,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,C,52,F,4,A,
356-U1461C-52F-CC-A,0,32,348.34,348.66,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,C,52,F,CC,A,
356-U1461C-53F-1-A,0,150,348.4,349.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,C,53,F,1,A,
356-U1461C-53F-2-A,0,143,349.9,351.33,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone. Gastropod fragments",,,,356,U1461,C,53,F,2,A,
356-U1461C-53F-3-A,0,95,351.33,352.28,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone, gastropod and gastropod fragments",,,,356,U1461,C,53,F,3,A,
356-U1461C-53F-3-A,95,101,352.28,352.34,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,53,F,3,A,
356-U1461C-53F-4-A,0,55,352.34,352.89,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous mudstone, traces of gastropod fragments",,,,356,U1461,C,53,F,4,A,
356-U1461C-53F-CC-A,0,19,352.89,353.08,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous mudstone",,,,356,U1461,C,53,F,CC,A,
356-U1461C-53F-CC-A,19,29,353.08,353.18,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,53,F,CC,A,
356-U1461C-54F-1-A,0,60,353.1,353.7,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,,,,,"Partially lithified, light brown, homogeneous wackestone with sand size grains",,,,356,U1461,C,54,F,1,A,
356-U1461C-54F-1-A,60,150,353.7,354.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,slight [B06],2,,,"Unlithified to partially lithified, light brown wackestone with glauconite more common towards the base of the Section, also evidence of bioturbation.",,,,356,U1461,C,54,F,1,A,
356-U1461C-54F-2-A,0,150,354.6,356.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Unlithified with partially lithified zones, light olive gray wackestone with sand size grains is very common. Sparse glauconite is associted to burrows. Slight bioturbation.",,,,356,U1461,C,54,F,2,A,
356-U1461C-54F-3-A,0,74,356.1,356.84,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, homogeneous wackestone with coarse silt size grains. Gastropod fragments are common throughout the lower 74-78 cm and 145-150 cm.",,,,356,U1461,C,54,F,3,A,
356-U1461C-54F-3-A,74,78,356.84,356.88,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,54,F,3,A,
356-U1461C-54F-3-A,78,145,356.88,357.55,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, homogeneous wackestone with coarse silt size grains. Gastropod fragments are common throughout the lower 74-78 cm and 145-150 cm. Traces of glauconite.",,,,356,U1461,C,54,F,3,A,
356-U1461C-54F-3-A,145,150,357.55,357.6,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,54,F,3,A,
356-U1461C-54F-4-A,0,56,357.6,358.16,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, homogeneous wackestone with coarse silt size grains. Traces of glauconite.",,,,356,U1461,C,54,F,4,A,
356-U1461C-54F-CC-A,0,32,358.16,358.48,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, homogeneous wackestone with coarse silt size grains. Traces of glauconite.",,,,356,U1461,C,54,F,CC,A,
356-U1461C-55F-1-A,0,59,357.8,358.39,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially lithified to unlithified, light olive gray wackestone with coarse silt size grains. Traces of glauconite.",,,,356,U1461,C,55,F,1,A,
356-U1461C-55F-1-A,59,67,358.39,358.47,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with coarse silt size grains. Bioturbation moderate, glauconite present and small benthic forams",,,,356,U1461,C,55,F,1,A,
356-U1461C-55F-1-A,67,150,358.47,359.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with coarse silt size grains. Traces of glauconite.",,,,356,U1461,C,55,F,1,A,
356-U1461C-55F-2-A,0,150,359.3,360.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified, light olive gray packstone with sand size grains and sparse glauconite.",,,,356,U1461,C,55,F,2,A,
356-U1461C-55F-3-A,0,90,360.8,361.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray wackestone with sand size grains",,,,356,U1461,C,55,F,3,A,
356-U1461C-55F-3-A,90,97,361.7,361.77,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,55,F,3,A,
356-U1461C-55F-3-A,97,142,361.77,362.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray wackestone with sand size grains",,,,356,U1461,C,55,F,3,A,
356-U1461C-55F-4-A,0,59,362.22,362.81,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains",,,,356,U1461,C,55,F,4,A,
356-U1461C-55F-CC-A,0,14,362.81,362.95,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with fine sand sized grains.",,,,356,U1461,C,55,F,CC,A,
356-U1461C-55F-CC-A,14,24,362.95,363.05,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,55,F,CC,A,
356-U1461C-56F-1-A,0,27,362.5,362.77,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to fully lithified intervals of olive gray wackestone with fine sand sized grains, and sparse small glauconite grains.",,,,356,U1461,C,56,F,1,A,
356-U1461C-56F-1-A,27,146,362.77,363.96,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains. Sparce glauconite grains.",,,,356,U1461,C,56,F,1,A,
356-U1461C-56F-1-A,146,150,363.96,364,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,56,F,1,A,
356-U1461C-56F-2-A,0,150,364,365.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains, traces of glauconite.",,,,356,U1461,C,56,F,2,A,
356-U1461C-56F-3-A,0,101,365.5,366.51,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains (quite sandy) and sparse small glauconite grains",,,,356,U1461,C,56,F,3,A,
356-U1461C-56F-4-A,0,34,366.51,366.85,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains",,,,356,U1461,C,56,F,4,A,
356-U1461C-56F-4-A,34,40,366.85,366.91,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with fine sand size grains and slight bioturbation, sparse glauconite grains",,,,356,U1461,C,56,F,4,A,
356-U1461C-56F-4-A,40,74,366.91,367.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains, sparse glauconite grains",,,,356,U1461,C,56,F,4,A,
356-U1461C-56F-CC-A,0,27,367.25,367.52,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains with sparse glauconite",,,,356,U1461,C,56,F,CC,A,
356-U1461C-56F-CC-A,27,34,367.52,367.59,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,56,F,CC,A,
356-U1461C-57F-1-A,0,150,367.2,368.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains, sparse glauconite grains",,,,356,U1461,C,57,F,1,A,
356-U1461C-57F-2-A,0,150,368.67,370.17,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains, sparse glauconite grains",,,,356,U1461,C,57,F,2,A,
356-U1461C-57F-3-A,0,116,370.17,371.33,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains, sparse glauconite",,,,356,U1461,C,57,F,3,A,
356-U1461C-57F-4-A,0,68,371.33,372.01,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified with a lithified interval, olive gray wackestone with fine sand size grains and sparse glauconite",,,,356,U1461,C,57,F,4,A,
356-U1461C-57F-CC-A,0,13,372.01,372.14,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,orange,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains",,,,356,U1461,C,57,F,CC,A,
356-U1461C-57F-CC-A,13,23,372.14,372.24,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,57,F,CC,A,
356-U1461C-58F-1-A,0,110,371.9,373,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with lithified intervals, olive gray wackestone with fine sand size grains",,,,356,U1461,C,58,F,1,A,
356-U1461C-58F-1-A,110,150,373,373.4,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray mudstone with silt size grains and small grains of glauconite",,,,356,U1461,C,58,F,1,A,
356-U1461C-58F-2-A,0,42,373.4,373.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,,,,,"Unlithified to partially lithified, beige wackestone with fine sand size grains",,,,356,U1461,C,58,F,2,A,
356-U1461C-58F-2-A,42,89,373.82,374.29,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray mudstone with silt size grains with sparse glauconite",,,,356,U1461,C,58,F,2,A,
356-U1461C-58F-2-A,89,100,374.29,374.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Lithified, greenish gray wackestone with fine sand size grains",,,,356,U1461,C,58,F,2,A,
356-U1461C-58F-2-A,100,110,374.4,374.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,,,,,,,"Unlithified, gray wackestone with fine sand size grains with sparse glauconite",,,,356,U1461,C,58,F,2,A,
356-U1461C-58F-2-A,110,150,374.5,374.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray wackestone with fine sand size grains and sparse glauconite",,,,356,U1461,C,58,F,2,A,
356-U1461C-58F-3-A,0,15,374.9,375.05,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified and partially lithified,olive gray wackestone with fine sand size grains, common glauconite grains",,,,356,U1461,C,58,F,3,A,
356-U1461C-58F-3-A,15,109,375.05,375.99,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with fine sand size grains, glauconite grains are common.",,,,356,U1461,C,58,F,3,A,
356-U1461C-58F-4-A,0,58,375.99,376.57,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, interbedded wackestone and mudstone. Beds are 5 cm thick. Sparse glauconite.",,,,356,U1461,C,58,F,4,A,
356-U1461C-58F-CC-A,0,31,376.57,376.88,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, interbedded wackestone and mudstone. Beds are 5 cm thick. Sparse glauconite.",,,,356,U1461,C,58,F,CC,A,
356-U1461C-59F-1-A,0,90,376.6,377.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified and unlithified interval, olive gray wackestone with sand size grains and sparse glauconites",,,,356,U1461,C,59,F,1,A,
356-U1461C-59F-1-A,90,150,377.5,378.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithfied, olive gray, wackestone. Sparse glauconite",,,,356,U1461,C,59,F,1,A,
356-U1461C-59F-2-A,0,132,378.1,379.42,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, wackestone with sand size grains and sparse small grains of glauconite",,,,356,U1461,C,59,F,2,A,
356-U1461C-59F-3-A,0,140,379.42,380.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithfied and partially lithified, dark greenish gray, wackestone. Sparse glauconite",,,,356,U1461,C,59,F,3,A,
356-U1461C-59F-3-A,140,146,380.82,380.88,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,59,F,3,A,
356-U1461C-59F-4-A,0,54,380.88,381.42,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Partially to unlithified, dark greenish gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,59,F,4,A,
356-U1461C-59F-CC-A,0,12,381.42,381.54,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,,,,,,,"Unlithified with partially lithified fragments, gray wackestone with sand size grains and sparse small glauconite grains",,,,356,U1461,C,59,F,CC,A,
356-U1461C-59F-CC-A,12,22,381.54,381.64,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,59,F,CC,A,
356-U1461C-60F-1-A,0,150,381.3,382.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified, light olive gray, wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,60,F,1,A,
356-U1461C-60F-2-A,0,150,382.8,384.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified and two well lithified zones, olive gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,60,F,2,A,
356-U1461C-60F-3-A,0,120,384.3,385.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified zones, olive gray wackestone with sand size grains, sparse glauconite and a small benthic foram",,,,356,U1461,C,60,F,3,A,
356-U1461C-60F-4-A,0,61,385.5,386.11,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,60,F,4,A,
356-U1461C-60F-CC-A,0,7,386.11,386.18,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,60,F,CC,A,
356-U1461C-60F-CC-A,7,17,386.18,386.28,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,60,F,CC,A,
356-U1461C-61F-1-A,0,150,386,387.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with lithified and partially lithified intervals, olive gray wackestone with sand size grains and common glauconite in places.",,,,356,U1461,C,61,F,1,A,
356-U1461C-61F-2-A,0,150,387.47,388.97,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with a few partially lithified zones, dark greenish gray wackestone with sand size grains with sparse glauconite",,,,356,U1461,C,61,F,2,A,
356-U1461C-61F-3-A,0,120,388.97,390.17,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous wackestone with very fine sand size grains",,,,356,U1461,C,61,F,3,A,
356-U1461C-61F-4-A,0,59,390.17,390.76,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,61,F,4,A,
356-U1461C-61F-CC-A,0,13,390.76,390.89,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,61,F,CC,A,
356-U1461C-61F-CC-A,13,23,390.89,390.99,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,61,F,CC,A,
356-U1461C-62F-1-A,0,150,390.7,392.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,Unlithified to partially lithified with one lithified interval near the top of the Section (0-6 cm). This lithified interval has glauconite and slight bioturbation. Dark greenish gray wackestone with sand size grains and common glauconite in the upper 25 cm. A gastropod fragment.,,,,356,U1461,C,62,F,1,A,
356-U1461C-62F-2-A,0,150,392.2,393.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray wackestone with very fine sand size grains. From 2 to 62 cm, gastropod fragments. Sparse and small grains of glauconite.",,,,356,U1461,C,62,F,2,A,
356-U1461C-62F-3-A,0,121,393.7,394.91,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,62,F,3,A,
