Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-53R-5-A,56,92,571.13,571.49,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],wavy ripple,,,,fine sand [W22_2],4,,,,2,,sharp boundary or contact,curved,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,53,R,5,A
369-U1513D-53R-5-A,92,127,571.49,571.84,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,2,,sharp boundary or contact,curved,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,53,R,5,A
369-U1513D-53R-5-A,127,144,571.84,572.01,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,moderate,2,,sharp boundary or contact,planar,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,53,R,5,A
369-U1513D-54R-1-A,0,132,575.0,576.32,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,,,,,,,,,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,1,A
369-U1513D-54R-2-A,0,89,576.32,577.21,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,,,,,,,,,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,2,A
369-U1513D-54R-2-A,89,112,577.21,577.44,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,Big burrows are present.,,,,,,,,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,2,A
369-U1513D-54R-2-A,112,144,577.44,577.76,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,Big burrows are present.,,,,,,,,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,2,A
369-U1513D-54R-3-A,0,100,577.76,578.76,V,,,,,sandstone [USGS],,sandstone,pyrite,,10R 3/1 (dark reddish gray),mottled,,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,Pyrite nodules is present at 20 cm and 69 cm. Burrows are common throughout.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,54,R,3,A
369-U1513D-54R-4-A,0,55,578.76,579.31,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,,,intense,5,,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,4,A
369-U1513D-54R-4-A,55,70,579.31,579.46,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 5/N (gray),massive [BJ84],,,,,fine sand [W22_2],4,cement,calcite,intense,5,Mud clasts and organic materials are common.,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,4,A
369-U1513D-54R-4-A,70,149,579.46,580.25,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,clasts,pyrite,GLEY 1 4/N (dark gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,,,intense,5,Mud clasts and organic materials are common.,,,,,5,pebble [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,54,R,4,A
369-U1513D-54R-5-A,0,80,580.25,581.05,V,,,,,sandstone [USGS],,sandstone,pyrite,,10R 3/1 (dark reddish gray),mottled,parallel lamination,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,"Pyrite nodules are present at 21 cm, 38 cm, 65 cm and 67 cm.",,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,54,R,5,A
369-U1513D-54R-5-A,80,94,581.05,581.19,V,,,,,siltstone [USGS],,siltstone,pyrite,,10R 3/1 (dark reddish gray),mottled,parallel lamination,,,,fine sand [W22_2],4,nodule,sulfide,low,2,Pyrite nodules are present at 65 cm and 67 cm.,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,54,R,5,A
369-U1513D-54R-5-A,94,135,581.19,581.6,V,,,,,sandstone [USGS],,sandstone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,nodule,sulfide,intense,5,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,54,R,5,A
369-U1513D-54R-5-A,135,142,581.6,581.67,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,54,R,5,A
369-U1513D-54R-6-A,0,127,581.67,582.94,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),mottled,parallel lamination,,,,fine sand [W22_2],4,,,moderate,2,ocassional shell fragments from 110 to 126.5 cm,,,,,,,,,,,,,,,369,U1513,D,54,R,6,A
369-U1513D-55R-1-A,0,141,584.6,586.01,V,,,,clayey,siltstone [USGS],with clasts,clayey siltstone with clasts,clasts,pyrite,10R 3/1 (dark reddish gray),mottled,,normal grading,,,silt [W22_1],2,nodule,sulfide,low,2,Organic materials are common.,,,,,5,granule [W22_2],,,,clayey siltstone,siltstone with clasts,,,,369,U1513,D,55,R,1,A
369-U1513D-55R-2-A,0,93,586.01,586.94,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,nodule,sulfide,,5,,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,55,R,2,A
369-U1513D-55R-2-A,93,132,586.94,587.33,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,normal grading,,,medium sand [W22_2],5,,,,2,,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone,,,,369,U1513,D,55,R,2,A
369-U1513D-55R-3-A,0,136,587.42,588.78,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,,,,,,10,granule [W22_2],,shell fragment,trace,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,55,R,3,A
369-U1513D-55R-4-A,0,63,588.78,589.41,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,moderate,2,,,,,,10,granule [W22_2],,shell fragment,common,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,55,R,4,A
369-U1513D-55R-4-A,63,147,589.41,590.25,V,,,,,claystone [USGS],with sand,claystone with sand,,,10R 3/1 (dark reddish gray),massive [BJ84],,,,,clay [W22_1],1,,,,2,Slumps are present at an interval of 86-121 cm.,,,,,5,granule [W22_2],,,,claystone,claystone with sand,,,,369,U1513,D,55,R,4,A
369-U1513D-55R-5-A,0,141,590.25,591.66,V,,,,,siltstone [USGS],with sand,siltstone with sand,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,silt [W22_1],2,,,moderate,2,Shell fragments are common at the interval of 42-60 cm.,,,,,5,granule [W22_2],,shell fragment,common,siltstone,siltstone with sand,,,,369,U1513,D,55,R,5,A
369-U1513D-55R-6-A,0,16,591.66,591.82,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,55,R,6,A
369-U1513D-55R-6-A,16,68,591.82,592.34,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,nodule,sulfide,,5,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,55,R,6,A
369-U1513D-55R-6-A,68,74,592.34,592.4,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,55,R,6,A
369-U1513D-55R-6-A,74,109,592.4,592.75,V,,,,,sandstone [USGS],,sandstone,,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,55,R,6,A
369-U1513D-55R-7-A,0,79,592.75,593.54,V,,,,clayey,siltstone [USGS],,clayey siltstone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,silt [W22_1],2,,,,5,,,,,,,,,,,clayey siltstone,siltstone,,,,369,U1513,D,55,R,7,A
369-U1513D-55R-7-A,79,97,593.54,593.72,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,,,,medium sand [W22_2],5,,,,5,,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,55,R,7,A
369-U1513D-55R-7-A,97,105,593.72,593.8,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,,,GLEY 1 5/N (gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,5,,,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,55,R,7,A
369-U1513D-55R-CC-A,0,30,593.8,594.1,V,,,,clayey,sandstone [USGS],with clasts,clayey sandstone with clasts,,,GLEY 1 4/N (dark gray),mottled,parallel lamination,,,,fine sand [W22_2],4,,,intense,5,,,,,,5,granule [W22_2],,,,clayey sandstone,sandstone with clasts,,,,369,U1513,D,55,R,CC,A
369-U1513D-56R-1-A,0,65,594.2,594.85,V,,,,clayey,sandstone [USGS],,clayey sandstone,,,GLEY 1 4/N (dark gray),mottled,parallel lamination,,,,fine sand [W22_2],4,,,intense,5,,sharp boundary or contact,planar,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,1,A
369-U1513D-56R-1-A,65,112,594.85,595.32,V,,,,clayey,sandstone [USGS],,clayey sandstone,,,GLEY 1 4/N (dark gray),mottled,parallel lamination,,,,fine sand [W22_2],4,,,intense,5,,sharp boundary or contact,planar,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,1,A
369-U1513D-56R-1-A,112,149,595.32,595.69,V,,,,clayey,sandstone [USGS],,clayey sandstone,,,GLEY 1 4/N (dark gray),mottled,parallel lamination,,,,fine sand [W22_2],4,,,intense,5,,sharp boundary or contact,planar,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,1,A
369-U1513D-56R-2-A,0,94,595.69,596.63,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),mottled,,,,,fine sand [W22_2],4,,,,5,,sharp boundary or contact,planar,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,2,A
369-U1513D-56R-2-A,94,109,596.63,596.78,V,,,,silty,claystone [USGS],,silty claystone,pyrite,,10R 3/1 (dark reddish gray),mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,56,R,2,A
369-U1513D-56R-2-A,109,124,596.78,596.93,V,,,,,sandstone [USGS],,sandstone,pyrite,,GLEY 1 5/N (gray),massive [BJ84],,,,,fine sand [W22_2],4,cement,calcite,,2,,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,56,R,2,A
369-U1513D-56R-2-A,124,135,596.93,597.04,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,2,A
369-U1513D-56R-3-A,0,140,597.04,598.44,V,,,,clayey,sandstone [USGS],with clasts,clayey sandstone with clasts,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,5,Pyrite nodules and organic materials are common.,planar boundary or contact,,,,5,granule [W22_2],,,,clayey sandstone,sandstone with clasts,,,,369,U1513,D,56,R,3,A
369-U1513D-56R-4-A,0,120,598.44,599.64,V,,,,clayey,sandstone [USGS],with clasts,clayey sandstone with clasts,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone with clasts,,,,369,U1513,D,56,R,4,A
369-U1513D-56R-5-A,0,70,599.64,600.34,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,5,A
369-U1513D-56R-5-A,70,114,600.34,600.78,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),mottled,parallel lamination,,,,clay [W22_1],1,,,,5,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,56,R,5,A
369-U1513D-56R-5-A,114,133,600.78,600.97,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,5,A
369-U1513D-56R-6-A,0,104,601.07,602.11,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,6,A
369-U1513D-56R-6-A,104,116,602.11,602.23,V,,,,silty,claystone [USGS],,silty claystone,,,10R 3/1 (dark reddish gray),mottled,parallel lamination,,,,clay [W22_1],1,,,,5,,,,,,,,,,,silty claystone,claystone,,,,369,U1513,D,56,R,6,A
369-U1513D-56R-6-A,116,139,602.23,602.46,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,6,A
369-U1513D-56R-CC-A,0,15,602.46,602.61,V,,,,clayey,sandstone [USGS],,clayey sandstone,pyrite,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,fine sand [W22_2],4,,,,5,,,,,,,,,,,clayey sandstone,sandstone,,,,369,U1513,D,56,R,CC,A
369-U1513D-57R-1-A,0,34,603.8,604.14,V,,,,,siltstone [USGS],,siltstone,pyrite,,GLEY 1 5/N (gray),massive [BJ84],,,,,silt [W22_1],2,,,,2,Some siltstone and pyrite nodules are fall in.,,,,,,,,,,siltstone,siltstone,,,,369,U1513,D,57,R,1,A
369-U1513D-57R-1-A,34,123,604.14,605.03,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,10,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,1,A
369-U1513D-57R-2-A,0,152,605.03,606.55,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,2,A
369-U1513D-57R-3-A,0,39,606.55,606.94,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],parallel lamination,,,,fine sand [W22_2],4,,,,2,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,57,R,3,A
369-U1513D-57R-3-A,39,60,606.94,607.15,V,,,,clayey,siltstone [USGS],,clayey siltstone,,,10R 3/1 (dark reddish gray),massive [BJ84],parallel lamination,,,,silt [W22_1],2,,,,2,,sharp boundary or contact,planar,,,,,,,,clayey siltstone,siltstone,,,,369,U1513,D,57,R,3,A
369-U1513D-57R-3-A,60,106,607.15,607.61,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,sharp boundary or contact,planar,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,3,A
369-U1513D-57R-3-A,106,152,607.61,608.07,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,moderate,2,,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,3,A
369-U1513D-57R-4-A,0,122,608.07,609.29,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,4,A
369-U1513D-57R-5-A,0,78,609.39,610.17,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,5,A
369-U1513D-57R-5-A,78,103,610.17,610.42,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,medium sand [W22_2],5,cement,calcite,,2,Organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,5,A
369-U1513D-57R-5-A,103,145,610.42,610.84,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,5,A
369-U1513D-57R-6-A,0,151,610.84,612.35,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,A coral fragment is present at 62-66 cm of Section 6.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,57,R,6,A
369-U1513D-58R-1-A,0,81,613.4,614.21,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone,,,,369,U1513,D,58,R,1,A
369-U1513D-58R-2-A,0,48,614.21,614.69,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone,,,,369,U1513,D,58,R,2,A
369-U1513D-58R-2-A,48,56,614.69,614.77,V,,,,,siltstone [USGS],,siltstone,clasts,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,silt [W22_1],2,,,,2,,,,,,5,granule [W22_2],,,,siltstone,siltstone,,,,369,U1513,D,58,R,2,A
369-U1513D-58R-CC-A,0,18,614.77,614.95,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone,,,,369,U1513,D,58,R,CC,A
369-U1513D-59R-1-A,0,141,623.0,624.41,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,1,A
369-U1513D-59R-2-A,0,147,624.41,625.88,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,2,A
369-U1513D-59R-3-A,0,151,625.88,627.39,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,3,A
369-U1513D-59R-4-A,0,146,627.39,628.85,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,4,A
369-U1513D-59R-5-A,0,134,628.85,630.19,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,5,A
369-U1513D-59R-6-A,0,135,630.19,631.54,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,6,A
369-U1513D-59R-7-A,0,62,631.54,632.16,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,7,A
369-U1513D-59R-CC-A,0,21,632.16,632.37,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,10Y 3/1 (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,2,Pyrite nodules and organic materials are common.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,59,R,CC,A
369-U1513D-60R-1-A,0,144,632.6,634.04,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,sparse,1,Organic materials are common throughout. Two greenish lenses (chlorite?) are present at 47 and 66 cm.,,,,,5,coarse sand [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,1,A
369-U1513D-60R-2-A,0,34,634.04,634.38,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,sparse,1,Organic materials are common throughout. A greenish lens (chlorite?) is present at 24cm.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,2,A
369-U1513D-60R-2-A,34,101,634.38,635.05,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,,,coarse sand [W22_2],6,,,none,0,Organic materials are common throughout.,,,,,10,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,2,A
369-U1513D-60R-3-A,0,69,635.05,635.74,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,none,0,Organic materials are common throughout. A wood fragment (twig) is present at 59-60 cm.,,,,,10,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,3,A
369-U1513D-60R-4-A,0,94,635.74,636.68,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,,,coarse sand [W22_2],6,,,none,0,Organic materials are common throughout. Pyritized twig present at 3-4 cm.,,,,,10,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,4,A
369-U1513D-60R-5-A,0,35,636.68,637.03,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,,,medium sand [W22_2],5,,,none,0,Organic materials are common throughout.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,5,A
369-U1513D-60R-5-A,35,78,637.03,637.46,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,,coarse sand [W22_2],6,,,none,0,Organic materials are common throughout.,gradational boundary or contact,gradational,gradational,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,5,A
369-U1513D-60R-5-A,78,100,637.46,637.68,V,,,,glauconitic,sandstone [USGS],with shells,glauconitic sandstone with shells,,,GLEY 1 6/N (gray),massive [BJ84],,,,,medium sand [W22_2],5,cement,calcite,none,0,Organic materials are common throughout.,sharp boundary or contact,sharp,sharp,,,,,shell fragment,abundant,glauconitic sandstone,sandstone with shells,,,,369,U1513,D,60,R,5,A
369-U1513D-60R-5-A,100,139,637.68,638.07,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,GLEY 1 5/10Y (greenish gray),massive [BJ84],,normal grading,,,coarse sand [W22_2],6,,,none,0,Organic materials are common throughout. A pyritized twig at 102-103 cm.,,,,,5,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,5,A
