Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-60R-6-A,0,42,638.17,638.59,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,GLEY 1 5/10Y (greenish gray),massive [BJ84],,normal grading,sole mark,,coarse sand [W22_2],6,,,none,0,"Organic materials are common throughout. A pyritized twig at 102-103 cm. Above the sole mark at 34-35 cm, there is a basal lag comprising imbricated pyrite, clasts and organic material. These components are coarse to granular in grain size.",scoured/erosional boundary or contact,sharp,sharp,,1,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,42,48,638.59,638.65,V,,,,glauconitic,siltstone [USGS],with clasts,glauconitic siltstone with clasts,clasts,pyrite,GLEY 1 3/10Y (very dark greenish gray),massive [BJ84],,,,thin bed [B01],silt [W22_1],2,,,none,0,Organic material and pyrite are common throughout.,uncertain boundary or contact,sharp,sharp,,50,pebble [W22_2],,,,glauconitic siltstone,siltstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,48,53,638.65,638.7,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,pyrite,GLEY 1 4/N (dark gray),massive [BJ84],,normal grading,sole mark,,coarse sand [W22_2],6,cement,calcite,none,0,Clasts are common throughout. Pyrite and organic material are present at the base of this interval.,scoured/erosional boundary or contact,,,,,,,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,53,70,638.7,638.87,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 5/10Y (greenish gray),cross-bedding,,inverse grading,sole mark,,coarse sand [W22_2],6,,,none,0,,scoured/erosional boundary or contact,sharp,sharp,,1,granule [W22_2],,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,70,93,638.87,639.1,V,,,,glauconitic,sandy siltstone,with pyrite,glauconitic sandy siltstone with pyrite,pyrite,,7.5YR 3/1 (very dark gray),layering,ripple,normal grading,mud drape,,medium sand [W22_2],5,,,none,0,Pyrites are common throughout. Organic material are present in rare amount throughout this interval. Mud drapes indicate variations in flow regime (di-tidal?),scoured/erosional boundary or contact,sharp,sharp,,,,,,,glauconitic sandy siltstone,sandy siltstone with pyrite,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,93,118,639.1,639.35,V,,,,glauconitic,silty sandstone,with clasts,glauconitic silty sandstone with clasts,clasts,pyrite,GLEY 1 3/10Y (very dark greenish gray),layering,,normal grading,,,very fine sand [W22_2],3,,,none,0,Organic materials are common throughout. Pyrites are present at the top of this interval in rare amounts.,scoured/erosional boundary or contact,sharp,sharp,,1,granule [W22_2],,,,glauconitic silty sandstone,silty sandstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,118,140,639.35,639.57,V,,,,glauconitic,silty sandstone,with clasts,glauconitic silty sandstone with clasts,clasts,,GLEY 1 3/10Y (very dark greenish gray),layering,,normal grading,,,medium sand [W22_2],5,,,none,0,Organic materials are rare in this interval. A pyrite nodule is present at 128 cm.,scoured/erosional boundary or contact,sharp,sharp,,1,granule [W22_2],,,,glauconitic silty sandstone,silty sandstone with clasts,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-6-A,140,151,639.57,639.68,V,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,pyrite,,GLEY 1 3/10Y (very dark greenish gray),layering,,,,,very fine sand [W22_2],3,,,sparse,1,A pyrite nodule is present at 143 cm. Circular burrows are present at 145-148 cm.,,,,,1,granule [W22_2],,,,glauconitic silty sandstone,silty sandstone,,,,369,U1513,D,60,R,6,A
369-U1513D-60R-CC-A,0,5,639.68,639.73,V,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 3/10Y (very dark greenish gray),,,,,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,,369,U1513,D,60,R,CC,A
369-U1513D-61R-1-A,0,128,642.2,643.48,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,,,medium sand [W22_2],5,cement,calcite,sparse,1,"Organic materials are present at 19, 61, 83-88 cm. Very big burrows (7cm length) are present at 109-116 cm",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,1,A
369-U1513D-61R-2-A,0,85,643.48,644.33,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,inverse grading,,,medium sand [W22_2],5,cement,calcite,low,2,"Pyritized twig at 31 cm. Organic materials are common throughout. Burrows are present at 9-13, 19-22 cm",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,2,A
369-U1513D-61R-3-A,0,141,644.33,645.74,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,,,fine sand [W22_2],4,,,sparse,1,"Burrows are present at 31-35, 38-40 cm. Pyrite are common in this section.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,3,A
369-U1513D-61R-4-A,0,95,645.84,646.79,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,5YR 3/2 (grayish brown),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,sparse,1,"Organic materials and pyrite are common throughout. Sideritic cements are present at 48-50, 56-60, 62-63, 89-90 cm",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,4,A
369-U1513D-61R-5-A,0,141,646.79,648.2,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,5YR 3/2 (grayish brown),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,moderate,2,Organic materials and pyrite are common throughout. Nodule of pyrite are present at 52-55 and 139-140 cm.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,5,A
369-U1513D-61R-6-A,0,102,648.2,649.22,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,5YR 3/2 (grayish brown),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,moderate,2,"Organic materials and pyrite are common throughout. Nodule of pyrite are present at 1, 79-80, 97 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,6,A
369-U1513D-61R-7-A,0,89,649.22,650.11,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,low,2,Organic materials are common and pyrite are rare throughout.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,7,A
369-U1513D-61R-CC-A,0,18,650.11,650.29,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,low,2,Organic materials are rare and pyrite in trace throughout.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,61,R,CC,A
369-U1513D-62R-1-A,0,84,651.8,652.64,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,1,A
369-U1513D-62R-1-A,84,110,652.64,652.9,V,,,,glauconitic,sandstone [USGS],with clasts,glauconitic sandstone with clasts,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Lithic (sedimentary ?) clasts are common in this interval (89-90 cm). Organic fragments is present at 101-102 cm.,,,,,,,,,,glauconitic sandstone,sandstone with clasts,,,,369,U1513,D,62,R,1,A
369-U1513D-62R-2-A,0,115,652.9,654.05,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragment is present at 38 cm.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,2,A
369-U1513D-62R-3-A,0,129,654.05,655.34,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,normal grading,structureless,,medium sand [W22_2],5,,,none,0,"Organic fragments are present at 1-2, 37-39 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,3,A
369-U1513D-62R-4-A,0,89,655.44,656.33,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Organic fragments are present at 74 cm.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,4,A
369-U1513D-62R-4-A,89,118,656.33,656.62,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments are present at 102-107 cm.,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,4,A
369-U1513D-62R-4-A,118,140,656.62,656.84,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,4,A
369-U1513D-62R-5-A,0,80,656.84,657.64,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,"A reddish lithic clast is present at 41 cm. Organic materials are present at 43-47, 55-57, 70 cm.",,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,5,A
369-U1513D-62R-5-A,80,126,657.64,658.1,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,,,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,5,A
369-U1513D-62R-CC-A,0,4,658.1,658.14,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,,,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,CC,A
369-U1513D-62R-CC-A,4,14,658.14,658.24,V,,,,glauconitic,sandstone [USGS],,glauconitic sandstone,,,GLEY 1 4/5GY (dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,,,,,,,,,,,glauconitic sandstone,sandstone,,,,369,U1513,D,62,R,CC,A
369-U1513D-63R-1-A,0,18,661.4,661.58,V,,,,,,,,,,,,,,,,,,,,,,Interval destroyed.,,,,,,,,,,,,,,,369,U1513,D,63,R,1,A
369-U1513D-63R-1-A,18,82,661.58,662.22,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,,,Organic fragments present throughout. Pyrite nodule present at 51-52 and 57 cm.,,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,1,A
369-U1513D-63R-2-A,0,61,662.22,662.83,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Organic fragments are rare in this section.,,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,2,A
369-U1513D-63R-3-A,0,52,662.83,663.35,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Organic fragments are rare in this section.,,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,3,A
369-U1513D-63R-3-A,52,134,663.35,664.17,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,,none,0,"Between 63 and 130 cm there are, circular holes (2 mm and 1-2 cm on length), some with a calcite infill, are present. This maybe a relict from drilling activity. Organic material present at 55 to 60 cm.",uncertain boundary or contact,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,3,A
369-U1513D-63R-3-A,134,150,664.17,664.33,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,,,Organic fragments present throughout. Pyrite nodule present at 145-149 cm.,,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,3,A
369-U1513D-63R-4-A,0,33,664.33,664.66,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,,,Organic fragments present throughout.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,4,A
369-U1513D-63R-4-A,33,51,664.66,664.84,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 5/10GY (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments rare in this interval.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,4,A
369-U1513D-63R-4-A,51,123,664.84,665.56,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 2.5/10Y (greenish black),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,,,Organic fragments present throughout.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,4,A
369-U1513D-63R-5-A,0,141,665.56,666.97,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 5/10GY (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments rare in this interval. Between 5-20 and 50-142 cm there are vertical calcite veins.,,,,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,5,A
369-U1513D-63R-6-A,0,40,666.97,667.37,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,"Organic fragments rare in this interval. Between 0-40 cm there are, circular holes (2 mm and 1-2 cm on length) are present. This maybe a relict from drilling activity",gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,6,A
369-U1513D-63R-6-A,40,92,667.37,667.89,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 5/10GY (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments rare in this interval.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,6,A
369-U1513D-63R-6-A,92,146,667.89,668.43,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,"Organic fragments rare in this interval. Between 0-40 cm there are, circular holes (2 mm and 1-2 cm on length) are present. This maybe a relict from drilling activity",gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,6,A
369-U1513D-63R-7-A,0,36,668.43,668.79,V,,,,,sandstone [USGS],with glauconite,sandstone with glauconite,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Organic fragments rare in this interval.,gradational boundary or contact,gradational,gradational,,,,,,,sandstone,sandstone with glauconite,,,,369,U1513,D,63,R,7,A
369-U1513D-63R-7-A,36,90,668.79,669.33,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,clasts,,GLEY 1 5/10GY (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,nodule,sulfide,none,0,"Organic fragments rare in this interval. Pyrite nodules present at 64, 79 and 81 cm. Between 53-58 cm there are vertical calcite veins.",,,,,5,granule [W22_2],,,,sandstone,sandstone with clasts,,,,369,U1513,D,63,R,7,A
369-U1513D-63R-CC-A,0,21,669.33,669.54,V,,,,,sandstone [USGS],with clasts,sandstone with clasts,clasts,,GLEY 1 5/10GY (greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments common in this interval.,,,,,5,granule [W22_2],,shell fragment,trace,sandstone,sandstone with clasts,,,,369,U1513,D,63,R,CC,A
369-U1513D-64R-1-A,7,62,671.07,671.62,V,,,,,sandstone [USGS],with shells,sandstone with shells,clasts,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments common in this interval. Pyritized twig at 61 cm. Shell fragment are abundant,gradational boundary or contact,gradational,gradational,,2,pebble [W22_2],,,,sandstone,sandstone with shells,,,,369,U1513,D,64,R,1,A
369-U1513D-64R-1-A,62,95,671.62,671.95,V,,,,,sandstone [USGS],with shells,sandstone with shells,clasts,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,nodule,sulfide,none,0,Organic fragments common in this interval. Shell fragments are rare.,,,,,2,granule [W22_2],,,,sandstone,sandstone with shells,,,,369,U1513,D,64,R,1,A
369-U1513D-64R-1-A,95,142,671.95,672.42,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,none,0,Organic fragments common in this interval. A vein of calcite is present at 96-116 cm,,,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,1,A
369-U1513D-64R-2-A,0,148,672.42,673.9,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments common in this interval. Pyritized twig at 41 cm.,,,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,2,A
369-U1513D-64R-3-A,0,123,673.9,675.13,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments are rare.,,,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,3,A
369-U1513D-64R-4-A,0,140,675.13,676.53,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments are rare.,,,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,4,A
369-U1513D-64R-5-A,0,99,676.53,677.52,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments are rare.,,,,,2,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,5,A
369-U1513D-64R-6-A,0,121,677.52,678.73,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 5/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,calcite,none,0,"Organic fragments common in this interval. Pyritised wood fragments are present at 19 cm. Wood fragments are present at 17, 41, 50-52 cm. Veins of calcite are present 32-35, 43-47 cm. A pebble clast-rich thin bed is present from 57 to 67 cm.",,,,,5,pebble [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,6,A
369-U1513D-64R-7-A,0,82,678.83,679.65,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 5/N (gray),massive [BJ84],,normal grading,structureless,,fine sand [W22_2],4,cement,calcite,none,0,Organic fragments are rare in this interval. Silicified (?) nodule is present at 50-54 cm.,,,,,5,pebble [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,7,A
369-U1513D-64R-7-A,82,135,679.65,680.18,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,Organic fragments are rare in this interval. Greenish clast is present at 106 cm.,,,,,5,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,64,R,7,A
369-U1513D-64R-8-A,0,58,680.18,680.76,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,Organic fragments are rare in this interval.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,64,R,8,A
369-U1513D-64R-CC-A,0,12,680.76,680.88,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,Organic fragments are rare in this interval.,,,,,,,,,,sandstone,sandstone,,,,369,U1513,D,64,R,CC,A
369-U1513D-65R-1-A,0,125,680.6,681.85,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,nodule,sulfide,none,0,Organic fragments are rare in this interval. A fault surface at 79 cm with no filling.,,,,,,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,65,R,1,A
369-U1513D-65R-2-A,0,71,681.85,682.56,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,nodule,sulfide,none,0,Organic fragments are rare in this interval.,,,,,,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,65,R,2,A
369-U1513D-65R-3-A,0,93,682.56,683.49,V,,,,,sandstone [USGS],,sandstone,clasts,,10YR 4/2 (dark grayish brown),massive [BJ84],,,structureless,,medium sand [W22_2],5,,,none,0,Organic fragments are rare in this interval.,,,,,,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,65,R,3,A
369-U1513D-65R-4-A,0,118,683.49,684.67,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments are rare in this interval.,,,,,,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,65,R,4,A
369-U1513D-65R-5-A,0,73,684.67,685.4,V,,,,,sandstone [USGS],,sandstone,clasts,,GLEY 1 3/5GY (very dark greenish gray),massive [BJ84],,,structureless,,medium sand [W22_2],5,cement,calcite,none,0,Organic fragments are rare in this interval.,gradational boundary or contact,,,,,granule [W22_2],,,,sandstone,sandstone,,,,369,U1513,D,65,R,5,A
