Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1432C-5H-1-A,79,85,37.19,37.25,,silt [Leg339],with volcanic ash [Leg339],silt ,silt with volcanic ash ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,1,A
349-U1432C-5H-1-A,85,97,37.25,37.37,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,1,A
349-U1432C-5H-1-A,97,108,37.37,37.48,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,1,A
349-U1432C-5H-1-A,108,126,37.48,37.66,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,1,A
349-U1432C-5H-1-A,126,150,37.66,37.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,1,A
349-U1432C-5H-2-A,0,5,37.9,37.95,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,5,22,37.95,38.12,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,22,58,38.12,38.48,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,58,59,38.48,38.49,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt ,clayey silt with volcanic ash ,100,GLEY 1 2.5/10Y (greenish black),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,59,102,38.49,38.92,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,102,108,38.92,38.98,,ash(tuff) [MMK88m],with silt [Leg339],ash(tuff) ,ash(tuff) with silt ,100,10YR 7/1 (light gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-2-A,108,150,38.98,39.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,2,A
349-U1432C-5H-3-A,0,8,39.4,39.48,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,8,20,39.48,39.6,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,20,28,39.6,39.68,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,28,29,39.68,39.69,,ash(tuff) [MMK88m],with silt [Leg339],ash(tuff) ,ash(tuff) with silt ,100,10YR 7/1 (light gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,29,44,39.69,39.84,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,44,52,39.84,39.92,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,52,112,39.92,40.52,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-3-A,112,145,40.52,40.85,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,3,A
349-U1432C-5H-4-A,0,14,40.9,41.04,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,14,33,41.04,41.23,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,33,43,41.23,41.33,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,43,60,41.33,41.5,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,curved,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,60,109,41.5,41.99,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,109,113,41.99,42.03,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,curved,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-4-A,113,145,42.03,42.35,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,4,A
349-U1432C-5H-5-A,0,18,42.4,42.58,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,18,31,42.58,42.71,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,31,55,42.71,42.95,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,55,88,42.95,43.28,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,,medium bed [B01],coarsening upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,88,93,43.28,43.33,,ash(tuff) [MMK88m],with silt [Leg339],ash(tuff) ,ash(tuff) with silt ,100,10YR 7/1 (light gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1,,,,,,,,100,,,,gradational,curved,very thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,93,107,43.33,43.47,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-5-A,107,145,43.47,43.85,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,5,A
349-U1432C-5H-6-A,0,20,43.9,44.1,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,20,26,44.1,44.16,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,26,65,44.16,44.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,65,69,44.55,44.59,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,69,81,44.59,44.71,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,81,84,44.71,44.74,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,84,90,44.74,44.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,90,92,44.8,44.82,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,92,103,44.82,44.93,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,103,106,44.93,44.96,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-6-A,106,117,44.96,45.07,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,6,A
349-U1432C-5H-7-A,0,19,45.07,45.26,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-7-A,19,24,45.26,45.31,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-7-A,24,31,45.31,45.38,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-7-A,31,46,45.38,45.53,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-7-A,46,55,45.53,45.62,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-7-A,55,70,45.62,45.77,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,7,A
349-U1432C-5H-CC-A,0,24,45.77,46.01,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,5,H,CC,A
349-U1432C-6H-1-A,0,112,45.9,47.02,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,1,A
349-U1432C-6H-1-A,74,75,46.64,46.65,,,,,,,,,,,,,,P [A92],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,1,A
349-U1432C-6H-1-A,112,136,47.02,47.26,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,1,A
349-U1432C-6H-1-A,136,140,47.26,47.3,,silt [Leg339],with clay [Leg339],silt ,silt with clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,1,A
349-U1432C-6H-1-A,140,150,47.3,47.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,1,A
349-U1432C-6H-2-A,0,7,47.4,47.47,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-2-A,7,26,47.47,47.66,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
349-U1432C-6H-2-A,26,100,47.66,48.4,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,6,H,2,A
