Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1483C-15H-6-A,0,145,137.01,138.46,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,6,A,
363-U1483C-15H-7-A,0,60,138.46,139.06,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,7,A,
363-U1483C-15H-7-A,60,132,139.06,139.78,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,7,A,
363-U1483C-15H-CC-A,0,31,139.78,140.09,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,15,H,CC,A,
363-U1483C-16H-1-A,0,65,139.3,139.95,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,5G 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,1,A,
363-U1483C-16H-1-A,65,117,139.95,140.47,diatom-bearing foraminiferal-bearing [X363],nannofossil clay [X363],diatom-bearing foraminiferal-bearing nannofossil clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,1,A,
363-U1483C-16H-1-A,117,142,140.47,140.72,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,2.5Y 6/2 (light brownish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,1,A,
363-U1483C-16H-2-A,0,141,140.72,142.13,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,2.5Y 6/2 (light brownish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,2,A,
363-U1483C-16H-3-A,0,47,142.13,142.6,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,2.5Y 7/2 (light gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,3,A,
363-U1483C-16H-3-A,47,142,142.6,143.55,diatom-bearing foraminiferal-bearing [X363],nannofossil clay [X363],diatom-bearing foraminiferal-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,3,A,
363-U1483C-16H-4-A,0,136,143.55,144.91,diatom-bearing foraminiferal-bearing [X363],nannofossil clay [X363],diatom-bearing foraminiferal-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,4,A,
363-U1483C-16H-5-A,0,77,144.91,145.68,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,2.5Y 7/2 (light gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,5,A,
363-U1483C-16H-5-A,77,141,145.68,146.32,clay-rich and foramaniferal-bearing [X363],nannofossil and diatom ooze [X363],clay-rich and foramaniferal-bearing nannofossil and diatom ooze,,2.5Y 6/2 (light brownish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,5,A,
363-U1483C-16H-6-A,0,97,146.32,147.29,diatom-bearing foraminiferal-bearing [X363],nannofossil clay [X363],diatom-bearing foraminiferal-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,6,A,
363-U1483C-16H-7-A,0,152,147.29,148.81,diatom-bearing foraminiferal-bearing [X363],nannofossil clay [X363],diatom-bearing foraminiferal-bearing nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,16,H,7,A,
363-U1483C-17H-1-A,0,142,148.8,150.22,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,1,A,
363-U1483C-17H-2-A,0,144,150.22,151.66,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,2,A,
363-U1483C-17H-3-A,0,146,151.66,153.12,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,3,A,
363-U1483C-17H-4-A,0,10,153.12,153.22,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,4,A,
363-U1483C-17H-4-A,10,142,153.22,154.54,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,4,A,
363-U1483C-17H-4-A,142,146,154.54,154.58,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,4,A,
363-U1483C-17H-5-A,0,147,154.58,156.05,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,5,A,
363-U1483C-17H-6-A,0,3,156.05,156.08,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,6,A,
363-U1483C-17H-6-A,3,127,156.08,157.32,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,6,A,
363-U1483C-17H-6-A,127,150,157.32,157.55,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,6,A,
363-U1483C-17H-7-A,0,130,157.55,158.85,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,7,A,
363-U1483C-17H-CC-A,0,20,158.85,159.05,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,17,H,CC,A,
363-U1483C-18H-1-A,0,70,158.3,159,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,1,A,
363-U1483C-18H-1-A,70,144,159,159.74,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,1,A,
363-U1483C-18H-2-A,0,39,159.74,160.13,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,2,A,
363-U1483C-18H-2-A,39,144,160.13,161.18,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,2,A,
363-U1483C-18H-3-A,0,39,161.18,161.57,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,3,A,
363-U1483C-18H-3-A,39,143,161.57,162.61,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,3,A,
363-U1483C-18H-4-A,0,56,162.61,163.17,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,10GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,4,A,
363-U1483C-18H-4-A,56,142,163.17,164.03,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,4,A,
363-U1483C-18H-5-A,0,50,164.03,164.53,clay-rich and foramaniferal-bearing [X363],diatom and nannofossil ooze [X363],clay-rich and foramaniferal-bearing diatom and nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,5,A,
363-U1483C-18H-5-A,50,130,164.53,165.33,clay-rich [X363],diatom and nannofossil ooze [X363],clay-rich diatom and nannofossil ooze,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,5,A,
363-U1483C-18H-5-A,130,144,165.33,165.47,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,5,A,
363-U1483C-18H-6-A,0,143,165.47,166.9,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,6,A,
363-U1483C-18H-7-A,0,65,166.9,167.55,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,7,A,
363-U1483C-18H-7-A,72,119,167.62,168.09,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,7,A,
363-U1483C-18H-CC-A,0,8,168.09,168.17,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,18,H,CC,A,
363-U1483C-19H-1-A,0,79,167.8,168.59,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,1,A,
363-U1483C-19H-1-A,79,140,168.59,169.2,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,1,A,
363-U1483C-19H-2-A,0,25,169.2,169.45,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,2,A,
363-U1483C-19H-2-A,25,32.5,169.45,169.525,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,2,A,
363-U1483C-19H-2-A,32.5,35.5,169.525,169.555,,,,,,,,,,,,VOID,,,,,,,,,,,,,363,U1483,C,19,H,2,A,
363-U1483C-19H-2-A,35.5,112,169.555,170.32,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,19,H,2,A,
363-U1483C-19H-2-A,112,142,170.32,170.62,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,2,A,
363-U1483C-19H-3-A,0,48,170.62,171.1,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,3,A,
363-U1483C-19H-3-A,48,142,171.1,172.04,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,3,A,
363-U1483C-19H-4-A,0,54,172.04,172.58,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,4,A,
363-U1483C-19H-4-A,54,142,172.58,173.46,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,4,A,
363-U1483C-19H-5-A,0,45,173.46,173.91,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,5,A,
363-U1483C-19H-5-A,45,141,173.91,174.87,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,5,A,
363-U1483C-19H-6-A,0,28,174.87,175.15,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,6,A,
363-U1483C-19H-6-A,28,85,175.15,175.72,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,6,A,
363-U1483C-19H-6-A,85,87,175.72,175.74,,ash(tuff) [MMK88m],ash(tuff),,N 7 (light gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,6,A,
363-U1483C-19H-6-A,87,89,175.74,175.76,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,6,A,
363-U1483C-19H-6-A,91,131,175.78,176.18,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,6,A,
363-U1483C-19H-7-A,0,37,176.18,176.55,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,7,A,
363-U1483C-19H-CC-A,0,70,176.55,177.25,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,19,H,CC,A,
363-U1483C-20H-1-A,0,52,177.3,177.82,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,1,A,
363-U1483C-20H-1-A,54,142,177.84,178.72,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,1,A,
363-U1483C-20H-2-A,0,40,178.72,179.12,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,2,A,
363-U1483C-20H-2-A,40,82,179.12,179.54,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,2,A,
363-U1483C-20H-2-A,83,134,179.55,180.06,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,2,A,
363-U1483C-20H-2-A,134,142,180.06,180.14,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,2,A,
363-U1483C-20H-3-A,0,117,180.14,181.31,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,3,A,
363-U1483C-20H-3-A,117,145,181.31,181.59,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,3,A,
363-U1483C-20H-4-A,0,22,181.59,181.81,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,4,A,
363-U1483C-20H-4-A,22,96,181.81,182.55,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,4,A,
363-U1483C-20H-4-A,96,145,182.55,183.04,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,4,A,
363-U1483C-20H-5-A,0,87,183.04,183.91,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,5,A,
363-U1483C-20H-5-A,87,142,183.91,184.46,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,5,A,
363-U1483C-20H-6-A,0,128,184.46,185.74,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,6,A,
363-U1483C-20H-6-A,129,142,185.75,185.88,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,6,A,
363-U1483C-20H-7-A,0,36,185.88,186.24,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,7,A,
363-U1483C-20H-7-A,36,118,186.24,187.06,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,20,H,7,A,
363-U1483C-20H-CC-A,0,24,187.06,187.3,diatom-rich [X363],nannofossil clay [X363],diatom-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,20,H,CC,A,
363-U1483C-21H-1-A,0,141,186.8,188.21,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,"very gradual transitions between colors, sponge spicules",,,,,,,,,,,,,363,U1483,C,21,H,1,A,
363-U1483C-21H-2-A,0,46,188.21,188.67,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,2,A,
363-U1483C-21H-2-A,46,144,188.67,189.65,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,2,A,
363-U1483C-21H-3-A,0,136,189.65,191.01,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,3,A,
363-U1483C-21H-3-A,136,145,191.01,191.1,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,3,A,
363-U1483C-21H-4-A,0,38,191.1,191.48,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,4,A,
363-U1483C-21H-4-A,38,146,191.48,192.56,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,4,A,
363-U1483C-21H-5-A,0,4,192.56,192.6,diatom-bearing nannofossil-rich [X363],clay [Leg210],diatom-bearing nannofossil-rich clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,5,A,
363-U1483C-21H-5-A,4,143,192.6,193.99,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,5,A,
363-U1483C-21H-6-A,0,91,193.99,194.9,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,6,A,
363-U1483C-21H-6-A,91,94,194.9,194.93,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,6,A,
363-U1483C-21H-6-A,94,114,194.93,195.13,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,21,H,6,A,
363-U1483C-21H-6-A,114,150,195.13,195.49,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,mud clast debris flow; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,21,H,6,A,
363-U1483C-21H-7-A,0,115,195.49,196.64,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,mud clast debris flow; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,21,H,7,A,
