Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
353-U1448B-28F-CC-A,0,28,217.56,217.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,CC,A,,,,
353-U1448B-29F-1-A,0,146,217.6,219.06,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,1,A,,,,
353-U1448B-29F-2-A,0,146,219.06,220.52,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,2,A,,,,
353-U1448B-29F-3-A,0,131,220.52,221.83,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,3,A,,,,
353-U1448B-29F-4-A,0,54,221.83,222.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,4,A,,,,
353-U1448B-29F-CC-A,0,31,222.37,222.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,CC,A,,,,
353-U1448B-30F-1-A,0,145,222.4,223.85,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,30,F,1,A,,,,
353-U1448B-30F-2-A,0,145,223.85,225.3,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,30,F,2,A,,,,
353-U1448B-30F-3-A,0,131,225.3,226.61,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,30,F,3,A,,,,
353-U1448B-30F-4-A,0,53,226.61,227.14,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,30,F,4,A,,,,
353-U1448B-30F-CC-A,0,28,227.14,227.42,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,30,F,CC,A,,,,
353-U1448B-31F-1-A,0,80,227.2,228,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,31,F,1,A,,,,
353-U1448B-31F-1-A,80,92.5,228,228.125,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,7.5YR 7/2 (pinkish gray),planar,sharp,horizontal,,,vitric,abundant,5,,,,,,,,,353,U1448,B,31,F,1,A,,,,
353-U1448B-31F-1-A,92.5,141,228.125,228.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,31,F,1,A,,,,
353-U1448B-31F-2-A,0,121,228.61,229.82,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,31,F,2,A,,,,
353-U1448B-31F-3-A,0,87,229.82,230.69,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,31,F,3,A,,,,
353-U1448B-31F-CC-A,0,35,230.69,231.04,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,31,F,CC,A,,,,
353-U1448B-32F-1-A,0,142,230,231.42,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,32,F,1,A,,,,
353-U1448B-32F-2-A,0,142,231.42,232.84,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large nodule between 38 and 40 cm.,,,,353,U1448,B,32,F,2,A,,,,
353-U1448B-32F-3-A,0,113,232.84,233.97,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,32,F,3,A,,,,
353-U1448B-32F-4-A,0,85,233.97,234.82,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,32,F,4,A,,,,
353-U1448B-32F-CC-A,0,18,234.82,235,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,32,F,CC,A,,,,
353-U1448B-33F-1-A,0,141,234.8,236.21,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,33,F,1,A,,,,
353-U1448B-33F-2-A,0,141,236.21,237.62,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,33,F,2,A,,,,
353-U1448B-33F-3-A,0,115,237.62,238.77,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,33,F,3,A,,,,
353-U1448B-33F-CC-A,0,36,238.77,239.13,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large nodule at 19 cm.,,,,353,U1448,B,33,F,CC,A,,,,
353-U1448B-34F-1-A,0,141,238.6,240.01,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,34,F,1,A,,,,
353-U1448B-34F-2-A,0,141,240.01,241.42,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,34,F,2,A,,,,
353-U1448B-34F-3-A,0,105,241.42,242.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,34,F,3,A,,,,
353-U1448B-34F-4-A,0,86,242.47,243.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,34,F,4,A,,,,
353-U1448B-34F-CC-A,0,28,243.33,243.61,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large nodule at 68 cm.,,,,353,U1448,B,34,F,CC,A,,,,
353-U1448B-35F-1-A,0,143,243.4,244.83,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,35,F,1,A,,,,
353-U1448B-35F-2-A,0,143,244.83,246.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,35,F,2,A,,,,
353-U1448B-35F-3-A,0,103,246.26,247.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,35,F,3,A,,,,
353-U1448B-35F-4-A,0,96,247.29,248.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,35,F,4,A,,,,
353-U1448B-35F-CC-A,0,27,248.25,248.52,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,35,F,CC,A,,,,
353-U1448B-36F-1-A,0,142,248.2,249.62,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,36,F,1,A,,,,
353-U1448B-36F-2-A,0,143,249.62,251.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,36,F,2,A,,,,
353-U1448B-36F-3-A,0,103,251.05,252.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,36,F,3,A,,,,
353-U1448B-36F-4-A,0,92,252.08,253,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,36,F,4,A,,,,
353-U1448B-36F-CC-A,0,28,253,253.28,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,36,F,CC,A,,,,
353-U1448B-37F-1-A,0,142,253,254.42,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,37,F,1,A,,,,
353-U1448B-37F-2-A,0,142,254.42,255.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,37,F,2,A,,,,
353-U1448B-37F-3-A,0,113,255.84,256.97,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,37,F,3,A,,,,
353-U1448B-37F-4-A,0,81,256.97,257.78,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,37,F,4,A,,,,
353-U1448B-37F-CC-A,0,31,257.78,258.09,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,37,F,CC,A,,,,
353-U1448B-38F-1-A,0,142,257.8,259.22,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,38,F,1,A,,,,
353-U1448B-38F-2-A,0,144,259.22,260.66,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,38,F,2,A,,,,
353-U1448B-38F-3-A,0,101,260.66,261.67,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,38,F,3,A,,,,
353-U1448B-38F-4-A,0,93,261.67,262.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,38,F,4,A,,,,
353-U1448B-38F-CC-A,0,31,262.6,262.91,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,38,F,CC,A,,,,
353-U1448B-39F-1-A,0,141,262.6,264.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,39,F,1,A,,,,
353-U1448B-39F-2-A,0,141,264.01,265.42,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,39,F,2,A,,,,
353-U1448B-39F-3-A,0,103,265.42,266.45,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,39,F,3,A,,,,
353-U1448B-39F-4-A,0,92,266.45,267.37,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,39,F,4,A,,,,
353-U1448B-39F-CC-A,0,27,267.37,267.64,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,39,F,CC,A,,,,
353-U1448B-40F-1-A,0,142,267.4,268.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,40,F,1,A,,,,
353-U1448B-40F-2-A,0,144,268.82,270.26,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,40,F,2,A,,,,
353-U1448B-40F-3-A,0,114,270.26,271.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,40,F,3,A,,,,
353-U1448B-40F-4-A,0,81,271.4,272.21,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,40,F,4,A,,,,
353-U1448B-40F-CC-A,0,35,272.21,272.56,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,40,F,CC,A,,,,
353-U1448B-41F-1-A,0,141,272.2,273.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,41,F,1,A,,,,
353-U1448B-41F-2-A,0,141,273.61,275.02,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,41,F,2,A,,,,
353-U1448B-41F-3-A,0,131,275.02,276.33,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,41,F,3,A,,,,
353-U1448B-41F-4-A,0,29,276.33,276.62,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,41,F,4,A,,,,
353-U1448B-41F-4-A,29,37,276.62,276.7,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,2.5Y 6/2 (light brownish gray),bioturbated,,,,,,,,,,,,,,,,353,U1448,B,41,F,4,A,,,,
353-U1448B-41F-4-A,37,64,276.7,276.97,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,,,353,U1448,B,41,F,4,A,,,,
353-U1448B-41F-CC-A,0,29,276.97,277.26,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,41,F,CC,A,,,,
353-U1448B-42F-1-A,0,148,277,278.48,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,1,A,,,,
353-U1448B-42F-2-A,0,146,278.48,279.94,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,2,A,,,,
353-U1448B-42F-2-A,104,118,279.52,279.66,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,2.5Y 6/2 (light brownish gray),bioturbated,,,,,,,,,,,,,,,,353,U1448,B,42,F,2,A,,,,
353-U1448B-42F-2-A,118,146,279.66,279.94,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,2,A,,,,
353-U1448B-42F-3-A,0,130,279.94,281.24,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,3,A,,,,
353-U1448B-42F-4-A,0,53,281.24,281.77,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,4,A,,,,
353-U1448B-42F-CC-A,0,27,281.77,282.04,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,42,F,CC,A,,,,
353-U1448B-43F-1-A,0,145,281.8,283.25,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,43,F,1,A,,,,
353-U1448B-43F-2-A,0,148,283.25,284.73,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,43,F,2,A,,,,
353-U1448B-43F-3-A,0,132,284.73,286.05,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,43,F,3,A,,,,
353-U1448B-43F-4-A,0,56,286.05,286.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,43,F,4,A,,,,
353-U1448B-43F-CC-A,0,29,286.61,286.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,43,F,CC,A,,,,
353-U1448B-44F-1-A,0,151,286.6,288.11,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,44,F,1,A,,,,
353-U1448B-44F-2-A,0,145,288.11,289.56,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,44,F,2,A,,,,
353-U1448B-44F-3-A,0,132,289.56,290.88,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,44,F,3,A,,,,
353-U1448B-44F-4-A,0,53,290.88,291.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,44,F,4,A,,,,
353-U1448B-44F-CC-A,0,30,291.41,291.71,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,44,F,CC,A,,,,
353-U1448B-45F-1-A,0,140,291.4,292.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,45,F,1,A,,,,
353-U1448B-45F-2-A,0,140,292.8,294.2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,45,F,2,A,,,,
353-U1448B-45F-3-A,0,141,294.2,295.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,45,F,3,A,,,,
353-U1448B-45F-4-A,0,56,295.61,296.17,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,45,F,4,A,,,,
353-U1448B-45F-CC-A,0,29,296.17,296.46,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,45,F,CC,A,,,,
353-U1448B-46F-1-A,0,141,296.2,297.61,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,46,F,1,A,,,,
353-U1448B-46F-2-A,0,140,297.61,299.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,46,F,2,A,,,,
353-U1448B-46F-3-A,0,144,299.01,300.45,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,46,F,3,A,,,,
353-U1448B-46F-4-A,0,56,300.45,301.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,46,F,4,A,,,,
353-U1448B-46F-CC-A,0,30,301.01,301.31,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,46,F,CC,A,,,,
353-U1448B-47F-1-A,0,141,301,302.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,47,F,1,A,,,,
353-U1448B-47F-2-A,0,141,302.41,303.82,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,47,F,2,A,,,,
353-U1448B-47F-3-A,0,142,303.82,305.24,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,47,F,3,A,,,,
353-U1448B-47F-4-A,0,66,305.24,305.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,47,F,4,A,,,,
353-U1448B-47F-CC-A,0,29,305.9,306.19,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,47,F,CC,A,,,,
353-U1448B-48F-1-A,0,139,305.8,307.19,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,48,F,1,A,,,,
353-U1448B-48F-2-A,0,143,307.19,308.62,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,48,F,2,A,,,,
353-U1448B-48F-3-A,0,140,308.62,310.02,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,48,F,3,A,,,,
353-U1448B-48F-4-A,0,58,310.02,310.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,48,F,4,A,,,,
353-U1448B-48F-CC-A,0,26,310.6,310.86,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,48,F,CC,A,,,,
353-U1448B-49F-1-A,0,140,310.6,312,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,49,F,1,A,,,,
353-U1448B-49F-2-A,0,140,312,313.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,49,F,2,A,,,,
353-U1448B-49F-3-A,0,140,313.4,314.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,49,F,3,A,,,,
