Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
351-U1438B-2H-6-A,351,U1438,B,2,2-6,H,6,A,,123,141,15.93,16.11,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-2H-CC-A,351,U1438,B,2,2-CC,H,CC,A,,0,5,16.11,16.16,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-2H-CC-A,351,U1438,B,2,2-CC,H,CC,A,,5,11,16.16,16.22,,,,,,ash [2014],,ash,ash,ash,,,N 7 (light gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,,,,,well [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,0,12,16.7,16.82,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,12,51,16.82,17.21,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,51,54,17.21,17.24,,,,,,ash [2014],,ash,ash,ash,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,54,57,17.24,17.27,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,57,60,17.27,17.3,,,,,,ash [2014],,ash,ash,ash,,,5YR 6/1 (gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,planar,sharp,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,60,95,17.3,17.65,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,95,96,17.65,17.66,,,,,,ash [2014],,ash,ash,ash,,,5YR 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-1-A,351,U1438,B,3,3-1,H,1,A,,96,150,17.66,18.2,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,moderate,2.0,,,,,vitric [2014],,,,,,,,,pumice [2014],angular,,,,,,,,,,,single clast @119cm,,,,,single clast @119cm,,,,,,
351-U1438B-3H-2-A,351,U1438,B,3,3-2,H,2,A,,0,72,18.2,18.92,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-2-A,351,U1438,B,3,3-2,H,2,A,,72,150,18.92,19.7,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-3-A,351,U1438,B,3,3-3,H,3,A,,0,30,19.7,20.0,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-3-A,351,U1438,B,3,3-3,H,3,A,,30,114,20.0,20.84,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-3-A,351,U1438,B,3,3-3,H,3,A,,114,150,20.84,21.2,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-4-A,351,U1438,B,3,3-4,H,4,A,,0,4,21.2,21.24,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-4-A,351,U1438,B,3,3-4,H,4,A,,4,103,21.24,22.23,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-4-A,351,U1438,B,3,3-4,H,4,A,,103,140,22.23,22.6,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-5-A,351,U1438,B,3,3-5,H,5,A,,0,58,22.7,23.28,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-5-A,351,U1438,B,3,3-5,H,5,A,,58,119,23.28,23.89,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-5-A,351,U1438,B,3,3-5,H,5,A,,119,136,23.89,24.06,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-5-A,351,U1438,B,3,3-5,H,5,A,,136,150,24.06,24.2,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-6-A,351,U1438,B,3,3-6,H,6,A,,0,43,24.2,24.63,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-6-A,351,U1438,B,3,3-6,H,6,A,,43,60,24.63,24.8,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-6-A,351,U1438,B,3,3-6,H,6,A,,60,102,24.8,25.22,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-6-A,351,U1438,B,3,3-6,H,6,A,,102,118,25.22,25.38,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-6-A,351,U1438,B,3,3-6,H,6,A,,118,139,25.38,25.59,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-3H-CC-A,351,U1438,B,3,3-CC,H,CC,A,,0,8,25.59,25.67,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,5Y 5/2 (olive gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-1-A,351,U1438,B,4,4-1,H,1,A,,0,5,26.2,26.25,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-1-A,351,U1438,B,4,4-1,H,1,A,,5,51,26.25,26.71,,,,,,mud [2014],,mud,mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-1-A,351,U1438,B,4,4-1,H,1,A,,51,131,26.71,27.51,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-1-A,351,U1438,B,4,4-1,H,1,A,,131,140,27.51,27.6,,,,,tuffaceous,foraminiferal ooze [2014],,tuffaceous foraminiferal ooze,tuffaceous foraminiferal ooze,foraminiferal ooze,,,10YR 6/2 (light brownish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-1-A,351,U1438,B,4,4-1,H,1,A,,140,150,27.6,27.7,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,0,56,27.7,28.26,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,56,76,28.26,28.46,,,,,nannofossil [2014b],clay [2014],with ash [2014],nannofossil clay,nannofossil clay with ash,clay with ash,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,"coarsening upward, color gradation",planar,bioturbated,,,poor [2014],reversely graded,,moderate,2.0,,zeolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,76,82,28.46,28.52,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,pumice at 82-83 cm,planar,gradational,,,moderate [2014],,,slight,1.0,pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,82,83,28.52,28.53,,,,,,ash [2014],,ash,ash,ash,,,10yr 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,planar,bioturbated,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,83,90,28.53,28.6,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,pumice at 82-83 cm,planar,gradational,,,moderate [2014],,,slight,1.0,pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-2-A,351,U1438,B,4,4-2,H,2,A,,90,150,28.6,29.2,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-3-A,351,U1438,B,4,4-3,H,3,A,,0,82,29.2,30.02,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-3-A,351,U1438,B,4,4-3,H,3,A,,82,118,30.02,30.38,,,,,,mud [2014],with pumice lapilli [2014],mud,mud with pumice lapilli,mud with pumice lapilli,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-3-A,351,U1438,B,4,4-3,H,3,A,,118,150,30.38,30.7,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-4-A,351,U1438,B,4,4-4,H,4,A,,0,140,30.7,32.1,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-5-A,351,U1438,B,4,4-5,H,5,A,,0,150,32.2,33.7,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,subtle alternating color change,,,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,0,45,33.7,34.15,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,45,49,34.15,34.19,,,,,,ash [2014],with crystals [2014],ash,ash with crystals,ash with crystals,,,10R 6/2 (pale red),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,well [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,49,92,34.19,34.62,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,92,100,34.62,34.7,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,chert(?) layer on top,planar,gradational,,,moderate [2014],,,slight,1.0,,chert nodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,100,106,34.7,34.76,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10yr 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,bioturbated,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,106,112,34.76,34.82,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,planar,gradational,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,112,118,34.82,34.88,,,,,,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,chert(?) layer at bottom,planar,gradational,,,moderate [2014],,,slight,1.0,,chert nodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-6-A,351,U1438,B,4,4-6,H,6,A,,118,150,34.88,35.2,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-4H-7-A,351,U1438,B,4,4-7,H,7,A,,0,53,35.2,35.73,,,,,,mud [2014],,mud,mud,mud,,,5Y 5/2 (olive gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-1-A,351,U1438,B,5,5-1,H,1,A,,0,83,35.7,36.53,,,,,,,,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-1-A,351,U1438,B,5,5-1,H,1,A,,0,83,35.7,36.53,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-1-A,351,U1438,B,5,5-1,H,1,A,,0,96,35.7,36.66,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-1-A,351,U1438,B,5,5-1,H,1,A,,96,147,36.66,37.17,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-2-A,351,U1438,B,5,5-2,H,2,A,,0,70,37.2,37.9,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-2-A,351,U1438,B,5,5-2,H,2,A,,70,92,37.9,38.12,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 5/4 (yellowish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-2-A,351,U1438,B,5,5-2,H,2,A,,92,110,38.12,38.3,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-2-A,351,U1438,B,5,5-2,H,2,A,,110,117,38.3,38.37,,,,,,ash [2014],,ash,ash,ash,,,10R 4/2 (weak red),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-2-A,351,U1438,B,5,5-2,H,2,A,,117,150,38.37,38.7,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-3-A,351,U1438,B,5,5-3,H,3,A,,0,21,38.7,38.91,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,bioturbated,,,,,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-3-A,351,U1438,B,5,5-3,H,3,A,,21,128,38.91,39.98,,,,,tuffaceous,mud [2014],with ash [2014],tuffaceous mud,tuffaceous mud with ash,mud with ash,,,10YR 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,wavy,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-3-A,351,U1438,B,5,5-3,H,3,A,,128,132,39.98,40.02,,,,,,ash [2014],,ash,ash,ash,,,10Y 4/2 (grayish green),unconsolidated [2014],very fine sand [W22_2],3.0,very fine sand [W22_2],3.0,,planar,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-3-A,351,U1438,B,5,5-3,H,3,A,,132,147,40.02,40.17,,,,,tuffaceous,sand [2014],with silt [2014],tuffaceous sand,tuffaceous sand with silt,sand with silt,,,10YR 6/2 (light brownish gray),unconsolidated [2014],very fine sand [W22_2],3.0,very fine sand [W22_2],3.0,,,,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-4-A,351,U1438,B,5,5-4,H,4,A,,0,27,40.2,40.47,,,,,tuffaceous,sand [2014],with silt [2014],tuffaceous sand,tuffaceous sand with silt,sand with silt,,,10YR 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-4-A,351,U1438,B,5,5-4,H,4,A,,27,31,40.47,40.51,,,,,,ash [2014],,ash,ash,ash,,,10YR 6/2 (light brownish gray),unconsolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-5H-4-A,351,U1438,B,5,5-4,H,4,A,,31,104,40.51,41.24,,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,10YR 4/2 (dark grayish brown),unconsolidated [2014],very fine sand [W22_2],3.0,very fine sand [W22_2],3.0,,planar,bioturbated,,,,,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
