Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1343C-25H-3-A,323,U1343,C,25,25-3,H,3,A,100,150,218.21,218.71,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-25H-4-A,323,U1343,C,25,25-4,H,4,A,0,150,218.71,220.21,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-25H-5-A,323,U1343,C,25,25-5,H,5,A,0,150,220.21,221.71,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-25H-6-A,323,U1343,C,25,25-6,H,6,A,0,142,221.71,223.13,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-25H-7-A,323,U1343,C,25,25-7,H,7,A,0,60,223.13,223.73,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-25H-7-A,323,U1343,C,25,25-7,H,7,A,60,123,223.73,224.36,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1343C-25H-CC-A,323,U1343,C,25,25-CC,H,CC,A,0,31,224.36,224.67,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1343C-26H-1-A,323,U1343,C,26,26-1,H,1,A,0,77,224.7,225.47,diatom clayey silt,,,diatom clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-26H-2-A,323,U1343,C,26,26-2,H,2,A,0,150,225.47,226.97,diatom silt,Leg 323,,diatom silt,,soft,4/N,,,,,,,,,,,,,
323-U1343C-26H-3-A,323,U1343,C,26,26-3,H,3,A,0,143,226.97,228.4,diatom clayey silt,,,diatom clayey silt,50,soft,10Y 4/1,,,,,mottled by bioturbation,,,,,,,,
323-U1343C-26H-3-A,323,U1343,C,26,26-3,H,3,A,0,143,226.97,228.4,diatom silt,Leg 323,,diatom silt,50,soft,4/N,,,,,mottled by bioturbation,,,,,,,,
323-U1343C-26H-4-A,323,U1343,C,26,26-4,H,4,A,0,85,228.4,229.25,diatom clayey silt,,,diatom clayey silt,50,soft,10Y 4/1,,,,,mottled by bioturbation,,,,,,,,
323-U1343C-26H-4-A,323,U1343,C,26,26-4,H,4,A,0,85,228.4,229.25,diatom silt,Leg 323,,diatom silt,50,soft,4/N,,,,,mottled by bioturbation,,,,,,,,
323-U1343C-26H-4-A,323,U1343,C,26,26-4,H,4,A,85,138,229.25,229.78,diatom clayey silt,,,diatom clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1343C-26H-5-A,323,U1343,C,26,26-5,H,5,A,0,150,229.78,231.28,diatom clayey silt,,,diatom clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
