Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-72X-CC-A,17,26,457.02,457.11,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,72,X,CC,A,,,,
356-U1461B-73X-1-A,0,150,456.8,458.3,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,echinoderm,,,,slight [B06],2,,,"very fine grained, cream colored wackestone with isolated green patches and fossil fragments. Isotated fossils are mm-sized",,,,356,U1461,B,73,X,1,A,,,,
356-U1461B-73X-2-A,0,150,458.3,459.8,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"very fine grained, cream colored wackestone",,,,356,U1461,B,73,X,2,A,,,,
356-U1461B-73X-3-A,0,85,459.8,460.65,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"very fine grained, cream colored wackestone, downcore increase in glauconite",,,,356,U1461,B,73,X,3,A,,,,
356-U1461B-73X-3-A,85,97,460.65,460.77,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light green,,,,,,,,,"very fine grained, light green colored wackestone",,,,356,U1461,B,73,X,3,A,,,,
356-U1461B-73X-CC-A,0,24,460.77,461.01,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light green,bivalve,,,,,,,,"very fine grained, light green colored wackestone with up to cm thick interlayers of unlithified green wackestone",,,,356,U1461,B,73,X,CC,A,,,,
356-U1461B-74X-CC-A,0,13,461.6,461.73,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light green,,,,,,,,,"unlithifie, light green wackestone soupy",,,,356,U1461,B,74,X,CC,A,,,,
356-U1461B-74X-CC-A,13,24,461.73,461.84,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,74,X,CC,A,,,,
356-U1461B-75X-CC-A,0,43,466.4,466.83,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,common [B06],4,,,glauconite grains visible. drilling disturbed. Possible skeletal gravel interval 5-8 m. Heavily bioturbated,,,,356,U1461,B,75,X,CC,A,,,,
356-U1461B-75X-CC-A,43,53,466.83,466.93,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,75,X,CC,A,,,,
356-U1461B-76X-1-A,0,150,471.2,472.7,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,greenish gray,,,,,common [B06],4,,,Partially lithified wackestone with glauconite and fine sand-sized grains and heavily bioturbated,,,,356,U1461,B,76,X,1,A,,,,
356-U1461B-76X-2-A,0,150,472.7,474.2,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,greenish gray,,,,,common [B06],4,,,"Partially lithified wackestone with glauconite, common bioturbation throughout much of the section. Fine sand-sized grains.",,,,356,U1461,B,76,X,2,A,,,,
356-U1461B-76X-3-A,0,120,474.2,475.4,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,bivalve,,,,common [B06],4,,,"Partially lithified greenish gray wackestone with some glauconite, common bioturbation, some small (mm scale) bioclasts (maybe bivalve). Very fine sand to mud-sized grains.",,,,356,U1461,B,76,X,3,A,,,,
356-U1461B-76X-4-A,0,62,475.4,476.02,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,common [B06],4,,,"Partially lithified greenish gray wackestone with common bioturbation, and a few sharp (horizontal) interfaces of very slight color variation. Contacts may be the result of bioturbation (burrowing). Fine sand-sized grains.",,,,356,U1461,B,76,X,4,A,,,,
356-U1461B-76X-CC-A,0,32,476.02,476.34,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,foraminifera (small benthic),,,,common [B06],4,,,"Partially lithified greenish gray wackestone with common bioturbation and multiple sharp (horizontal) interfaces noted by very slight color variations. Darker greenish gray patches/intervals are much softer (unlithified) than the greenish gray sediment; darker intervals are unlithified mud layers. Contacts may be the result of bioturbation (burrowing). Very little glauconite (much less than at the top of the core; decreased throughout core, going down). Some benthic forams. Very fine sand-sized to mud grains.",,,,356,U1461,B,76,X,CC,A,,,,
356-U1461B-76X-CC-A,32,43,476.34,476.45,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,76,X,CC,A,,,,
356-U1461B-77X-1-A,0,150,476,477.5,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,slight [B06],2,,,Lithified with unlithified intervals between the lithified biscuits. It contains glauconte and slight bioturbation. The wackestone contains silt to fine sand size grains. The unlithified sections appear real..,,,,356,U1461,B,77,X,1,A,,,,
356-U1461B-77X-2-A,0,150,477.5,479,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,,,common [B06],4,,,"Lithified with unlithified material between the biscuits, olive gray, wackestone with silt and fine sand size grains. Glauconite is sparse. It is heavily bioturbated",,,,356,U1461,B,77,X,2,A,,,,
356-U1461B-77X-3-A,0,150,479,480.5,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,grayish green,,,,,complete [B06],6,,,"Lithified, grayish green grading down into grayish brown, wackestone with glauconite. Glauconiteis sparse decreases towards the base of the Section. The wackestone contans silt to fine sand grain size. It heavily burrowed",,,,356,U1461,B,77,X,3,A,,,,
356-U1461B-77X-4-A,0,136,480.5,481.86,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,moderate [B06],3,,,"Lithified, greenish gray wackestone with sparse rare glauconite and silt to fine sand size grains. The bioturbation decreased from Section 3 but it is still moderate.",,,,356,U1461,B,77,X,4,A,,,,
356-U1461B-77X-5-A,0,56,481.86,482.42,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,greenish gray,,,,,slight [B06],2,,,"Lithified, greenish gray wackestone with sparse glauconite (grains are smaller and rare) and silt to fine sand size grains. The color is less greenish than the Sections above. Bioturbation burrows are large and bioturbation less common than the Section above. There are cavities filled with mollusks. Between 7-9 cm there is a bright green interval of a glauconite filled burrow.",,,,356,U1461,B,77,X,5,A,,,,
356-U1461B-77X-CC-A,0,13,482.42,482.55,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,"Lithfied, greenish gray wackestone with fine sand size grains, less green and less bioturbation. From 8 cm down there are small benthic forams.",,,,356,U1461,B,77,X,CC,A,,,,
356-U1461B-78X-1-A,0,150,480.8,482.3,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,common [B06],4,,,"Lithifed, greenish gray, wackestone with coarse silt and fine sand size grains and rare glauconite. Burrows are common and noted by color variability between grayish green and greenish gray. Few burrows that cross-cut others are bright green.",,,,356,U1461,B,78,X,1,A,,,,
356-U1461B-78X-2-A,0,137,482.3,483.67,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray, wackestone with silt to find sand size grains and sparse glauconite. Bioturbation is common.",,,,356,U1461,B,78,X,2,A,,,,
356-U1461B-78X-2-A,137,147,483.67,483.77,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,78,X,2,A,,,,
356-U1461B-78X-3-A,0,104,483.77,484.81,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray wiackestone with silt and fine size grains and sparse glauconite scattered throughout the Section. Bioturbation is common",,,,356,U1461,B,78,X,3,A,,,,
356-U1461B-78X-CC-A,0,28,484.81,485.09,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,neritic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray, wackestone with silt and fine sand size grains and sparse scattered glauconite. Bioturbation is common",,,,356,U1461,B,78,X,CC,A,,,,
356-U1461B-79X-1-A,0,150,485.6,487.1,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray, wackestone with silt and very fine sand size grains and sparse, scattered glauconite grains. Bioturbation is common.",,,,356,U1461,B,79,X,1,A,,,,
356-U1461B-79X-2-A,0,150,487.1,488.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with silt and vf sand size grains. Bioturbation is moderate (less than in Section above). Rare, large benthic forams present",,,,356,U1461,B,79,X,2,A,,,,
356-U1461B-79X-3-A,0,121,488.6,489.81,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with silt and vf sand size grains. Rare glauconite. Burrowing moderate and color is lighter (light olive gray)",,,,356,U1461,B,79,X,3,A,,,,
356-U1461B-79X-4-A,0,69,489.81,490.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with silt and vf sand size grains. Rare glauconite. Burrowing moderate and color is lighter (light olive gray). Large forams are present. Infilled cavities are present",,,,356,U1461,B,79,X,4,A,,,,
356-U1461B-79X-CC-A,0,28,490.5,490.78,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with silt and vf sand size grains. Rare glauconite. Burrowing moderate and color is lighter (light olive gray). Large forams present and slightly abnudnant",,,,356,U1461,B,79,X,CC,A,,,,
356-U1461B-80X-1-A,0,151,490.4,491.91,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,slight [B06],2,,,"Lihtified, light gray wackestone with fine sand size grains and clay size particles in between the biscuits. Decline in glauconite and in bioturbation. Color is lighter than in Core 79X. Cibicidoides spp is present",,,,356,U1461,B,80,X,1,A,,,,
356-U1461B-80X-2-A,0,150,491.91,493.41,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,neritic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with vf sand down to clay sized grains. Bioturbation is slight and Cibicidoides spp foram is rare but present",,,,356,U1461,B,80,X,2,A,,,,
356-U1461B-80X-3-A,0,150,493.41,494.91,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray, wackestone with fine sand to silt size particles. Glauconite is very rare and bioturbation is slight. Few scattered benthic forams",,,,356,U1461,B,80,X,3,A,,,,
356-U1461B-80X-4-A,0,150,494.91,496.41,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with fine sand and silt size grains. Very rare glauconite and slight bioturbation. Sparse small benthic forams",,,,356,U1461,B,80,X,4,A,,,,
356-U1461B-80X-5-A,0,150,496.41,497.91,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with silt to fine sand size grains, sparse and small grained glauconite. Slight bioturbations. Rare, small benthic forams",,,,356,U1461,B,80,X,5,A,,,,
356-U1461B-80X-6-A,0,121,497.91,499.12,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray, wackestone with silt and sand size grains. No apparent bioturbation. A fragment of bivalve. Mud size, partially lithified intervals between the more lithified wackestone have subborizontal wavy bands noted by darker olive gray.",,,,356,U1461,B,80,X,6,A,,,,
356-U1461B-80X-7-A,0,60,499.12,499.72,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,intraclasts,,,,,,,"Lithified, light olive gray wackestone with fine sand and silt sized particles. Intervals of mixing manifested by small to medium sized (mm to cm's) clasts are present in the wackestone matrix. These clasts are very similar light olive gray to slighlty darker light olive gray, present between 0-10 cm and 46 to 56 cm",,,,356,U1461,B,80,X,7,A,,,,
356-U1461B-80X-CC-A,0,37,499.72,500.09,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray, wackestone with vf sand size grains.",,,,356,U1461,B,80,X,CC,A,,,,
356-U1461B-80X-CC-A,37,47,500.09,500.19,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,80,X,CC,A,,,,
356-U1461B-81X-1-A,0,150,500.1,501.6,,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with silt sized graines. Sparse, scattered glauconite grains and slight bioturbation",,,,356,U1461,B,81,X,1,A,,,,
356-U1461B-81X-2-A,0,150,501.6,503.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone, silt to vf sand size grains with rare glauconite and moderate bioturbation. Small benthic forams",,,,356,U1461,B,81,X,2,A,,,,
356-U1461B-81X-3-A,0,150,503.1,504.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with silt and clay size grains with rare scattered glauconite. Bioturbation moderate and few benthic foraminifers",,,,356,U1461,B,81,X,3,A,,,,
356-U1461B-81X-4-A,0,63,504.6,505.23,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with fine sand to silt sized grains and rare scattered glauconite. Slight bioturbation",,,,356,U1461,B,81,X,4,A,,,,
356-U1461B-81X-CC-A,0,25,505.23,505.48,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray wackestone with silt and sand size grains. Rare glauconite and slight bioturbation",,,,356,U1461,B,81,X,CC,A,,,,
356-U1461B-81X-CC-A,25,35,505.48,505.58,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,81,X,CC,A,,,,
356-U1461B-82X-1-A,0,150,504.1,505.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray glauconite with fine sand and silt size grains. Glauconite grains and large bentic forams more abundant towards the base. Moderate bioturbation",,,,356,U1461,B,82,X,1,A,,,,
356-U1461B-82X-2-A,0,56,505.6,506.16,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray packstone with medium size sized grains of glauconite and bentic foraminfers. Slight bioturbation",,,,356,U1461,B,82,X,2,A,,,,
356-U1461B-82X-CC-A,0,35,506.16,506.51,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and silt to vf sand size grains",,,,356,U1461,B,82,X,CC,A,,,,
356-U1461B-83X-1-A,0,150,513.8,515.3,lithified [B84],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with glauconite and slight bioturbation. Fine sand to mud size grains",,,,356,U1461,B,83,X,1,A,,,,
356-U1461B-83X-2-A,0,150,515.3,516.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with silt and fine size griais ,rare glauconite and slight bioturbation",,,,356,U1461,B,83,X,2,A,,,,
356-U1461B-83X-3-A,0,135,516.8,518.15,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray wackestone with silt to vf sand size grains and rare glauconite. Sligth bioturbation near the end of the Section",,,,356,U1461,B,83,X,3,A,,,,
356-U1461B-83X-3-A,135,150,518.15,518.3,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,83,X,3,A,,,,
356-U1461B-83X-4-A,0,150,518.3,519.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with vf sand and silt grain size and slight bioturbation. Large benthic forams.",,,,356,U1461,B,83,X,4,A,,,,
356-U1461B-83X-5-A,0,110,519.8,520.9,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and rare benthic forams",,,,356,U1461,B,83,X,5,A,,,,
356-U1461B-83X-6-A,0,58,520.9,521.48,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray, wackestone with vf sand and mud size grains, slight bioturbation",,,,356,U1461,B,83,X,6,A,,,,
356-U1461B-83X-CC-A,0,44,521.48,521.92,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation",,,,356,U1461,B,83,X,CC,A,,,,
356-U1461B-84X-1-A,0,150,523.5,525,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,,,moderate [B06],3,,,"lithified, grayish green wackestone with glauconite (sparse), common bioturbation and mud to vf sand size grains",,,,356,U1461,B,84,X,1,A,,,,
356-U1461B-84X-2-A,0,150,525,526.5,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray wackestone with silt and sand size grains.",,,,356,U1461,B,84,X,2,A,,,,
356-U1461B-84X-3-A,0,150,526.5,528,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Partially lithified to unlithified, light gray wackestone with sand size grains",,,,356,U1461,B,84,X,3,A,,,,
356-U1461B-84X-4-A,0,137,528,529.37,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Lithified, creamy gray mudstone with slight bioturbation and rare glauconite",,,,356,U1461,B,84,X,4,A,,,,
356-U1461B-84X-5-A,0,150,529.37,530.87,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, olive gray mudstone with rare glauconite and slight bioturbation",,,,356,U1461,B,84,X,5,A,,,,
356-U1461B-84X-6-A,0,99,530.87,531.86,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,slight [B06],2,,,"Lithified to partially lithified, creamy gray mudstone with slight bioturbation and rare glauconite. Bivalve fragment and benthic forams in lower part of the Section",,,,356,U1461,B,84,X,6,A,,,,
356-U1461B-84X-CC-A,0,26,531.86,532.12,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,slight [B06],2,,,"Lithified, creamy gray mudstone with slight bioturbation",,,,356,U1461,B,84,X,CC,A,,,,
356-U1461B-85X-1-A,0,150,533.2,534.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with sand size grains and spare glauconite primarily in the burrows. Small benthic forams and moderate bioturbation",,,,356,U1461,B,85,X,1,A,,,,
356-U1461B-85X-2-A,0,150,534.7,536.2,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with silt size grains and slight bioturbation",,,,356,U1461,B,85,X,2,A,,,,
356-U1461B-85X-3-A,0,150,536.2,537.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare scattered glauconite and slight bioturbation",,,,356,U1461,B,85,X,3,A,,,,
356-U1461B-85X-4-A,0,150,537.7,539.2,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation",,,,356,U1461,B,85,X,4,A,,,,
356-U1461B-85X-5-A,0,150,539.2,540.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare glauconite, small benthic forams and moderate bioturbation",,,,356,U1461,B,85,X,5,A,,,,
356-U1461B-85X-6-A,0,141,540.7,542.11,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare glauconite, rare large forams common bioturbation",,,,356,U1461,B,85,X,6,A,,,,
356-U1461B-85X-7-A,0,55,542.11,542.66,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare glauconite, rare forams and moderate bioturbation",,,,356,U1461,B,85,X,7,A,,,,
356-U1461B-85X-CC-A,0,40,542.66,543.06,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare glauconite, forams and slight bioturbation",,,,356,U1461,B,85,X,CC,A,,,,
356-U1461B-85X-CC-A,40,50,543.06,543.16,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,85,X,CC,A,,,,
356-U1461B-86X-1-A,0,150,542.9,544.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,common [B06],4,,,"Lithified, light olive gray wackestone with fine sand grain size, with rare scattered glauconite and small benthic forams",,,,356,U1461,B,86,X,1,A,,,,
356-U1461B-86X-2-A,0,150,544.4,545.9,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with fine sand size grains, with rare small benthic forams",,,,356,U1461,B,86,X,2,A,,,,
356-U1461B-86X-3-A,0,150,545.9,547.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare glauconite, forams and slight bioturbation",,,,356,U1461,B,86,X,3,A,,,,
356-U1461B-86X-4-A,0,150,547.4,548.9,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone with vf sand size grains, rare glauconite, slight bioturbation and rare forams",,,,356,U1461,B,86,X,4,A,,,,
356-U1461B-86X-5-A,0,150,548.9,550.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare",,,,356,U1461,B,86,X,5,A,,,,
356-U1461B-86X-6-A,0,134,550.4,551.74,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with rare glauconite and forams. Slight bioturbation",,,,356,U1461,B,86,X,6,A,,,,
356-U1461B-86X-7-A,0,58,551.74,552.32,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone",,,,356,U1461,B,86,X,7,A,,,,
356-U1461B-86X-CC-A,0,53,552.32,552.85,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone with sparse forams",,,,356,U1461,B,86,X,CC,A,,,,
356-U1461B-87X-1-A,0,139,552.6,553.99,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with vf sand and silt size grains. Moderate bioturbation and small benthic forams",,,,356,U1461,B,87,X,1,A,,,,
356-U1461B-87X-2-A,0,150,553.99,555.49,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare glauconite and common small benthic foraminfers",,,,356,U1461,B,87,X,2,A,,,,
356-U1461B-87X-3-A,0,150,555.49,556.99,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare glauconite and common forams",,,,356,U1461,B,87,X,3,A,,,,
356-U1461B-87X-4-A,0,110,556.99,558.09,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare glauconite, common foraminifers and slight bioturbation",,,,356,U1461,B,87,X,4,A,,,,
356-U1461B-87X-4-A,110,125,558.09,558.24,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,87,X,4,A,,,,
356-U1461B-87X-5-A,0,150,558.24,559.74,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with rare glauconite, common forams and a bivalve. Slight bioturbation",,,,356,U1461,B,87,X,5,A,,,,
356-U1461B-87X-6-A,0,150,559.74,561.24,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation, rare glauconite and common forams",,,,356,U1461,B,87,X,6,A,,,,
356-U1461B-87X-7-A,0,80,561.24,562.04,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone",,,,356,U1461,B,87,X,7,A,,,,
356-U1461B-87X-CC-A,0,25,562.04,562.29,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,87,X,CC,A,,,,
356-U1461B-87X-CC-A,25,39,562.29,562.43,,,,,,,,,,,,,,,,,To PAL,,,,356,U1461,B,87,X,CC,A,,,,
356-U1461B-88X-1-A,0,136,562.3,563.66,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,1,A,,,,
356-U1461B-88X-2-A,0,144,563.66,565.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,2,A,,,,
356-U1461B-88X-3-A,0,150,565.1,566.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,3,A,,,,
356-U1461B-88X-4-A,0,150,566.6,568.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,4,A,,,,
