Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-88X-5-A,0,150,568.1,569.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,5,A,,,,
356-U1461B-88X-6-A,0,64,569.6,570.24,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,6,A,,,,
356-U1461B-88X-CC-A,0,26,570.24,570.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,88,X,CC,A,,,,
356-U1461B-88X-CC-A,26,37,570.5,570.61,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,88,X,CC,A,,,,
356-U1461B-89X-1-A,0,117,571,572.17,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,89,X,1,A,,,,
356-U1461B-89X-1-A,117,147,572.17,572.47,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,color change to light olive slightly yellow color,,,,356,U1461,B,89,X,1,A,,,,
356-U1461B-89X-2-A,0,137,572.47,573.84,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with forams",,,,356,U1461,B,89,X,2,A,,,,
356-U1461B-89X-CC-A,0,26,573.84,574.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with forams",,,,356,U1461,B,89,X,CC,A,,,,
356-U1461B-89X-CC-A,26,37,574.1,574.21,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,89,X,CC,A,,,,
356-U1461B-90X-1-A,0,137,579.2,580.57,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,90,X,1,A,,,,
356-U1461B-90X-2-A,0,149,580.57,582.06,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,90,X,2,A,,,,
356-U1461B-90X-3-A,0,81,582.06,582.87,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,90,X,3,A,,,,
356-U1461B-90X-CC-A,0,10,582.87,582.97,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,90,X,CC,A,,,,
356-U1461B-91X-1-A,0,150,588.9,590.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,91,X,1,A,,,,
356-U1461B-91X-2-A,0,65,590.4,591.05,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,91,X,2,A,,,,
356-U1461B-91X-CC-A,0,33,591.05,591.38,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,91,X,CC,A,,,,
356-U1461B-91X-CC-A,33,43,591.38,591.48,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,91,X,CC,A,,,,
356-U1461B-92X-1-A,0,150,598.6,600.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,92,X,1,A,,,,
356-U1461B-92X-2-A,0,150,600.1,601.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,92,X,2,A,,,,
356-U1461B-92X-3-A,0,137,601.6,602.97,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,92,X,3,A,,,,
356-U1461B-92X-3-A,137,151,602.97,603.11,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,92,X,3,A,,,,
356-U1461B-92X-4-A,0,150,603.11,604.61,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,92,X,4,A,,,,
356-U1461B-92X-5-A,0,88,604.61,605.49,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, olive gray wackestone with forams",,,,356,U1461,B,92,X,5,A,,,,
356-U1461B-92X-CC-A,0,34,605.49,605.83,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone",,,,356,U1461,B,92,X,CC,A,,,,
356-U1461B-92X-CC-A,34,45,605.83,605.94,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,92,X,CC,A,,,,
356-U1461B-93X-1-A,0,150,608.3,609.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone",,,,356,U1461,B,93,X,1,A,,,,
356-U1461B-93X-2-A,0,60,609.8,610.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone",,,,356,U1461,B,93,X,2,A,,,,
356-U1461B-93X-2-A,60,150,610.4,611.3,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera, the grain size within the wackestone seems to increase to medium sand sized",,,,356,U1461,B,93,X,2,A,,,,
356-U1461B-93X-3-A,0,150,611.3,612.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera, the grain size within the wackestone seems to be medium sand sized",,,,356,U1461,B,93,X,3,A,,,,
356-U1461B-93X-4-A,0,150,612.8,614.3,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera, the grain size within the wackestone seems to be medium sand sized",,,,356,U1461,B,93,X,4,A,,,,
356-U1461B-93X-5-A,0,63,614.3,614.93,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera, the grain size within the wackestone seems to be medium sand sized",,,,356,U1461,B,93,X,5,A,,,,
356-U1461B-93X-CC-A,0,25,614.93,615.18,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera, the grain size within the wackestone seems to be medium sand sized",,,,356,U1461,B,93,X,CC,A,,,,
356-U1461B-94X-1-A,0,150,618,619.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,1,A,,,,
356-U1461B-94X-2-A,0,150,619.5,621,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,2,A,,,,
356-U1461B-94X-3-A,0,150,621,622.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,3,A,,,,
356-U1461B-94X-4-A,0,150,622.5,624,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,4,A,,,,
356-U1461B-94X-5-A,0,150,624,625.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,5,A,,,,
356-U1461B-94X-5-A,0,150,624,625.5,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,94,X,5,A,,,,
356-U1461B-94X-6-A,0,101,625.5,626.51,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,6,A,,,,
356-U1461B-94X-7-A,0,95,626.51,627.46,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (planktic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,7,A,,,,
356-U1461B-94X-CC-A,0,25,627.46,627.71,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (planktic),,,,slight [B06],2,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,94,X,CC,A,,,,
356-U1461B-94X-CC-A,25,37,627.71,627.83,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,94,X,CC,A,,,,
356-U1461B-95X-1-A,0,151,627.7,629.21,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,,,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,95,X,1,A,,,,
356-U1461B-95X-2-A,0,101,629.21,630.22,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,95,X,2,A,,,,
356-U1461B-95X-3-A,0,72,630.22,630.94,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,95,X,3,A,,,,
356-U1461B-95X-4-A,0,67,630.94,631.61,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,foraminifera (planktic),,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,95,X,4,A,,,,
356-U1461B-95X-CC-A,0,10,631.63,631.73,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,,,,,moderate [B06],3,,,"Lithified, light greenish gray wackestone with foraminifera",,,,356,U1461,B,95,X,CC,A,,,,
356-U1461B-95X-CC-A,10,19,631.73,631.82,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,B,95,X,CC,A,,,,
356-U1461B-96X-1-A,0,147,637.4,638.87,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,,light grayish green,foraminifera (small benthic),,,,moderate [B06],3,,,lithified wackestone. Mottled indicating bioturbation. Occassional fossils throughout.,,,,356,U1461,B,96,X,1,A,,,,
356-U1461B-96X-1-A,0,147,637.4,638.87,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,96,X,1,A,,,,
356-U1461B-96X-1-A,0,147,637.4,638.87,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,96,X,1,A,,,,
356-U1461B-96X-1-A,0,147,637.4,638.87,,,,,,,,,trace fossil,,,,,,,,,,,,356,U1461,B,96,X,1,A,,,,
356-U1461B-96X-2-A,0,150,638.9,640.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,lithified wackestone. Mottled indicating bioturbation. Occassional fossils throughout.,,,,356,U1461,B,96,X,2,A,,,,
356-U1461B-96X-2-A,0,150,638.9,640.4,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,96,X,2,A,,,,
356-U1461B-96X-2-A,0,150,638.9,640.4,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,96,X,2,A,,,,
356-U1461B-96X-2-A,0,150,638.9,640.4,,,,,,,,,trace fossil,,,,,,,,,,,,356,U1461,B,96,X,2,A,,,,
356-U1461B-96X-3-A,0,124,640.4,641.64,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,lithified wackestone. Mottled indicating bioturbation. Occassional fossils throughout.,,,,356,U1461,B,96,X,3,A,,,,
356-U1461B-96X-3-A,0,124,640.4,641.64,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,96,X,3,A,,,,
356-U1461B-96X-3-A,0,124,640.4,641.64,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,B,96,X,3,A,,,,
356-U1461B-96X-3-A,0,124,640.4,641.64,,,,,,,,,trace fossil,,,,,,,,,,,,356,U1461,B,96,X,3,A,,,,
356-U1461B-96X-3-A,124,140,641.64,641.8,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,96,X,3,A,,,,
356-U1461B-96X-4-A,0,150,641.8,643.3,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,,light grayish green,foraminifera (planktic),,,,moderate [B06],3,,,,,,,356,U1461,B,96,X,4,A,,,,
356-U1461B-96X-4-A,0,150,641.8,643.3,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1461,B,96,X,4,A,,,,
356-U1461B-96X-5-A,0,150,643.3,644.8,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,lithified wackestone. Increased fossil content over previous sections in this core. Also rare possible peloid (e.g. orange-brown grain between 37 and 38 cm). look on the core ends for bivalve molds,,,,356,U1461,B,96,X,5,A,,,,
356-U1461B-96X-5-A,0,150,643.3,644.8,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,96,X,5,A,,,,
356-U1461B-96X-5-A,0,150,643.3,644.8,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,96,X,5,A,,,,
356-U1461B-96X-6-A,0,71,644.8,645.51,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,lithified wackestone. Look on the ends of the cores for bivalve molds,,,,356,U1461,B,96,X,6,A,,,,
356-U1461B-96X-6-A,0,71,644.8,645.51,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,96,X,6,A,,,,
356-U1461B-96X-6-A,0,71,644.8,645.51,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,96,X,6,A,,,,
356-U1461B-97X-1-A,0,146,647.1,648.56,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified grayish green wackestone with rare glauconite forams, bivalves and slightly bioturbated",,,,356,U1461,B,97,X,1,A,,,,
356-U1461B-97X-1-A,0,146,647.1,648.56,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,97,X,1,A,,,,
356-U1461B-97X-2-A,0,143,648.56,649.99,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,,,,,slight [B06],2,,,"Lithified, grayish green wackestone with small benthic foram, gastropod fragments s and slight bioturbation",,,,356,U1461,B,97,X,2,A,,,,
356-U1461B-97X-3-A,0,150,649.99,651.49,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark grayish green,,,,,slight [B06],2,,,"Lithified, dark grayish green wackestone with slight bioturbation and small enthic forams",,,,356,U1461,B,97,X,3,A,,,,
356-U1461B-97X-4-A,0,150,651.49,652.99,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,,dark grayish green,,,,,slight [B06],2,,,"Lithified, dark grayish green, wackestone, rare benthic forams and slight bioturbation",,,,356,U1461,B,97,X,4,A,,,,
356-U1461B-97X-5-A,0,121,652.99,654.2,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbations and rare benthic forams",,,,356,U1461,B,97,X,5,A,,,,
356-U1461B-97X-6-A,0,129,654.2,655.49,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithifies, olive gray wackestone with rare glauconite and small benthic forams concentrated in infilled seams and cavities",,,,356,U1461,B,97,X,6,A,,,,
356-U1461B-97X-7-A,0,78,655.49,656.27,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbations and rare small benthic forams",,,,356,U1461,B,97,X,7,A,,,,
356-U1461B-97X-CC-A,0,32,656.27,656.59,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbations",,,,356,U1461,B,97,X,CC,A,,,,
356-U1461B-97X-CC-A,32,42,656.59,656.69,,,,,,,,,,,,,,,,,To PAL,,,,356,U1461,B,97,X,CC,A,,,,
356-U1461B-98X-1-A,0,139,656.8,658.19,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation with a few small benthic forams and sparse glauconite",,,,356,U1461,B,98,X,1,A,,,,
356-U1461B-98X-2-A,0,150,658.19,659.69,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation. The olive gray more indurated intervals are interbedded with thinner, dark olive gray, bands with mud grains size particles",,,,356,U1461,B,98,X,2,A,,,,
356-U1461B-98X-3-A,0,102,659.69,660.71,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone interbedded with thin beds (1 cm) of dark greenish gray wackestone with mud size grain size grains. Rare small forams and slight bioturbation",,,,356,U1461,B,98,X,3,A,,,,
356-U1461B-98X-4-A,0,68,660.71,661.39,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone (very rare small benthic forams)",,,,356,U1461,B,98,X,4,A,,,,
356-U1461B-98X-CC-A,0,25,661.39,661.64,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone",,,,356,U1461,B,98,X,CC,A,,,,
356-U1461B-98X-CC-A,25,35,661.64,661.74,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,98,X,CC,A,,,,
356-U1461B-100X-1-A,0,151,669.1,670.61,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with scattered small benthic forams",,,,356,U1461,B,100,X,1,A,,,,
356-U1461B-100X-2-A,0,104,670.61,671.65,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with rare small benthic foraminifers concentrated in infill regions and fragments of mollusks (pectin)",,,,356,U1461,B,100,X,2,A,,,,
356-U1461B-100X-3-A,0,134,671.65,672.99,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation and small benthic forams and bivalves",,,,356,U1461,B,100,X,3,A,,,,
356-U1461B-100X-4-A,0,94,672.99,673.93,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wacketone with slight bioturbation and small benthic forams and mollusk fragments",,,,356,U1461,B,100,X,4,A,,,,
