Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-28R-1-A,36,39,1393.16,1393.19,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),wavy,sharp,wavy sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,Alternation of lamina of silt and clay. Laminae appear to represent many events and not single beds within specified intervals.,cross-lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,1,A,
362-U1481A-28R-1-A,39,89,1393.19,1393.69,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,1,A,
362-U1481A-28R-1-A,89,96,1393.69,1393.76,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),,,,,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,Alternation of lamina of silt and clay. Laminae appear to represent many events and not single beds within specified intervals.,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,1,A,
362-U1481A-28R-2-A,0,35,1393.76,1394.11,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,thick bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay. Dark brown silty clay lamina contains glasses and pyrite at 35 cm.,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,2,A,
362-U1481A-28R-2-A,35,35.5,1394.11,1394.115,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,2,A,
362-U1481A-28R-2-A,35.5,63,1394.115,1394.39,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),planar,gradational,planar gradational,horizontal,thick bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay. Dark brown silty clay lamina contains glasses and pyrite at 35 cm.,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,2,A,
362-U1481A-28R-2-A,63,65.5,1394.39,1394.415,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],Alternation of lamina of silt and clay. Laminae appear to represent many events and not single beds within specified intervals.,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,2,A,
362-U1481A-28R-2-A,65.5,87,1394.415,1394.63,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/N (black),,,,,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay.,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,2,A,
362-U1481A-28R-3-A,0,111,1394.63,1395.74,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay.,planar lamination,moderate [DB91],4,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,3,A,
362-U1481A-28R-4-A,0,117,1395.98,1397.15,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,sharp,planar sharp,horizontal,very thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt. Silt lamina at 55 cm,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,4,A,
362-U1481A-28R-4-A,117,117.5,1397.15,1397.155,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,4,A,
362-U1481A-28R-4-A,117.5,150,1397.155,1397.48,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,4,A,
362-U1481A-28R-5-A,0,17,1397.48,1397.65,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,sharp,planar sharp,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,17,21,1397.65,1397.69,IIIA,calcareous [Leg339],claystone [S54],,calcareous claystone,calcareous claystone,claystone,,GLEY 1 6/N (gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],re-crystallized calcareous nannofossils in the silty clay.,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,21,21.5,1397.69,1397.695,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,21.5,22,1397.695,1397.7,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,22,68.5,1397.7,1398.165,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,sharp,planar sharp,horizontal,thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,68.5,69,1398.165,1398.17,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,69,85,1398.17,1398.33,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,85,86,1398.33,1398.34,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thick lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-5-A,86,137,1398.34,1398.85,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,5,A,
362-U1481A-28R-6-A,0,7,1398.85,1398.92,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,gradational,planar gradational,horizontal,thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,7,8,1398.92,1398.93,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thick lamina [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,8,84,1398.93,1399.69,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,gradational,planar gradational,horizontal,thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,84,86,1399.69,1399.71,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],Alternation of lamina of silt and clay. Laminae appear to represent many events and not single beds within specified intervals.,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,86,127.5,1399.71,1400.125,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),planar,gradational,planar gradational,horizontal,thick bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,127.5,130,1400.125,1400.15,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-6-A,130,152,1400.15,1400.37,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,6,A,
362-U1481A-28R-7-A,0,15,1400.37,1400.52,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,inclined,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,slight [DB91],3,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,7,A,
362-U1481A-28R-7-A,15,140,1400.52,1401.77,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,7,A,
362-U1481A-28R-8-A,0,86,1401.77,1402.63,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt. Pyrite concretion at 45.5 cm.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,pyrite framboid,,,,,,,,,,,362,U1481,A,28,R,8,A,
362-U1481A-28R-CC-A,0,24,1402.63,1402.87,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/10GY (greenish black),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,Mottled dark greenish gray and dark gray clay with silt.,planar lamination,moderate [DB91],4,Nereites,Zoophycos,,,,,,,,,,,,,,362,U1481,A,28,R,CC,A,
362-U1481A-29R-1-A,0,108,1402.5,1403.58,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 4/5G (dark greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Nereites,Planolites,,,,,,,,,,,,,,362,U1481,A,29,R,1,A,
362-U1481A-29R-1-A,108,109,1403.58,1403.59,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and silt.,planar lamination,absent [DB91],1,,,,,,foraminifer,r [A85],,,,,,,,,362,U1481,A,29,R,1,A,
362-U1481A-29R-1-A,109,125,1403.59,1403.75,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 4/5G (dark greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Nereites,Planolites,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,1,A,
362-U1481A-29R-2-A,0,67,1403.75,1404.42,IIIA,,clay [S54],,clay,clay,clay,,GLEY 1 4/5G (dark greenish gray),planar,sharp,planar sharp,horizontal,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Nereites,Planolites,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,2,A,
362-U1481A-29R-2-A,67,70,1404.42,1404.45,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 6/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,2,A,
362-U1481A-29R-2-A,70,104,1404.45,1404.79,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and silt.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,2,A,
362-U1481A-29R-3-A,0,48,1405.03,1405.51,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and silt.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,48,50,1405.51,1405.53,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/5GY (greenish gray),wavy,gradational,wavy gradational,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,,,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,50,73,1405.53,1405.76,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,73,73.5,1405.76,1405.765,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 6/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,73.5,100,1405.765,1406.03,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,100,100.5,1406.03,1406.035,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 6/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-3-A,100.5,115,1406.035,1406.18,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,3,A,
362-U1481A-29R-4-A,0,50,1406.18,1406.68,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,50,51,1406.68,1406.69,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/5GY (greenish gray),wavy,gradational,wavy gradational,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,,,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,51,83,1406.69,1407.01,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,83,84,1407.01,1407.02,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 6/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],,,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,84,121,1407.02,1407.39,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,121,122,1407.39,1407.4,IIIA,tuffaceous,silty clay [S54],,tuffaceous silty clay,tuffaceous silty clay,silty clay,,GLEY 1 6/5GY (greenish gray),wavy,gradational,wavy gradational,sub-horizontal,very thin bed [B01],lithified [B84],silt [W22_1],2,non-graded,,,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-4-A,122,138,1407.4,1407.56,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.,planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,4,A,
362-U1481A-29R-5-A,0,22,1407.56,1407.78,IIIA,,clay [S54],,clay,clay,clay,,10YR 4/1 (dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,agglutinated forams distributed through bed,structureless,slight [DB91],3,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-5-A,22,24,1407.78,1407.8,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"""alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-5-A,24,45,1407.8,1408.01,IIIA,,clay [S54],,clay,clay,clay,,10YR 4/1 (dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,agglutinated forams distributed through bed,structureless,slight [DB91],3,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-5-A,45,78,1408.01,1408.34,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"""alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.",planar lamination,heavy [DB91],4,Nereites,,,,,,,,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-5-A,78,92,1408.34,1408.48,IIIA,,clay [S54],,clay,clay,clay,,10YR 4/1 (dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],lithified [B84],clay [W22_1],1,non-graded,well [2014],,,agglutinated forams distributed through bed,structureless,slight [DB91],3,Nereites,,,,,foraminifer,R [A85],,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-5-A,92,138,1408.48,1408.94,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"""alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.",planar lamination,heavy [DB91],4,Nereites,,,,,,,,,,,,,,,362,U1481,A,29,R,5,A,
362-U1481A-29R-6-A,0,140,1408.95,1410.35,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"""alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1481,A,29,R,6,A,
362-U1481A-29R-7-A,0,100,1410.37,1411.37,IIIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/5G (dark greenish gray),planar,gradational,planar gradational,sub-horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"""alternating dark greenish gray and greenish gray parallel laminated clayey silt and clay.",planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,Tr [A85],,,,,,,,,362,U1481,A,29,R,7,A,
362-U1481A-30R-1-A,0,13,1412.3,1412.43,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
