Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,Maj Lith. Abundance (%),MAJ Lith. Ave. gran size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405C-15H-6-A,342,U1405,C,15,15-6,H,6,A,0,29,137.7,137.99,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-6-A,342,U1405,C,15,15-6,H,6,A,29,80,137.99,138.5,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-6-A,342,U1405,C,15,15-6,H,6,A,80,124,138.5,138.94,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-15H-CC-A,342,U1405,C,15,15-CC,H,CC,A,0,10,138.94,139.12,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-1-A,342,U1405,C,16,16-1,H,1,A,0,150,139.7,141.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-2-A,342,U1405,C,16,16-2,H,2,A,0,150,141.2,142.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-3-A,342,U1405,C,16,16-3,H,3,A,0,140,142.7,144.1,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-3-A,342,U1405,C,16,16-3,H,3,A,140,150,144.1,144.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-4-A,342,U1405,C,16,16-4,H,4,A,0,34,144.2,144.54,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-4-A,342,U1405,C,16,16-4,H,4,A,34,87,144.54,145.07,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-4-A,342,U1405,C,16,16-4,H,4,A,87,150,145.07,145.7,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-5-A,342,U1405,C,16,16-5,H,5,A,0,150,145.7,147.2,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-16H-6-A,342,U1405,C,16,16-6,H,6,A,0,132,147.2,148.57,,clay [Leg339],with biosilica [Leg339],clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-1-A,342,U1405,C,17,17-1,H,1,A,0,150,149.2,150.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-2-A,342,U1405,C,17,17-2,H,2,A,0,150,150.7,152.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-3-A,342,U1405,C,17,17-3,H,3,A,0,81,152.2,153.01,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-3-A,342,U1405,C,17,17-3,H,3,A,81,93,153.01,153.13,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-3-A,342,U1405,C,17,17-3,H,3,A,93,150,153.13,153.7,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-4-A,342,U1405,C,17,17-4,H,4,A,0,150,153.7,155.2,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-5-A,342,U1405,C,17,17-5,H,5,A,0,53,155.2,156.19,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-5-A,342,U1405,C,17,17-5,H,5,A,77,99,155.2,156.19,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-6-A,342,U1405,C,17,17-6,H,6,A,0,121,156.19,157.4,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-7-A,342,U1405,C,17,17-7,H,7,A,0,56,157.4,157.96,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-17H-CC-A,342,U1405,C,17,17-CC,H,CC,A,,,157.96,158.01,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405C-18H-1-A,342,U1405,C,18,18-1,H,1,A,0,45,158.7,159.15,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-18H-2-A,342,U1405,C,18,18-2,H,2,A,0,150,159.15,160.65,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-18H-3-A,342,U1405,C,18,18-3,H,3,A,0,110,160.65,161.75,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405C-18H-3-A,342,U1405,C,18,18-3,H,3,A,110,150,161.75,162.15,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405C-18H-4-A,342,U1405,C,18,18-4,H,4,A,0,68,162.15,162.83,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405C-18H-4-A,342,U1405,C,18,18-4,H,4,A,68,138,162.83,163.53,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-18H-4-A,342,U1405,C,18,18-4,H,4,A,138,150,163.53,163.65,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-18H-5-A,342,U1405,C,18,18-5,H,5,A,0,76,163.65,164.41,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,significantly disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-18H-CC-A,342,U1405,C,18,18-CC,H,CC,A,0,24,164.41,164.75,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405C-19H-1-A,342,U1405,C,19,19-1,H,1,A,0,139,168.2,169.59,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405C-19H-2-A,342,U1405,C,19,19-2,H,2,A,0,40,169.59,169.99,clayey [Leg339],nannofossil ooze [Leg339],with biosilica [Leg339],clayey  nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405C-19H-2-A,342,U1405,C,19,19-2,H,2,A,40,81,169.99,170.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-19H-3-A,342,U1405,C,19,19-3,H,3,A,0,150,170.4,171.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-19H-4-A,342,U1405,C,19,19-4,H,4,A,0,150,171.9,173.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,significantly disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-19H-5-A,342,U1405,C,19,19-5,H,5,A,0,128,173.4,174.68,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,significantly disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-19H-CC-A,342,U1405,C,19,19-CC,H,CC,A,0,51,174.68,175.24,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-20H-1-A,342,U1405,C,20,20-1,H,1,A,0,108,175.2,176.28,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-1-A,342,U1405,C,20,20-1,H,1,A,108,150,176.28,176.7,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-2-A,342,U1405,C,20,20-2,H,2,A,0,151,176.7,178.21,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-3-A,342,U1405,C,20,20-3,H,3,A,0,53,178.21,178.74,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-3-A,342,U1405,C,20,20-3,H,3,A,53,70,178.74,178.91,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-3-A,342,U1405,C,20,20-3,H,3,A,70,151,178.91,179.72,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,0,30,179.72,180.02,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,30,58,180.02,180.3,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,58,67,180.3,180.39,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,braarudasphaera nannos present,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,67,76,180.39,180.48,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,76,89,180.48,180.61,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,braarudasphaera nannos present,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405C-20H-4-A,342,U1405,C,20,20-4,H,4,A,89,152,180.61,181.24,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405C-20H-5-A,342,U1405,C,20,20-5,H,5,A,0,152,181.24,182.76,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-20H-6-A,342,U1405,C,20,20-6,H,6,A,0,150,182.76,184.26,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-20H-7-A,342,U1405,C,20,20-7,H,7,A,0,62,184.26,184.88,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-20H-CC-A,342,U1405,C,20,20-CC,H,CC,A,0,26,184.88,185.19,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-21H-1-A,342,U1405,C,21,21-1,H,1,A,0,150,184.7,186.2,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-2-A,342,U1405,C,21,21-2,H,2,A,0,151,186.2,187.71,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-3-A,342,U1405,C,21,21-3,H,3,A,0,152,187.71,189.23,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-4-A,342,U1405,C,21,21-4,H,4,A,0,130,189.23,190.53,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-4-A,342,U1405,C,21,21-4,H,4,A,130,151,190.53,190.74,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-5-A,342,U1405,C,21,21-5,H,5,A,0,75,190.74,191.49,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-5-A,342,U1405,C,21,21-5,H,5,A,75,151,191.49,192.25,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405C-21H-6-A,342,U1405,C,21,21-6,H,6,A,0,150,192.25,193.75,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405C-21H-7-A,342,U1405,C,21,21-7,H,7,A,0,65,193.75,194.4,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405C-21H-CC-A,342,U1405,C,21,21-CC,H,CC,A,0,24,194.4,194.69,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405C-22H-1-A,342,U1405,C,22,22-1,H,1,A,0,150,194.2,195.7,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-22H-2-A,342,U1405,C,22,22-2,H,2,A,0,150,195.7,197.2,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-22H-3-A,342,U1405,C,22,22-3,H,3,A,0,150,197.2,198.7,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405C-22H-4-A,342,U1405,C,22,22-4,H,4,A,0,150,198.7,200.2,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-22H-5-A,342,U1405,C,22,22-5,H,5,A,0,150,200.2,201.7,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-22H-6-A,342,U1405,C,22,22-6,H,6,A,0,140,201.7,203.1,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-22H-7-A,342,U1405,C,22,22-7,H,7,A,0,55,203.1,203.7,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-1-A,342,U1405,C,23,23-1,H,1,A,0,150,203.7,205.2,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-2-A,342,U1405,C,23,23-2,H,2,A,0,150,205.2,206.7,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-3-A,342,U1405,C,23,23-3,H,3,A,0,150,206.7,208.2,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-4-A,342,U1405,C,23,23-4,H,4,A,0,151,208.2,209.71,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-5-A,342,U1405,C,23,23-5,H,5,A,0,151,209.71,211.22,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405C-23H-6-A,342,U1405,C,23,23-6,H,6,A,0,42,211.22,211.64,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
