Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
368-U1505C-21H-2-A,140,150,191.6,191.7,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 7/1 (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,2,A,
368-U1505C-21H-3-A,0,28,191.7,191.98,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-3-A,28,52,191.98,192.22,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 7/1 (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-3-A,52,107,192.22,192.77,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-3-A,107,130,192.77,193.0,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-3-A,130,147,193.0,193.17,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-3-A,147,151,193.17,193.21,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,3,A,
368-U1505C-21H-4-A,0,32,193.21,193.53,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,4,A,
368-U1505C-21H-4-A,32,56,193.53,193.77,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,4,A,
368-U1505C-21H-4-A,56,89,193.77,194.1,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,4,A,
368-U1505C-21H-4-A,89,109,194.1,194.3,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,4,A,
368-U1505C-21H-4-A,109,140,194.3,194.61,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,4,A,
368-U1505C-21H-5-A,0,11,194.71,194.82,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,5,A,
368-U1505C-21H-5-A,11,41,194.82,195.12,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,5,A,
368-U1505C-21H-5-A,41,108,195.12,195.79,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,Multiple thin fining upward structures.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,5,A,
368-U1505C-21H-6-A,0,25,195.79,196.04,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,6,A,
368-U1505C-21H-6-A,25,52,196.04,196.31,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,"Drilling disturbance, basal flow-in.",,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,6,A,
368-U1505C-21H-CC-A,0,17,196.31,196.48,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,"Drilling disturbance, basal flow-in.",,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,21,H,CC,A,
368-U1505C-22H-1-A,0,17,196.7,196.87,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Drilling disturbance,irregular,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,1,A,
368-U1505C-22H-1-A,17,51,196.87,197.21,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,inclined,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,1,A,
368-U1505C-22H-1-A,51,55,197.21,197.25,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 6/10GY (greenish gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,Black fine sand patches,planar,curved,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,1,A,
368-U1505C-22H-1-A,55,86,197.25,197.56,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,1,A,
368-U1505C-22H-2-A,0,70,197.56,198.26,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,2,A,
368-U1505C-22H-3-A,0,140,198.36,199.76,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,3,A,
368-U1505C-22H-CC-A,0,25,199.76,200.01,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,22,H,CC,A,
368-U1505C-23H-1-A,0,149,203.1,204.59,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,23,H,1,A,
368-U1505C-23H-2-A,0,141,204.59,206.0,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,23,H,2,A,
368-U1505C-23H-3-A,0,53,206.1,206.63,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,23,H,3,A,
368-U1505C-23H-CC-A,0,36,206.63,206.99,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,23,H,CC,A,
368-U1505C-24F-1-A,0,150,207.1,208.6,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common. Vertical burrow from 81-90 cm.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,1,A,
368-U1505C-24F-2-A,0,25,208.6,208.85,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common. Vertical burrow from 19-28 cm.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,2,A,
368-U1505C-24F-2-A,25,38,208.85,208.98,,calcareous ooze [Leg339],with silt [2014],calcareous ooze,calcareous ooze with silt,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,gradational,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,2,A,
368-U1505C-24F-2-A,38,141,208.98,210.01,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,2,A,
368-U1505C-24F-3-A,0,16,210.1,210.26,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,3,A,
368-U1505C-24F-3-A,16,124,210.26,211.34,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,3,A,
368-U1505C-24F-4-A,0,50,211.34,211.84,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,4,A,
368-U1505C-24F-CC-A,0,28,211.84,212.12,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common. Basal flow-in.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,24,F,CC,A,
368-U1505C-25F-1-A,0,49,211.8,212.29,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,1,A,
368-U1505C-25F-1-A,49,59,212.29,212.39,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,gradational,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,1,A,
368-U1505C-25F-1-A,59,61,212.39,212.41,nannofossil rich,sandy silt [Leg339],,nannofossil rich sandy silt,nannofossil rich sandy silt,,10YR 6/1 (gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,planar,curved,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,1,A,
368-U1505C-25F-1-A,61,148,212.41,213.28,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,complete [DB86],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,1,A,
368-U1505C-25F-2-A,0,19,213.28,213.47,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,19,38,213.47,213.66,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,planar,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,38,92,213.66,214.2,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,92,108,214.2,214.36,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,108,127,214.36,214.55,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,127,136,214.55,214.64,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-2-A,136,151,214.64,214.79,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,2,A,
368-U1505C-25F-3-A,0,15,214.79,214.94,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,3,A,
368-U1505C-25F-3-A,15,64,214.94,215.43,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Gray patch with sandy silt at 36-37 cm.,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,3,A,
368-U1505C-25F-3-A,64,110,215.43,215.89,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,3,A,
368-U1505C-25F-3-A,110,125,215.89,216.04,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,3,A,
368-U1505C-25F-4-A,0,5,216.04,216.09,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,4,A,
368-U1505C-25F-4-A,5,20,216.09,216.24,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Light green reduction spots are common.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,4,A,
368-U1505C-25F-4-A,20,51,216.24,216.55,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 5/3 (brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,Basal flow-in.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,4,A,
368-U1505C-25F-CC-A,0,31,216.55,216.86,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,Basal flow-in.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,25,F,CC,A,
368-U1505C-26F-1-A,0,33,216.5,216.83,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,26,F,1,A,
