Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-37X-1-A,0.0,12.0,339.4,339.52,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,37,X,1,A
371-U1507A-37X-1-A,12.0,16.0,339.52,339.56,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,slight [B06],2,,,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,37,X,1,A
371-U1507A-37X-1-A,16.0,20.0,339.56,339.6,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,37,X,1,A
371-U1507A-37X-1-A,20.0,150.0,339.6,340.9,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),,,,,,,,,,,,Common mm-scale wispy laminations of darker green clayey material. . slump structures at 85cm,sharp boundary or contact,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,37,X,1,A
371-U1507A-37X-2-A,0.0,77.0,340.9,341.67,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),,,,,,,,,,,,,,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-2-A,77.0,93.0,341.67,341.83,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),massive [BJ84],ripple,,,medium bed [B01],fine sand [W22_2],4,,,,1,,sharp boundary or contact,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-2-A,93.0,105.0,341.83,341.95,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),bed,parallel lamination,,,medium bed [B01],granule [W22_2],8,,,,,rip up clast present at the base of the interval. presence of volcanic clast,,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-2-A,105.0,116.0,341.95,342.06,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,,,mm-scale lamination at the base and cm-scale clast,sharp boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-2-A,116.0,122.0,342.06,342.12,,,,,nannofossil-rich [2014b],clay [USGS],,nannofossil-rich clay,,,GLEY 2 7/5B (light bluish gray),,,,,,,,,,sparse [B06],1,Common mm-scale laminations of darker green clayey material. . slump structures at 125cm,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-2-A,122.0,134.0,342.12,342.24,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),,,,,,,,,,sparse [B06],1,Common mm-scale laminations of darker green clayey material. . slump structures at 125cm,,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,37,X,2,A
371-U1507A-37X-3-A,0.0,30.0,342.4,342.7,,,,,,foraminiferal chalk [Leg339],with clay [2014],foraminiferal chalk with clay,,,GLEY 1 8/N (white gray),,,,,,,,,,,,Common mm-scale laminations of darker green clayey material. . slump structures at 21 and 27cm,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with clay,,,,371,U1507,A,37,X,3,A
371-U1507A-37X-3-A,30.0,110.0,342.7,343.5,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,37,X,3,A
371-U1507A-37X-3-A,110.0,117.0,343.5,343.57,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),,,,,,,,,,sparse [B06],1,Common mm-scale laminations of darker green clayey material. . slump structures at 125cm,,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,37,X,3,A
371-U1507A-37X-CC-A,0.0,23.0,343.57,343.8,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,,,,,sparse [B06],1,Common mm-scale laminations of darker green clayey material. . slump structures at 125cm,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,37,X,CC,A
371-U1507A-38X-1-A,0.0,12.0,349.0,349.12,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,probably from drilling disturbance,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,38,X,1,A
371-U1507A-38X-1-A,12.0,150.0,349.12,350.5,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,,,,,slight [B06],2,bioturbations and burrow marked with a GLEY 1 8/10Y light greenish color,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,1,A
371-U1507A-38X-2-A,0.0,144.0,350.5,351.94,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,moderate [B06],3,Common mm-scale 2.5Y 7/1 (light gray) laminations with micro-fault,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,2,A
371-U1507A-38X-2-A,144.0,150.0,351.94,352.0,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,common planolites and zoophycos bioturbations,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,2,A
371-U1507A-38X-3-A,0.0,7.0,352.0,352.07,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,7.0,24.0,352.07,352.24,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,moderate [B06],3,common planolites and zoophycos bioturbations,gradational boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,24.0,26.0,352.24,352.26,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,moderate [B06],3,,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,26.0,31.0,352.26,352.31,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,complete [AI355],5,"Planolites, nereites bioturbations",sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,31.0,40.0,352.31,352.4,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,gradational boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,40.0,46.0,352.4,352.46,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,complete [AI355],5,"Planolites, nereites, zoophycos bioturbations",sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,46.0,73.0,352.46,352.73,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,gradational boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,73.0,80.0,352.73,352.8,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,complete [AI355],5,"Planolites, nereites, zoophycos bioturbations",gradational boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,80.0,92.0,352.8,352.92,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,gradational boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,92.0,102.0,352.92,353.02,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,sparse [B06],1,common planolites and zoophycos bioturbations,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,102.0,111.0,353.02,353.11,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,gradational boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,111.0,116.0,353.11,353.16,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,complete [AI355],5,"Planolites, nereites, zoophycos bioturbations",sharp boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,116.0,124.0,353.16,353.24,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,sparse [B06],1,common planolites and zoophycos bioturbations,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,124.0,129.0,353.24,353.29,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,129.0,138.0,353.29,353.38,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],granule [W22_2],8,,,absent,0,rip up clast present at the base of the interval. presence of volcanic clast,,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-3-A,138.0,150.0,353.38,353.5,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,sparse [B06],1,,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,3,A
371-U1507A-38X-4-A,0.0,8.0,353.5,353.58,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,sparse [B06],1,,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,8.0,40.0,353.58,353.9,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,40.0,51.0,353.9,354.01,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 9/2 (very pale yellow),,,,,,,,,,sparse [B06],1,,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,51.0,69.0,354.01,354.19,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,69.0,122.0,354.19,354.72,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,mm to cm-scale GLEY 1 8/10Y (light greenish gray) layer at ~100cm with bioturbation (Zoophycos),sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,122.0,128.0,354.72,354.78,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,128.0,131.0,354.78,354.81,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,131.0,134.0,354.81,354.84,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-4-A,134.0,150.0,354.84,355.0,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,4,A
371-U1507A-38X-5-A,0.0,39.0,355.0,355.39,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,5,A
371-U1507A-38X-5-A,39.0,47.0,355.39,355.47,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,5,A
371-U1507A-38X-5-A,47.0,83.0,355.47,355.83,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,5,A
371-U1507A-38X-5-A,83.0,92.0,355.83,355.92,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,5,A
371-U1507A-38X-6-A,0.0,7.0,356.07,356.14,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,6,A
371-U1507A-38X-6-A,7.0,13.0,356.14,356.2,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,6,A
371-U1507A-38X-6-A,13.0,21.0,356.2,356.28,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,6,A
371-U1507A-38X-6-A,21.0,29.0,356.28,356.36,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,6,A
371-U1507A-38X-6-A,29.0,58.0,356.36,356.65,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,6,A
371-U1507A-38X-CC-A,0.0,23.0,356.65,356.88,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,38,X,CC,A
371-U1507A-38X-CC-A,23.0,34.0,356.88,356.99,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1507,A,38,X,CC,A
371-U1507A-39X-1-A,0.0,32.0,358.6,358.92,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-1-A,32.0,36.0,358.92,358.96,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-1-A,36.0,83.0,358.96,359.43,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-1-A,83.0,94.0,359.43,359.54,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,gradational boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-1-A,94.0,141.0,359.54,360.01,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-1-A,141.0,150.0,360.01,360.1,,,,,,foraminiferal chalk [Leg339],,foraminiferal chalk,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,inclusions of laminated nannofossil chalk showing soft-sediment deformation (folding),,,,,,,,,,foraminiferal chalk,foraminiferal chalk,,,,371,U1507,A,39,X,1,A
371-U1507A-39X-2-A,0.0,17.0,360.1,360.27,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,2,A
371-U1507A-39X-2-A,17.0,30.0,360.27,360.4,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,inclusions of laminated nannofossil chalk showing soft-sediment deformation (folding),,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,39,X,2,A
371-U1507A-39X-2-A,30.0,150.0,360.4,361.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,2,A
371-U1507A-39X-3-A,0.0,5.0,361.6,361.65,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,5.0,36.0,361.65,361.96,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,36.0,74.0,361.96,362.34,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,74.0,85.0,362.34,362.45,,,,,,foraminiferal chalk [Leg339],with clay [2014],foraminiferal chalk with clay,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with clay,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,85.0,137.0,362.45,362.97,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,137.0,141.0,362.97,363.01,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-3-A,141.0,150.0,363.01,363.1,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,3,A
371-U1507A-39X-4-A,0.0,16.0,363.1,363.26,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,4,A
371-U1507A-39X-4-A,16.0,31.0,363.26,363.41,,,,,,foraminiferal limestone,,foraminiferal limestone,,,7.5YR 8/2 (pinkish white),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone,,,,371,U1507,A,39,X,4,A
371-U1507A-39X-4-A,31.0,40.0,363.41,363.5,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,4,A
371-U1507A-39X-4-A,40.0,52.0,363.5,363.62,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 8/10Y (light greenish gray),,,,,,,,,,heavy [DB91],4,common planolites and zoophycos bioturbations,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,39,X,4,A
371-U1507A-39X-4-A,52.0,82.0,363.62,363.92,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,2.5Y 8/2 (pale yellow),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1507,A,39,X,4,A
371-U1507A-39X-4-A,82.0,87.0,363.92,363.97,,,,,,foraminiferal limestone,,foraminiferal limestone,,,7.5YR 8/2 (pinkish white),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone,,,,371,U1507,A,39,X,4,A
