Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466B-29R-1-A,0,11,542.1,542.21,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Planolites,sharp,horizontal,Well-sorted.,,,,359,U1466,B,29,R,1,A
359-U1466B-29R-1-A,11,13,542.21,542.23,,chert,,chert,lithified,5,GLEY 2 6/5PB (bluish gray),,,,,,,,,,,,chert nodule,,,,,,sharp,horizontal,,,,,359,U1466,B,29,R,1,A
359-U1466B-29R-1-A,13,54,542.23,542.64,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Well-sorted. Other ichnofossils: Phycosiphon (F), Thalassinoides (A).",,,,359,U1466,B,29,R,1,A
359-U1466B-30R-1-A,0,16,547.1,547.26,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,glauconite nodules,,,complete,6,Thalassinoides,gradational,horizontal,"Well-sorted. Glauconite (013-017 cm). Other ichnofossils: Palaeophycus, Chondrites.",,,,359,U1466,B,30,R,1,A
359-U1466B-30R-1-A,16,26,547.26,547.36,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,moderate,3,Thalassinoides,gradational,horizontal,Well-sorted.,,,,359,U1466,B,30,R,1,A
359-U1466B-30R-1-A,26,88,547.36,547.98,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,organic material,,,glauconite nodules,As green streaks.,,complete,6,Thalassinoides,gradational,horizontal,"Well-sorted. Glauconite (078-082 cm), Organic matter streak at 071 cm. Other ichnofossils: Planolites (C), Chondrites (C).",,,,359,U1466,B,30,R,1,A
359-U1466B-30R-1-A,88,95,547.98,548.05,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,5y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,Well-sorted.,,,,359,U1466,B,30,R,1,A
359-U1466B-30R-1-A,95,109,548.05,548.19,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,5y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,moderate,3,Thalassinoides,,,"Well-sorted. Other ichnofossils: Planolites (C), Chondrites (C).",,,,359,U1466,B,30,R,1,A
359-U1466B-31R-1-A,0,18,556.8,556.98,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted.,,,,359,U1466,B,31,R,1,A
359-U1466B-31R-1-A,18,20,556.98,557.0,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,organic material,,,,,,moderate,3,Planolites,gradational,horizontal,Dark green interval with black streak (Organic matter?). Flat burrows.,,,,359,U1466,B,31,R,1,A
359-U1466B-31R-1-A,20,41,557.0,557.21,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Chondrites,gradational,horizontal,Other ichnofossils: Thalassinoides (C).,,,,359,U1466,B,31,R,1,A
359-U1466B-31R-1-A,41,58,557.21,557.38,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,Well-sorted.,,,,359,U1466,B,31,R,1,A
359-U1466B-31R-1-A,58,80,557.38,557.6,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,"Well-sorted. Other ichnofossils: Planolites (C), Chondrites (R).",,,,359,U1466,B,31,R,1,A
359-U1466B-31R-2-A,0,38,557.6,557.98,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted. Other ichnofossils: Planolites (C).,,,,359,U1466,B,31,R,2,A
359-U1466B-31R-2-A,38,49,557.98,558.09,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,Glauconite.,,complete,6,Thalassinoides,gradational,horizontal,Moderately-sorted. Other ichnofossils: Planolites (C).,,,,359,U1466,B,31,R,2,A
359-U1466B-31R-2-A,49,58,558.09,558.18,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,31,R,2,A
359-U1466B-31R-2-A,58,75,558.18,558.35,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Well-sorted. Other ichnofossils: Planolites (C), Phycosiphon (P).",,,,359,U1466,B,31,R,2,A
359-U1466B-31R-2-A,75,85,558.35,558.45,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,31,R,2,A
359-U1466B-31R-CC-A,0,21,558.45,558.66,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,4,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,31,R,CC,A
359-U1466B-32R-1-A,3,7,566.53,566.57,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,,,,,359,U1466,B,32,R,1,A
359-U1466B-32R-1-A,7,26,566.57,566.76,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted. Other ichnofossils: Planolites (C).,,,,359,U1466,B,32,R,1,A
359-U1466B-32R-1-A,26,57,566.76,567.07,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Well-sorted. Other ichnofossils: Thalassinoides (C), Zoophycos (P, 034-049). Distinct color difference (dark, 2.5y 5/2, background to 2.5y 8/2 in-fill).",,,,359,U1466,B,32,R,1,A
359-U1466B-33R-1-A,0,92,576.2,577.12,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted. Other ichnofossils: Palaeophycus (C). Shape of burrows still fairly round.,,,,359,U1466,B,33,R,1,A
359-U1466B-33R-1-A,92,124,577.12,577.44,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,foraminifera (benthic),Milliolids,,,,,,,common,4,Palaeophycus,gradational,horizontal,"Moderately-sorted. Flattened burrows. Other ichnofossils: Chondrites (C), Phycosiphon (C).",,,,359,U1466,B,33,R,1,A
359-U1466B-33R-1-A,124,134,577.44,577.54,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,foraminifera (benthic),Milliolids,,,,,,,common,4,Palaeophycus,gradational,horizontal,"Moderately-sorted. Flattened burrows. Other ichnofossils: Chondrites (C), Phycosiphon (C).",,,,359,U1466,B,33,R,1,A
359-U1466B-33R-2-A,0,90,577.54,578.44,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,,,"Well-sorted. Other ichnofossils: Palaeophycus (P), Planolites (P)",,,,359,U1466,B,33,R,2,A
359-U1466B-33R-CC-A,0,16,578.44,578.6,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,,,Well-sorted. Other ichnofossils: Palaeophycus (P),,,,359,U1466,B,33,R,CC,A
359-U1466B-33R-CC-A,0,21,578.44,578.65,dolomitic,,,dolomitic packstone,,,,,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,33,R,CC,A
359-U1466B-34R-1-A,0,40,585.9,586.3,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted.,,,,359,U1466,B,34,R,1,A
359-U1466B-34R-1-A,40,46,586.3,586.36,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,common,4,Planolites,gradational,horizontal,,,,,359,U1466,B,34,R,1,A
359-U1466B-34R-1-A,46,75,586.36,586.65,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,common,4,Thalassinoides,gradational,horizontal,"Well sorted, slightly finer grained then the rest of the section. Other ichnofossils: Planolites (A), Chondrites (C)",,,,359,U1466,B,34,R,1,A
359-U1466B-34R-1-A,75,85,586.65,586.75,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,common,4,Chondrites,gradational,horizontal,Other ichnofossils: Palaeophycus (P),,,,359,U1466,B,34,R,1,A
359-U1466B-34R-1-A,85,104,586.75,586.94,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,common,4,Thalassinoides,,,,,,,359,U1466,B,34,R,1,A
359-U1466B-34R-2-A,0,8,586.94,587.02,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/1 (white),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,,,,,359,U1466,B,34,R,2,A
359-U1466B-34R-2-A,8,34,587.02,587.28,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,Well-sorted.,,,,359,U1466,B,34,R,2,A
359-U1466B-34R-2-A,34,64,587.28,587.58,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/1 (white),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,"Other ichnofossils: Palaeophycus (P), Chondrites (P)",,,,359,U1466,B,34,R,2,A
359-U1466B-34R-2-A,64,71,587.58,587.65,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Chondrites,,,,,,,359,U1466,B,34,R,2,A
359-U1466B-35R-1-A,0,31,595.6,595.91,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,common,4,Thalassinoides,gradational,horizontal,Dolomitic-limestone. Well-sorted.,,,,359,U1466,B,35,R,1,A
359-U1466B-35R-1-A,31,45,595.91,596.05,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Dolomitic-limestone. Well-sorted. Other ichnofossils: Planolites (C).,,,,359,U1466,B,35,R,1,A
359-U1466B-35R-1-A,45,60,596.05,596.2,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Dolomitic-limestone. Poorly-sorted. Different color in burrows (2.5y 7/2). Other ichnofossils: Planolites (C), Zoophycos (F)",,,,359,U1466,B,35,R,1,A
359-U1466B-35R-1-A,60,71,596.2,596.31,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,35,R,1,A
359-U1466B-35R-1-A,71,101,596.31,596.61,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,,,"Moderately-sorted. Other ichnofossils: Planolites (C), Chondrites (C), Phycosiphon (R)",,,,359,U1466,B,35,R,1,A
359-U1466B-35R-2-A,0,10,596.61,596.71,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/3 (light yellowish brown),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,35,R,2,A
359-U1466B-35R-2-A,10,24,596.71,596.85,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Planolites,gradational,horizontal,Well-sorted.,,,,359,U1466,B,35,R,2,A
359-U1466B-35R-2-A,24,31,596.85,596.92,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/3 (light yellowish brown),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Chondrites,gradational,horizontal,Moderately-sorted. Other ichnofossils: Planolites (C).,,,,359,U1466,B,35,R,2,A
359-U1466B-35R-2-A,31,62,596.92,597.23,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/3 (pale yellow),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted. Other ichnofossils: Zoophycos (C).,,,,359,U1466,B,35,R,2,A
359-U1466B-35R-2-A,62,76,597.23,597.37,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 8/3 (pale yellow),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,,gradational,horizontal,Well-sorted. Ichnofossils cannot be identified.,,,,359,U1466,B,35,R,2,A
359-U1466B-35R-2-A,76,99,597.37,597.6,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,,,"Other ichnofossils: Planolites, Chondrites, Phycosiphon (?). Burrow color 2.5y 8/2.",,,,359,U1466,B,35,R,2,A
359-U1466B-36R-1-A,0,5,605.3,605.35,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/1 (white),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,,sharp,horizontal,Well-sorted.,,,,359,U1466,B,36,R,1,A
359-U1466B-36R-1-A,5,10,605.35,605.4,,chert,,chert,lithified,5,GLEY 2 6/5PB (bluish gray),,,,,,,,,,,,chert nodule,,,,,,sharp,horizontal,,,,,359,U1466,B,36,R,1,A
359-U1466B-36R-1-A,10,25,605.4,605.55,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Planolites,sharp,horizontal,Well-sorted.,,,,359,U1466,B,36,R,1,A
359-U1466B-36R-1-A,25,42,605.55,605.72,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Phycosiphon,sharp,horizontal,Well sorted. Other ichnofossils: Thalassinoides.,,,,359,U1466,B,36,R,1,A
359-U1466B-36R-1-A,42,72,605.72,606.02,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Zoophycos,sharp,horizontal,"Well-sorted. Other ichnofossils: Thalassinoides (A), Planolites (C).",,,,359,U1466,B,36,R,1,A
359-U1466B-36R-1-A,72,82,606.02,606.12,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Planolites,,,Other ichnofossils: Thalassinoides.,,,,359,U1466,B,36,R,1,A
359-U1466B-36R-CC-A,0,10,606.12,606.22,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,chert nodule,,,complete,6,Thalassinoides,gradational,horizontal,Moderately-sorted.,,,,359,U1466,B,36,R,CC,A
359-U1466B-36R-CC-A,10,22,606.22,606.34,dolomitic,,,dolomitic grainstone,,,,,5,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,36,R,CC,A
359-U1466B-36R-CC-A,10,23,606.22,606.35,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5Y 7/3 (pale yellow),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,chert nodule,,,complete,6,Thalassinoides,,,Well-sorted.,,,,359,U1466,B,36,R,CC,A
359-U1466B-37R-1-A,0,24,615.0,615.24,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, well-sorted. Burrows color is 2.5y 6/2.",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,24,38,615.24,615.38,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,,,,,,,,,,,,,complete,6,palaeophycus,sharp,horizontal,"Dolomitic-limestone, well-sorted.",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,38,41,615.38,615.41,,chert,3,chert,lithified,5,GLEY 2 5/5PB (bluish gray),,3,,,,,,,,,,chert nodule,,,,,,sharp,horizontal,,,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,41,45,615.41,615.45,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,common,4,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, poorly-sorted.",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,45,63,615.45,615.63,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,common,4,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, well-sorted. Other ichnofossils: Planolites (C).",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,63,80,615.63,615.8,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,common,4,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, poorly-sorted. Other ichnofossils: Chondrites.",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-1-A,80,94,615.8,615.94,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,Planolites,,,"Dolomitic-limestone, well-sorted.",,,,359,U1466,B,37,R,1,A
359-U1466B-37R-2-A,0,9,615.94,616.03,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Chondrites,gradational,horizontal,Dolomitic-limestone.,,,,359,U1466,B,37,R,2,A
359-U1466B-37R-2-A,9,13,616.03,616.07,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Dolomitic-limestone.,,,,359,U1466,B,37,R,2,A
359-U1466B-37R-2-A,13,55,616.07,616.49,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Dolomitic-limestone, well-sorted. Other ichnofossils: Planolites (C).",,,,359,U1466,B,37,R,2,A
359-U1466B-37R-2-A,55,67,616.49,616.61,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Dolomitic-limestone.,,,,359,U1466,B,37,R,2,A
359-U1466B-37R-2-A,67,74,616.61,616.68,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 7/2 (light gray),coarse sand,6,foraminifera (benthic),,Foraminifera (planktic),,Foraminifera (benthic),Large benthic foraminifera present,,,,,,,complete,6,Planolites,,,Dolomitic-limestone.,,,,359,U1466,B,37,R,2,A
359-U1466B-38R-1-A,0,12,624.7,624.82,Dolomitic,rudstone,6,Dolomitic rudstone,lithified,5,2.5Y 6/2 (light brownish gray),gravel,9,coral (massive),,Coral (massive),fragment,,,intraclast,"Rock fragments, white to pale yellow (2.5y 8/2).",,chert nodule,,,,,,,,Dolomitic-limestone. Poorly sorted. Breccia.,,,,359,U1466,B,38,R,1,A
359-U1466B-39R-1-A,0,37,634.4,634.77,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (planktic),,,,,,,,,,,,slight,2,,sharp,horizontal,"Dolomitic-limestone, well-sorted.",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,37,40,634.77,634.8,,chert,,chert,lithified,5,2.5Y 8/2 (pale yellow),,,,,,,,,,,,chert nodule,,,,,,sharp,horizontal,,,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,40,51,634.8,634.91,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, well-sorted.",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,51,65,634.91,635.05,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,common,4,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, poorly-sorted. Other ichnofossils: Planolites (C), Phycosiphon (?).",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,65,76,635.05,635.16,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, moderately-sorted. Other ichnofossils: Palaeophycus (C).",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,76,108,635.16,635.48,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,"Dolomitic-limestone, well-sorted. Other ichnofossils: Chondrites (F), Palaeophycus (C).",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,108,124,635.48,635.64,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Dolomitic-limestone, poorly-sorted. Other ichnofossils: Palaeophycus (C).",,,,359,U1466,B,39,R,1,A
359-U1466B-39R-1-A,124,142,635.64,635.82,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,Foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,,,,,359,U1466,B,39,R,1,A
359-U1466B-40R-1-A,0,39,644.1,644.49,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,gradational,horizontal,Well-sorted. Other ichnofossils: Planolites (C),,,,359,U1466,B,40,R,1,A
359-U1466B-40R-1-A,39,48,644.49,644.58,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,,,,,intraclast,Blackend grains.,,,,,complete,6,Thalassinoides,gradational,horizontal,Other ichnofossils: Planolites (C),,,,359,U1466,B,40,R,1,A
359-U1466B-40R-1-A,48,58,644.58,644.68,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,,,Well-sorted.,,,,359,U1466,B,40,R,1,A
359-U1466B-41R-1-A,0,12,653.8,653.92,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,,,,,,,,,,,complete,6,Palaeophycus,sharp,horizontal,Well-sorted.,,,,359,U1466,B,41,R,1,A
